,what,is,the,name,of,the,current,king,of,thebes,in,the,play,?
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.30630946159362793,0.24476152658462524,0.41548454761505127,0.23163574934005737,0.45010748505592346,0.535392165184021,0.272149920463562,0.29463258385658264
stop,0.33920153975486755,0.18207861483097076,0.25771772861480713,0.14053714275360107,0.2052845060825348,0.25771772861480713,0.11203781515359879,0.155153289437294,0.2052845060825348,0.13525252044200897,0.20196323096752167,0.25771772861480713,0.1670970916748047,0.23117060959339142
her,0.2733216881752014,0.22762010991573334,0.354963481426239,0.15513518452644348,0.27399197220802307,0.354963481426239,0.08894117921590805,0.28755441308021545,0.27399197220802307,0.27043840289115906,0.30892789363861084,0.354963481426239,0.22999481856822968,0.20310723781585693
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.2635002136230469,0.4249346852302551,0.40150508284568787,0.20637577772140503,0.1906634420156479,0.4249346852302551,0.1745639592409134,0.4274188280105591,0.40150508284568787,0.1498221457004547,0.19969791173934937
giving,0.28628480434417725,0.24181054532527924,0.3626074492931366,0.17302481830120087,0.3440891206264496,0.3626074492931366,0.1571514755487442,0.18588663637638092,0.3440891206264496,0.15540535748004913,0.24607835710048676,0.3626074492931366,0.15668176114559174,0.2052922248840332
her,0.2733216881752014,0.22762010991573334,0.354963481426239,0.15513518452644348,0.27399197220802307,0.354963481426239,0.08894117921590805,0.28755441308021545,0.27399197220802307,0.27043840289115906,0.30892789363861084,0.354963481426239,0.22999481856822968,0.20310723781585693
brother,0.14914146065711975,0.1533610075712204,0.1885300725698471,0.15339834988117218,0.18226121366024017,0.1885300725698471,0.12141777575016022,0.32217687368392944,0.18226121366024017,0.2540678381919861,0.21517863869667053,0.1885300725698471,0.1205231100320816,0.14267398416996002
polynices,0.22885863482952118,0.23898868262767792,0.2767927944660187,0.15331672132015228,0.2809331715106964,0.2767927944660187,0.17103883624076843,0.14416366815567017,0.2809331715106964,0.3073916733264923,0.25382286310195923,0.2767927944660187,0.20060338079929352,0.23299169540405273
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.1987239569425583,0.18420645594596863,0.5052502155303955,0.24306835234165192,0.539380669593811,0.5829201340675354,0.21130098402500153,0.23916715383529663
proper,0.3295817971229553,0.27530837059020996,0.3680674135684967,0.24818341434001923,0.3278234004974365,0.3680674135684967,0.21388845145702362,0.14526860415935516,0.3278234004974365,0.14305245876312256,0.23365779221057892,0.3680674135684967,0.1346004605293274,0.2291053831577301
burial,0.18476168811321259,0.1841937005519867,0.23356176912784576,0.26238980889320374,0.22971592843532562,0.23356176912784576,0.09076235443353653,0.2484482079744339,0.22971592843532562,0.22834433615207672,0.233357235789299,0.23356176912784576,0.15867288410663605,0.15331946313381195
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.29179835319519043,0.2334747016429901,0.5352458953857422,0.26601383090019226,0.5591574311256409,0.5934505462646484,0.25552695989608765,0.4130953550338745
