,what,is,the,most,critical,resource,measured,to,in,assessing,the,determination,of,a,turing,machine,'s,ability,to,solve,any,given,set,of,problems,?
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2645706832408905,0.2206394225358963,0.274161696434021,0.45503583550453186,0.539380669593811,0.31530433893203735,0.5829201340675354,0.31840816140174866,0.5052502155303955,1.0,0.25234705209732056,0.24983544647693634,0.04866964742541313,0.27422255277633667,0.45503583550453186,0.1866181194782257,0.45031747221946716,0.3335871398448944,0.2540091574192047,0.5052502155303955,0.21523453295230865,0.23916715383529663
given,0.21883496642112732,0.249215230345726,0.37508252263069153,0.2519000172615051,0.21707336604595184,0.14187322556972504,0.27983835339546204,0.3428947925567627,0.2528568208217621,0.2874026894569397,0.37508252263069153,0.2772313356399536,0.39388060569763184,0.3335871398448944,0.31853580474853516,0.13793088495731354,-0.024429189041256905,0.23200184106826782,0.3428947925567627,0.19582529366016388,0.3589085638523102,1.0,0.25759026408195496,0.39388060569763184,0.20150630176067352,0.2570464313030243
amount,0.2602839767932892,0.3016021251678467,0.3336862325668335,0.3196190595626831,0.13700351119041443,0.2575671076774597,0.4279309809207916,0.309798926115036,0.2569429874420166,0.3326803743839264,0.3336862325668335,0.2578396797180176,0.2541177570819855,0.3439450263977051,0.23223213851451874,0.2426835000514984,0.051227446645498276,0.3352651298046112,0.309798926115036,0.19891291856765747,0.3906642198562622,0.3086276650428772,0.19170290231704712,0.2541177570819855,0.24342669546604156,0.17984020709991455
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2872886061668396,0.23272927105426788,0.26447921991348267,0.41548454761505127,0.5696388483047485,0.2635688781738281,0.733189046382904,0.3005902171134949,1.0,0.5052502155303955,0.2670239806175232,0.15468473732471466,-0.03817026689648628,0.21105368435382843,0.41548454761505127,0.15426263213157654,0.3769088089466095,0.39388060569763184,0.20671486854553223,1.0,0.2450421154499054,0.1826142966747284
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.35173171758651733,0.17994733154773712,0.24254600703716278,0.2575800120830536,0.3679993152618408,0.3431483507156372,0.27451807260513306,0.43061500787734985,0.2687408924102783,0.35127586126327515,0.3292340338230133,0.3296571373939514,0.25790056586265564,0.01301188487559557,0.23357108235359192,0.3679993152618408,0.27471593022346497,0.3699842095375061,0.317789226770401,0.258029967546463,0.35127586126327515,0.2643886208534241,0.27391523122787476
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.29108723998069763,0.26207050681114197,0.19594891369342804,0.48971283435821533,0.4954058527946472,0.28942281007766724,0.5171257257461548,0.2563013732433319,0.5116966962814331,0.3739250600337982,0.22459711134433746,0.20538194477558136,0.06895173341035843,0.2697578966617584,0.48971283435821533,0.2412077933549881,0.3363793194293976,0.30185943841934204,0.27649927139282227,0.5116966962814331,0.285793662071228,0.20544172823429108
space,0.20525942742824554,0.18578536808490753,0.24495907127857208,0.11876187473535538,0.10182709991931915,0.2106545865535736,0.1747807413339615,0.22712917625904083,0.17648501694202423,0.203683540225029,0.24495907127857208,0.19995132088661194,0.21300287544727325,0.20296213030815125,0.16944122314453125,0.18313324451446533,-0.1200559139251709,0.20795339345932007,0.22712917625904083,0.18747742474079132,0.29608210921287537,0.15721076726913452,0.22689752280712128,0.21300287544727325,0.23476585745811462,0.1885536164045334
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2721431255340576,0.2016548067331314,0.21980631351470947,0.44245919585227966,0.5201468467712402,0.2556305527687073,0.4933079481124878,0.22005055844783783,0.4946078956127167,0.427140474319458,0.2807261645793915,0.21841607987880707,-0.0016132977325469255,0.2049795389175415,0.44245919585227966,0.24415066838264465,0.3237466514110565,0.2843315005302429,0.24912182986736298,0.4946078956127167,0.2596952021121979,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2645706832408905,0.2206394225358963,0.274161696434021,0.45503583550453186,0.539380669593811,0.31530433893203735,0.5829201340675354,0.31840816140174866,0.5052502155303955,1.0,0.25234705209732056,0.24983544647693634,0.04866964742541313,0.27422255277633667,0.45503583550453186,0.1866181194782257,0.45031747221946716,0.3335871398448944,0.2540091574192047,0.5052502155303955,0.21523453295230865,0.23916715383529663
computational,0.29464593529701233,0.2470806986093521,0.18477948009967804,0.2605879008769989,0.3654429316520691,0.36342814564704895,0.34998640418052673,0.246933713555336,0.2346334308385849,0.4211764335632324,0.18477948009967804,0.4358043372631073,0.2832651138305664,0.29858994483947754,0.500740647315979,0.3237122893333435,-0.04980248585343361,0.340751051902771,0.246933713555336,0.4393666684627533,0.3368047773838043,0.26848718523979187,0.23890824615955353,0.2832651138305664,0.3718613386154175,0.21617397665977478
model,0.2303347885608673,0.21612800657749176,0.14028635621070862,0.17620712518692017,0.1594715565443039,0.10744524747133255,0.15671217441558838,0.187554731965065,0.2267826348543167,0.09823190420866013,0.14028635621070862,0.1740109920501709,0.18271391093730927,0.29218459129333496,0.20603887736797333,0.18472762405872345,0.06566128134727478,0.13392065465450287,0.187554731965065,0.2052619755268097,0.12371537834405899,0.09666109830141068,0.18075880408287048,0.18271391093730927,0.15547668933868408,0.14843042194843292
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.38148126006126404,0.20809482038021088,0.26947060227394104,0.29173019528388977,0.2871878743171692,0.2704046070575714,0.2925971746444702,0.3575236201286316,0.28342369198799133,0.3209529519081116,0.2706976532936096,0.3163287043571472,0.2530263364315033,0.05073437839746475,0.3051784038543701,0.2871878743171692,0.28439509868621826,0.4017013609409332,0.2584693133831024,0.17471474409103394,0.3209529519081116,0.27856141328811646,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.3548237979412079,0.2228258103132248,0.22894562780857086,0.24794849753379822,0.42092081904411316,0.3887844979763031,0.2795092463493347,0.48381632566452026,0.33247971534729004,0.3886612355709076,0.39550232887268066,0.24472561478614807,0.20022566616535187,-0.05775856226682663,0.2832246720790863,0.42092081904411316,0.19008859992027283,0.35746830701828003,0.32487574219703674,0.1714126169681549,0.3886612355709076,0.22810567915439606,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.25937238335609436,0.2305259257555008,0.279002845287323,0.535392165184021,0.6662389636039734,0.2956988513469696,1.0,0.34492117166519165,0.733189046382904,0.5829201340675354,0.2644472122192383,0.22788187861442566,-0.01540423184633255,0.24997951090335846,0.535392165184021,0.16557666659355164,0.4525727927684784,0.37508252263069153,0.2927955985069275,0.733189046382904,0.2659202516078949,0.22068053483963013
deterministic,0.41523241996765137,0.33447402715682983,0.33725428581237793,0.2568792700767517,0.38387158513069153,0.3080665171146393,0.43966636061668396,0.32933658361434937,0.2504095733165741,0.4991464912891388,0.33725428581237793,0.7109819650650024,0.3430701494216919,0.35494157671928406,0.4115058183670044,0.27763426303863525,-0.023690031841397285,0.3722899556159973,0.32933658361434937,0.3732922077178955,0.40553948283195496,0.29332196712493896,0.2321997433900833,0.3430701494216919,0.32895514369010925,0.26914435625076294
turing,0.2806522250175476,0.18364353477954865,0.2644472122192383,0.23340554535388947,0.2871027886867523,0.2393440306186676,0.24876172840595245,0.22095461189746857,0.26572495698928833,0.3264308273792267,0.2644472122192383,0.340122789144516,0.2670239806175232,0.25234705209732056,1.0000001192092896,0.4048772156238556,-0.01240383367985487,0.19179055094718933,0.22095461189746857,0.3873295485973358,0.24515610933303833,0.31853580474853516,0.23849166929721832,0.2670239806175232,0.22053948044776917,0.1460462063550949
machine,0.23075932264328003,0.18938691914081573,0.22788187861442566,0.17841923236846924,0.14126957952976227,0.23236535489559174,0.20073598623275757,0.1634126603603363,0.16716814041137695,0.2027265727519989,0.22788187861442566,0.2319897562265396,0.15468473732471466,0.24983544647693634,0.4048772156238556,1.0,0.040698520839214325,0.16715000569820404,0.1634126603603363,0.24960891902446747,0.2084415853023529,0.13793088495731354,0.18266715109348297,0.15468473732471466,0.20043540000915527,0.17587624490261078
is,0.28837618231773376,1.0,0.5823672413825989,0.41165053844451904,0.17989195883274078,0.2658635079860687,0.2770887017250061,0.42745086550712585,0.5394441485404968,0.24445754289627075,0.5823672413825989,0.2626546323299408,0.4854315221309662,0.658733606338501,0.18364353477954865,0.18938691914081573,0.02396530658006668,0.18390236794948578,0.42745086550712585,0.21876689791679382,0.35691767930984497,0.249215230345726,0.21148966252803802,0.4854315221309662,0.16985496878623962,0.22961433231830597
used,0.27546408772468567,0.3288823366165161,0.3718377649784088,0.306323766708374,0.1672532856464386,0.2709944248199463,0.3536057472229004,0.40058770775794983,0.3090210556983948,0.2901405394077301,0.3718377649784088,0.23232802748680115,0.3075267970561981,0.3864384889602661,0.24789999425411224,0.31660380959510803,0.00600846204906702,0.3201431632041931,0.40058770775794983,0.24460241198539734,0.3731808662414551,0.3641626238822937,0.2491818517446518,0.3075267970561981,0.25633504986763,0.22430120408535004
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.2589523494243622,0.2455640733242035,0.2646089792251587,0.4645031690597534,0.5591574311256409,0.2841610014438629,0.5934505462646484,0.26222988963127136,0.5352458953857422,0.50484299659729,0.19254323840141296,0.20798662304878235,-0.003708066651597619,0.22488819062709808,0.4645031690597534,0.2293975055217743,0.39295488595962524,0.3169408142566681,0.2928885817527771,0.5352458953857422,0.2602308988571167,0.4130953550338745
,what,is,the,most,critical,resource,measured,to,in,assessing,the,determination,of,a,turing,machine,'s,ability,to,solve,any,given,set,of,problems,?
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2645706832408905,0.2206394225358963,0.274161696434021,0.45503583550453186,0.539380669593811,0.31530433893203735,0.5829201340675354,0.31840816140174866,0.5052502155303955,1.0,0.25234705209732056,0.24983544647693634,0.04866964742541313,0.27422255277633667,0.45503583550453186,0.1866181194782257,0.45031747221946716,0.3335871398448944,0.2540091574192047,0.5052502155303955,0.21523453295230865,0.23916715383529663
decision,0.32053670287132263,0.2514069080352783,0.2905151844024658,0.18477432429790497,0.21519669890403748,0.24296948313713074,0.1761404126882553,0.35372841358184814,0.2212151288986206,0.34927916526794434,0.2905151844024658,0.29768049716949463,0.2331373691558838,0.24091263115406036,0.22540055215358734,0.09699063748121262,0.04087042436003685,0.2816219627857208,0.35372841358184814,0.25434455275535583,0.27996188402175903,0.23238156735897064,0.2110053151845932,0.2331373691558838,0.2926073372364044,0.2796577215194702
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.2509269416332245,0.24306385219097137,0.2914622724056244,0.21778646111488342,0.2502208352088928,0.16969570517539978,0.38960573077201843,0.24928659200668335,0.26751092076301575,0.20464475452899933,0.2605542540550232,0.2813624143600464,0.23731867969036102,-0.02317415177822113,0.2723466157913208,0.2502208352088928,0.5774925351142883,0.40565699338912964,0.2566664516925812,0.18448755145072937,0.20464475452899933,0.7913808822631836,0.3762950301170349
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2645706832408905,0.2206394225358963,0.274161696434021,0.45503583550453186,0.539380669593811,0.31530433893203735,0.5829201340675354,0.31840816140174866,0.5052502155303955,1.0,0.25234705209732056,0.24983544647693634,0.04866964742541313,0.27422255277633667,0.45503583550453186,0.1866181194782257,0.45031747221946716,0.3335871398448944,0.2540091574192047,0.5052502155303955,0.21523453295230865,0.23916715383529663
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.3452373743057251,0.14790581166744232,0.32710689306259155,0.33495160937309265,0.4979398250579834,0.26527702808380127,0.34038659930229187,0.312528520822525,0.2800792455673218,0.2603091299533844,0.3915780484676361,0.224638432264328,0.26097333431243896,-0.02075597457587719,0.48028168082237244,0.4979398250579834,0.31821516156196594,0.5010802745819092,0.20761778950691223,0.21309934556484222,0.2603091299533844,0.326987624168396,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.3381733000278473,0.23734232783317566,0.3006899058818817,0.3234885632991791,0.4972836375236511,0.3481820821762085,0.30193212628364563,0.4248143136501312,0.30704906582832336,0.33904364705085754,0.39883795380592346,0.2587292492389679,0.24763767421245575,0.025217169895768166,0.30294734239578247,0.4972836375236511,0.3135510981082916,0.5107080936431885,0.2965909540653229,0.19580282270908356,0.33904364705085754,0.2817195653915405,0.3324260413646698
solved,0.247396320104599,0.16888999938964844,0.21140827238559723,0.17417727410793304,0.18190647661685944,0.20002242922782898,0.25035563111305237,0.1576203852891922,0.17707815766334534,0.31201496720314026,0.21140827238559723,0.28522226214408875,0.17960071563720703,0.18525584042072296,0.3374759256839752,0.2487926036119461,-0.013674325309693813,0.1561271697282791,0.1576203852891922,0.6969740986824036,0.29290327429771423,0.25071197748184204,0.22059224545955658,0.17960071563720703,0.4872119128704071,0.2692696750164032
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.23975791037082672,0.20030556619167328,0.23880761861801147,0.45010748505592346,1.0,0.26418665051460266,0.6662389636039734,0.24502035975456238,0.5696388483047485,0.539380669593811,0.26572495698928833,0.16716814041137695,-0.037580832839012146,0.16374780237674713,0.45010748505592346,0.14587397873401642,0.3135753571987152,0.2528568208217621,0.2663729190826416,0.5696388483047485,0.21061907708644867,0.20430970191955566
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.35173171758651733,0.17994733154773712,0.24254600703716278,0.2575800120830536,0.3679993152618408,0.3431483507156372,0.27451807260513306,0.43061500787734985,0.2687408924102783,0.35127586126327515,0.3292340338230133,0.3296571373939514,0.25790056586265564,0.01301188487559557,0.23357108235359192,0.3679993152618408,0.27471593022346497,0.3699842095375061,0.317789226770401,0.258029967546463,0.35127586126327515,0.2643886208534241,0.27391523122787476
f,0.12896136939525604,0.20386354625225067,0.20223011076450348,0.1375122368335724,0.1782999038696289,0.06319976598024368,0.16800373792648315,0.1645655781030655,0.1905662566423416,0.12887178361415863,0.20223011076450348,0.16232246160507202,0.20653444528579712,0.2362123429775238,0.14885273575782776,0.19721107184886932,0.003173151519149542,0.07956922054290771,0.1645655781030655,0.09935316443443298,0.19194738566875458,0.14395448565483093,0.1459427773952484,0.20653444528579712,0.1647806614637375,0.1749851107597351
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.1383734941482544,0.1745051145553589,0.19702157378196716,0.30882009863853455,0.3087427020072937,0.23053321242332458,0.33289089798927307,0.182867631316185,0.35032153129577637,0.3206180930137634,0.16206736862659454,0.13877293467521667,0.0012731997994706035,0.1583099067211151,0.30882009863853455,0.13206496834754944,0.2452365607023239,0.2224431186914444,0.14486102759838104,0.35032153129577637,0.1654568463563919,0.40561532974243164
n,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.06949906796216965,0.17418402433395386,0.14871768653392792,0.24711553752422333,0.16421891748905182,0.16728445887565613,0.15399178862571716,0.18813885748386383,0.1745687872171402,0.18925218284130096,0.25362148880958557,0.11060377955436707,0.15539859235286713,0.13510282337665558,0.10091404616832733,0.16421891748905182,0.18771646916866302,0.21605715155601501,0.13886377215385437,0.13721133768558502,0.18925218284130096,0.17844520509243011,0.19161871075630188
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.15233315527439117,0.19315560162067413,0.18266436457633972,0.31236231327056885,0.3326910734176636,0.2375897467136383,0.3456730246543884,0.17304274439811707,0.3680361211299896,0.3640355169773102,0.1710575371980667,0.13634051382541656,0.021107977256178856,0.15139928460121155,0.31236231327056885,0.14009729027748108,0.26768192648887634,0.25457310676574707,0.17004531621932983,0.3680361211299896,0.17140987515449524,0.42300865054130554
if,0.5277165174484253,0.30927813053131104,0.33724796772003174,0.2885936200618744,0.21002326905727386,0.23961478471755981,0.2465214729309082,0.4559597074985504,0.2589588761329651,0.4046514630317688,0.33724796772003174,0.34434500336647034,0.2557544410228729,0.41272827982902527,0.26058703660964966,0.25528669357299805,-0.0015437148977071047,0.3337591588497162,0.4559597074985504,0.31157976388931274,0.6160299777984619,0.3646112382411957,0.2913972735404968,0.2557544410228729,0.3437747657299042,0.4441644251346588
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.34392625093460083,0.18334513902664185,0.17114272713661194,0.25358495116233826,0.40669289231300354,0.5361666083335876,0.27546826004981995,0.47025805711746216,0.18198244273662567,0.44397735595703125,0.4214206337928772,0.26398608088493347,0.16258686780929565,-0.04860968142747879,0.170613631606102,0.40669289231300354,0.28056561946868896,0.4219859838485718,0.3400375545024872,0.23786096274852753,0.44397735595703125,0.3197254538536072,0.29405656456947327
exists,0.3020588457584381,0.37246593832969666,0.29877129197120667,0.2036164551973343,0.10150253772735596,0.1848830133676529,0.18403011560440063,0.2263440191745758,0.2509026825428009,0.2572194039821625,0.29877129197120667,0.321524441242218,0.2298482358455658,0.29496249556541443,0.21622298657894135,0.145784392952919,0.024081893265247345,0.17636051774024963,0.2263440191745758,0.2942105829715729,0.36603018641471863,0.1894688904285431,0.14188015460968018,0.2298482358455658,0.2086745649576187,0.26845401525497437
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.2645706832408905,0.2206394225358963,0.274161696434021,0.45503583550453186,0.539380669593811,0.31530433893203735,0.5829201340675354,0.31840816140174866,0.5052502155303955,1.0,0.25234705209732056,0.24983544647693634,0.04866964742541313,0.27422255277633667,0.45503583550453186,0.1866181194782257,0.45031747221946716,0.3335871398448944,0.2540091574192047,0.5052502155303955,0.21523453295230865,0.23916715383529663
turing,0.2806522250175476,0.18364353477954865,0.2644472122192383,0.23340554535388947,0.2871027886867523,0.2393440306186676,0.24876172840595245,0.22095461189746857,0.26572495698928833,0.3264308273792267,0.2644472122192383,0.340122789144516,0.2670239806175232,0.25234705209732056,1.0000001192092896,0.4048772156238556,-0.01240383367985487,0.19179055094718933,0.22095461189746857,0.3873295485973358,0.24515610933303833,0.31853580474853516,0.23849166929721832,0.2670239806175232,0.22053948044776917,0.1460462063550949
machine,0.23075932264328003,0.18938691914081573,0.22788187861442566,0.17841923236846924,0.14126957952976227,0.23236535489559174,0.20073598623275757,0.1634126603603363,0.16716814041137695,0.2027265727519989,0.22788187861442566,0.2319897562265396,0.15468473732471466,0.24983544647693634,0.4048772156238556,1.0,0.040698520839214325,0.16715000569820404,0.1634126603603363,0.24960891902446747,0.2084415853023529,0.13793088495731354,0.18266715109348297,0.15468473732471466,0.20043540000915527,0.17587624490261078
operating,0.25311869382858276,0.24375157058238983,0.28778329491615295,0.22390228509902954,0.2401510328054428,0.2877156734466553,0.24993740022182465,0.27687832713127136,0.2706070840358734,0.29490694403648376,0.28778329491615295,0.2971063554286957,0.27346423268318176,0.2654561996459961,0.32382234930992126,0.32703715562820435,-0.04137628525495529,0.2047983556985855,0.27687832713127136,0.24610431492328644,0.23734630644321442,0.2039819359779358,0.19255559146404266,0.27346423268318176,0.22876335680484772,0.15840965509414673
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.23975791037082672,0.20030556619167328,0.23880761861801147,0.45010748505592346,1.0,0.26418665051460266,0.6662389636039734,0.24502035975456238,0.5696388483047485,0.539380669593811,0.26572495698928833,0.16716814041137695,-0.037580832839012146,0.16374780237674713,0.45010748505592346,0.14587397873401642,0.3135753571987152,0.2528568208217621,0.2663729190826416,0.5696388483047485,0.21061907708644867,0.20430970191955566
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.35173171758651733,0.17994733154773712,0.24254600703716278,0.2575800120830536,0.3679993152618408,0.3431483507156372,0.27451807260513306,0.43061500787734985,0.2687408924102783,0.35127586126327515,0.3292340338230133,0.3296571373939514,0.25790056586265564,0.01301188487559557,0.23357108235359192,0.3679993152618408,0.27471593022346497,0.3699842095375061,0.317789226770401,0.258029967546463,0.35127586126327515,0.2643886208534241,0.27391523122787476
f,0.12896136939525604,0.20386354625225067,0.20223011076450348,0.1375122368335724,0.1782999038696289,0.06319976598024368,0.16800373792648315,0.1645655781030655,0.1905662566423416,0.12887178361415863,0.20223011076450348,0.16232246160507202,0.20653444528579712,0.2362123429775238,0.14885273575782776,0.19721107184886932,0.003173151519149542,0.07956922054290771,0.1645655781030655,0.09935316443443298,0.19194738566875458,0.14395448565483093,0.1459427773952484,0.20653444528579712,0.1647806614637375,0.1749851107597351
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.1383734941482544,0.1745051145553589,0.19702157378196716,0.30882009863853455,0.3087427020072937,0.23053321242332458,0.33289089798927307,0.182867631316185,0.35032153129577637,0.3206180930137634,0.16206736862659454,0.13877293467521667,0.0012731997994706035,0.1583099067211151,0.30882009863853455,0.13206496834754944,0.2452365607023239,0.2224431186914444,0.14486102759838104,0.35032153129577637,0.1654568463563919,0.40561532974243164
n,0.16510315239429474,0.2254602462053299,0.18813885748386383,0.06949906796216965,0.17418402433395386,0.14871768653392792,0.24711553752422333,0.16421891748905182,0.16728445887565613,0.15399178862571716,0.18813885748386383,0.1745687872171402,0.18925218284130096,0.25362148880958557,0.11060377955436707,0.15539859235286713,0.13510282337665558,0.10091404616832733,0.16421891748905182,0.18771646916866302,0.21605715155601501,0.13886377215385437,0.13721133768558502,0.18925218284130096,0.17844520509243011,0.19161871075630188
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.15233315527439117,0.19315560162067413,0.18266436457633972,0.31236231327056885,0.3326910734176636,0.2375897467136383,0.3456730246543884,0.17304274439811707,0.3680361211299896,0.3640355169773102,0.1710575371980667,0.13634051382541656,0.021107977256178856,0.15139928460121155,0.31236231327056885,0.14009729027748108,0.26768192648887634,0.25457310676574707,0.17004531621932983,0.3680361211299896,0.17140987515449524,0.42300865054130554
