,who,governed,the,central,region,in,the,yuan,?
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
central,0.14618510007858276,0.22182463109493256,0.3417201042175293,1.0,0.33765965700149536,0.30844059586524963,0.3417201042175293,0.16617019474506378,0.14787602424621582
secretariat,0.16216164827346802,0.34403303265571594,0.29265260696411133,0.23767314851284027,0.23827949166297913,0.27743786573410034,0.29265260696411133,0.20263373851776123,0.11597823351621628
(,0.2443375140428543,0.1843448281288147,0.33289089798927307,0.2010512501001358,0.1544569879770279,0.3087427020072937,0.33289089798927307,0.18021149933338165,0.40561532974243164
or,0.31144875288009644,0.21946527063846588,0.4174870550632477,0.17267680168151855,0.19172623753547668,0.3586423695087433,0.4174870550632477,0.2459961175918579,0.32389625906944275
zhongshu,0.2034321278333664,0.28842324018478394,0.30974340438842773,0.27910247445106506,0.24960342049598694,0.19776587188243866,0.30974340438842773,0.5946384072303772,0.15122734010219574
sheng,0.1927255243062973,0.11769098043441772,0.1920003890991211,0.1522541642189026,0.08556771278381348,0.17503722012043,0.1920003890991211,0.632646381855011,0.20650209486484528
),0.2457384318113327,0.17448432743549347,0.3456730246543884,0.19551944732666016,0.1620774269104004,0.3326910734176636,0.3456730246543884,0.17912885546684265,0.42300865054130554
at,0.22096660733222961,0.2039957344532013,0.457212895154953,0.22031977772712708,0.15165263414382935,0.4374977946281433,0.457212895154953,0.1277681440114975,0.21978627145290375
khanbaliq,0.20956575870513916,0.29319658875465393,0.20302322506904602,0.22901533544063568,0.29664698243141174,0.17308667302131653,0.20302322506904602,0.4446955919265747,0.20082160830497742
(,0.2443375140428543,0.1843448281288147,0.33289089798927307,0.2010512501001358,0.1544569879770279,0.3087427020072937,0.33289089798927307,0.18021149933338165,0.40561532974243164
modern,0.16937296092510223,0.21872316300868988,0.3283970355987549,0.15431827306747437,0.1651909053325653,0.29808807373046875,0.3283970355987549,0.12391261756420135,0.12475407868623734
beijing,0.14820179343223572,0.1848999410867691,0.2713945806026459,0.2520451545715332,0.18083733320236206,0.2894909381866455,0.2713945806026459,0.47402694821357727,0.16358482837677002
),0.2457384318113327,0.17448432743549347,0.3456730246543884,0.19551944732666016,0.1620774269104004,0.3326910734176636,0.3456730246543884,0.17912885546684265,0.42300865054130554
;,0.007937713526189327,0.06852079182863235,0.09152708947658539,0.11202020943164825,0.10752061009407043,0.092739537358284,0.09152708947658539,-0.06296640634536743,0.10349778085947037
similarly,0.3014912009239197,0.22250160574913025,0.33859682083129883,0.11995356529951096,0.17943425476551056,0.31369346380233765,0.33859682083129883,0.14497490227222443,0.23036029934883118
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
another,0.4379323124885559,0.12066333740949631,0.5019711852073669,0.21102069318294525,0.1501876711845398,0.3397690951824188,0.5019711852073669,0.20986907184123993,0.295511931180954
top-level,0.14103510975837708,0.21067491173744202,0.30067139863967896,0.25559669733047485,0.27577516436576843,0.2735484838485718,0.30067139863967896,0.1964385062456131,0.23824462294578552
administrative,0.11069393157958984,0.4410078525543213,0.25410786271095276,0.28531965613365173,0.35766687989234924,0.2927289605140686,0.25410786271095276,0.22922612726688385,0.15912041068077087
department,0.16568849980831146,0.24904407560825348,0.32582083344459534,0.21654441952705383,0.4206911623477936,0.3254720866680145,0.32582083344459534,0.188559427857399,0.1343645304441452
called,0.3151143789291382,0.3507288694381714,0.489897221326828,0.2023940086364746,0.22494105994701385,0.40847352147102356,0.489897221326828,0.10073821246623993,0.18963319063186646
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
bureau,0.18711698055267334,0.26159754395484924,0.26302388310432434,0.2702780067920685,0.2448340505361557,0.23286110162734985,0.26302388310432434,0.28157609701156616,0.12716132402420044
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
buddhist,0.18541668355464935,0.21812798082828522,0.20901480317115784,0.1773739904165268,0.1914956122636795,0.22351108491420746,0.20901480317115784,0.35980355739593506,0.15461066365242004
and,0.41279885172843933,0.2838749289512634,0.5171257257461548,0.2465941160917282,0.2372262328863144,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
tibetan,0.1482875645160675,0.1380624920129776,0.2316000759601593,0.24610181152820587,0.21418717503547668,0.1719963401556015,0.2316000759601593,0.33217912912368774,0.14673879742622375
affairs,0.22923851013183594,0.3024880886077881,0.22447159886360168,0.178047776222229,0.16180025041103363,0.1845564991235733,0.22447159886360168,0.1845821887254715,0.11928717792034149
(,0.2443375140428543,0.1843448281288147,0.33289089798927307,0.2010512501001358,0.1544569879770279,0.3087427020072937,0.33289089798927307,0.18021149933338165,0.40561532974243164
or,0.31144875288009644,0.21946527063846588,0.4174870550632477,0.17267680168151855,0.19172623753547668,0.3586423695087433,0.4174870550632477,0.2459961175918579,0.32389625906944275
xuanzheng,0.26968488097190857,0.2595568001270294,0.2646876275539398,0.21977141499519348,0.23454786837100983,0.25241878628730774,0.2646876275539398,0.6852748990058899,0.24503181874752045
yuan,0.20351146161556244,0.18537689745426178,0.2548272907733917,0.16617019474506378,0.17916208505630493,0.14850552380084991,0.2548272907733917,1.0,0.12871281802654266
),0.2457384318113327,0.17448432743549347,0.3456730246543884,0.19551944732666016,0.1620774269104004,0.3326910734176636,0.3456730246543884,0.17912885546684265,0.42300865054130554
held,0.21375896036624908,0.3746427893638611,0.32185450196266174,0.15937039256095886,0.1772816777229309,0.3127288818359375,0.32185450196266174,0.1783582717180252,0.14103956520557404
administrative,0.11069393157958984,0.4410078525543213,0.25410786271095276,0.28531965613365173,0.35766687989234924,0.2927289605140686,0.25410786271095276,0.22922612726688385,0.15912041068077087
rule,0.31803420186042786,0.47370126843452454,0.29894936084747314,0.03152582421898842,0.13758836686611176,0.2128441035747528,0.29894936084747314,0.1754431128501892,0.1955260932445526
over,0.316001296043396,0.21947214007377625,0.39856547117233276,0.2639354467391968,0.19301480054855347,0.3605569899082184,0.39856547117233276,0.25813817977905273,0.25742942094802856
the,0.3733934462070465,0.3389590084552765,1.0,0.3417201042175293,0.35020557045936584,0.6662389636039734,1.0,0.2548272907733917,0.22068053483963013
whole,0.28527554869651794,0.25709065794944763,0.4517841339111328,0.27735430002212524,0.18421776592731476,0.30267009139060974,0.4517841339111328,0.20847466588020325,0.21052291989326477
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
modern-day,0.2174457609653473,0.20123913884162903,0.3206247389316559,0.19775381684303284,0.23053671419620514,0.32322806119918823,0.3206247389316559,0.1678219586610794,0.2257315069437027
tibet,0.137370303273201,0.19432108104228973,0.23859025537967682,0.25338640809059143,0.30642372369766235,0.18345369398593903,0.23859025537967682,0.36026594042778015,0.17537984251976013
and,0.41279885172843933,0.2838749289512634,0.5171257257461548,0.2465941160917282,0.2372262328863144,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
a,0.36608949303627014,0.1696038395166397,0.5829201340675354,0.26925721764564514,0.23209655284881592,0.539380669593811,0.5829201340675354,0.18084076046943665,0.23916715383529663
part,0.19576206803321838,0.35519662499427795,0.527681291103363,0.3872494101524353,0.33727937936782837,0.4499994218349457,0.527681291103363,0.12423206120729446,0.08557961881160736
of,0.2827862501144409,0.4198022782802582,0.733189046382904,0.3415789008140564,0.2852717339992523,0.5696388483047485,0.733189046382904,0.22696353495121002,0.1826142966747284
sichuan,0.15822230279445648,0.07454561442136765,0.2397954910993576,0.26241081953048706,0.2504764795303345,0.21147575974464417,0.2397954910993576,0.6145501136779785,0.12777219712734222
",",0.3365725874900818,0.24968869984149933,0.4933079481124878,0.2587154507637024,0.2119160145521164,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
qinghai,0.16793662309646606,0.21453504264354706,0.3059384524822235,0.32425427436828613,0.29256385564804077,0.2659794092178345,0.3059384524822235,0.5665758848190308,0.20057429373264313
and,0.41279885172843933,0.2838749289512634,0.5171257257461548,0.2465941160917282,0.2372262328863144,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
kashmir,0.17614123225212097,0.19451823830604553,0.2859722673892975,0.22828508913516998,0.2995176613330841,0.1820269376039505,0.2859722673892975,0.2966967225074768,0.06440603733062744
.,0.3541337847709656,0.24544399976730347,0.5934505462646484,0.3193301260471344,0.2506107687950134,0.5591574311256409,0.5934505462646484,0.17233723402023315,0.4130953550338745
