,what,president,of,the,university,transformed,it,into,a,modern,research,university,?
and,0.31309178471565247,0.23286236822605133,0.5116966962814331,0.5171257257461548,0.2665814459323883,0.26701194047927856,0.40957894921302795,0.36597734689712524,0.3739250600337982,0.3277876079082489,0.27611881494522095,0.2665814459323883,0.20544172823429108
affiliated,0.13132897019386292,0.20386776328086853,0.23497317731380463,0.2365114837884903,0.3334124982357025,0.15490631759166718,0.10177871584892273,0.14216932654380798,0.16043217480182648,0.10407610982656479,0.30620911717414856,0.3334124982357025,0.09345421195030212
professional,0.20202119648456573,0.19513832032680511,0.21265500783920288,0.1869824379682541,0.3255961239337921,0.0077814459800720215,0.14064761996269226,0.17290130257606506,0.2665292024612427,0.17461448907852173,0.22469858825206757,0.3255961239337921,0.13074518740177155
schools,0.1820785105228424,0.1702251434326172,0.265506386756897,0.22905772924423218,0.4070035517215729,0.046902865171432495,0.25572529435157776,0.1375420093536377,0.2118925303220749,0.21674282848834991,0.27044957876205444,0.4070035517215729,0.18349280953407288
into,0.2180619090795517,0.10702338069677353,0.32255905866622925,0.39493247866630554,0.12447744607925415,0.35665640234947205,0.33015328645706177,1.0,0.3461161255836487,0.19603824615478516,0.12866802513599396,0.12447744607925415,0.15662476420402527
a,0.3320399522781372,0.16959697008132935,0.5052502155303955,0.5829201340675354,0.20256656408309937,0.20745790004730225,0.5452592968940735,0.3461161255836487,1.0,0.24361324310302734,0.1935642808675766,0.20256656408309937,0.23916715383529663
modern,0.2655639946460724,0.11030188947916031,0.3482828736305237,0.3283970355987549,0.1981702744960785,0.20057924091815948,0.2550320625305176,0.19603824615478516,0.24361324310302734,0.9999999403953552,0.19095394015312195,0.1981702744960785,0.12475407868623734
research,0.237140491604805,0.1368889957666397,0.22573977708816528,0.24391183257102966,0.42846137285232544,0.1594412922859192,0.24603503942489624,0.12866802513599396,0.1935642808675766,0.19095394015312195,1.0,0.42846137285232544,0.13481977581977844
university,0.20256435871124268,0.2515452206134796,0.30646374821662903,0.263973206281662,1.0,0.08718585968017578,0.20301668345928192,0.12447744607925415,0.20256656408309937,0.1981702744960785,0.42846137285232544,1.0,0.11887256056070328
;,0.10986888408660889,-0.05959305167198181,0.054534342139959335,0.09152708947658539,-0.012021088972687721,0.06284250319004059,0.08263079822063446,0.022555293515324593,-0.02122584730386734,0.0628311038017273,0.010491791181266308,-0.012021088972687721,0.10349778085947037
harvard,0.2177114188671112,0.2796068787574768,0.25842633843421936,0.24496200680732727,0.6089406609535217,0.1343117654323578,0.1871805340051651,0.1779884397983551,0.24754071235656738,0.1878492385149002,0.3869050145149231,0.6089406609535217,0.11685016006231308
was,0.22111038863658905,0.2505730390548706,0.4069072902202606,0.48711544275283813,0.290752112865448,0.22072833776474,0.4577186405658722,0.2322220653295517,0.4508470594882965,0.23571695387363434,0.21417704224586487,0.290752112865448,0.18412111699581146
a,0.3320399522781372,0.16959697008132935,0.5052502155303955,0.5829201340675354,0.20256656408309937,0.20745790004730225,0.5452592968940735,0.3461161255836487,1.0,0.24361324310302734,0.1935642808675766,0.20256656408309937,0.23916715383529663
founding,0.2093554586172104,0.33307576179504395,0.3665546774864197,0.34138360619544983,0.3165207505226135,0.25284549593925476,0.1925034373998642,0.08425138890743256,0.2064124047756195,0.27605289220809937,0.32190826535224915,0.3165207505226135,0.1416333168745041
member,0.09932345896959305,0.2931678593158722,0.2701796889305115,0.2806392312049866,0.20716828107833862,0.17467127740383148,0.14092883467674255,0.126095712184906,0.24081070721149445,0.07395680993795395,0.22404460608959198,0.20716828107833862,0.06826172769069672
of,0.33290785551071167,0.21610750257968903,1.0,0.733189046382904,0.30646374821662903,0.2842146158218384,0.38761502504348755,0.32255905866622925,0.5052502155303955,0.3482828736305237,0.22573977708816528,0.30646374821662903,0.1826142966747284
the,0.42745697498321533,0.24330610036849976,0.733189046382904,1.0,0.263973206281662,0.2591012716293335,0.6251175999641418,0.39493247866630554,0.5829201340675354,0.3283970355987549,0.24391183257102966,0.263973206281662,0.22068053483963013
association,0.13908448815345764,0.2146461308002472,0.2501356303691864,0.26550325751304626,0.31799381971359253,0.08298341929912567,0.1633487045764923,0.13749001920223236,0.22860166430473328,0.13476082682609558,0.22646988928318024,0.31799381971359253,0.1542656421661377
of,0.33290785551071167,0.21610750257968903,1.0,0.733189046382904,0.30646374821662903,0.2842146158218384,0.38761502504348755,0.32255905866622925,0.5052502155303955,0.3482828736305237,0.22573977708816528,0.30646374821662903,0.1826142966747284
american,0.1909721940755844,0.25288230180740356,0.22180068492889404,0.24562937021255493,0.22128956019878387,0.16088098287582397,0.14307931065559387,0.1574302315711975,0.22026167809963226,0.17004087567329407,0.14681699872016907,0.22128956019878387,0.18877598643302917
universities,0.1630716770887375,0.21570917963981628,0.29948264360427856,0.2619408071041107,0.6843494176864624,0.0661088228225708,0.23677049577236176,0.11207163333892822,0.21368376910686493,0.1755049228668213,0.43150097131729126,0.6843494176864624,0.16836881637573242
in,0.30808621644973755,0.18811661005020142,0.5696388483047485,0.6662389636039734,0.3201795518398285,0.17698952555656433,0.5130809545516968,0.38021373748779297,0.539380669593811,0.29808807373046875,0.21249429881572723,0.3201795518398285,0.20430970191955566
1900,0.10477770119905472,0.02111688256263733,0.0774914026260376,0.12699992954730988,0.07348856329917908,0.1287994384765625,0.12407684326171875,0.06336131691932678,0.14696024358272552,0.13451968133449554,0.15667292475700378,0.07348856329917908,0.12663045525550842
.,0.3567904531955719,0.26255303621292114,0.5352458953857422,0.5934505462646484,0.290679007768631,0.23865903913974762,0.5593622326850891,0.26250120997428894,0.50484299659729,0.22790057957172394,0.2517603039741516,0.290679007768631,0.4130953550338745
