,in,what,language,did,espn,deportes,broadcast,the,game,?
the,0.6662389636039734,0.42745697498321533,0.30198320746421814,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2713715434074402,1.0,0.285271555185318,0.22068053483963013
nfl,0.12599408626556396,0.12579965591430664,0.1271052062511444,0.16524574160575867,0.5740455389022827,0.19073008000850677,0.26023104786872864,0.15305201709270477,0.3143478333950043,0.10610254108905792
to,0.45010748505592346,0.455847829580307,0.2763397693634033,0.4452643394470215,0.21040675044059753,0.1664731502532959,0.2326623648405075,0.535392165184021,0.2540906071662903,0.29463258385658264
be,0.3481820821762085,0.3929833769798279,0.2154676616191864,0.22657383978366852,0.15340790152549744,0.060099538415670395,0.20571625232696533,0.4248143136501312,0.24152140319347382,0.3324260413646698
the,0.6662389636039734,0.42745697498321533,0.30198320746421814,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2713715434074402,1.0,0.285271555185318,0.22068053483963013
exclusive,0.22319824993610382,0.21354709565639496,0.17459458112716675,0.20320084691047668,0.2432229071855545,0.0978471040725708,0.25422632694244385,0.2746652066707611,0.2556222677230835,0.14308638870716095
spanish-language,0.22875188291072845,0.3035939037799835,0.8219333291053772,0.21194985508918762,0.18362683057785034,0.2813996374607086,0.18531714379787445,0.33175456523895264,0.22286508977413177,0.3208416700363159
broadcaster,0.21398968994617462,0.13187484443187714,0.1782555729150772,0.14513398706912994,0.5062721967697144,0.30552518367767334,0.7665559649467468,0.1970033198595047,0.2762388586997986,0.13187550008296967
of,0.5696388483047485,0.33290785551071167,0.25272229313850403,0.2513895630836487,0.12878696620464325,0.15270814299583435,0.20155203342437744,0.733189046382904,0.2298848181962967,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.30198320746421814,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2713715434074402,1.0,0.285271555185318,0.22068053483963013
game,0.23986028134822845,0.2246788740158081,0.18264593183994293,0.19789010286331177,0.3451416492462158,0.106756791472435,0.2862359285354614,0.285271555185318,0.9999998807907104,0.1829071193933487
",",0.5201468467712402,0.3087472915649414,0.2694627344608307,0.3015086054801941,0.18262942135334015,0.23202872276306152,0.24917922914028168,0.4933079481124878,0.2653886377811432,0.31091248989105225
marking,0.2537159323692322,0.1852564662694931,0.2270345687866211,0.18611904978752136,0.07600854337215424,0.12402553111314774,0.17019066214561462,0.3601176142692566,0.17582377791404724,0.12772339582443237
the,0.6662389636039734,0.42745697498321533,0.30198320746421814,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2713715434074402,1.0,0.285271555185318,0.22068053483963013
third,0.3309578001499176,0.2033906877040863,0.21051165461540222,0.19128914177417755,0.19563929736614227,0.15011006593704224,0.10768557339906693,0.4229298532009125,0.2511694133281708,0.15394791960716248
dedicated,0.20924530923366547,0.1580183058977127,0.16423781216144562,0.08663130551576614,0.08180470019578934,0.11157016456127167,0.18904712796211243,0.2320098578929901,0.11363385617733002,0.12950462102890015
spanish-language,0.22875188291072845,0.3035939037799835,0.8219333291053772,0.21194985508918762,0.18362683057785034,0.2813996374607086,0.18531714379787445,0.33175456523895264,0.22286508977413177,0.3208416700363159
broadcast,0.26723843812942505,0.17857211828231812,0.1885785162448883,0.17054221034049988,0.442352294921875,0.21405574679374695,1.0,0.2713715434074402,0.2862359285354614,0.15760008990764618
of,0.5696388483047485,0.33290785551071167,0.25272229313850403,0.2513895630836487,0.12878696620464325,0.15270814299583435,0.20155203342437744,0.733189046382904,0.2298848181962967,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.30198320746421814,0.34736719727516174,0.19345609843730927,0.19800831377506256,0.2713715434074402,1.0,0.285271555185318,0.22068053483963013
super,0.18576006591320038,0.13651713728904724,0.16373157501220703,0.16038043797016144,0.2034922093153,0.1081145852804184,0.1449931412935257,0.21959073841571808,0.3480181396007538,0.166326642036438
bowl,0.17236235737800598,0.15942467749118805,0.12173783034086227,0.18569406867027283,0.3075534701347351,0.13978607952594757,0.18237876892089844,0.21576224267482758,0.2413962334394455,0.21118052303791046
.,0.5591574311256409,0.3567904531955719,0.2506868243217468,0.35288307070732117,0.19926497340202332,0.18397417664527893,0.2280997633934021,0.5934505462646484,0.2581658959388733,0.4130953550338745
