,what,language,does,``,hoy,'',originate,from,?
a,0.3320399522781372,0.21064592897891998,0.38201746344566345,0.07272057235240936,0.24376194179058075,0.04890415817499161,0.22752968966960907,0.322764128446579,0.23916715383529663
versatile,0.2270461618900299,0.22852426767349243,0.21534880995750427,-0.018510254099965096,0.19632859528064728,0.047843556851148605,0.23204171657562256,0.20331108570098877,0.20499899983406067
word,0.30982115864753723,0.35809168219566345,0.26856938004493713,0.12403237819671631,0.21120736002922058,0.05225009098649025,0.3502013087272644,0.2524685263633728,0.19046713411808014
meaning,0.24135559797286987,0.30668672919273376,0.2968333065509796,0.1370125412940979,0.2245166003704071,-0.004718669690191746,0.36875173449516296,0.2275310903787613,0.20420892536640167
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
good,0.3916934132575989,0.16271449625492096,0.33198118209838867,0.008140034973621368,0.1795436590909958,-0.00393895898014307,0.13852928578853607,0.22352536022663116,0.3187684714794159
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
nice,0.31001901626586914,0.14525830745697021,0.2565687298774719,0.06333468109369278,0.17547954618930817,0.044002894312143326,0.10329515486955643,0.13989992439746857,0.26011520624160767
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
or,0.33867141604423523,0.2587864398956299,0.4248845875263214,0.1197475790977478,0.20368865132331848,0.04548122361302376,0.263712078332901,0.31242018938064575,0.32389625906944275
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
very,0.37053924798965454,0.2056877166032791,0.3347555100917816,0.009530685842037201,0.10510905086994171,-0.04080035910010338,0.18126927316188812,0.22892490029335022,0.20864155888557434
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
),0.26259949803352356,0.23027637600898743,0.2575884759426117,0.1698397845029831,0.3201434016227722,-0.028269650414586067,0.16693365573883057,0.2672361731529236,0.42300865054130554
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
hacky,0.2325880527496338,0.23876988887786865,0.26134219765663147,4.168297891737893e-05,0.25932279229164124,0.016891762614250183,0.18349778652191162,0.1001875251531601,0.24644577503204346
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
(,0.2411840260028839,0.19353517889976501,0.2728188931941986,0.15585018694400787,0.30511486530303955,-0.022970275953412056,0.17196696996688843,0.25806233286857605,0.40561532974243164
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
dirty,0.19251076877117157,0.10467758774757385,0.2152375876903534,-0.13515204191207886,0.1696743220090866,0.07165439426898956,0.1507967859506607,0.18600213527679443,0.20440635085105896
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
),0.26259949803352356,0.23027637600898743,0.2575884759426117,0.1698397845029831,0.3201434016227722,-0.028269650414586067,0.16693365573883057,0.2672361731529236,0.42300865054130554
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
netty,0.1569170355796814,0.1523033082485199,0.09954547882080078,-0.018503030762076378,0.22297115623950958,-0.019926445558667183,0.13389059901237488,0.16022980213165283,0.17798306047916412
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
(,0.2411840260028839,0.19353517889976501,0.2728188931941986,0.15585018694400787,0.30511486530303955,-0.022970275953412056,0.17196696996688843,0.25806233286857605,0.40561532974243164
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
toilet,0.188847616314888,0.14532916247844696,0.21979659795761108,-0.06663946807384491,0.16541311144828796,0.006031092256307602,0.06581371277570724,0.07868863642215729,0.22668474912643433
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
),0.26259949803352356,0.23027637600898743,0.2575884759426117,0.1698397845029831,0.3201434016227722,-0.028269650414586067,0.16693365573883057,0.2672361731529236,0.42300865054130554
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
hoy,0.18058401346206665,0.2150907963514328,0.10289546847343445,0.04606635496020317,1.0000001192092896,-0.01220620609819889,0.2286575436592102,0.18182587623596191,0.22896826267242432
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
(,0.2411840260028839,0.19353517889976501,0.2728188931941986,0.15585018694400787,0.30511486530303955,-0.022970275953412056,0.17196696996688843,0.25806233286857605,0.40561532974243164
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
throw,0.250568687915802,0.12800464034080505,0.23836447298526764,0.024074360728263855,0.11161691695451736,-0.03727329522371292,0.16474302113056183,0.22252841293811798,0.2296752780675888
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
from,0.2737620174884796,0.19669853150844574,0.1777622550725937,0.02677825279533863,0.18182587623596191,-0.011389154009521008,0.33798637986183167,1.0,0.19969791173934937
the,0.42745697498321533,0.30198320746421814,0.35928019881248474,0.029072100296616554,0.20299585163593292,0.041273195296525955,0.2916457951068878,0.40150508284568787,0.22068053483963013
dutch,0.1643560230731964,0.14744411408901215,0.13053582608699799,0.04838523641228676,0.3150017261505127,-0.0020182228181511164,0.09883090108633041,0.15860356390476227,0.1081366017460823
gooien,0.2298494130373001,0.206206813454628,0.20056471228599548,0.10907470434904099,0.4288097321987152,0.03671896085143089,0.18787719309329987,0.16552861034870148,0.2866513133049011
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
via,0.16736915707588196,0.19987154006958008,0.11708846688270569,-0.024376709014177322,0.021726863458752632,-0.0018996300641447306,0.19841428101062775,0.24748080968856812,0.19443516433238983
west,0.1946573108434677,0.13201245665550232,0.14011532068252563,0.07479795068502426,0.2722533941268921,0.013031438924372196,0.22255729138851166,0.2389117330312729,0.12088293582201004
frisian,0.17359758913516998,0.3236801028251648,0.1402612030506134,0.14844876527786255,0.22247950732707977,0.07093082368373871,0.18148323893547058,0.1524859070777893,0.13193120062351227
),0.26259949803352356,0.23027637600898743,0.2575884759426117,0.1698397845029831,0.3201434016227722,-0.028269650414586067,0.16693365573883057,0.2672361731529236,0.42300865054130554
",",0.3087472915649414,0.2694627344608307,0.28617382049560547,0.09681109338998795,0.2901689112186432,-0.037358131259679794,0.21421478688716888,0.39760664105415344,0.31091248989105225
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
hockle,0.18132299184799194,0.06497098505496979,0.1056765466928482,0.007486746646463871,0.24867643415927887,0.00882648304104805,0.1804683804512024,0.21630093455314636,0.09808537364006042
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
(,0.2411840260028839,0.19353517889976501,0.2728188931941986,0.15585018694400787,0.30511486530303955,-0.022970275953412056,0.17196696996688843,0.25806233286857605,0.40561532974243164
``,0.008517155423760414,0.13820524513721466,0.06539655476808548,1.0,0.04606635496020317,-0.09173435717821121,0.0758875384926796,0.02677825279533863,0.0685480609536171
spit,0.22772149741649628,0.08645912259817123,0.21657702326774597,-0.03511091321706772,0.14416441321372986,-0.022321736440062523,0.1958061307668686,0.22654488682746887,0.17994219064712524
'',0.08143015950918198,0.05074836686253548,-0.004023602232336998,-0.09173435717821121,-0.01220620609819889,1.0,0.07492149621248245,-0.011389154009521008,0.018684765323996544
),0.26259949803352356,0.23027637600898743,0.2575884759426117,0.1698397845029831,0.3201434016227722,-0.028269650414586067,0.16693365573883057,0.2672361731529236,0.42300865054130554
.,0.3567904531955719,0.2506868243217468,0.3022993505001068,0.05720457062125206,0.21532972157001495,-0.07181349396705627,0.16736671328544617,0.41536515951156616,0.4130953550338745
