,who,took,the,throne,after,kusala,'s,death,?
throne,0.24592310190200806,0.30318889021873474,0.2638266980648041,1.0000001192092896,0.32383179664611816,0.2583703398704529,-0.0466860756278038,0.28825828433036804,0.17206846177577972
.,0.3541337847709656,0.2481018751859665,0.5934505462646484,0.1895931512117386,0.35870397090911865,0.2928466498851776,-0.003708066651597619,0.24631039798259735,0.4130953550338745
,who,took,the,throne,after,kusala,'s,death,?
however,0.4020770490169525,0.29598695039749146,0.49814513325691223,0.23528307676315308,0.41216742992401123,0.24526061117649078,0.011690815910696983,0.23867833614349365,0.2152075469493866
",",0.3365725874900818,0.27655306458473206,0.4933079481124878,0.18564283847808838,0.38860568404197693,0.2856854796409607,-0.0016132977325469255,0.2070959210395813,0.31091248989105225
kusala,0.20898523926734924,0.2257046103477478,0.2804347574710846,0.2583703398704529,0.21068480610847473,1.0000001192092896,0.06401675939559937,0.15536370873451233,0.24292418360710144
suddenly,0.3155127763748169,0.21355238556861877,0.289671927690506,0.2371303290128708,0.3789360821247101,0.08846895396709442,-0.024853037670254707,0.31378892064094543,0.15163323283195496
died,0.2688716650009155,0.3913111686706543,0.18710990250110626,0.2782609462738037,0.333185076713562,0.140962153673172,-0.023391123861074448,0.49539607763290405,0.15254227817058563
only,0.4202229380607605,0.19578106701374054,0.5497692227363586,0.1758088320493698,0.3814272880554199,0.21443286538124084,0.08984304964542389,0.20644022524356842,0.2767370045185089
four,0.1980169266462326,0.21111451089382172,0.40344667434692383,0.12271814793348312,0.2891320586204529,0.15443561971187592,0.030550921335816383,0.1636839210987091,0.14532537758350372
days,0.2709154784679413,0.27493971586227417,0.2574930489063263,0.16370022296905518,0.5160173177719116,0.21420417726039886,0.08848981559276581,0.23849114775657654,0.2198754847049713
after,0.32549580931663513,0.39438313245773315,0.4565047025680542,0.32383179664611816,1.0,0.21068480610847473,-0.055672239512205124,0.2794583737850189,0.16608688235282898
a,0.36608949303627014,0.18697012960910797,0.5829201340675354,0.21158920228481293,0.3831600844860077,0.23681505024433136,0.04866964742541313,0.16249743103981018,0.23916715383529663
banquet,0.23297831416130066,0.24027381837368011,0.30202651023864746,0.3432668149471283,0.23425549268722534,0.19499105215072632,0.05336541682481766,0.2657218873500824,0.1380765587091446
with,0.3282766342163086,0.1882828176021576,0.4223487675189972,0.11961577087640762,0.33843478560447693,0.16488701105117798,-0.04624466598033905,0.171040341258049,0.2433311939239502
tugh,0.31988343596458435,0.25815048813819885,0.2538721263408661,0.2790587246417999,0.25581976771354675,0.3959610164165497,-0.05095980688929558,0.28366580605506897,0.2607990801334381
temür,0.27012577652931213,0.28716275095939636,0.3494127094745636,0.25970181822776794,0.30777668952941895,0.4123532176017761,0.04928223416209221,0.19359834492206573,0.17946790158748627
.,0.3541337847709656,0.2481018751859665,0.5934505462646484,0.1895931512117386,0.35870397090911865,0.2928466498851776,-0.003708066651597619,0.24631039798259735,0.4130953550338745
