,other,than,the,automobile,club,of,southern,california,",",what,other,aaa,auto,club,chose,to,simplify,the,divide,?
california,0.19346874952316284,0.17079950869083405,0.2750805914402008,0.23237895965576172,0.1669577658176422,0.24929828941822052,0.2983402609825134,1.0,0.2704589068889618,0.1811584085226059,0.19346874952316284,0.1535111367702484,0.17664964497089386,0.1669577658176422,0.12280935794115067,0.20697450637817383,0.10074401646852493,0.2750805914402008,0.034784626215696335,0.1409905105829239
state,0.25314825773239136,0.1687004715204239,0.3097178041934967,0.1868918240070343,0.17422181367874146,0.34253445267677307,0.2978775203227997,0.3314559757709503,0.29481780529022217,0.24273863434791565,0.25314825773239136,0.14140476286411285,0.15002261102199554,0.17422181367874146,0.13339032232761383,0.25557461380958557,0.12202141433954239,0.3097178041934967,0.1524619609117508,0.1160883978009224
automobile,0.12103812396526337,0.08406563103199005,0.19456493854522705,1.0,0.20648375153541565,0.20352987945079803,0.11562871187925339,0.23237895965576172,0.20926658809185028,0.1494080126285553,0.12103812396526337,0.18471728265285492,0.5003641247749329,0.20648375153541565,0.1159350797533989,0.14050820469856262,0.11421125382184982,0.19456493854522705,0.14773835241794586,0.11581343412399292
association,0.21038571000099182,0.12729698419570923,0.26550325751304626,0.23126260936260223,0.38495126366615295,0.2501356303691864,0.16993695497512817,0.19573922455310822,0.19516262412071228,0.13908448815345764,0.21038571000099182,0.3180645704269409,0.11985581368207932,0.38495126366615295,0.0833326205611229,0.19401024281978607,0.12883463501930237,0.26550325751304626,0.07574283331632614,0.1542656421661377
and,0.5504306554794312,0.39361441135406494,0.5171257257461548,0.15544651448726654,0.2211807519197464,0.5116966962814331,0.24232792854309082,0.2441616654396057,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.13181598484516144,0.20356731116771698,0.2211807519197464,0.21694043278694153,0.48971283435821533,0.22788646817207336,0.5171257257461548,0.2515243589878082,0.20544172823429108
the,0.44152235984802246,0.3227543234825134,1.0,0.19456493854522705,0.23249365389347076,0.733189046382904,0.3282862603664398,0.2750805914402008,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.17476393282413483,0.16137129068374634,0.23249365389347076,0.3029356896877289,0.535392165184021,0.21066032350063324,1.0,0.296497642993927,0.22068053483963013
automobile,0.12103812396526337,0.08406563103199005,0.19456493854522705,1.0,0.20648375153541565,0.20352987945079803,0.11562871187925339,0.23237895965576172,0.20926658809185028,0.1494080126285553,0.12103812396526337,0.18471728265285492,0.5003641247749329,0.20648375153541565,0.1159350797533989,0.14050820469856262,0.11421125382184982,0.19456493854522705,0.14773835241794586,0.11581343412399292
club,0.13658908009529114,0.14574117958545685,0.23249365389347076,0.20648375153541565,1.0000001192092896,0.19264739751815796,0.1901903748512268,0.1669577658176422,0.2388690710067749,0.11263371258974075,0.13658908009529114,0.25166791677474976,0.17942263185977936,1.0000001192092896,0.05292841047048569,0.16831053793430328,0.07316187769174576,0.23249365389347076,0.09267211705446243,0.1374303698539734
of,0.38583824038505554,0.33036211133003235,0.733189046382904,0.20352987945079803,0.19264739751815796,1.0,0.31933003664016724,0.24929828941822052,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.13306361436843872,0.12421652674674988,0.19264739751815796,0.2676139771938324,0.41548454761505127,0.1869407743215561,0.733189046382904,0.27984148263931274,0.1826142966747284
southern,0.22025135159492493,0.16775213181972504,0.3282862603664398,0.11562871187925339,0.1901903748512268,0.31933003664016724,1.0,0.2983402609825134,0.2795628309249878,0.18679563701152802,0.22025135159492493,0.1668311506509781,0.05077485740184784,0.1901903748512268,0.13329583406448364,0.18284058570861816,0.14715242385864258,0.3282862603664398,0.2062356323003769,0.11225555837154388
california,0.19346874952316284,0.17079950869083405,0.2750805914402008,0.23237895965576172,0.1669577658176422,0.24929828941822052,0.2983402609825134,1.0,0.2704589068889618,0.1811584085226059,0.19346874952316284,0.1535111367702484,0.17664964497089386,0.1669577658176422,0.12280935794115067,0.20697450637817383,0.10074401646852493,0.2750805914402008,0.034784626215696335,0.1409905105829239
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.20926658809185028,0.2388690710067749,0.4946078956127167,0.2795628309249878,0.2704589068889618,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.13678453862667084,0.2191259115934372,0.2388690710067749,0.2518025040626526,0.44245919585227966,0.21563099324703217,0.4933079481124878,0.21270453929901123,0.31091248989105225
choose,0.36338797211647034,0.2547493278980255,0.34268760681152344,0.10170385241508484,0.09078490734100342,0.33839884400367737,0.09442775696516037,0.12605229020118713,0.25782981514930725,0.37237128615379333,0.36338797211647034,0.11933351308107376,0.16843825578689575,0.09078490734100342,0.5344884395599365,0.38412243127822876,0.2819950580596924,0.34268760681152344,0.23749996721744537,0.2863835394382477
to,0.4193183183670044,0.3192550539970398,0.535392165184021,0.14050820469856262,0.16831053793430328,0.41548454761505127,0.18284058570861816,0.20697450637817383,0.44245919585227966,0.455847829580307,0.4193183183670044,0.11379832774400711,0.2091934233903885,0.16831053793430328,0.33018890023231506,1.0,0.37769126892089844,0.535392165184021,0.2661357522010803,0.29463258385658264
simplify,0.2778798043727875,0.2782571017742157,0.21066032350063324,0.11421125382184982,0.07316187769174576,0.1869407743215561,0.14715242385864258,0.10074401646852493,0.21563099324703217,0.3962438404560089,0.2778798043727875,0.1653875857591629,0.20168247818946838,0.07316187769174576,0.16741031408309937,0.37769126892089844,0.9999999403953552,0.21066032350063324,0.26328545808792114,0.4334213137626648
matters,0.3494383692741394,0.2599359154701233,0.32925453782081604,0.07577218860387802,0.17417338490486145,0.298933744430542,0.11776844412088394,0.11566642671823502,0.3183421194553375,0.4115754961967468,0.3494383692741394,0.09371472895145416,0.15415342152118683,0.17417338490486145,0.2464521825313568,0.32389286160469055,0.24351002275943756,0.32925453782081604,0.1715543121099472,0.3182642459869385
by,0.3321913778781891,0.2015816867351532,0.4408751428127289,0.21611075103282928,0.14662392437458038,0.3646814823150635,0.16957597434520721,0.22481602430343628,0.3680937886238098,0.2455483376979828,0.3321913778781891,0.08825621753931046,0.16386015713214874,0.14662392437458038,0.2341146618127823,0.33534231781959534,0.15045879781246185,0.4408751428127289,0.22826366126537323,0.17966607213020325
dividing,0.2973251938819885,0.28977659344673157,0.37785807251930237,0.15667612850666046,0.10456021875143051,0.32544368505477905,0.2936854064464569,0.07408987730741501,0.2606755197048187,0.2898585796356201,0.2973251938819885,0.12247268110513687,0.1372864842414856,0.10456021875143051,0.11624519526958466,0.2964962124824524,0.23977211117744446,0.37785807251930237,0.7597510814666748,0.11916390061378479
the,0.44152235984802246,0.3227543234825134,1.0,0.19456493854522705,0.23249365389347076,0.733189046382904,0.3282862603664398,0.2750805914402008,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.17476393282413483,0.16137129068374634,0.23249365389347076,0.3029356896877289,0.535392165184021,0.21066032350063324,1.0,0.296497642993927,0.22068053483963013
state,0.25314825773239136,0.1687004715204239,0.3097178041934967,0.1868918240070343,0.17422181367874146,0.34253445267677307,0.2978775203227997,0.3314559757709503,0.29481780529022217,0.24273863434791565,0.25314825773239136,0.14140476286411285,0.15002261102199554,0.17422181367874146,0.13339032232761383,0.25557461380958557,0.12202141433954239,0.3097178041934967,0.1524619609117508,0.1160883978009224
along,0.3091159760951996,0.20039285719394684,0.39495137333869934,0.09417181462049484,0.0714348778128624,0.34889817237854004,0.2638747990131378,0.14220604300498962,0.29824912548065186,0.22421957552433014,0.3091159760951996,0.06477168947458267,0.10797128826379776,0.0714348778128624,0.19184613227844238,0.2976071536540985,0.18319222331047058,0.39495137333869934,0.20581486821174622,0.17134909331798553
the,0.44152235984802246,0.3227543234825134,1.0,0.19456493854522705,0.23249365389347076,0.733189046382904,0.3282862603664398,0.2750805914402008,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.17476393282413483,0.16137129068374634,0.23249365389347076,0.3029356896877289,0.535392165184021,0.21066032350063324,1.0,0.296497642993927,0.22068053483963013
lines,0.19097070395946503,0.27973076701164246,0.28391990065574646,0.14242719113826752,0.12670458853244781,0.1948472559452057,0.11683759838342667,0.09912525862455368,0.23323656618595123,0.21269705891609192,0.19097070395946503,0.1594211906194687,0.13161014020442963,0.12670458853244781,0.09154540300369263,0.26990512013435364,0.22111231088638306,0.28391990065574646,0.27029505372047424,0.18324026465415955
where,0.3730994164943695,0.2726525366306305,0.5003893971443176,0.12722380459308624,0.1865241825580597,0.38066378235816956,0.2580642104148865,0.21259644627571106,0.3149496018886566,0.4457937180995941,0.3730994164943695,0.15430371463298798,0.16345231235027313,0.1865241825580597,0.21230188012123108,0.47735077142715454,0.2534739375114441,0.5003893971443176,0.2587127983570099,0.24793872237205505
their,0.456295371055603,0.30367133021354675,0.516537070274353,0.10423880070447922,0.18503203988075256,0.4329940676689148,0.16032712161540985,0.21358467638492584,0.3045167922973633,0.35142919421195984,0.456295371055603,0.15543542802333832,0.1153513491153717,0.18503203988075256,0.32887932658195496,0.44619059562683105,0.22301577031612396,0.516537070274353,0.2308264523744583,0.1898253709077835
jurisdictions,0.3132939338684082,0.2444598376750946,0.2714405059814453,0.1742713302373886,0.13793449103832245,0.29086312651634216,0.18132437765598297,0.15524545311927795,0.22841385006904602,0.2691689431667328,0.3132939338684082,0.14708687365055084,0.22735203802585602,0.13793449103832245,0.17063672840595245,0.2819231450557709,0.27148398756980896,0.2714405059814453,0.21113719046115875,0.20752876996994019
for,0.3273986279964447,0.30793827772140503,0.4739971458911896,0.1531638503074646,0.19063523411750793,0.4185989499092102,0.14496514201164246,0.23038740456104279,0.4464869201183319,0.3017193675041199,0.3273986279964447,0.13313652575016022,0.21028581261634827,0.19063523411750793,0.25166723132133484,0.4451248347759247,0.273042768239975,0.4739971458911896,0.16467182338237762,0.264628142118454
membership,0.2800692915916443,0.2058107852935791,0.2937599718570709,0.18226121366024017,0.25121641159057617,0.26808464527130127,0.1748887151479721,0.1557413637638092,0.2181890308856964,0.2070973664522171,0.2800692915916443,0.1254579722881317,0.15278977155685425,0.25121641159057617,0.23811516165733337,0.2628730833530426,0.17314887046813965,0.2937599718570709,0.1496586799621582,0.15225854516029358
apply,0.34919416904449463,0.26706576347351074,0.23137710988521576,0.16991026699543,0.11096447706222534,0.23030845820903778,0.13815505802631378,0.10633831471204758,0.2953256368637085,0.3400125503540039,0.34919416904449463,0.16743658483028412,0.2352924346923828,0.11096447706222534,0.22446684539318085,0.3410952687263489,0.337225079536438,0.23137710988521576,0.25426989793777466,0.3161788284778595
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.20926658809185028,0.2388690710067749,0.4946078956127167,0.2795628309249878,0.2704589068889618,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.13678453862667084,0.2191259115934372,0.2388690710067749,0.2518025040626526,0.44245919585227966,0.21563099324703217,0.4933079481124878,0.21270453929901123,0.31091248989105225
as,0.42805421352386475,0.40532299876213074,0.48381632566452026,0.1450600028038025,0.144374281167984,0.3886612355709076,0.17950406670570374,0.1933012157678604,0.48816442489624023,0.31749409437179565,0.42805421352386475,0.10068199783563614,0.16197019815444946,0.144374281167984,0.24650342762470245,0.42092081904411316,0.23741276562213898,0.48381632566452026,0.1680551916360855,0.27043893933296204
either,0.4026142656803131,0.3340342342853546,0.3795609474182129,0.09977898746728897,0.11434237658977509,0.24225673079490662,0.12381894141435623,0.12580506503582,0.28548023104667664,0.3851809501647949,0.4026142656803131,0.1656990498304367,0.16223911941051483,0.11434237658977509,0.17613549530506134,0.4178585708141327,0.3251873552799225,0.3795609474182129,0.3176650106906891,0.31498292088508606
northern,0.2566784620285034,0.17106010019779205,0.3422943353652954,0.10966325551271439,0.1702270209789276,0.32586339116096497,0.7355895638465881,0.23127253353595734,0.29473260045051575,0.19332477450370789,0.2566784620285034,0.1428578943014145,0.05818008631467819,0.1702270209789276,0.16285444796085358,0.1886475831270218,0.1641358882188797,0.3422943353652954,0.1846100091934204,0.13149388134479523
or,0.5325124859809875,0.5002588033676147,0.4174870550632477,0.1309618055820465,0.1503344178199768,0.3792596757411957,0.17429952323436737,0.15007786452770233,0.3769497275352478,0.33867141604423523,0.5325124859809875,0.18433734774589539,0.20048007369041443,0.1503344178199768,0.20147965848445892,0.38921234011650085,0.2519740164279938,0.4174870550632477,0.290848046541214,0.32389625906944275
southern,0.22025135159492493,0.16775213181972504,0.3282862603664398,0.11562871187925339,0.1901903748512268,0.31933003664016724,1.0,0.2983402609825134,0.2795628309249878,0.18679563701152802,0.22025135159492493,0.1668311506509781,0.05077485740184784,0.1901903748512268,0.13329583406448364,0.18284058570861816,0.14715242385864258,0.3282862603664398,0.2062356323003769,0.11225555837154388
california,0.19346874952316284,0.17079950869083405,0.2750805914402008,0.23237895965576172,0.1669577658176422,0.24929828941822052,0.2983402609825134,1.0,0.2704589068889618,0.1811584085226059,0.19346874952316284,0.1535111367702484,0.17664964497089386,0.1669577658176422,0.12280935794115067,0.20697450637817383,0.10074401646852493,0.2750805914402008,0.034784626215696335,0.1409905105829239
",",0.4446498453617096,0.3371901512145996,0.4933079481124878,0.20926658809185028,0.2388690710067749,0.4946078956127167,0.2795628309249878,0.2704589068889618,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.13678453862667084,0.2191259115934372,0.2388690710067749,0.2518025040626526,0.44245919585227966,0.21563099324703217,0.4933079481124878,0.21270453929901123,0.31091248989105225
in,0.39989137649536133,0.3270052373409271,0.6662389636039734,0.24175605177879333,0.2541219890117645,0.5696388483047485,0.3190481662750244,0.2772824168205261,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.08440880477428436,0.13624535501003265,0.2541219890117645,0.2265765517950058,0.45010748505592346,0.2218046635389328,0.6662389636039734,0.2377193570137024,0.20430970191955566
contrast,0.3216317594051361,0.39313623309135437,0.25799670815467834,0.09226905554533005,0.1535607874393463,0.3046875298023224,0.1530856192111969,0.16407765448093414,0.21571755409240723,0.2773490250110626,0.3216317594051361,0.06345030665397644,0.054899174720048904,0.1535607874393463,0.12893354892730713,0.23685190081596375,0.23836690187454224,0.25799670815467834,0.2616594433784485,0.15469981729984283
to,0.4193183183670044,0.3192550539970398,0.535392165184021,0.14050820469856262,0.16831053793430328,0.41548454761505127,0.18284058570861816,0.20697450637817383,0.44245919585227966,0.455847829580307,0.4193183183670044,0.11379832774400711,0.2091934233903885,0.16831053793430328,0.33018890023231506,1.0,0.37769126892089844,0.535392165184021,0.2661357522010803,0.29463258385658264
the,0.44152235984802246,0.3227543234825134,1.0,0.19456493854522705,0.23249365389347076,0.733189046382904,0.3282862603664398,0.2750805914402008,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.17476393282413483,0.16137129068374634,0.23249365389347076,0.3029356896877289,0.535392165184021,0.21066032350063324,1.0,0.296497642993927,0.22068053483963013
three-region,0.31717047095298767,0.3060247600078583,0.4375583231449127,0.20136824250221252,0.1708865910768509,0.3796340823173523,0.3546322286128998,0.2378009408712387,0.2797800600528717,0.30594250559806824,0.31717047095298767,0.23021550476551056,0.2086385041475296,0.1708865910768509,0.1477166712284088,0.3060467541217804,0.1608378291130066,0.4375583231449127,0.2510766386985779,0.26680219173431396
point,0.24576379358768463,0.21799813210964203,0.3084787130355835,0.05009998753666878,0.13939696550369263,0.269877165555954,0.15319910645484924,0.13981984555721283,0.28971099853515625,0.3286605179309845,0.24576379358768463,0.15858465433120728,0.07849434018135071,0.13939696550369263,0.1476747840642929,0.3403111398220062,0.25293809175491333,0.3084787130355835,0.23936723172664642,0.19189560413360596
of,0.38583824038505554,0.33036211133003235,0.733189046382904,0.20352987945079803,0.19264739751815796,1.0,0.31933003664016724,0.24929828941822052,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.13306361436843872,0.12421652674674988,0.19264739751815796,0.2676139771938324,0.41548454761505127,0.1869407743215561,0.733189046382904,0.27984148263931274,0.1826142966747284
view,0.1913118213415146,0.17006610333919525,0.25610461831092834,0.09333564341068268,0.1257794201374054,0.21446028351783752,0.05515595152974129,0.17743974924087524,0.216712087392807,0.2818201184272766,0.1913118213415146,0.05897516757249832,0.07737500220537186,0.1257794201374054,0.14428693056106567,0.229315847158432,0.12327296286821365,0.25610461831092834,0.1549232006072998,0.17672975361347198
.,0.41511186957359314,0.3594527542591095,0.5934505462646484,0.24395056068897247,0.2326166033744812,0.5352458953857422,0.26629969477653503,0.2870451807975769,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.2142356038093567,0.21212048828601837,0.2326166033744812,0.2372245341539383,0.4645031690597534,0.20621676743030548,0.5934505462646484,0.23707589507102966,0.4130953550338745
