,whose,ideas,became,increasingly,radical,during,his,imprisonment,?
of,0.37058958411216736,0.22676146030426025,0.3638904094696045,0.2953035831451416,0.23039983212947845,0.3869180977344513,0.38364991545677185,0.26023393869400024,0.1826142966747284
the,0.38253846764564514,0.22381870448589325,0.36325156688690186,0.3152945339679718,0.20306628942489624,0.4838213622570038,0.4394008219242096,0.20297037065029144,0.22068053483963013
brotherhood,0.27129849791526794,0.28962886333465576,0.19332461059093475,0.27931055426597595,0.3757104277610779,0.20261836051940918,0.3201172351837158,0.24181388318538666,0.1117945984005928
",",0.25601375102996826,0.26492518186569214,0.2798398435115814,0.19576682150363922,0.2340504378080368,0.3225448727607727,0.3378419280052185,0.24537357687950134,0.31091248989105225
led,0.1794855296611786,0.2672214210033417,0.35553088784217834,0.3224193751811981,0.22036442160606384,0.3935515582561493,0.30691808462142944,0.20354288816452026,0.09273858368396759
by,0.3384193778038025,0.2588382065296173,0.24051691591739655,0.2621919810771942,0.1902960240840912,0.3220438063144684,0.3107621967792511,0.15846490859985352,0.17966607213020325
hasan,0.19107797741889954,0.08904048055410385,0.1728634238243103,0.14493128657341003,0.1610485017299652,0.1714574694633484,0.2933173179626465,0.2808096408843994,0.19237303733825684
al-hudaybi,0.19704999029636383,0.15447072684764862,0.2511041462421417,0.2019921839237213,0.14956489205360413,0.209804505109787,0.23042576014995575,0.23950111865997314,0.273107647895813
",",0.25601375102996826,0.26492518186569214,0.2798398435115814,0.19576682150363922,0.2340504378080368,0.3225448727607727,0.3378419280052185,0.24537357687950134,0.31091248989105225
remained,0.20901530981063843,0.1391678750514984,0.5749397873878479,0.3477306663990021,0.22812215983867645,0.35575875639915466,0.3657938539981842,0.26474878191947937,0.08263323456048965
moderate,0.15348032116889954,0.20379213988780975,0.166269451379776,0.3694723844528198,0.32744425535202026,0.23337386548519135,0.1520565152168274,0.1346088945865631,0.14408792555332184
and,0.3339773118495941,0.3241734802722931,0.31226563453674316,0.347304105758667,0.248888298869133,0.36462149024009705,0.4234102666378021,0.21113210916519165,0.20544172823429108
interested,0.23090757429599762,0.47475188970565796,0.2958575189113617,0.28754913806915283,0.19996285438537598,0.19522210955619812,0.269082635641098,0.09331255406141281,0.2901444137096405
in,0.23496666550636292,0.24198658764362335,0.31047213077545166,0.23806603252887726,0.20068511366844177,0.4627237319946289,0.3598145842552185,0.2529809772968292,0.20430970191955566
political,0.25296950340270996,0.3825993537902832,0.24165081977844238,0.23558595776557922,0.41768205165863037,0.23011183738708496,0.2937181890010834,0.341869592666626,0.17130474746227264
negotiation,0.15162219107151031,0.27367523312568665,0.24134932458400726,0.25120165944099426,0.2344958782196045,0.3041990399360657,0.2665936052799225,0.3774254620075226,0.12353809177875519
and,0.3339773118495941,0.3241734802722931,0.31226563453674316,0.347304105758667,0.248888298869133,0.36462149024009705,0.4234102666378021,0.21113210916519165,0.20544172823429108
activism,0.16862733662128448,0.46296435594558716,0.2614889144897461,0.3375304937362671,0.49674054980278015,0.275311678647995,0.27012333273887634,0.337215781211853,0.21153755486011505
.,0.2718997597694397,0.27593380212783813,0.2806840240955353,0.19793471693992615,0.20326311886310577,0.3485563397407532,0.3119256794452667,0.20367199182510376,0.4130953550338745
