,what,is,the,population,of,the,inner,mongolia,region,of,china,?
republic,0.18626701831817627,0.17956054210662842,0.2862427830696106,0.23436875641345978,0.2802940905094147,0.2862427830696106,0.18244320154190063,0.37584832310676575,0.27572762966156006,0.2802940905094147,0.4665457606315613,0.16880398988723755
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3060894012451172,1.0,0.733189046382904,0.2847692370414734,0.24969549477100372,0.2852717339992523,1.0,0.27699828147888184,0.1826142966747284
china,0.13832437992095947,0.1968986988067627,0.3110525608062744,0.1775902509689331,0.27699828147888184,0.3110525608062744,0.2450561225414276,0.5977877378463745,0.25697949528694153,0.27699828147888184,1.0000001192092896,0.18007943034172058
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.15404780209064484,0.41827285289764404,0.4223487675189972,0.22413943707942963,0.20320406556129456,0.16874971985816956,0.41827285289764404,0.19833041727542877,0.2433311939239502
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.2011595219373703,0.4300730526447296,0.4566698372364044,0.2351304292678833,0.22950507700443268,0.13805310428142548,0.4300730526447296,0.256110280752182,0.2562315762042999
viewing,0.3130396008491516,0.25350522994995117,0.309763640165329,0.1805301457643509,0.22714020311832428,0.309763640165329,0.19098696112632751,0.09504574537277222,0.09524063766002655,0.22714020311832428,0.15256530046463013,0.2183355838060379
him,0.34912991523742676,0.21291719377040863,0.39213326573371887,0.08702059835195541,0.2764812409877777,0.39213326573371887,0.11257444322109222,0.14213097095489502,0.09323050826787949,0.2764812409877777,0.15222856402397156,0.23943768441677094
positively,0.29586997628211975,0.2538984715938568,0.28200608491897583,0.18218018114566803,0.18919751048088074,0.28200608491897583,0.16996420919895172,0.07961614429950714,0.20183658599853516,0.18919751048088074,0.10612663626670837,0.19553256034851074
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3268454372882843,0.5696388483047485,0.6662389636039734,0.22538623213768005,0.22565330564975739,0.3524819314479828,0.5696388483047485,0.267821341753006,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.32044094800949097,0.733189046382904,1.0,0.2790820598602295,0.26887956261634827,0.35020557045936584,0.733189046382904,0.3110525608062744,0.22068053483963013
inner,0.226011261343956,0.21686768531799316,0.2790820598602295,0.18269746005535126,0.2847692370414734,0.2790820598602295,0.9999999403953552,0.3150876760482788,0.30010750889778137,0.2847692370414734,0.2450561225414276,0.10395674407482147
mongolia,0.18044717609882355,0.19608411192893982,0.26887956261634827,0.24191121757030487,0.24969549477100372,0.26887956261634827,0.3150876760482788,1.0000001192092896,0.3357085883617401,0.24969549477100372,0.5977877378463745,0.12165829539299011
region,0.2298986315727234,0.3317503035068512,0.35020557045936584,0.35224372148513794,0.2852717339992523,0.35020557045936584,0.30010750889778137,0.3357085883617401,1.0,0.2852717339992523,0.25697949528694153,0.13441751897335052
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.1827353984117508,0.38066378235816956,0.5003893971443176,0.24444608390331268,0.2137911468744278,0.2589060366153717,0.38066378235816956,0.2026863694190979,0.24793872237205505
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.30312415957450867,0.44397735595703125,0.47025805711746216,0.2346055656671524,0.206190288066864,0.24659839272499084,0.44397735595703125,0.21505112946033478,0.29405656456947327
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.20790868997573853,0.39081433415412903,0.40399202704429626,0.23264755308628082,0.1809694617986679,0.20011243224143982,0.39081433415412903,0.21174804866313934,0.24591213464736938
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2345738559961319,0.5052502155303955,0.5829201340675354,0.1906806230545044,0.17644062638282776,0.23209655284881592,0.5052502155303955,0.17720326781272888,0.23916715383529663
monument,0.16629868745803833,0.2182770073413849,0.23366175591945648,0.2287711352109909,0.23529943823814392,0.23366175591945648,0.21390388906002045,0.18832477927207947,0.1984350085258484,0.23529943823814392,0.11668237298727036,0.1146806851029396
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.5171257257461548,0.27754151821136475,0.20531518757343292,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.20544172823429108
buildings,0.17147983610630035,0.2076430320739746,0.25566717982292175,0.25812265276908875,0.2829168736934662,0.25566717982292175,0.20398777723312378,0.18650579452514648,0.2133333384990692,0.2829168736934662,0.19530175626277924,0.11192528158426285
about,0.47976887226104736,0.3532065451145172,0.37995871901512146,0.3066638112068176,0.40939709544181824,0.37995871901512146,0.20645099878311157,0.19993694126605988,0.20967209339141846,0.40939709544181824,0.18977688252925873,0.302409827709198
him,0.34912991523742676,0.21291719377040863,0.39213326573371887,0.08702059835195541,0.2764812409877777,0.39213326573371887,0.11257444322109222,0.14213097095489502,0.09323050826787949,0.2764812409877777,0.15222856402397156,0.23943768441677094
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.23080337047576904,0.5116966962814331,0.5171257257461548,0.27754151821136475,0.20531518757343292,0.2372262328863144,0.5116966962814331,0.27966102957725525,0.20544172823429108
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.1827353984117508,0.38066378235816956,0.5003893971443176,0.24444608390331268,0.2137911468744278,0.2589060366153717,0.38066378235816956,0.2026863694190979,0.24793872237205505
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.30312415957450867,0.44397735595703125,0.47025805711746216,0.2346055656671524,0.206190288066864,0.24659839272499084,0.44397735595703125,0.21505112946033478,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.2727566361427307,0.4854315221309662,0.5823672413825989,0.21686768531799316,0.19608411192893982,0.3317503035068512,0.4854315221309662,0.1968986988067627,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2345738559961319,0.5052502155303955,0.5829201340675354,0.1906806230545044,0.17644062638282776,0.23209655284881592,0.5052502155303955,0.17720326781272888,0.23916715383529663
considerable,0.23370833694934845,0.23809988796710968,0.34121429920196533,0.2365802377462387,0.40724071860313416,0.34121429920196533,0.19551748037338257,0.12110587954521179,0.18910835683345795,0.40724071860313416,0.2103462517261505,0.13223446905612946
number,0.23046229779720306,0.22390379011631012,0.35145696997642517,0.2707957327365875,0.2778518795967102,0.35145696997642517,0.18366283178329468,0.12531572580337524,0.17890554666519165,0.2778518795967102,0.15892957150936127,0.19256845116615295
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3060894012451172,1.0,0.733189046382904,0.2847692370414734,0.24969549477100372,0.2852717339992523,1.0,0.27699828147888184,0.1826142966747284
mongols,0.171964630484581,0.15584324300289154,0.310281366109848,0.26570725440979004,0.23517343401908875,0.310281366109848,0.2529115676879883,0.7201405167579651,0.287872314453125,0.23517343401908875,0.47622933983802795,0.11517509818077087
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.3268454372882843,0.5696388483047485,0.6662389636039734,0.22538623213768005,0.22565330564975739,0.3524819314479828,0.5696388483047485,0.267821341753006,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.32044094800949097,0.733189046382904,1.0,0.2790820598602295,0.26887956261634827,0.35020557045936584,0.733189046382904,0.3110525608062744,0.22068053483963013
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.49808502197265625,0.3409860134124756,0.37834644317626953,0.3145895004272461,0.215090811252594,0.4801144301891327,0.3409860134124756,0.20191068947315216,0.12640461325645447
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.15404780209064484,0.41827285289764404,0.4223487675189972,0.22413943707942963,0.20320406556129456,0.16874971985816956,0.41827285289764404,0.19833041727542877,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2345738559961319,0.5052502155303955,0.5829201340675354,0.1906806230545044,0.17644062638282776,0.23209655284881592,0.5052502155303955,0.17720326781272888,0.23916715383529663
population,0.2000674307346344,0.2727566361427307,0.32044094800949097,1.0,0.3060894012451172,0.32044094800949097,0.18269746005535126,0.24191121757030487,0.35224372148513794,0.3060894012451172,0.1775902509689331,0.14449454843997955
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3060894012451172,1.0,0.733189046382904,0.2847692370414734,0.24969549477100372,0.2852717339992523,1.0,0.27699828147888184,0.1826142966747284
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.28779906034469604,0.3296394646167755,0.40085816383361816,0.27263009548187256,0.23494666814804077,0.308953195810318,0.3296394646167755,0.2005847990512848,0.14729668200016022
5,0.09269922226667404,0.009449449367821217,0.09255307912826538,0.0233040489256382,0.1043979674577713,0.09255307912826538,0.03694643825292587,0.055515021085739136,0.11787256598472595,0.1043979674577713,0.05964069440960884,0.06222071498632431
million,0.22197039425373077,0.19962359964847565,0.277012437582016,0.3087695837020874,0.21686489880084991,0.277012437582016,0.12779368460178375,0.23955760896205902,0.2246832400560379,0.21686489880084991,0.26204222440719604,0.23092924058437347
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2967977225780487,0.4946078956127167,0.4933079481124878,0.20530863106250763,0.23564393818378448,0.2119160145521164,0.4946078956127167,0.27650898694992065,0.31091248989105225
almost,0.2467888444662094,0.29784226417541504,0.3341992199420929,0.2479773908853531,0.3144364058971405,0.3341992199420929,0.15255852043628693,0.2442491203546524,0.17159563302993774,0.3144364058971405,0.2133726179599762,0.1372147500514984
twice,0.20608042180538177,0.272193044424057,0.3638015687465668,0.20012274384498596,0.27436208724975586,0.3638015687465668,0.004454778041690588,0.14435109496116638,0.11676399409770966,0.27436208724975586,0.12642802298069,0.16248004138469696
the,0.42745697498321533,0.5823672413825989,1.0,0.32044094800949097,0.733189046382904,1.0,0.2790820598602295,0.26887956261634827,0.35020557045936584,0.733189046382904,0.3110525608062744,0.22068053483963013
population,0.2000674307346344,0.2727566361427307,0.32044094800949097,1.0,0.3060894012451172,0.32044094800949097,0.18269746005535126,0.24191121757030487,0.35224372148513794,0.3060894012451172,0.1775902509689331,0.14449454843997955
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3060894012451172,1.0,0.733189046382904,0.2847692370414734,0.24969549477100372,0.2852717339992523,1.0,0.27699828147888184,0.1826142966747284
mongolia,0.18044717609882355,0.19608411192893982,0.26887956261634827,0.24191121757030487,0.24969549477100372,0.26887956261634827,0.3150876760482788,1.0000001192092896,0.3357085883617401,0.24969549477100372,0.5977877378463745,0.12165829539299011
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.26950228214263916,0.5352458953857422,0.5934505462646484,0.22710131108760834,0.2024824470281601,0.2506107687950134,0.5352458953857422,0.2979343831539154,0.4130953550338745
