,why,the,narrow,part,of,st.,john,'s,river,called,cowford,?
point,0.319356232881546,0.3084787130355835,0.2559927701950073,0.3106235861778259,0.269877165555954,0.13879531621932983,0.121251679956913,0.0017411779845133424,0.16655363142490387,0.16772429645061493,0.17414969205856323,0.19189560413360596
",",0.2827242314815521,0.4933079481124878,0.2165912240743637,0.3376222252845764,0.4946078956127167,0.26603782176971436,0.23961079120635986,-0.0016132977325469255,0.26637205481529236,0.26549121737480164,0.3706808090209961,0.31091248989105225
which,0.4444611668586731,0.6521818041801453,0.3670823872089386,0.4460882246494293,0.5011631846427917,0.16463634371757507,0.20415355265140533,0.03856118768453598,0.25416892766952515,0.5573342442512512,0.21448352932929993,0.25814583897590637
the,0.30742117762565613,1.0,0.3104094862937927,0.527681291103363,0.733189046382904,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.2894456386566162,0.489897221326828,0.25348275899887085,0.22068053483963013
seminole,0.1274634748697281,0.3089360296726227,0.20222561061382294,0.28929993510246277,0.25555723905563354,0.18137973546981812,0.23590432107448578,0.03968680649995804,0.24638204276561737,0.23603779077529907,0.38565942645072937,0.1064835637807846
called,0.3350362777709961,0.489897221326828,0.2687143385410309,0.4405199885368347,0.4222904443740845,0.20085439085960388,0.1628292202949524,-0.021773243322968483,0.15814678370952606,1.0,0.1998073309659958,0.18963319063186646
wacca,0.14853140711784363,0.29994627833366394,0.14969688653945923,0.22292758524417877,0.22104229032993317,0.2583658993244171,0.2332533895969391,0.05631941184401512,0.26349934935569763,0.25231680274009705,0.3201817274093628,0.11553845554590225
pilatka,0.12720619142055511,0.23805202543735504,0.15401427447795868,0.19441595673561096,0.25429365038871765,0.24900126457214355,0.24078528583049774,0.07166727632284164,0.29287171363830566,0.2099747359752655,0.3155832886695862,0.18069498240947723
and,0.27806392312049866,0.5171257257461548,0.24999473989009857,0.35301485657691956,0.5116966962814331,0.22686052322387695,0.21634717285633087,0.06895173341035843,0.19898422062397003,0.3251761794090271,0.32336121797561646,0.20544172823429108
the,0.30742117762565613,1.0,0.3104094862937927,0.527681291103363,0.733189046382904,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.2894456386566162,0.489897221326828,0.25348275899887085,0.22068053483963013
british,0.11614637076854706,0.28973397612571716,0.1341562718153,0.19204387068748474,0.23701532185077667,0.10041285306215286,0.2667495906352997,0.06352180242538452,0.1332394778728485,0.13953031599521637,0.3633714020252228,0.09711728990077972
called,0.3350362777709961,0.489897221326828,0.2687143385410309,0.4405199885368347,0.4222904443740845,0.20085439085960388,0.1628292202949524,-0.021773243322968483,0.15814678370952606,1.0,0.1998073309659958,0.18963319063186646
the,0.30742117762565613,1.0,0.3104094862937927,0.527681291103363,0.733189046382904,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.2894456386566162,0.489897221326828,0.25348275899887085,0.22068053483963013
cow,0.23032231628894806,0.15861596167087555,0.06625095754861832,0.1685781627893448,0.14987067878246307,0.16777582466602325,0.0978022962808609,0.08393798023462296,0.18266823887825012,0.23235054314136505,0.4416917860507965,0.17381127178668976
ford,0.2194703370332718,0.24780116975307465,0.14042818546295166,0.14779327809810638,0.2179923951625824,0.13939665257930756,0.2712762951850891,0.026591315865516663,0.23441866040229797,0.09622686356306076,0.5814406275749207,0.19164219498634338
or,0.3391086459159851,0.4174870550632477,0.27881312370300293,0.28093159198760986,0.3792596757411957,0.17574234306812286,0.12893807888031006,0.06871571391820908,0.08210044354200363,0.4293559193611145,0.16157890856266022,0.32389625906944275
cowford,0.27289628982543945,0.25348275899887085,0.15681394934654236,0.15934988856315613,0.24860677123069763,0.24113509058952332,0.41572946310043335,0.009573942981660366,0.2409917414188385,0.1998073309659958,1.0,0.19656100869178772
;,0.031007718294858932,0.09152708947658539,0.058400243520736694,0.17379768192768097,0.054534342139959335,0.004445185419172049,-0.03077564761042595,0.006909397430717945,-0.002630949718877673,0.02254311740398407,0.02415534108877182,0.10349778085947037
these,0.38858214020729065,0.49086877703666687,0.31097543239593506,0.3325081169605255,0.42684608697891235,0.07305294275283813,0.13475783169269562,0.026068098843097687,0.13091784715652466,0.4124293625354767,0.13023912906646729,0.2571668326854706
names,0.19916117191314697,0.27965226769447327,0.17847421765327454,0.13923361897468567,0.2515542805194855,0.1500423401594162,0.14049090445041656,0.06940026581287384,0.15365266799926758,0.24550704658031464,0.15881963074207306,0.16607333719730377
ostensibly,0.40495777130126953,0.3001483380794525,0.23453839123249054,0.19361074268817902,0.2940782606601715,0.16509640216827393,0.13149520754814148,0.009481866843998432,0.09847038984298706,0.13725194334983826,0.19804862141609192,0.3436274528503418
reflect,0.19468270242214203,0.279869943857193,0.15672285854816437,0.1630532443523407,0.2477911114692688,-0.001105887466110289,0.1508374661207199,0.015362873673439026,0.04978686943650246,0.17495106160640717,0.058154549449682236,0.1725967973470688
the,0.30742117762565613,1.0,0.3104094862937927,0.527681291103363,0.733189046382904,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.2894456386566162,0.489897221326828,0.25348275899887085,0.22068053483963013
fact,0.47569704055786133,0.32878658175468445,0.18702317774295807,0.2437305599451065,0.3007645010948181,0.13417300581932068,0.22278550267219543,0.05436427891254425,0.07642383873462677,0.1887359917163849,0.163313090801239,0.2798655927181244
that,0.5601457357406616,0.5473989248275757,0.2733691930770874,0.37747326493263245,0.41498205065727234,0.13783733546733856,0.17830057442188263,0.04397977516055107,0.1889113336801529,0.41604554653167725,0.21768638491630554,0.32716336846351624
cattle,0.21607272326946259,0.2538938522338867,0.14791768789291382,0.1808212697505951,0.2318044900894165,0.14179541170597076,0.17748931050300598,0.08039590716362,0.27420568466186523,0.2136930674314499,0.37230560183525085,0.17239461839199066
were,0.2287064492702484,0.3906462490558624,0.18402600288391113,0.25213372707366943,0.34038281440734863,0.13992512226104736,0.19632886350154877,0.007088581565767527,0.1080881804227829,0.30364301800727844,0.24640831351280212,0.17890112102031708
brought,0.31162887811660767,0.32700833678245544,0.11270975321531296,0.188803032040596,0.3339962065219879,0.19550096988677979,0.16459371149539948,-0.03164028376340866,0.19864226877689362,0.27182692289352417,0.19925740361213684,0.2339296191930771
across,0.201081782579422,0.3816230297088623,0.36266037821769714,0.3027701675891876,0.2936134934425354,0.16189806163311005,0.08037541061639786,0.010988947004079819,0.32971465587615967,0.19607765972614288,0.19229021668434143,0.17034576833248138
the,0.30742117762565613,1.0,0.3104094862937927,0.527681291103363,0.733189046382904,0.18141359090805054,0.2230520099401474,-0.01540423184633255,0.2894456386566162,0.489897221326828,0.25348275899887085,0.22068053483963013
river,0.13273590803146362,0.2894456386566162,0.2591930031776428,0.20468007028102875,0.19903257489204407,0.13863743841648102,0.17449142038822174,-0.03599277883768082,0.9999999403953552,0.15814678370952606,0.2409917414188385,0.15390869975090027
there,0.41627052426338196,0.47025805711746216,0.29447755217552185,0.32553666830062866,0.44397735595703125,0.11620745807886124,0.09766856580972672,-0.04860968142747879,0.1968109905719757,0.398924857378006,0.22409088909626007,0.29405656456947327
.,0.32909876108169556,0.5934505462646484,0.19551116228103638,0.32817673683166504,0.5352458953857422,0.2214197814464569,0.26428887248039246,-0.003708066651597619,0.21443960070610046,0.300344854593277,0.3103267252445221,0.4130953550338745
