,what,did,lindzen,criticize,about,the,summary,for,policymakers,?
summarize,0.3928036093711853,0.2594456076622009,0.19416731595993042,0.42793652415275574,0.3215276300907135,0.2544860541820526,0.7358594536781311,0.27037543058395386,0.4738112688064575,0.345025897026062
the,0.42745697498321533,0.34736719727516174,0.2849369943141937,0.21518537402153015,0.37995871901512146,1.0,0.18884122371673584,0.4739971458911896,0.28423207998275757,0.22068053483963013
full,0.20298334956169128,0.21422791481018066,0.11595682054758072,0.0979723259806633,0.1477138102054596,0.2988807260990143,0.19745321571826935,0.2962910830974579,0.21006108820438385,0.168479785323143
wgi,0.21156322956085205,0.1887391060590744,0.3066466152667999,0.10192682594060898,0.12809060513973236,0.21212871372699738,0.2739172577857971,0.2653670608997345,0.23687748610973358,0.34140899777412415
report,0.2868559956550598,0.2986995279788971,0.24794667959213257,0.32436391711235046,0.3010396361351013,0.2556745111942291,0.3882492184638977,0.2216007560491562,0.45479339361190796,0.3138936758041382
.,0.3567904531955719,0.35288307070732117,0.3337971270084381,0.24182464182376862,0.42038556933403015,0.5934505462646484,0.23222093284130096,0.4726039469242096,0.2821531295776367,0.4130953550338745
,what,did,lindzen,criticize,about,the,summary,for,policymakers,?
for,0.3017193675041199,0.318512886762619,0.22805346548557281,0.30032265186309814,0.3312419354915619,0.4739971458911896,0.1656910628080368,0.9999999403953552,0.3394396901130676,0.264628142118454
example,0.3456268310546875,0.2528466582298279,0.14281848073005676,0.2696593105792999,0.3355368673801422,0.3755223751068115,0.2135082185268402,0.45665353536605835,0.24974504113197327,0.30374911427497864
",",0.3087472915649414,0.3015086054801941,0.3360248804092407,0.2570696175098419,0.3877100944519043,0.4933079481124878,0.19522196054458618,0.4464869201183319,0.29703962802886963,0.31091248989105225
lindzen,0.1305643916130066,0.10497323423624039,1.0,0.0647454634308815,0.1941271871328354,0.2849369943141937,0.1854223757982254,0.22805346548557281,0.25683268904685974,0.14743174612522125
states,0.21526020765304565,0.21754568815231323,0.1907750815153122,0.17026081681251526,0.22842468321323395,0.3463578522205353,0.14169122278690338,0.2496437132358551,0.24516941606998444,0.16272737085819244
that,0.6297725439071655,0.47518548369407654,0.18891070783138275,0.36734896898269653,0.4500710964202881,0.5473989248275757,0.3151160180568695,0.4137635827064514,0.37032851576805115,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,0.2849369943141937,0.21518537402153015,0.37995871901512146,1.0,0.18884122371673584,0.4739971458911896,0.28423207998275757,0.22068053483963013
spm,0.11551745235919952,0.09295256435871124,0.20654501020908356,0.13747833669185638,0.11379165202379227,0.16452328860759735,0.1636357307434082,0.14340104162693024,0.2678036093711853,0.11335011571645737
understates,0.46293437480926514,0.27717506885528564,0.23439772427082062,0.32966554164886475,0.37742355465888977,0.34043386578559875,0.268897145986557,0.2933838963508606,0.37814947962760925,0.3245709240436554
the,0.42745697498321533,0.34736719727516174,0.2849369943141937,0.21518537402153015,0.37995871901512146,1.0,0.18884122371673584,0.4739971458911896,0.28423207998275757,0.22068053483963013
uncertainty,0.43156877160072327,0.24936112761497498,0.14240199327468872,0.2022678554058075,0.3662390112876892,0.24201196432113647,0.2542482316493988,0.18904708325862885,0.2913374900817871,0.24127498269081116
associated,0.15836219489574432,0.1503729224205017,0.14401653409004211,0.147618368268013,0.1778445988893509,0.2742886245250702,0.11293099075555801,0.22591517865657806,0.18456006050109863,0.1453326791524887
with,0.2464839518070221,0.25472134351730347,0.2298455536365509,0.15188169479370117,0.3347385823726654,0.4223487675189972,0.2125738114118576,0.39140474796295166,0.24206219613552094,0.2433311939239502
climate,0.2854173183441162,0.1748235523700714,0.14748744666576385,0.2069539874792099,0.2469775229692459,0.2693597674369812,0.21894018352031708,0.17355333268642426,0.32157713174819946,0.19998492300510406
models,0.22431734204292297,0.17353540658950806,0.19638995826244354,0.17237672209739685,0.14267294108867645,0.16804195940494537,0.1392834335565567,0.20390960574150085,0.36579927802085876,0.16656708717346191
.,0.3567904531955719,0.35288307070732117,0.3337971270084381,0.24182464182376862,0.42038556933403015,0.5934505462646484,0.23222093284130096,0.4726039469242096,0.2821531295776367,0.4130953550338745
