,why,is,giving,a,defiant,speech,sometimes,more,harmful,for,the,individual,?
the,0.30742117762565613,0.5823672413825989,0.3626074492931366,0.5829201340675354,0.2603258192539215,0.2542078197002411,0.35816407203674316,0.39758381247520447,0.19134685397148132,0.4739971458911896,1.0,0.3706541955471039,0.22068053483963013
first,0.21323956549167633,0.30889374017715454,0.20080076158046722,0.4287874400615692,0.18601639568805695,0.1802147775888443,0.23543648421764374,0.2665303945541382,0.050395652651786804,0.3800288736820221,0.49448907375335693,0.21261492371559143,0.18701928853988647
circuit,0.12149906158447266,0.22126400470733643,0.0941350907087326,0.22317275404930115,0.06727627664804459,0.09086108207702637,0.12957753241062164,0.17681580781936646,0.15017667412757874,0.15060026943683624,0.25798067450523376,0.18783828616142273,0.058349963277578354
",",0.2827242314815521,0.4691906273365021,0.28642573952674866,0.427140474319458,0.26136863231658936,0.19290532171726227,0.26600122451782227,0.3696524500846863,0.25202834606170654,0.4464869201183319,0.4933079481124878,0.20963770151138306,0.31091248989105225
her,0.2180226892232895,0.22762010991573334,0.2971045970916748,0.29850003123283386,0.15078476071357727,0.19870011508464813,0.2256564199924469,0.230000838637352,0.1165674701333046,0.2635703980922699,0.354963481426239,0.2231394201517105,0.20310723781585693
statement,0.3074924051761627,0.24378558993339539,0.22497236728668213,0.2952324151992798,0.1709265410900116,0.31125637888908386,0.21131739020347595,0.22884532809257507,0.2767254114151001,0.24888525903224945,0.20954233407974243,0.24752101302146912,0.28978636860847473
suggested,0.31862786412239075,0.20141924917697906,0.2511112093925476,0.2665110230445862,0.24446818232536316,0.20029474794864655,0.16320161521434784,0.2730725407600403,0.23561488091945648,0.3348638117313385,0.28443726897239685,0.2597658336162567,0.2549840807914734
a,0.2667238116264343,0.658733606338501,0.35822594165802,1.0,0.24813856184482574,0.2413124442100525,0.3788676857948303,0.3452818691730499,0.2387315183877945,0.44038116931915283,0.5829201340675354,0.34062352776527405,0.23916715383529663
lack,0.3744938373565674,0.21955184638500214,0.25162214040756226,0.20266364514827728,0.26109176874160767,0.20062483847141266,0.24313947558403015,0.3831552565097809,0.3592544496059418,0.3265889286994934,0.2674623131752014,0.2821737229824066,0.16953514516353607
of,0.28464117646217346,0.4854315221309662,0.3440891206264496,0.5052502155303955,0.20513923466205597,0.23325279355049133,0.296434611082077,0.30478984117507935,0.21154963970184326,0.4185989499092102,0.733189046382904,0.3372420072555542,0.1826142966747284
remorse,0.325786292552948,0.2170492261648178,0.28416022658348083,0.28098064661026,0.28238213062286377,0.29034456610679626,0.2266407608985901,0.27930864691734314,0.2833402454853058,0.3057846426963806,0.28486448526382446,0.23656025528907776,0.24436719715595245
",",0.2827242314815521,0.4691906273365021,0.28642573952674866,0.427140474319458,0.26136863231658936,0.19290532171726227,0.26600122451782227,0.3696524500846863,0.25202834606170654,0.4464869201183319,0.4933079481124878,0.20963770151138306,0.31091248989105225
an,0.22638356685638428,0.4654068350791931,0.17233683168888092,0.44552403688430786,0.23928643763065338,0.16424399614334106,0.2139018326997757,0.316240519285202,0.2306084781885147,0.3236706852912903,0.4207492768764496,0.2758936285972595,0.19793890416622162
attempt,0.22635294497013092,0.15496763586997986,0.14875128865242004,0.2390216588973999,0.1403905153274536,0.14731021225452423,0.19046394526958466,0.19103950262069702,0.2134234756231308,0.1486808806657791,0.2614527940750122,0.22231382131576538,0.16559520363807678
to,0.4100138247013092,0.42745086550712585,0.36088186502456665,0.45503583550453186,0.13610327243804932,0.22835496068000793,0.4055429697036743,0.47084665298461914,0.25127455592155457,0.4451248347759247,0.535392165184021,0.3278317153453827,0.29463258385658264
avoid,0.3182125687599182,0.2189902514219284,0.254586398601532,0.2583659291267395,0.23013418912887573,0.19978933036327362,0.3423320949077606,0.2814396023750305,0.39091920852661133,0.3205823600292206,0.24833035469055176,0.22225411236286163,0.26885488629341125
responsibility,0.3170992136001587,0.187485933303833,0.3176218271255493,0.22730666399002075,0.2246270775794983,0.2545723617076874,0.21369953453540802,0.22963564097881317,0.27979281544685364,0.31113919615745544,0.3036732077598572,0.3237113058567047,0.20907385647296906
for,0.3869043290615082,0.43268078565597534,0.39347827434539795,0.44038116931915283,0.20952461659908295,0.23515817523002625,0.28293126821517944,0.3891189992427826,0.2436448037624359,0.9999999403953552,0.4739971458911896,0.33574938774108887,0.264628142118454
her,0.2180226892232895,0.22762010991573334,0.2971045970916748,0.29850003123283386,0.15078476071357727,0.19870011508464813,0.2256564199924469,0.230000838637352,0.1165674701333046,0.2635703980922699,0.354963481426239,0.2231394201517105,0.20310723781585693
actions,0.32040390372276306,0.17133161425590515,0.24287468194961548,0.22348695993423462,0.29105085134506226,0.2681523561477661,0.21227428317070007,0.23744843900203705,0.2733103334903717,0.2653684914112091,0.297427237033844,0.30506226420402527,0.2841099798679352
",",0.2827242314815521,0.4691906273365021,0.28642573952674866,0.427140474319458,0.26136863231658936,0.19290532171726227,0.26600122451782227,0.3696524500846863,0.25202834606170654,0.4464869201183319,0.4933079481124878,0.20963770151138306,0.31091248989105225
and,0.27806392312049866,0.3859752118587494,0.32261931896209717,0.3739250600337982,0.2761852443218231,0.13947591185569763,0.35151126980781555,0.39880692958831787,0.25038784742355347,0.5064792633056641,0.5171257257461548,0.30311039090156555,0.20544172823429108
even,0.5221582055091858,0.28202980756759644,0.37520474195480347,0.3278432786464691,0.24689176678657532,0.1697426736354828,0.444086492061615,0.5038509368896484,0.3806365728378296,0.39184510707855225,0.37996912002563477,0.3355512022972107,0.30082517862319946
a,0.2667238116264343,0.658733606338501,0.35822594165802,1.0,0.24813856184482574,0.2413124442100525,0.3788676857948303,0.3452818691730499,0.2387315183877945,0.44038116931915283,0.5829201340675354,0.34062352776527405,0.23916715383529663
likelihood,0.3561267554759979,0.34445491433143616,0.31010666489601135,0.33071842789649963,0.2071688026189804,0.22731921076774597,0.26593858003616333,0.387754887342453,0.42861536145210266,0.35288912057876587,0.3716847598552704,0.3765949308872223,0.3244779706001282
of,0.28464117646217346,0.4854315221309662,0.3440891206264496,0.5052502155303955,0.20513923466205597,0.23325279355049133,0.296434611082077,0.30478984117507935,0.21154963970184326,0.4185989499092102,0.733189046382904,0.3372420072555542,0.1826142966747284
repeating,0.2928934395313263,0.23463252186775208,0.2926326096057892,0.27751320600509644,0.19881027936935425,0.24713659286499023,0.29982274770736694,0.2493198961019516,0.31044575572013855,0.3387911021709442,0.28474530577659607,0.37053781747817993,0.26100295782089233
her,0.2180226892232895,0.22762010991573334,0.2971045970916748,0.29850003123283386,0.15078476071357727,0.19870011508464813,0.2256564199924469,0.230000838637352,0.1165674701333046,0.2635703980922699,0.354963481426239,0.2231394201517105,0.20310723781585693
illegal,0.1756201684474945,0.17237605154514313,0.21200372278690338,0.20074772834777832,0.21653535962104797,0.19262827932834625,0.2879631817340851,0.20592167973518372,0.34076231718063354,0.2541399300098419,0.18815846741199493,0.1680058240890503,0.1562941074371338
actions,0.32040390372276306,0.17133161425590515,0.24287468194961548,0.22348695993423462,0.29105085134506226,0.2681523561477661,0.21227428317070007,0.23744843900203705,0.2733103334903717,0.2653684914112091,0.297427237033844,0.30506226420402527,0.2841099798679352
.,0.32909876108169556,0.4569662809371948,0.3268221318721771,0.50484299659729,0.21782608330249786,0.18166135251522064,0.24956031143665314,0.4070230722427368,0.27727407217025757,0.4726039469242096,0.5934505462646484,0.26377516984939575,0.4130953550338745
,why,is,giving,a,defiant,speech,sometimes,more,harmful,for,the,individual,?
as,0.3103298544883728,0.43216490745544434,0.30383536219596863,0.39550232887268066,0.323606014251709,0.209269717335701,0.3959874212741852,0.42839905619621277,0.22618119418621063,0.44774648547172546,0.48381632566452026,0.3071732819080353,0.27043893933296204
a,0.2667238116264343,0.658733606338501,0.35822594165802,1.0,0.24813856184482574,0.2413124442100525,0.3788676857948303,0.3452818691730499,0.2387315183877945,0.44038116931915283,0.5829201340675354,0.34062352776527405,0.23916715383529663
result,0.27512499690055847,0.19420543313026428,0.23284795880317688,0.2767398953437805,0.19640396535396576,0.13196122646331787,0.21927744150161743,0.23343375325202942,0.27504289150238037,0.2445775717496872,0.27778977155685425,0.2601376175880432,0.17218433320522308
",",0.2827242314815521,0.4691906273365021,0.28642573952674866,0.427140474319458,0.26136863231658936,0.19290532171726227,0.26600122451782227,0.3696524500846863,0.25202834606170654,0.4464869201183319,0.4933079481124878,0.20963770151138306,0.31091248989105225
the,0.30742117762565613,0.5823672413825989,0.3626074492931366,0.5829201340675354,0.2603258192539215,0.2542078197002411,0.35816407203674316,0.39758381247520447,0.19134685397148132,0.4739971458911896,1.0,0.3706541955471039,0.22068053483963013
judge,0.1696096956729889,0.25163978338241577,0.14988744258880615,0.25238069891929626,0.21770581603050232,0.14549776911735535,0.10472539812326431,0.13972222805023193,0.11502668261528015,0.21203121542930603,0.21985375881195068,0.22772987186908722,0.1870231032371521
increased,0.1506301611661911,0.1395888477563858,0.2926541566848755,0.22370080649852753,0.27176806330680847,0.14982473850250244,0.22753919661045074,0.3940040171146393,0.26775026321411133,0.2777559161186218,0.3188653886318207,0.3115555942058563,0.09587585180997849
her,0.2180226892232895,0.22762010991573334,0.2971045970916748,0.29850003123283386,0.15078476071357727,0.19870011508464813,0.2256564199924469,0.230000838637352,0.1165674701333046,0.2635703980922699,0.354963481426239,0.2231394201517105,0.20310723781585693
sentence,0.2658371925354004,0.25493139028549194,0.14735881984233856,0.3007517158985138,0.20211155712604523,0.2643432021141052,0.18536005914211273,0.242491215467453,0.17580075562000275,0.2684626281261444,0.2387111783027649,0.2365080863237381,0.2846963107585907
from,0.2592364251613617,0.27355384826660156,0.2503957152366638,0.322764128446579,0.04394178092479706,0.20799489319324493,0.3064781725406647,0.2529715299606323,0.22412410378456116,0.314039945602417,0.40150508284568787,0.21223993599414825,0.19969791173934937
40,-0.018898969516158104,0.020139267668128014,-0.041194647550582886,-0.02814851514995098,0.046025849878787994,-0.07676149904727936,0.03183555230498314,0.05675184354186058,-0.01880582980811596,-0.02182970941066742,-0.09923846274614334,-0.006523317191749811,0.010195288807153702
to,0.4100138247013092,0.42745086550712585,0.36088186502456665,0.45503583550453186,0.13610327243804932,0.22835496068000793,0.4055429697036743,0.47084665298461914,0.25127455592155457,0.4451248347759247,0.535392165184021,0.3278317153453827,0.29463258385658264
60,0.07617830485105515,0.04923270642757416,-0.002263617003336549,0.028617827221751213,0.07054503262042999,0.10315296798944473,-0.051297273486852646,0.04579539597034454,-0.030120303854346275,0.033401429653167725,0.04635925963521004,0.005526985973119736,0.06999651342630386
days,0.24934838712215424,0.1960425078868866,0.24174565076828003,0.24421119689941406,0.09305811673402786,0.1257849931716919,0.17915388941764832,0.30495089292526245,0.19405855238437653,0.2734130620956421,0.2574930489063263,0.13395459949970245,0.2198754847049713
.,0.32909876108169556,0.4569662809371948,0.3268221318721771,0.50484299659729,0.21782608330249786,0.18166135251522064,0.24956031143665314,0.4070230722427368,0.27727407217025757,0.4726039469242096,0.5934505462646484,0.26377516984939575,0.4130953550338745
