,what,organization,predicted,that,the,amazon,forest,could,survive,only,three,years,of,drought,?
reported,0.16211873292922974,0.2213049829006195,0.3662991523742676,0.2721617817878723,0.24444028735160828,0.21712075173854828,0.1601962447166443,0.2291332483291626,0.18272852897644043,0.25766921043395996,0.17816875874996185,0.25505518913269043,0.23745855689048767,0.26162189245224,0.16150116920471191
woods,0.09034934639930725,0.07366951555013657,0.1252875030040741,0.18037821352481842,0.25063925981521606,0.2406013458967209,0.47122639417648315,0.1317553073167801,0.21393060684204102,0.19538207352161407,0.20549078285694122,0.18042518198490143,0.19778653979301453,0.22142712771892548,0.09811560064554214
hole,0.2150908261537552,0.13700774312019348,0.1663501262664795,0.28537964820861816,0.3079732358455658,0.13774780929088593,0.2765733301639557,0.2476881444454193,0.19857430458068848,0.25264525413513184,0.17530792951583862,0.1773211807012558,0.19590505957603455,0.182077556848526,0.14503677189350128
research,0.237140491604805,0.31378334760665894,0.25188836455345154,0.3083151876926422,0.24391183257102966,0.13143867254257202,0.211789071559906,0.19671496748924255,0.216766819357872,0.22452491521835327,0.13171806931495667,0.22058163583278656,0.22573977708816528,0.10612224787473679,0.13481977581977844
center,0.1908310204744339,0.25475436449050903,0.2141789048910141,0.22661058604717255,0.29064592719078064,0.11785519123077393,0.13185515999794006,0.1062837466597557,0.13790984451770782,0.20699188113212585,0.12603379786014557,0.19295728206634521,0.24526838958263397,0.06195251643657684,0.12538520991802216
results,0.2425258755683899,0.21088500320911407,0.3503878712654114,0.339158296585083,0.2863679826259613,0.13684657216072083,0.05758936330676079,0.24811875820159912,0.13566233217716217,0.2529577910900116,0.1764894425868988,0.2180604636669159,0.19509612023830414,0.2011134773492813,0.21797199547290802
showing,0.2931436598300934,0.0942203626036644,0.15756244957447052,0.3517906069755554,0.34540408849716187,0.21628859639167786,0.09041603654623032,0.2708977162837982,0.11315073817968369,0.3231539726257324,0.23200224339962006,0.0758078321814537,0.3515862822532654,0.14958961308002472,0.23185425996780396
that,0.6297725439071655,0.2613518536090851,0.30613675713539124,1.0,0.5473989248275757,0.2228476107120514,0.17981816828250885,0.5584503412246704,0.3015720248222351,0.6004067063331604,0.3407050371170044,0.27599525451660156,0.41498205065727234,0.2668984532356262,0.32716336846351624
the,0.42745697498321533,0.311172217130661,0.18655166029930115,0.5473989248275757,1.0,0.260541707277298,0.24134553968906403,0.35393214225769043,0.25732097029685974,0.5497692227363586,0.43452659249305725,0.2912273406982422,0.733189046382904,0.33421388268470764,0.22068053483963013
forest,0.15328429639339447,0.1272379755973816,0.12234923243522644,0.17981816828250885,0.24134553968906403,0.26471444964408875,1.0000001192092896,0.15842749178409576,0.21421785652637482,0.2038765251636505,0.18422982096672058,0.1882089525461197,0.2309139519929886,0.33272063732147217,0.1214437186717987
in,0.30808621644973755,0.2513086795806885,0.17930050194263458,0.435920387506485,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.29357993602752686,0.22333702445030212,0.42992329597473145,0.34828072786331177,0.33554986119270325,0.5696388483047485,0.2705814242362976,0.20430970191955566
its,0.30393704771995544,0.23823796212673187,0.19281508028507233,0.416561484336853,0.559237003326416,0.1978737860918045,0.11059460788965225,0.22975394129753113,0.18259106576442719,0.3620542287826538,0.23637419939041138,0.17322497069835663,0.48690423369407654,0.19983211159706116,0.15103481709957123
present,0.30940163135528564,0.15113559365272522,0.10316700488328934,0.25174012780189514,0.2829846143722534,0.08765508979558945,0.0861562117934227,0.11243367195129395,0.1904996931552887,0.23204892873764038,0.20450296998023987,0.2789352238178253,0.3116828501224518,0.12393572926521301,0.21759982407093048
form,0.15868011116981506,0.18234412372112274,0.13554534316062927,0.31894639134407043,0.29286009073257446,0.061993882060050964,0.16519732773303986,0.19663512706756592,0.2565533518791199,0.29319658875465393,0.15855777263641357,0.16555586457252502,0.29600051045417786,0.17859958112239838,0.1463010311126709
could,0.4188697934150696,0.12913817167282104,0.26124200224876404,0.5584503412246704,0.35393214225769043,0.18253840506076813,0.15842749178409576,0.9999998807907104,0.26002246141433716,0.4374507963657379,0.22537529468536377,0.2500765919685364,0.29043012857437134,0.27522170543670654,0.3411986827850342
survive,0.21734777092933655,0.18625566363334656,0.15310820937156677,0.3015720248222351,0.25732097029685974,0.21119438111782074,0.21421785652637482,0.26002246141433716,1.0000001192092896,0.3708699643611908,0.18328340351581573,0.21238838136196136,0.25531935691833496,0.40423354506492615,0.15179267525672913
only,0.41415658593177795,0.21655572950839996,0.21999485790729523,0.6004067063331604,0.5497692227363586,0.23944227397441864,0.2038765251636505,0.4374507963657379,0.3708699643611908,1.0,0.43065136671066284,0.3296830952167511,0.49632513523101807,0.22731344401836395,0.2767370045185089
three,0.24888746440410614,0.16912314295768738,0.12473705410957336,0.3407050371170044,0.43452659249305725,0.12076811492443085,0.18422982096672058,0.22537529468536377,0.18328340351581573,0.43065136671066284,1.0,0.32563796639442444,0.3844621181488037,0.19597917795181274,0.20928427577018738
years,0.1981470286846161,0.15501490235328674,0.24745330214500427,0.27599525451660156,0.2912273406982422,0.035328641533851624,0.1882089525461197,0.2500765919685364,0.21238838136196136,0.3296830952167511,0.32563796639442444,1.0,0.2904134690761566,0.26591700315475464,0.1914375126361847
of,0.33290785551071167,0.25438958406448364,0.18881571292877197,0.41498205065727234,0.733189046382904,0.20143137872219086,0.2309139519929886,0.29043012857437134,0.25531935691833496,0.49632513523101807,0.3844621181488037,0.2904134690761566,1.0,0.26836544275283813,0.1826142966747284
drought,0.17344513535499573,0.16097773611545563,0.2683561146259308,0.2668984532356262,0.33421388268470764,0.21362802386283875,0.33272063732147217,0.27522170543670654,0.40423354506492615,0.22731344401836395,0.19597917795181274,0.26591700315475464,0.26836544275283813,0.9999998807907104,0.1524890512228012
.,0.3567904531955719,0.20656518638134003,0.20299360156059265,0.4460422694683075,0.5934505462646484,0.262887567281723,0.2418428510427475,0.3200591504573822,0.2299451231956482,0.49507418274879456,0.34968629479408264,0.31919315457344055,0.5352458953857422,0.26008325815200806,0.4130953550338745
