,what,components,raise,steam,temperature,above,its,saturated,vapor,point,?
),0.26259949803352356,0.16825178265571594,0.16169865429401398,0.13912063837051392,0.2232651710510254,0.2663145661354065,0.20629894733428955,0.2022590935230255,0.18031194806098938,0.2308495044708252,0.42300865054130554
to,0.455847829580307,0.27977025508880615,0.34016725420951843,0.22894427180290222,0.26598888635635376,0.30495497584342957,0.3691340684890747,0.22931891679763794,0.23633262515068054,0.3403111398220062,0.29463258385658264
supply,0.20549191534519196,0.329705148935318,0.31748712062835693,0.34906667470932007,0.21600203216075897,0.21571436524391174,0.26599693298339844,0.27403485774993896,0.25525274872779846,0.22887159883975983,0.14298182725906372
water,0.17456887662410736,0.23839028179645538,0.20268763601779938,0.43059393763542175,0.4057410657405853,0.2373015284538269,0.2640035152435303,0.4511740803718567,0.5515974164009094,0.2126591056585312,0.14731885492801666
to,0.455847829580307,0.27977025508880615,0.34016725420951843,0.22894427180290222,0.26598888635635376,0.30495497584342957,0.3691340684890747,0.22931891679763794,0.23633262515068054,0.3403111398220062,0.29463258385658264
the,0.42745697498321533,0.30344057083129883,0.2657596468925476,0.23105813562870026,0.27585095167160034,0.33988961577415466,0.559237003326416,0.20719623565673828,0.20277047157287598,0.3084787130355835,0.22068053483963013
boiler,0.23551298677921295,0.2424929440021515,0.1715513914823532,0.5418540835380554,0.3479796350002289,0.3024972677230835,0.150712788105011,0.292792409658432,0.44341757893562317,0.2738678455352783,0.20881007611751556
during,0.24137552082538605,0.17481505870819092,0.1874009668827057,0.28581467270851135,0.24492236971855164,0.11762293428182602,0.23688937723636627,0.10915067791938782,0.15728023648262024,0.14391489326953888,0.1325719803571701
operation,0.22083862125873566,0.27832236886024475,0.15979918837547302,0.24904094636440277,0.22604963183403015,0.18680980801582336,0.25884702801704407,0.1191449761390686,0.16202980279922485,0.20693610608577728,0.12387953698635101
",",0.3087472915649414,0.20591874420642853,0.2528770864009857,0.2264556586742401,0.2439086139202118,0.2902800738811493,0.33157986402511597,0.25314030051231384,0.2396736592054367,0.28971099853515625,0.31091248989105225
condensers,0.29579252004623413,0.40709781646728516,0.15810289978981018,0.4333205819129944,0.4665883779525757,0.27771350741386414,0.18297918140888214,0.4461788535118103,0.6144737005233765,0.2771778702735901,0.21050694584846497
to,0.455847829580307,0.27977025508880615,0.34016725420951843,0.22894427180290222,0.26598888635635376,0.30495497584342957,0.3691340684890747,0.22931891679763794,0.23633262515068054,0.3403111398220062,0.29463258385658264
recirculate,0.22875042259693146,0.23283058404922485,0.28142526745796204,0.22707480192184448,0.3164673149585724,0.2131163775920868,0.2908986508846283,0.2991708219051361,0.3613679111003876,0.15215736627578735,0.14944744110107422
the,0.42745697498321533,0.30344057083129883,0.2657596468925476,0.23105813562870026,0.27585095167160034,0.33988961577415466,0.559237003326416,0.20719623565673828,0.20277047157287598,0.3084787130355835,0.22068053483963013
water,0.17456887662410736,0.23839028179645538,0.20268763601779938,0.43059393763542175,0.4057410657405853,0.2373015284538269,0.2640035152435303,0.4511740803718567,0.5515974164009094,0.2126591056585312,0.14731885492801666
and,0.31309178471565247,0.2737251818180084,0.2588892877101898,0.24133789539337158,0.2216416299343109,0.2363634556531906,0.3841775357723236,0.236907497048378,0.198947474360466,0.23319636285305023,0.20544172823429108
recover,0.21247920393943787,0.17950883507728577,0.2917369306087494,0.23616556823253632,0.20224472880363464,0.1160280853509903,0.1296985149383545,0.17854249477386475,0.19364826381206512,0.11278586834669113,0.1497272402048111
the,0.42745697498321533,0.30344057083129883,0.2657596468925476,0.23105813562870026,0.27585095167160034,0.33988961577415466,0.559237003326416,0.20719623565673828,0.20277047157287598,0.3084787130355835,0.22068053483963013
latent,0.22573350369930267,0.3439970910549164,0.17706544697284698,0.2757812738418579,0.3499718904495239,0.1990547925233841,0.24457904696464539,0.35718557238578796,0.404240220785141,0.18683695793151855,0.125272735953331
heat,0.1933984011411667,0.27286309003829956,0.12210901826620102,0.45067235827445984,0.5126028060913086,0.2071857750415802,0.19107280671596527,0.33720147609710693,0.555010974407196,0.22298051416873932,0.16343188285827637
of,0.33290785551071167,0.28973057866096497,0.2562425136566162,0.20239725708961487,0.21649840474128723,0.24890293180942535,0.48690423369407654,0.2375074326992035,0.17855684459209442,0.269877165555954,0.1826142966747284
vaporisation,0.36173054575920105,0.39462530612945557,0.2002352923154831,0.4683453142642975,0.5415427088737488,0.3355717658996582,0.323605477809906,0.4238660931587219,0.7276046276092529,0.26787489652633667,0.3200758695602417
",",0.3087472915649414,0.20591874420642853,0.2528770864009857,0.2264556586742401,0.2439086139202118,0.2902800738811493,0.33157986402511597,0.25314030051231384,0.2396736592054367,0.28971099853515625,0.31091248989105225
and,0.31309178471565247,0.2737251818180084,0.2588892877101898,0.24133789539337158,0.2216416299343109,0.2363634556531906,0.3841775357723236,0.236907497048378,0.198947474360466,0.23319636285305023,0.20544172823429108
superheaters,0.19040526449680328,0.3596135377883911,0.20010870695114136,0.4285711944103241,0.36158034205436707,0.24395042657852173,0.2930220365524292,0.36627134680747986,0.4593336880207062,0.17089319229125977,0.16920889914035797
to,0.455847829580307,0.27977025508880615,0.34016725420951843,0.22894427180290222,0.26598888635635376,0.30495497584342957,0.3691340684890747,0.22931891679763794,0.23633262515068054,0.3403111398220062,0.29463258385658264
raise,0.19120202958583832,0.10777516663074493,1.0,0.14239268004894257,0.19317854940891266,0.2537781000137329,0.21086135506629944,0.18274404108524323,0.07235485315322876,0.1754971742630005,0.13340649008750916
the,0.42745697498321533,0.30344057083129883,0.2657596468925476,0.23105813562870026,0.27585095167160034,0.33988961577415466,0.559237003326416,0.20719623565673828,0.20277047157287598,0.3084787130355835,0.22068053483963013
temperature,0.26338207721710205,0.29308491945266724,0.19317854940891266,0.29844650626182556,1.0000001192092896,0.36018040776252747,0.25869086384773254,0.462068110704422,0.5512527823448181,0.30585137009620667,0.2011885941028595
of,0.33290785551071167,0.28973057866096497,0.2562425136566162,0.20239725708961487,0.21649840474128723,0.24890293180942535,0.48690423369407654,0.2375074326992035,0.17855684459209442,0.269877165555954,0.1826142966747284
the,0.42745697498321533,0.30344057083129883,0.2657596468925476,0.23105813562870026,0.27585095167160034,0.33988961577415466,0.559237003326416,0.20719623565673828,0.20277047157287598,0.3084787130355835,0.22068053483963013
steam,0.15672586858272552,0.29934391379356384,0.14239268004894257,1.0000001192092896,0.29844650626182556,0.2051348239183426,0.16099195182323456,0.28144967555999756,0.43866100907325745,0.2379806637763977,0.113324373960495
above,0.32341626286506653,0.2030387967824936,0.2537781000137329,0.2051348239183426,0.36018040776252747,1.0,0.25793546438217163,0.23860275745391846,0.29430893063545227,0.362288236618042,0.2521739900112152
its,0.30393704771995544,0.31067872047424316,0.21086135506629944,0.16099195182323456,0.25869086384773254,0.25793546438217163,1.0,0.26112100481987,0.21452194452285767,0.2662264406681061,0.15103481709957123
saturated,0.1989104300737381,0.3837060332298279,0.18274404108524323,0.28144967555999756,0.462068110704422,0.23860275745391846,0.26112100481987,1.0,0.46461090445518494,0.1695142239332199,0.1959184855222702
vapour,0.2707558274269104,0.3797767758369446,0.1392309069633484,0.45727816224098206,0.5549090504646301,0.31054002046585083,0.2804127633571625,0.48007726669311523,0.8191463351249695,0.28380897641181946,0.19151580333709717
point,0.3286605179309845,0.21923747658729553,0.1754971742630005,0.2379806637763977,0.30585137009620667,0.362288236618042,0.2662264406681061,0.1695142239332199,0.27844011783599854,0.9999998807907104,0.19189560413360596
",",0.3087472915649414,0.20591874420642853,0.2528770864009857,0.2264556586742401,0.2439086139202118,0.2902800738811493,0.33157986402511597,0.25314030051231384,0.2396736592054367,0.28971099853515625,0.31091248989105225
and,0.31309178471565247,0.2737251818180084,0.2588892877101898,0.24133789539337158,0.2216416299343109,0.2363634556531906,0.3841775357723236,0.236907497048378,0.198947474360466,0.23319636285305023,0.20544172823429108
various,0.26045072078704834,0.3262062668800354,0.1513194739818573,0.13430571556091309,0.15573500096797943,0.18686796724796295,0.184182807803154,0.25873062014579773,0.17263013124465942,0.09299730509519577,0.12823495268821716
mechanisms,0.23776228725910187,0.3921636939048767,0.1640600562095642,0.2618105709552765,0.23849402368068695,0.15415993332862854,0.1597510427236557,0.349599152803421,0.24850133061408997,0.20877784490585327,0.20209980010986328
to,0.455847829580307,0.27977025508880615,0.34016725420951843,0.22894427180290222,0.26598888635635376,0.30495497584342957,0.3691340684890747,0.22931891679763794,0.23633262515068054,0.3403111398220062,0.29463258385658264
increase,0.21153631806373596,0.34746643900871277,0.38238760828971863,0.20954903960227966,0.32193586230278015,0.26254531741142273,0.29412996768951416,0.34772080183029175,0.2810516059398651,0.22898460924625397,0.11119163036346436
the,0.42745697498321533,0.30344057083129883,0.2657596468925476,0.23105813562870026,0.27585095167160034,0.33988961577415466,0.559237003326416,0.20719623565673828,0.20277047157287598,0.3084787130355835,0.22068053483963013
draft,0.20352119207382202,0.1527206152677536,0.14469406008720398,0.18191596865653992,0.1550903022289276,0.15291252732276917,0.10809549689292908,0.06371880322694778,0.22236448526382446,0.15004467964172363,0.1941390335559845
for,0.3017193675041199,0.2518349289894104,0.29779115319252014,0.19393667578697205,0.1894524246454239,0.23925727605819702,0.2992613911628723,0.267145574092865,0.18217352032661438,0.22027306258678436,0.264628142118454
fireboxes,0.2785678505897522,0.3601336181163788,0.21411076188087463,0.41198545694351196,0.3448760211467743,0.2154853492975235,0.23962968587875366,0.2772490680217743,0.38970842957496643,0.20663467049598694,0.26162189245224
.,0.3567904531955719,0.21835938096046448,0.2937842607498169,0.22855372726917267,0.2795942425727844,0.34496572613716125,0.3566088080406189,0.24878641963005066,0.2594958543777466,0.26374325156211853,0.4130953550338745
