,what,did,the,church,do,when,luther,refused,to,retract,his,writings,?
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.3079429268836975,0.26150479912757874,0.3757161796092987,0.1719115972518921,0.21729640662670135,0.41548454761505127,0.17479854822158813,0.38364991545677185,0.24593348801136017,0.1826142966747284
worms,0.18072600662708282,0.1653052270412445,0.22492028772830963,0.20953688025474548,0.19932079315185547,0.14841488003730774,0.2998431622982025,0.21372449398040771,0.18428558111190796,0.28426581621170044,0.13887657225131989,0.20889240503311157,0.18053190410137177
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2493300437927246,0.23402775824069977,0.4431333839893341,0.20523880422115326,0.2417421191930771,0.45010748505592346,0.13030321896076202,0.3598145842552185,0.2301568239927292,0.20430970191955566
1521,0.14344896376132965,0.09373841434717178,0.18627284467220306,0.018550416454672813,-0.021650297567248344,0.20012322068214417,0.08881302922964096,0.08300801366567612,0.1331201046705246,-0.03332717716693878,0.25104495882987976,0.20604205131530762,0.0046399421989917755
resulted,0.14803820848464966,0.27626562118530273,0.2975946068763733,0.1242092102766037,0.16272912919521332,0.23960529267787933,0.1155819520354271,0.36709386110305786,0.24989460408687592,0.2670498490333557,0.2933046817779541,0.1587064117193222,0.1391388475894928
in,0.30808621644973755,0.2593238651752472,0.6662389636039734,0.2493300437927246,0.23402775824069977,0.4431333839893341,0.20523880422115326,0.2417421191930771,0.45010748505592346,0.13030321896076202,0.3598145842552185,0.2301568239927292,0.20430970191955566
his,0.26976513862609863,0.3546801507472992,0.4394008219242096,0.20669284462928772,0.15088757872581482,0.37120407819747925,0.27093374729156494,0.39846259355545044,0.3715193271636963,0.31522029638290405,0.9999998807907104,0.3246472179889679,0.18075084686279297
excommunication,0.21952110528945923,0.2508854866027832,0.2982163727283478,0.4203328788280487,0.16832831501960754,0.27326613664627075,0.3701219856739044,0.35735633969306946,0.26225656270980835,0.2898983359336853,0.35100704431533813,0.36591416597366333,0.15240629017353058
by,0.2455483376979828,0.18574509024620056,0.4408751428127289,0.135782390832901,0.1481526494026184,0.4376842677593231,0.15382802486419678,0.2634904384613037,0.33534231781959534,0.18577909469604492,0.3107621967792511,0.21732479333877563,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,1.0,0.23846197128295898,0.30239659547805786,0.5091903209686279,0.1759674996137619,0.2606237530708313,0.535392165184021,0.2649511396884918,0.4394008219242096,0.21431727707386017,0.22068053483963013
pope,0.20446611940860748,0.17841137945652008,0.2285010814666748,0.41707751154899597,0.1851387321949005,0.22106969356536865,0.27229586243629456,0.23752929270267487,0.25680112838745117,0.2080528289079666,0.27638018131256104,0.2807806134223938,0.25004681944847107
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.1976170688867569,0.276123583316803,0.4716290831565857,0.20796556770801544,0.24383415281772614,0.48971283435821533,0.1872260868549347,0.4234102666378021,0.2566024661064148,0.20544172823429108
condemnation,0.27122193574905396,0.294163316488266,0.3141150176525116,0.3829079568386078,0.2133948802947998,0.25330325961112976,0.2392536848783493,0.3847893178462982,0.2809527516365051,0.29081469774246216,0.3161326050758362,0.3392917513847351,0.21951229870319366
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.211966410279274,0.38329678773880005,0.4437963366508484,0.20242992043495178,0.1832266002893448,0.42092081904411316,0.15064410865306854,0.3146366477012634,0.19641442596912384,0.27043893933296204
an,0.2821882665157318,0.22598257660865784,0.4207492768764496,0.09629998356103897,0.25865980982780457,0.33026179671287537,0.10983039438724518,0.1328374445438385,0.3138085603713989,0.1932297945022583,0.24025635421276093,0.16159960627555847,0.19793890416622162
outlaw,0.17207227647304535,0.17546232044696808,0.19308044016361237,0.15474702417850494,0.1352498084306717,0.1985464245080948,0.3101152181625366,0.15613673627376556,0.18672017753124237,0.0792117789387703,0.21201485395431519,0.1913541704416275,0.14853423833847046
by,0.2455483376979828,0.18574509024620056,0.4408751428127289,0.135782390832901,0.1481526494026184,0.4376842677593231,0.15382802486419678,0.2634904384613037,0.33534231781959534,0.18577909469604492,0.3107621967792511,0.21732479333877563,0.17966607213020325
the,0.42745697498321533,0.34736719727516174,1.0,0.23846197128295898,0.30239659547805786,0.5091903209686279,0.1759674996137619,0.2606237530708313,0.535392165184021,0.2649511396884918,0.4394008219242096,0.21431727707386017,0.22068053483963013
emperor,0.1879471391439438,0.13150596618652344,0.2871226370334625,0.23282058537006378,0.13341739773750305,0.18443609774112701,0.16576659679412842,0.16629979014396667,0.2257286012172699,0.16548079252243042,0.30294448137283325,0.21927855908870697,0.19661661982536316
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.28898224234580994,0.3613996207714081,0.475719153881073,0.24907569587230682,0.2353905290365219,0.4645031690597534,0.21092292666435242,0.3119256794452667,0.24754001200199127,0.4130953550338745
