,what,is,a,mechanical,barrier,in,insects,that,protects,the,insect,?
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3339124023914337,0.24921740591526031,0.5696388483047485,0.22031989693641663,0.41498205065727234,0.2526929974555969,0.733189046382904,0.2153836041688919,0.1826142966747284
externally,0.2583906352519989,0.14636945724487305,0.24351297318935394,0.33401989936828613,0.20597603917121887,0.13950875401496887,0.3304358124732971,0.37822389602661133,0.2280198484659195,0.24482318758964539,0.3111412227153778,0.16055580973625183
deposited,0.19473183155059814,0.24962209165096283,0.2554682791233063,0.23743751645088196,0.2714511752128601,0.27287325263023376,0.335812509059906,0.28909286856651306,0.2687707841396332,0.3119201362133026,0.300961971282959,0.12185612320899963
eggs,0.16247199475765228,0.17573606967926025,0.1808033138513565,0.15396681427955627,0.1492854505777359,0.15860499441623688,0.45496654510498047,0.2443363219499588,0.2717047929763794,0.18844112753868103,0.35288095474243164,0.1739477664232254
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.21404018998146057,0.23170435428619385,0.5201468467712402,0.23780211806297302,0.4137537479400635,0.1929810643196106,0.4933079481124878,0.1710517406463623,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.2240421026945114,0.28187382221221924,0.4954058527946472,0.26325875520706177,0.4731321930885315,0.26970621943473816,0.5171257257461548,0.17318162322044373,0.20544172823429108
skin,0.22670333087444305,0.1956855058670044,0.22037984430789948,0.18232008814811707,0.27843278646469116,0.19003425538539886,0.31284424662590027,0.25139883160591125,0.3627638816833496,0.2213820368051529,0.3304577171802521,0.21488560736179352
are,0.29724663496017456,0.5330929756164551,0.265255331993103,0.19417954981327057,0.2438877373933792,0.3841303884983063,0.3365996778011322,0.45265161991119385,0.25433626770973206,0.40399202704429626,0.2516767680644989,0.24591213464736938
examples,0.26665759086608887,0.29282552003860474,0.2633219361305237,0.24609221518039703,0.22189612686634064,0.25567561388015747,0.27052557468414307,0.3528132736682892,0.19005312025547028,0.30092597007751465,0.21545283496379852,0.19976599514484406
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3339124023914337,0.24921740591526031,0.5696388483047485,0.22031989693641663,0.41498205065727234,0.2526929974555969,0.733189046382904,0.2153836041688919,0.1826142966747284
mechanical,0.22318285703659058,0.2110103964805603,0.3179347515106201,1.0000001192092896,0.2716796398162842,0.22276797890663147,0.2642729580402374,0.27541422843933105,0.17322054505348206,0.2918589413166046,0.24317356944084167,0.10079140216112137
barriers,0.22092224657535553,0.20278379321098328,0.23114445805549622,0.2777377665042877,0.8158993721008301,0.19009177386760712,0.23684632778167725,0.30217245221138,0.24453765153884888,0.2820606231689453,0.2209234982728958,0.12831342220306396
that,0.6297725439071655,0.3995479643344879,0.47537946701049805,0.27541422843933105,0.3145255446434021,0.435920387506485,0.2629285156726837,1.0,0.2933364808559418,0.5473989248275757,0.22936750948429108,0.32716336846351624
are,0.29724663496017456,0.5330929756164551,0.265255331993103,0.19417954981327057,0.2438877373933792,0.3841303884983063,0.3365996778011322,0.45265161991119385,0.25433626770973206,0.40399202704429626,0.2516767680644989,0.24591213464736938
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2918589413166046,0.32808300852775574,0.6662389636039734,0.23963448405265808,0.5473989248275757,0.27843186259269714,1.0,0.23418988287448883,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.4287874400615692,0.22792832553386688,0.2354557067155838,0.4127444326877594,0.16365166008472443,0.3482176661491394,0.10709328949451447,0.49448907375335693,0.17010894417762756,0.18701928853988647
line,0.2245367169380188,0.19879867136478424,0.23499317467212677,0.046213191002607346,0.23002485930919647,0.2258777767419815,0.0921623557806015,0.2470489740371704,0.060676209628582,0.29789501428604126,0.1422737091779709,0.16271452605724335
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.3339124023914337,0.24921740591526031,0.5696388483047485,0.22031989693641663,0.41498205065727234,0.2526929974555969,0.733189046382904,0.2153836041688919,0.1826142966747284
defense,0.193815678358078,0.17166511714458466,0.21441413462162018,0.17002084851264954,0.1903507262468338,0.20235490798950195,0.19895492494106293,0.2529016137123108,0.28322914242744446,0.2604767382144928,0.18992498517036438,0.21935760974884033
against,0.24561616778373718,0.1754940152168274,0.2227657586336136,0.0898313894867897,0.19199927151203156,0.27273955941200256,0.1447504162788391,0.3318655490875244,0.3941376805305481,0.3090755045413971,0.13850609958171844,0.18095137178897858
infection,0.17579561471939087,0.23968450725078583,0.247476264834404,0.21750766038894653,0.3172316551208496,0.2487044632434845,0.29495155811309814,0.24198806285858154,0.2990903854370117,0.21775591373443604,0.3294791281223297,0.18650056421756744
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.19855202734470367,0.22136561572551727,0.5591574311256409,0.2307789921760559,0.4460422694683075,0.2095157504081726,0.5934505462646484,0.21773718297481537,0.4130953550338745
