,what,document,formed,the,parliament,of,victoria,?
colonial,0.15791663527488708,0.20148597657680511,0.23177996277809143,0.2715741693973541,0.2619771957397461,0.2972153425216675,0.21214236319065094,0.10191229730844498
constitution,0.26995089650154114,0.36598047614097595,0.20105960965156555,0.3381718397140503,0.5239191055297852,0.3222753703594208,0.16564127802848816,0.23706454038619995
",",0.3087472915649414,0.1716068834066391,0.2636634409427643,0.4933079481124878,0.25442883372306824,0.4946078956127167,0.2279360294342041,0.31091248989105225
passed,0.22233739495277405,0.22236368060112,0.23694774508476257,0.3173406720161438,0.3329673409461975,0.2703755795955658,0.14166828989982605,0.12064517289400101
by,0.2455483376979828,0.1351308822631836,0.2924628257751465,0.4408751428127289,0.1523929238319397,0.3646814823150635,0.17471559345722198,0.17966607213020325
the,0.42745697498321533,0.2833879888057709,0.28813210129737854,1.0,0.26521381735801697,0.733189046382904,0.2204313427209854,0.22068053483963013
united,0.20036718249320984,0.18583646416664124,0.22240480780601501,0.34367692470550537,0.2553708553314209,0.3187655806541443,0.22144566476345062,0.17266890406608582
kingdom,0.17826133966445923,0.18502017855644226,0.17933201789855957,0.3143408000469208,0.3534179627895355,0.3218171298503876,0.24242611229419708,0.12927088141441345
parliament,0.21650300920009613,0.18527227640151978,0.16104741394519806,0.26521381735801697,1.0,0.2885259687900543,0.2823483645915985,0.1586504578590393
as,0.31749409437179565,0.20644721388816833,0.21414828300476074,0.48381632566452026,0.1639251410961151,0.3886612355709076,0.19515912234783173,0.27043893933296204
the,0.42745697498321533,0.2833879888057709,0.28813210129737854,1.0,0.26521381735801697,0.733189046382904,0.2204313427209854,0.22068053483963013
victoria,0.1194850504398346,0.07128141075372696,0.1770223081111908,0.2204313427209854,0.2823483645915985,0.2505437433719635,1.0,0.12246892601251602
constitution,0.26995089650154114,0.36598047614097595,0.20105960965156555,0.3381718397140503,0.5239191055297852,0.3222753703594208,0.16564127802848816,0.23706454038619995
act,0.2622668445110321,0.2818286418914795,0.14832007884979248,0.28682878613471985,0.33536985516548157,0.2802577316761017,0.19310076534748077,0.1482519507408142
1855,0.4055767059326172,0.1034989058971405,-0.006462189834564924,0.09084628522396088,0.09209229052066803,0.024641981348395348,-0.02297155000269413,0.34596240520477295
",",0.3087472915649414,0.1716068834066391,0.2636634409427643,0.4933079481124878,0.25442883372306824,0.4946078956127167,0.2279360294342041,0.31091248989105225
which,0.5261979103088379,0.2621132433414459,0.3024848401546478,0.6521818041801453,0.20252443850040436,0.5011631846427917,0.17652179300785065,0.25814583897590637
establishes,0.16958053410053253,0.2729482650756836,0.28516459465026855,0.3234013617038727,0.15451417863368988,0.29613766074180603,0.04261654615402222,0.1790958195924759
the,0.42745697498321533,0.2833879888057709,0.28813210129737854,1.0,0.26521381735801697,0.733189046382904,0.2204313427209854,0.22068053483963013
parliament,0.21650300920009613,0.18527227640151978,0.16104741394519806,0.26521381735801697,1.0,0.2885259687900543,0.2823483645915985,0.1586504578590393
as,0.31749409437179565,0.20644721388816833,0.21414828300476074,0.48381632566452026,0.1639251410961151,0.3886612355709076,0.19515912234783173,0.27043893933296204
the,0.42745697498321533,0.2833879888057709,0.28813210129737854,1.0,0.26521381735801697,0.733189046382904,0.2204313427209854,0.22068053483963013
state,0.24273863434791565,0.2523394525051117,0.23107856512069702,0.3097178041934967,0.26019567251205444,0.34253445267677307,0.23197819292545319,0.1160883978009224
's,0.02692362666130066,0.00703622680157423,0.08651898056268692,-0.01540423184633255,0.012842429801821709,-0.03817026689648628,0.06206126511096954,-0.023395681753754616
law-making,0.3415590822696686,0.2181733101606369,0.21897728741168976,0.3675871789455414,0.32291731238365173,0.3848201334476471,0.22774837911128998,0.23294341564178467
body,0.2143840193748474,0.14093759655952454,0.13737715780735016,0.31682634353637695,0.19982732832431793,0.25063133239746094,0.09666837006807327,0.20136451721191406
for,0.3017193675041199,0.21806864440441132,0.18147863447666168,0.4739971458911896,0.23382046818733215,0.4185989499092102,0.18287640810012817,0.264628142118454
matters,0.4115754961967468,0.320425808429718,0.13398995995521545,0.32925453782081604,0.33087170124053955,0.298933744430542,0.1333572417497635,0.3182642459869385
coming,0.42659226059913635,0.126146599650383,0.2532334625720978,0.4306776821613312,0.1734498292207718,0.31330832839012146,0.16158124804496765,0.2504907250404358
under,0.20154598355293274,0.23785001039505005,0.20189397037029266,0.3348022699356079,0.12533904612064362,0.32766106724739075,0.17063091695308685,0.18233340978622437
state,0.24273863434791565,0.2523394525051117,0.23107856512069702,0.3097178041934967,0.26019567251205444,0.34253445267677307,0.23197819292545319,0.1160883978009224
responsibility,0.3360894024372101,0.24454155564308167,0.18414317071437836,0.3036732077598572,0.28193995356559753,0.28464245796203613,0.09688732028007507,0.20907385647296906
.,0.3567904531955719,0.2127149999141693,0.2737641930580139,0.5934505462646484,0.23747818171977997,0.5352458953857422,0.23069117963314056,0.4130953550338745
