,what,streets,are,contraflows,to,be,implemented,on,in,newcastle,?
congestion,0.20774804055690765,0.25614169239997864,0.17767593264579773,0.4562872648239136,0.2675175666809082,0.24138623476028442,0.2757441997528076,0.25371482968330383,0.27086102962493896,0.25636690855026245,0.23177677392959595
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
educating,0.2503001391887665,0.19794562458992004,0.17341388761997223,0.2068704217672348,0.2777290940284729,0.21173709630966187,0.23929333686828613,0.23406557738780975,0.20857518911361694,0.09517484158277512,0.23716121912002563
that,0.6297725439071655,0.22628694772720337,0.45265161991119385,0.3769091069698334,0.5436353087425232,0.6036020517349243,0.36002328991889954,0.42569106817245483,0.435920387506485,0.18880853056907654,0.32716336846351624
cycling,0.17575226724147797,0.13035358488559723,0.17488165199756622,0.24821938574314117,0.23294292390346527,0.1677371710538864,0.14401903748512268,0.14726553857326508,0.22398041188716888,0.11167410761117935,0.06800638884305954
promotes,0.153864786028862,0.13680462539196014,0.21201743185520172,0.35127559304237366,0.241094708442688,0.19896651804447174,0.25180551409721375,0.17868536710739136,0.22457914054393768,0.12714390456676483,0.1558201164007187
healthy,0.2440870702266693,0.2304181158542633,0.2958033084869385,0.28374937176704407,0.3083089292049408,0.3116914629936218,0.18862788379192352,0.15844552218914032,0.2363462895154953,0.14329102635383606,0.15095935761928558
living…,0.18681026995182037,0.13838130235671997,0.20307017862796783,0.24810075759887695,0.2042345553636551,0.11790382117033005,0.07721072435379028,0.17497849464416504,0.29685428738594055,0.24185006320476532,0.21991851925849915
the,0.42745697498321533,0.2026284784078598,0.40399202704429626,0.3850397765636444,0.535392165184021,0.4248143136501312,0.21611113846302032,0.5107308030128479,0.6662389636039734,0.2253497689962387,0.22068053483963013
authority,0.23046736419200897,0.1432396024465561,0.15189868211746216,0.23185032606124878,0.2155669927597046,0.2007540911436081,0.2358163446187973,0.17171882092952728,0.214982271194458,0.13043105602264404,0.18404170870780945
also,0.42747777700424194,0.19443947076797485,0.4565894305706024,0.3374522030353546,0.5348826050758362,0.48342031240463257,0.21624355018138885,0.3762153089046478,0.5073733329772949,0.20407575368881226,0.21848613023757935
has,0.20338068902492523,0.20076723396778107,0.4313911199569702,0.3622839152812958,0.3619994819164276,0.3863394856452942,0.2005149871110916,0.34604379534721375,0.4173259735107422,0.18862372636795044,0.15994466841220856
infrastructure,0.23299327492713928,0.29427582025527954,0.22093160450458527,0.3209364712238312,0.28079214692115784,0.26157519221305847,0.40284276008605957,0.22608408331871033,0.27765583992004395,0.1900051236152649,0.15828795731067657
aims,0.22018413245677948,0.09877937287092209,0.275295227766037,0.3022643029689789,0.3763428032398224,0.260304719209671,0.2980652451515198,0.24849170446395874,0.20226864516735077,0.15642718970775604,0.17794713377952576
and,0.31309178471565247,0.3053084909915924,0.48576638102531433,0.363707959651947,0.48971283435821533,0.41766801476478577,0.2268121838569641,0.4077630043029785,0.4954058527946472,0.20204751193523407,0.20544172823429108
objectives,0.3126153349876404,0.17887945473194122,0.2473529428243637,0.30527395009994507,0.31702935695648193,0.25605255365371704,0.379092812538147,0.255198210477829,0.20282575488090515,0.23985075950622559,0.24325615167617798
which,0.5261979103088379,0.19331173598766327,0.42922598123550415,0.4048726558685303,0.5345056653022766,0.476310670375824,0.315222829580307,0.4245251417160034,0.4840516746044159,0.19934645295143127,0.25814583897590637
include,0.1535889357328415,0.16504450142383575,0.5140694975852966,0.24185897409915924,0.1820748895406723,0.29535481333732605,0.18449781835079193,0.2332274466753006,0.28694382309913635,0.0805373415350914,0.14925788342952728
:,-0.12022944539785385,-0.11189547926187515,-0.1189703419804573,-0.0597778856754303,-0.09243495017290115,-0.09417453408241272,-0.05573074519634247,-0.06502202153205872,0.020521078258752823,-0.07358825206756592,-0.07156077772378922
developing,0.22094523906707764,0.09622656553983688,0.2817016839981079,0.2799842357635498,0.285153865814209,0.22883553802967072,0.34579575061798096,0.2523074150085449,0.2911061644554138,0.1383449137210846,0.1301516592502594
on,0.34226128458976746,0.19840306043624878,0.268924742937088,0.3293359875679016,0.41031414270401,0.37900757789611816,0.2729615569114685,0.9999999403953552,0.46853652596473694,0.1698579639196396,0.2714994251728058
road,0.14859327673912048,0.3839969336986542,0.15289336442947388,0.3063250184059143,0.21026462316513062,0.15397444367408752,0.15695197880268097,0.21640333533287048,0.23586870729923248,0.20966708660125732,0.10894691944122314
cycle,0.17920038104057312,0.039782892912626266,0.17850318551063538,0.2634955048561096,0.17373278737068176,0.198247030377388,0.1775273084640503,0.14723779261112213,0.20483464002609253,0.08591367304325104,0.07156776636838913
networks,0.18279550969600677,0.20912370085716248,0.2735958993434906,0.26785820722579956,0.23877078294754028,0.2321242094039917,0.3145903944969177,0.26789405941963196,0.17525765299797058,0.15831167995929718,0.17815114557743073
on,0.34226128458976746,0.19840306043624878,0.268924742937088,0.3293359875679016,0.41031414270401,0.37900757789611816,0.2729615569114685,0.9999999403953552,0.46853652596473694,0.1698579639196396,0.2714994251728058
quieter,0.28385162353515625,0.22100424766540527,0.24508094787597656,0.31803107261657715,0.2979055941104889,0.38284677267074585,0.21547134220600128,0.210020512342453,0.2036769688129425,0.2320234626531601,0.16564790904521942
streets,0.11891741305589676,1.0000001192092896,0.2333097606897354,0.2821611762046814,0.21481303870677948,0.17091773450374603,0.18164128065109253,0.19840306043624878,0.24497881531715393,0.16753821074962616,0.0894271582365036
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
making,0.30777570605278015,0.16014999151229858,0.3466905653476715,0.3048432469367981,0.3740498423576355,0.3568275570869446,0.25743743777275085,0.3108430504798889,0.280230849981308,0.17963626980781555,0.2539324164390564
safer,0.22083620727062225,0.22665216028690338,0.2959365248680115,0.29616981744766235,0.33704033493995667,0.3506794273853302,0.26683804392814636,0.24440954625606537,0.20771174132823944,0.12616756558418274,0.17092803120613098
routes,0.20309355854988098,0.32585200667381287,0.2820678949356079,0.3591899275779724,0.2783066928386688,0.1956736147403717,0.23458532989025116,0.18302707374095917,0.2057504653930664,0.19394223392009735,0.10893595963716507
on,0.34226128458976746,0.19840306043624878,0.268924742937088,0.3293359875679016,0.41031414270401,0.37900757789611816,0.2729615569114685,0.9999999403953552,0.46853652596473694,0.1698579639196396,0.2714994251728058
busier,0.16433429718017578,0.34815704822540283,0.22502556443214417,0.31289955973625183,0.20900502800941467,0.20820282399654388,0.2190358191728592,0.28734278678894043,0.3062416613101959,0.27194398641586304,0.12307646125555038
streets,0.11891741305589676,1.0000001192092896,0.2333097606897354,0.2821611762046814,0.21481303870677948,0.17091773450374603,0.18164128065109253,0.19840306043624878,0.24497881531715393,0.16753821074962616,0.0894271582365036
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
innovating,0.17812390625476837,0.18296733498573303,0.2036377638578415,0.27644601464271545,0.19175173342227936,0.21416619420051575,0.3183436691761017,0.16025866568088531,0.22975307703018188,0.1209600642323494,0.18070343136787415
and,0.31309178471565247,0.3053084909915924,0.48576638102531433,0.363707959651947,0.48971283435821533,0.41766801476478577,0.2268121838569641,0.4077630043029785,0.4954058527946472,0.20204751193523407,0.20544172823429108
implementing,0.33121395111083984,0.16476762294769287,0.31016239523887634,0.31162726879119873,0.34383052587509155,0.39077088236808777,0.8764185905456543,0.2780584692955017,0.2198489010334015,0.1708528697490692,0.30813726782798767
contraflows,0.33959031105041504,0.2821611762046814,0.3292714059352875,0.9999998807907104,0.3339920938014984,0.32879018783569336,0.298642635345459,0.3293359875679016,0.3730458617210388,0.21450307965278625,0.27184349298477173
on,0.34226128458976746,0.19840306043624878,0.268924742937088,0.3293359875679016,0.41031414270401,0.37900757789611816,0.2729615569114685,0.9999999403953552,0.46853652596473694,0.1698579639196396,0.2714994251728058
one,0.376489520072937,0.17583799362182617,0.42537835240364075,0.3182236850261688,0.4025384783744812,0.4154875874519348,0.23991183936595917,0.3601475656032562,0.4129433035850525,0.20140469074249268,0.2673267424106598
way,0.4835909903049469,0.2517945170402527,0.3754369020462036,0.3769104480743408,0.4772548973560333,0.4511762857437134,0.2739698588848114,0.2997978627681732,0.30444321036338806,0.17400284111499786,0.31575819849967957
streets,0.11891741305589676,1.0000001192092896,0.2333097606897354,0.2821611762046814,0.21481303870677948,0.17091773450374603,0.18164128065109253,0.19840306043624878,0.24497881531715393,0.16753821074962616,0.0894271582365036
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
developing,0.22094523906707764,0.09622656553983688,0.2817016839981079,0.2799842357635498,0.285153865814209,0.22883553802967072,0.34579575061798096,0.2523074150085449,0.2911061644554138,0.1383449137210846,0.1301516592502594
the,0.42745697498321533,0.2026284784078598,0.40399202704429626,0.3850397765636444,0.535392165184021,0.4248143136501312,0.21611113846302032,0.5107308030128479,0.6662389636039734,0.2253497689962387,0.22068053483963013
existing,0.31325602531433105,0.18075087666511536,0.33423861861228943,0.325143426656723,0.36717307567596436,0.3795691430568695,0.4506668150424957,0.245413675904274,0.2761130928993225,0.1837889403104782,0.31003472208976746
off,0.2350364625453949,0.1412413865327835,0.20252275466918945,0.22303526103496552,0.3533020317554474,0.2326182723045349,0.15997421741485596,0.46575701236724854,0.25627145171165466,0.12552745640277863,0.12937544286251068
road,0.14859327673912048,0.3839969336986542,0.15289336442947388,0.3063250184059143,0.21026462316513062,0.15397444367408752,0.15695197880268097,0.21640333533287048,0.23586870729923248,0.20966708660125732,0.10894691944122314
cycle,0.17920038104057312,0.039782892912626266,0.17850318551063538,0.2634955048561096,0.17373278737068176,0.198247030377388,0.1775273084640503,0.14723779261112213,0.20483464002609253,0.08591367304325104,0.07156776636838913
route,0.23103561997413635,0.3151485323905945,0.18570686876773834,0.3306347131729126,0.2605549395084381,0.1914132833480835,0.2181612253189087,0.1732737272977829,0.19557222723960876,0.13682813942432404,0.10957027226686478
networks,0.18279550969600677,0.20912370085716248,0.2735958993434906,0.26785820722579956,0.23877078294754028,0.2321242094039917,0.3145903944969177,0.26789405941963196,0.17525765299797058,0.15831167995929718,0.17815114557743073
and,0.31309178471565247,0.3053084909915924,0.48576638102531433,0.363707959651947,0.48971283435821533,0.41766801476478577,0.2268121838569641,0.4077630043029785,0.4954058527946472,0.20204751193523407,0.20544172823429108
improve,0.35738614201545715,0.13494926691055298,0.2512536942958832,0.24519683420658112,0.38674962520599365,0.3578961193561554,0.398360013961792,0.2730729281902313,0.2323426753282547,0.15790905058383942,0.29229894280433655
signage,0.17542271316051483,0.24468351900577545,0.16062559187412262,0.33658120036125183,0.22684356570243835,0.20307019352912903,0.337145060300827,0.28095245361328125,0.18321993947029114,0.2792770564556122,0.17573007941246033
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
joining,0.18471138179302216,0.15041223168373108,0.18457162380218506,0.3277066946029663,0.23167216777801514,0.16640117764472961,0.2078804075717926,0.29309558868408203,0.2790220081806183,0.20896701514720917,0.08669368922710419
up,0.28591108322143555,0.16317437589168549,0.32151925563812256,0.24203774333000183,0.40375280380249023,0.27963516116142273,0.1734461784362793,0.34194523096084595,0.3120773434638977,0.16100791096687317,0.1819818764925003
routes,0.20309355854988098,0.32585200667381287,0.2820678949356079,0.3591899275779724,0.2783066928386688,0.1956736147403717,0.23458532989025116,0.18302707374095917,0.2057504653930664,0.19394223392009735,0.10893595963716507
that,0.6297725439071655,0.22628694772720337,0.45265161991119385,0.3769091069698334,0.5436353087425232,0.6036020517349243,0.36002328991889954,0.42569106817245483,0.435920387506485,0.18880853056907654,0.32716336846351624
are,0.29724663496017456,0.2333097606897354,1.0,0.3292714059352875,0.3504326641559601,0.5556803941726685,0.2677680253982544,0.268924742937088,0.3841303884983063,0.1428472399711609,0.24591213464736938
partially,0.24273231625556946,0.17741017043590546,0.3132396340370178,0.253216952085495,0.26340022683143616,0.34568551182746887,0.2834237217903137,0.2580089271068573,0.2404835969209671,0.13072827458381653,0.10232327878475189
or,0.33867141604423523,0.20209147036075592,0.5374364256858826,0.30602315068244934,0.38921234011650085,0.5260903835296631,0.23839475214481354,0.2897229492664337,0.3586423695087433,0.1669546514749527,0.32389625906944275
completely,0.3990919888019562,0.13907155394554138,0.3233737349510193,0.27417925000190735,0.3738563656806946,0.3699714243412018,0.3197654187679291,0.27791324257850647,0.24293622374534607,0.17015616595745087,0.17155995965003967
isolated,0.18175481259822845,0.12378937005996704,0.2524798512458801,0.25322985649108887,0.21428942680358887,0.2562582194805145,0.27252790331840515,0.19920694828033447,0.2690384089946747,0.1583259403705597,0.06718844920396805
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
increase,0.21153631806373596,0.1352856457233429,0.24885688722133636,0.319596529006958,0.3378143310546875,0.3498366177082062,0.31537237763404846,0.20996718108654022,0.25893163681030273,0.17874525487422943,0.11119163036346436
the,0.42745697498321533,0.2026284784078598,0.40399202704429626,0.3850397765636444,0.535392165184021,0.4248143136501312,0.21611113846302032,0.5107308030128479,0.6662389636039734,0.2253497689962387,0.22068053483963013
number,0.23046229779720306,0.11576074361801147,0.3537501394748688,0.2067740261554718,0.2706126868724823,0.28840136528015137,0.2081756442785263,0.2978411018848419,0.3024539053440094,0.20403559505939484,0.19256845116615295
of,0.33290785551071167,0.18885038793087006,0.39081433415412903,0.3138944208621979,0.41548454761505127,0.33904364705085754,0.20162434875965118,0.3966929316520691,0.5696388483047485,0.18781472742557526,0.1826142966747284
cycle,0.17920038104057312,0.039782892912626266,0.17850318551063538,0.2634955048561096,0.17373278737068176,0.198247030377388,0.1775273084640503,0.14723779261112213,0.20483464002609253,0.08591367304325104,0.07156776636838913
parking,0.15230520069599152,0.42694395780563354,0.19485552608966827,0.35081830620765686,0.2188858985900879,0.221126526594162,0.25104624032974243,0.26497745513916016,0.21193821728229523,0.16835209727287292,0.1308860033750534
facilities,0.137315571308136,0.2799389362335205,0.23256969451904297,0.319947212934494,0.25067898631095886,0.23607023060321808,0.2905821204185486,0.1600460559129715,0.2149869203567505,0.22591333091259003,0.10624271631240845
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
working,0.2846863269805908,0.1184837743639946,0.23492206633090973,0.2801532447338104,0.28215980529785156,0.2322242259979248,0.291350781917572,0.2811677157878876,0.3062970042228699,0.1857626885175705,0.17154020071029663
with,0.2464839518070221,0.1986265629529953,0.38996943831443787,0.3532834053039551,0.4239959120750427,0.36101722717285156,0.25169798731803894,0.40749499201774597,0.4080928862094879,0.1710812896490097,0.2433311939239502
employers,0.22766001522541046,0.23083730041980743,0.2383725345134735,0.3331954777240753,0.29388850927352905,0.22527334094047546,0.26435884833335876,0.19989503920078278,0.23528721928596497,0.3091990649700165,0.1917707920074463
to,0.455847829580307,0.21481303870677948,0.3504326641559601,0.3339920938014984,1.0,0.4972836375236511,0.27309197187423706,0.41031414270401,0.45010748505592346,0.23559264838695526,0.29463258385658264
integrate,0.2296675741672516,0.06892811506986618,0.21206168830394745,0.22477757930755615,0.30895188450813293,0.30869200825691223,0.3582577407360077,0.21527770161628723,0.20905284583568573,0.08226477354764938,0.17263366281986237
cycling,0.17575226724147797,0.13035358488559723,0.17488165199756622,0.24821938574314117,0.23294292390346527,0.1677371710538864,0.14401903748512268,0.14726553857326508,0.22398041188716888,0.11167410761117935,0.06800638884305954
into,0.2180619090795517,0.15126000344753265,0.2930682599544525,0.30947890877723694,0.38810545206069946,0.3462390601634979,0.14651912450790405,0.30585673451423645,0.38021373748779297,0.07006336748600006,0.15662476420402527
workplace,0.3080446124076843,0.2653640806674957,0.2157599776983261,0.30740517377853394,0.3159385323524475,0.25438734889030457,0.25975126028060913,0.24288636445999146,0.33378908038139343,0.19046255946159363,0.20397523045539856
travel,0.19747209548950195,0.20451073348522186,0.2293887734413147,0.33827561140060425,0.324314147233963,0.27374184131622314,0.17809127271175385,0.22256895899772644,0.22463937103748322,0.16237270832061768,0.10014409571886063
plans,0.2364979386329651,0.28090599179267883,0.1447329968214035,0.2559727430343628,0.367337167263031,0.23376253247261047,0.2902303636074066,0.2303745299577713,0.24845264852046967,0.18514570593833923,0.13513131439685822
;,0.10986888408660889,0.07860612124204636,0.15315808355808258,0.06579509377479553,0.0979827418923378,0.06185305491089821,0.039686016738414764,-0.017878999933600426,0.092739537358284,0.10598292201757431,0.10349778085947037
link,0.23192204535007477,0.1120552346110344,0.1631961315870285,0.23213492333889008,0.27267101407051086,0.25105106830596924,0.26693469285964966,0.20809020102024078,0.11983822286128998,0.1387661248445511,0.280567467212677
the,0.42745697498321533,0.2026284784078598,0.40399202704429626,0.3850397765636444,0.535392165184021,0.4248143136501312,0.21611113846302032,0.5107308030128479,0.6662389636039734,0.2253497689962387,0.22068053483963013
local,0.18981902301311493,0.17967957258224487,0.19665704667568207,0.17627368867397308,0.2207600325345993,0.18838182091712952,0.1845092475414276,0.1699344664812088,0.2223825752735138,0.22142958641052246,0.15022775530815125
networks,0.18279550969600677,0.20912370085716248,0.2735958993434906,0.26785820722579956,0.23877078294754028,0.2321242094039917,0.3145903944969177,0.26789405941963196,0.17525765299797058,0.15831167995929718,0.17815114557743073
to,0.455847829580307,0.21481303870677948,0.3504326641559601,0.3339920938014984,1.0,0.4972836375236511,0.27309197187423706,0.41031414270401,0.45010748505592346,0.23559264838695526,0.29463258385658264
national,0.16882304847240448,0.12871026992797852,0.17082279920578003,0.26106885075569153,0.21067756414413452,0.1411116123199463,0.17129191756248474,0.18674622476100922,0.28915393352508545,0.20298312604427338,0.15643028914928436
networks,0.18279550969600677,0.20912370085716248,0.2735958993434906,0.26785820722579956,0.23877078294754028,0.2321242094039917,0.3145903944969177,0.26789405941963196,0.17525765299797058,0.15831167995929718,0.17815114557743073
.,0.3567904531955719,0.22065025568008423,0.3452940285205841,0.3268261253833771,0.4645031690597534,0.4383580684661865,0.27088987827301025,0.49257001280784607,0.5591574311256409,0.2714749276638031,0.4130953550338745
