,what,type,of,works,from,asia,are,included,in,the,v,&,a,'s,british,galleries,?
display,0.1723564863204956,0.23199015855789185,0.23211264610290527,0.24319924414157867,0.12173791974782944,0.08346647769212723,0.23079146444797516,0.22959932684898376,0.2005489468574524,0.2758708596229553,0.09313943982124329,0.06782480329275131,0.24380744993686676,0.031027313321828842,0.1326349526643753,0.3323049247264862,0.17059175670146942
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.29211118817329407,0.39760664105415344,0.1759067326784134,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
but,0.5029441118240356,0.24026720225811005,0.39942997694015503,0.2744482457637787,0.3133932948112488,0.23500989377498627,0.47990062832832336,0.2954445481300354,0.48674455285072327,0.4859698414802551,0.09668958187103271,0.12256074696779251,0.44750767946243286,0.04136733338236809,0.2076481580734253,0.2461196333169937,0.27921953797340393
also,0.42747777700424194,0.26631516218185425,0.4924938678741455,0.32069799304008484,0.33783096075057983,0.2765565812587738,0.4565894305706024,0.3562854826450348,0.5073733329772949,0.6021018624305725,0.17328022420406342,0.1553146094083786,0.5149940252304077,-0.0014726108638569713,0.23564288020133972,0.24353668093681335,0.21848613023757935
work,0.3762225806713104,0.2277381420135498,0.23473061621189117,0.6060804724693298,0.20936714112758636,0.14908058941364288,0.26678818464279175,0.2312437742948532,0.2753349542617798,0.2704800069332123,0.08781450986862183,0.06640969961881638,0.266241192817688,-0.03332063928246498,0.1516800969839096,0.28761956095695496,0.2621155381202698
produced,0.1393624097108841,0.12300962954759598,0.18961067497730255,0.20043349266052246,0.19831010699272156,0.16150565445423126,0.1927390992641449,0.23406384885311127,0.2542861998081207,0.22045251727104187,0.15133357048034668,0.1529259979724884,0.21993228793144226,-0.03862787038087845,0.18991915881633759,0.17166359722614288,0.1623450517654419
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.2887086570262909,0.3373257517814636,0.19741199910640717,0.37842893600463867,0.2987801134586334,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.26707085967063904,0.18073885142803192,0.17966607213020325
european,0.15324164927005768,0.16010501980781555,0.2507138252258301,0.14953401684761047,0.2091801017522812,0.347962349653244,0.15548661351203918,0.21982693672180176,0.23319172859191895,0.3423081040382385,0.16175833344459534,0.15071523189544678,0.2254103124141693,0.08902547508478165,0.21545198559761047,0.15316061675548553,0.14560863375663757
artists,0.19783541560173035,0.09214958548545837,0.18416832387447357,0.33690065145492554,0.19604091346263885,0.15234094858169556,0.18602241575717926,0.2770400643348694,0.1669624298810959,0.2150506228208542,0.1131405234336853,0.1084657534956932,0.14613932371139526,-0.016426945105195045,0.10065519064664841,0.41732892394065857,0.1482434719800949
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.24413257837295532,0.3477667272090912,0.2007061094045639,0.45265161991119385,0.2736181616783142,0.435920387506485,0.5473989248275757,0.14623945951461792,0.13811425864696503,0.47537946701049805,0.04397977516055107,0.19530552625656128,0.25966814160346985,0.32716336846351624
was,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2401018887758255,0.31171464920043945,0.17820896208286285,0.3076191842556,0.3148443400859833,0.45514053106307983,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.008974763564765453,0.31934812664985657,0.14833402633666992,0.18412111699581146
purchased,0.1431688368320465,0.09595178067684174,0.20983272790908813,0.1783738136291504,0.22290094196796417,0.21647226810455322,0.10425971448421478,0.3112499415874481,0.18043512105941772,0.21101699769496918,0.04849410802125931,0.10185874253511429,0.19183528423309326,0.09375522285699844,0.18203456699848175,0.23226597905158997,0.04121813923120499
or,0.33867141604423523,0.38183850049972534,0.3792596757411957,0.23718111217021942,0.31242018938064575,0.20717276632785797,0.5374364256858826,0.241337850689888,0.3586423695087433,0.4174870550632477,0.16698549687862396,0.14438702166080475,0.48853766918182373,0.06871571391820908,0.160093292593956,0.23554955422878265,0.32389625906944275
commissioned,0.16373956203460693,0.15023954212665558,0.27537038922309875,0.29921644926071167,0.17259134352207184,0.11754856258630753,0.12291766703128815,0.2682688534259796,0.2544098198413849,0.2864282727241516,0.21921934187412262,0.08047635108232498,0.21890051662921906,0.007388572674244642,0.2803803086280823,0.2850654423236847,0.13426002860069275
by,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.2887086570262909,0.3373257517814636,0.19741199910640717,0.37842893600463867,0.2987801134586334,0.370934396982193,0.4408751428127289,0.11988817155361176,0.17475149035453796,0.32094135880470276,-0.010884488001465797,0.26707085967063904,0.18073885142803192,0.17966607213020325
british,0.19255435466766357,0.13733439147472382,0.23701532185077667,0.12995171546936035,0.21991202235221863,0.20016829669475555,0.12250547111034393,0.22127242386341095,0.23084034025669098,0.28973397612571716,0.1269635409116745,0.14896833896636963,0.1984395682811737,0.06352180242538452,1.0,0.2164243906736374,0.09711728990077972
patrons,0.1454341858625412,0.06228264793753624,0.2004629671573639,0.2753871977329254,0.14495731890201569,0.0972612127661705,0.18489140272140503,0.22543269395828247,0.16038291156291962,0.1851688176393509,0.08536341041326523,0.07550128549337387,0.12323381751775742,-0.03705637529492378,0.13427960872650146,0.34495222568511963,0.05111222341656685
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.29211118817329407,0.39760664105415344,0.1759067326784134,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2642597258090973,0.3251767158508301,0.18690064549446106,0.3826591968536377,0.34162476658821106,0.3887844979763031,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,-0.05775856226682663,0.23103800415992737,0.2699747681617737,0.27043893933296204
well,0.4154493808746338,0.18039114773273468,0.3343164324760437,0.3841768503189087,0.31084778904914856,0.20801115036010742,0.44987359642982483,0.3608062267303467,0.36612698435783386,0.42630070447921753,0.10357192158699036,0.16517320275306702,0.320642352104187,-0.0049502006731927395,0.20337414741516113,0.2810317873954773,0.24815571308135986
as,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.2642597258090973,0.3251767158508301,0.18690064549446106,0.3826591968536377,0.34162476658821106,0.3887844979763031,0.48381632566452026,0.10349564254283905,0.22134603559970856,0.39550232887268066,-0.05775856226682663,0.23103800415992737,0.2699747681617737,0.27043893933296204
imports,0.26115682721138,0.17421427369117737,0.26888322830200195,0.21145178377628326,0.24919354915618896,0.27212411165237427,0.28311246633529663,0.21431487798690796,0.21309122443199158,0.2575509548187256,0.15087676048278809,0.020394105464220047,0.1925535649061203,-0.02676970139145851,0.1328774392604828,0.2102321833372116,0.2849743068218231
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.16260115802288055,1.0,0.16509604454040527,0.2674213647842407,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,-0.01936490088701248,0.21991202235221863,0.16580337285995483,0.19969791173934937
asia,0.14832128584384918,0.14172236621379852,0.2372564673423767,0.1605979949235916,0.16509604454040527,1.0,0.21773061156272888,0.1556607335805893,0.26562291383743286,0.2838890850543976,0.060981590300798416,0.12218131124973297,0.14726082980632782,0.10478635132312775,0.20016829669475555,0.2073383778333664,0.1340748518705368
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.29211118817329407,0.39760664105415344,0.1759067326784134,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
including,0.18328791856765747,0.12051080167293549,0.44195112586021423,0.28958314657211304,0.3061726689338684,0.2419746071100235,0.45025435090065,0.6058855652809143,0.35857823491096497,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.0074059427715837955,0.24625439941883087,0.3550356924533844,0.1633303165435791
porcelain,0.15491211414337158,0.14778006076812744,0.25563716888427734,0.2299371212720871,0.1944098323583603,0.1626286655664444,0.1513535976409912,0.1368272602558136,0.24872156977653503,0.20922163128852844,0.05558564513921738,0.11770513653755188,0.21521061658859253,0.026021398603916168,0.13683739304542542,0.3041936159133911,0.1138133779168129
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.29211118817329407,0.39760664105415344,0.1759067326784134,0.4062570035457611,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,-0.0016132977325469255,0.25734075903892517,0.2487238645553589,0.31091248989105225
cloth,0.1439349502325058,0.14651721715927124,0.19735489785671234,0.13926689326763153,0.18497627973556519,0.18097810447216034,0.1815653294324875,0.10510805249214172,0.19096699357032776,0.22276084125041962,0.10261206328868866,0.09200295060873032,0.2640058100223541,0.05509262904524803,0.11548200249671936,0.18632160127162933,0.1170932874083519
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.33871909976005554,0.3601827025413513,0.26469188928604126,0.48576638102531433,0.3643590211868286,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.06895173341035843,0.325880765914917,0.3095110058784485,0.20544172823429108
wallpaper,0.30220723152160645,0.19099324941635132,0.25372758507728577,0.2516131103038788,0.23024943470954895,0.17527738213539124,0.1783103048801422,0.19455280900001526,0.2375161498785019,0.3065427541732788,0.1799490749835968,0.1268044412136078,0.32000547647476196,0.12187039107084274,0.11801934242248535,0.3768084943294525,0.23328930139541626
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.28871041536331177,0.41536515951156616,0.25331494212150574,0.3452940285205841,0.25865867733955383,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,-0.003708066651597619,0.23159366846084595,0.2919006645679474,0.4130953550338745
