,how,are,austpac,connections,made
on-line,0.32171040773391724,0.3344251215457916,0.23691727221012115,0.3363834023475647,0.22884173691272736
betting,0.33204957842826843,0.2913741171360016,0.18790891766548157,0.19289061427116394,0.2755233347415924
",",0.22659391164779663,0.4062570035457611,0.17127008736133575,0.27407124638557434,0.32507219910621643
financial,0.20090524852275848,0.1316729336977005,0.17019186913967133,0.2798308730125427,0.14914076030254364
applications,0.26299619674682617,0.31760257482528687,0.25523850321769714,0.38116323947906494,0.17814143002033234
—,0.06700973957777023,0.14154818654060364,0.09870406985282898,0.10069933533668518,0.06043677031993866
the,0.33890387415885925,0.40399202704429626,0.17586380243301392,0.31443437933921814,0.3885267674922943
australian,0.21116776764392853,0.14346839487552643,0.3603244125843048,0.10106348991394043,0.12615500390529633
tax,0.24537210166454315,0.13650134205818176,0.18890157341957092,0.17372329533100128,0.20196053385734558
office,0.09114141762256622,0.09449593722820282,0.16518163681030273,0.20035356283187866,0.13045258820056915
made,0.2655200958251953,0.2941095530986786,0.10885468870401382,0.22241908311843872,1.0
use,0.39296725392341614,0.4174068570137024,0.17033880949020386,0.30316218733787537,0.2412480264902115
of,0.2480744868516922,0.39081433415412903,0.15859241783618927,0.25601693987846375,0.33167365193367004
austpac,0.1974162608385086,0.05897650867700577,1.0000001192092896,0.1014874130487442,0.10885468870401382
—,0.06700973957777023,0.14154818654060364,0.09870406985282898,0.10069933533668518,0.06043677031993866
and,0.33647966384887695,0.48576638102531433,0.22151269018650055,0.3397684693336487,0.34954607486724854
remote,0.19880032539367676,0.1907098889350891,0.1940620392560959,0.32974347472190857,0.13380426168441772
terminal,0.13211362063884735,0.1554228812456131,0.12268660217523575,0.38324931263923645,0.14542986452579498
access,0.26768216490745544,0.26493874192237854,0.13320165872573853,0.4661599397659302,0.1871943175792694
to,0.44169697165489197,0.3504326641559601,0.15538346767425537,0.32066938281059265,0.3377571105957031
academic,0.144212007522583,0.13471660017967224,0.20044246315956116,0.17484214901924133,0.10443360358476639
institutions,0.2266826033592224,0.24231413006782532,0.19263140857219696,0.32968035340309143,0.1473231166601181
",",0.22659391164779663,0.4062570035457611,0.17127008736133575,0.27407124638557434,0.32507219910621643
who,0.4070430099964142,0.27294138073921204,0.08409737050533295,0.22681449353694916,0.2576322853565216
maintained,0.16613002121448517,0.1835489720106125,0.2518860995769501,0.33368387818336487,0.17598123848438263
their,0.3316696584224701,0.46887820959091187,0.13663522899150848,0.26881811022758484,0.2909255027770996
connections,0.2621510624885559,0.35269516706466675,0.1014874130487442,1.0,0.22241908311843872
to,0.44169697165489197,0.3504326641559601,0.15538346767425537,0.32066938281059265,0.3377571105957031
austpac,0.1974162608385086,0.05897650867700577,1.0000001192092896,0.1014874130487442,0.10885468870401382
up,0.2819872200489044,0.32151925563812256,0.13907331228256226,0.2121979147195816,0.2850165367126465
until,0.1887991726398468,0.154075488448143,0.1273345947265625,0.11546073853969574,0.2554455101490021
the,0.33890387415885925,0.40399202704429626,0.17586380243301392,0.31443437933921814,0.3885267674922943
mid-late,0.393623948097229,0.42345547676086426,0.18045803904533386,0.35700318217277527,0.2601349651813507
1990s,0.04509050026535988,-0.1410190612077713,-0.21877558529376984,-0.004948357120156288,0.022159665822982788
in,0.2601168751716614,0.3841303884983063,0.1642524003982544,0.26959285140037537,0.25271502137184143
some,0.4180530905723572,0.6331475377082825,0.08989663422107697,0.3272950053215027,0.37775149941444397
cases,0.28203916549682617,0.4178389310836792,0.10954725742340088,0.24188609421253204,0.16795170307159424
.,0.3287222981452942,0.3452940285205841,0.2324066162109375,0.2633778750896454,0.4032190144062042
,how,are,austpac,connections,made
access,0.26768216490745544,0.26493874192237854,0.13320165872573853,0.4661599397659302,0.1871943175792694
can,0.49246567487716675,0.5408529043197632,0.13780160248279572,0.24703671038150787,0.28097549080848694
be,0.4158933162689209,0.5556803941726685,0.18110261857509613,0.2798440158367157,0.42541688680648804
via,0.13460594415664673,0.16915540397167206,0.12048359960317612,0.3008761405944824,0.10171922296285629
a,0.29312583804130554,0.265255331993103,0.17752476036548615,0.2864567041397095,0.3180864453315735
dial-up,0.1563405692577362,0.2190578579902649,0.19725768268108368,0.35306215286254883,0.14426478743553162
terminal,0.13211362063884735,0.1554228812456131,0.12268660217523575,0.38324931263923645,0.14542986452579498
to,0.44169697165489197,0.3504326641559601,0.15538346767425537,0.32066938281059265,0.3377571105957031
a,0.29312583804130554,0.265255331993103,0.17752476036548615,0.2864567041397095,0.3180864453315735
pad,0.18553973734378815,0.1555197685956955,0.10630042850971222,0.15867193043231964,0.2049683928489685
",",0.22659391164779663,0.4062570035457611,0.17127008736133575,0.27407124638557434,0.32507219910621643
or,0.3378981947898865,0.5374364256858826,0.18634000420570374,0.30993375182151794,0.3264006972312927
",",0.22659391164779663,0.4062570035457611,0.17127008736133575,0.27407124638557434,0.32507219910621643
by,0.34370526671409607,0.37842893600463867,0.1781097799539566,0.22269801795482635,0.34175434708595276
linking,0.2342383861541748,0.26106011867523193,0.16089589893817902,0.40255215764045715,0.09508855640888214
a,0.29312583804130554,0.265255331993103,0.17752476036548615,0.2864567041397095,0.3180864453315735
permanent,0.19431696832180023,0.17626458406448364,0.0956096351146698,0.1655929982662201,0.23294489085674286
x.25,0.07172290235757828,0.20466935634613037,0.04539281874895096,0.10304505378007889,0.0492493212223053
node,0.14469900727272034,0.20532181859016418,0.09703245759010315,0.39646846055984497,0.09198391437530518
to,0.44169697165489197,0.3504326641559601,0.15538346767425537,0.32066938281059265,0.3377571105957031
the,0.33890387415885925,0.40399202704429626,0.17586380243301392,0.31443437933921814,0.3885267674922943
network,0.22464405000209808,0.2036537528038025,0.1701781004667282,0.45226985216140747,0.1491432934999466
.,0.3287222981452942,0.3452940285205841,0.2324066162109375,0.2633778750896454,0.4032190144062042
