,what,is,circuit,switching,characterized,by
transmitted,0.1978447586297989,0.21750763058662415,0.15886493027210236,0.39341357350349426,0.2937849164009094,0.25242558121681213
",",0.3087472915649414,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.23185861110687256,0.3680937886238098
such,0.23989605903625488,0.23545363545417786,0.16091784834861755,0.28567251563072205,0.27962756156921387,0.2736194431781769
as,0.31749409437179565,0.43216490745544434,0.15791361033916473,0.23897112905979156,0.2511933445930481,0.3815547823905945
characters,0.20830649137496948,0.21555288136005402,0.11353924125432968,0.19913926720619202,0.40851715207099915,0.24434465169906616
",",0.3087472915649414,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.23185861110687256,0.3680937886238098
packets,0.24571315944194794,0.19614604115486145,0.17099203169345856,0.3178642988204956,0.13156086206436157,0.16324447095394135
",",0.3087472915649414,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.23185861110687256,0.3680937886238098
or,0.33867141604423523,0.41870999336242676,0.18635307252407074,0.30771923065185547,0.28754836320877075,0.30274316668510437
messages,0.31826624274253845,0.15187354385852814,0.12496157735586166,0.30600693821907043,0.07197831571102142,0.23044662177562714
.,0.3567904531955719,0.4569662809371948,0.22477245330810547,0.31317952275276184,0.20198658108711243,0.3936232924461365
,what,is,circuit,switching,characterized,by
packet,0.2392171323299408,0.21452254056930542,0.19544361531734467,0.3031770586967468,0.12053918093442917,0.13513877987861633
switching,0.24737738072872162,0.22204309701919556,0.2617068588733673,1.0000001192092896,0.14811260998249054,0.18029257655143738
contrasts,0.30365321040153503,0.2842952013015747,0.08704981952905655,0.29739075899124146,0.4596233069896698,0.20747129619121552
with,0.2464839518070221,0.3250955045223236,0.1002940908074379,0.257494181394577,0.30916017293930054,0.39731505513191223
another,0.4190070629119873,0.41278526186943054,0.1449340283870697,0.28596752882003784,0.19132788479328156,0.36873918771743774
principal,0.1582305133342743,0.1573130041360855,0.18400992453098297,0.1274726241827011,0.1935606151819229,0.17730090022087097
networking,0.2650068402290344,0.24273493885993958,0.22065234184265137,0.3910807967185974,0.12301260977983475,0.21865884959697723
paradigm,0.38113337755203247,0.23773427307605743,0.2087404578924179,0.26677483320236206,0.29476630687713623,0.15758949518203735
",",0.3087472915649414,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.23185861110687256,0.3680937886238098
circuit,0.1518143117427826,0.22126400470733643,0.9999998807907104,0.2617068588733673,0.08606742322444916,0.15534305572509766
switching,0.24737738072872162,0.22204309701919556,0.2617068588733673,1.0000001192092896,0.14811260998249054,0.18029257655143738
",",0.3087472915649414,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.23185861110687256,0.3680937886238098
a,0.3320399522781372,0.658733606338501,0.22317275404930115,0.31424853205680847,0.3205097019672394,0.32094135880470276
method,0.25476205348968506,0.21948537230491638,0.17527388036251068,0.34754058718681335,0.23684650659561157,0.2714079022407532
which,0.5261979103088379,0.4457404911518097,0.26164838671684265,0.3350684642791748,0.3696018159389496,0.40543368458747864
pre-allocates,0.3138510584831238,0.3522169589996338,0.19359324872493744,0.3637562394142151,0.26761263608932495,0.2449776828289032
dedicated,0.1580183058977127,0.20852267742156982,0.09132492542266846,0.1385064274072647,0.1652284562587738,0.25676798820495605
network,0.16917307674884796,0.2196272611618042,0.2416502833366394,0.32434526085853577,0.08546444028615952,0.214903324842453
bandwidth,0.36889100074768066,0.2462923526763916,0.26905304193496704,0.4533582031726837,0.18833176791667938,0.15315088629722595
specifically,0.37581726908683777,0.30065107345581055,0.15226495265960693,0.24798870086669922,0.3030744194984436,0.3063804507255554
for,0.3017193675041199,0.43268078565597534,0.15060026943683624,0.29707083106040955,0.21406006813049316,0.3248702883720398
each,0.3353266417980194,0.2954041659832001,0.1779913753271103,0.3299218416213989,0.19023866951465607,0.29190269112586975
communication,0.283955842256546,0.23138649761676788,0.17408417165279388,0.39121273159980774,0.19233182072639465,0.21754206717014313
session,0.17364954948425293,0.1451595574617386,0.2732888162136078,0.28985321521759033,0.12305638939142227,0.1868048459291458
",",0.3087472915649414,0.4691906273365021,0.20939292013645172,0.2805156409740448,0.23185861110687256,0.3680937886238098
each,0.3353266417980194,0.2954041659832001,0.1779913753271103,0.3299218416213989,0.19023866951465607,0.29190269112586975
having,0.34064167737960815,0.29556408524513245,0.14762260019779205,0.3166643977165222,0.28268739581108093,0.26870235800743103
a,0.3320399522781372,0.658733606338501,0.22317275404930115,0.31424853205680847,0.3205097019672394,0.32094135880470276
constant,0.22559526562690735,0.1972285658121109,0.17891529202461243,0.2103501260280609,0.3133818507194519,0.18755823373794556
bit,0.3366006016731262,0.2501687705516815,0.17694000899791718,0.3170824348926544,0.15121783316135406,0.13344193994998932
rate,0.21845893561840057,0.24290183186531067,0.156693235039711,0.1682244837284088,0.21158118546009064,0.20015428960323334
and,0.31309178471565247,0.3859752118587494,0.19958695769309998,0.24014128744602203,0.2979883849620819,0.4289871156215668
latency,0.25800761580467224,0.2665853500366211,0.2961810827255249,0.42521408200263977,0.33956876397132874,0.16338852047920227
between,0.2462156116962433,0.26809602975845337,0.11567316949367523,0.23871955275535583,0.2796158492565155,0.28115302324295044
nodes,0.1610754281282425,0.22876878082752228,0.2493099719285965,0.3829086720943451,0.24527183175086975,0.1653454452753067
.,0.3567904531955719,0.4569662809371948,0.22477245330810547,0.31317952275276184,0.20198658108711243,0.3936232924461365
