,at,what,angle,were,the,groups,of,pistons,set,in,relation,to,one,another,in,a,4-cylinder,compound,?
4-cylinder,0.20256412029266357,0.1007780060172081,0.35114264488220215,0.1615748405456543,0.21137358248233795,0.1349644809961319,0.18113386631011963,0.4388063848018646,0.22924645245075226,0.2005666345357895,0.20055870711803436,0.18176904320716858,0.1927518993616104,0.19825932383537292,0.2005666345357895,0.26967358589172363,0.9999999403953552,0.3257906138896942,0.1297142207622528
compound,0.17857593297958374,0.182308629155159,0.23653732240200043,0.12354930490255356,0.18848907947540283,0.2294299453496933,0.23397859930992126,0.18791545927524567,0.13385462760925293,0.20910684764385223,0.21116089820861816,0.23539909720420837,0.24425376951694489,0.23381197452545166,0.20910684764385223,0.2321223020553589,0.3257906138896942,1.0,0.19502747058868408
",",0.38314947485923767,0.3087472915649414,0.1430169641971588,0.36755475401878357,0.4933079481124878,0.2671695053577423,0.4946078956127167,0.25920015573501587,0.24912182986736298,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.3696635365486145,0.3283841907978058,0.5201468467712402,0.427140474319458,0.19257226586341858,0.19082562625408173,0.31091248989105225
the,0.457212895154953,0.42745697498321533,0.24015556275844574,0.3906462490558624,1.0,0.27790749073028564,0.733189046382904,0.278138667345047,0.2927955985069275,0.6662389636039734,0.2734622061252594,0.535392165184021,0.5514441132545471,0.5019711852073669,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.22068053483963013
individual,0.2235030084848404,0.34021541476249695,0.2236127108335495,0.25293898582458496,0.3706541955471039,0.33066073060035706,0.3372420072555542,0.17408394813537598,0.2548947334289551,0.27755051851272583,0.234868586063385,0.3278317153453827,0.3675733208656311,0.370263934135437,0.27755051851272583,0.34062352776527405,0.18578287959098816,0.23772263526916504,0.2058374285697937
pistons,0.2331906408071518,0.14228332042694092,0.3593551814556122,0.2377873957157135,0.278138667345047,0.13962829113006592,0.20359718799591064,0.9999999403953552,0.23452973365783691,0.24242204427719116,0.07629627734422684,0.2704523503780365,0.23667098581790924,0.18085041642189026,0.24242204427719116,0.24513056874275208,0.4388063848018646,0.18791545927524567,0.16843746602535248
within,0.20427878201007843,0.2498195916414261,0.22053341567516327,0.19996105134487152,0.39827480912208557,0.26675525307655334,0.39594778418540955,0.1207035481929779,0.2636004388332367,0.40576374530792236,0.24518093466758728,0.34980177879333496,0.30873414874076843,0.2561904788017273,0.40576374530792236,0.3858051896095276,0.10316698253154755,0.17711560428142548,0.1870293766260147
the,0.457212895154953,0.42745697498321533,0.24015556275844574,0.3906462490558624,1.0,0.27790749073028564,0.733189046382904,0.278138667345047,0.2927955985069275,0.6662389636039734,0.2734622061252594,0.535392165184021,0.5514441132545471,0.5019711852073669,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.22068053483963013
group,0.13662685453891754,0.2114069163799286,0.09132323414087296,0.2810588777065277,0.30795547366142273,0.6639418005943298,0.25542253255844116,0.07344445586204529,0.17352446913719177,0.2304753065109253,0.2703084349632263,0.2672896385192871,0.3194190263748169,0.278802752494812,0.2304753065109253,0.2594761848449707,0.10897096246480942,0.20744018256664276,0.13827809691429138
are,0.2074895054101944,0.29724663496017456,0.16678811609745026,0.6489362716674805,0.40399202704429626,0.41374143958091736,0.39081433415412903,0.24051342904567719,0.2029329091310501,0.3841303884983063,0.21093015372753143,0.3504326641559601,0.42537835240364075,0.23159852623939514,0.3841303884983063,0.265255331993103,0.1883704513311386,0.27501243352890015,0.24591213464736938
usually,0.21524086594581604,0.32521089911460876,0.26728132367134094,0.311280757188797,0.36782920360565186,0.26772522926330566,0.33931583166122437,0.23284950852394104,0.23698806762695312,0.28848564624786377,0.2487255483865738,0.3824864327907562,0.38468751311302185,0.3789205551147461,0.28848564624786377,0.46690207719802856,0.2649119794368744,0.2664913237094879,0.19435347616672516
balanced,0.18894046545028687,0.29257306456565857,0.24371454119682312,0.1656324416399002,0.2974889874458313,0.1270710974931717,0.28174325823783875,0.2962307631969452,0.16301779448986053,0.2024899572134018,0.294381320476532,0.27381017804145813,0.3081642687320709,0.3091471791267395,0.2024899572134018,0.3291129767894745,0.24835553765296936,0.18756483495235443,0.24327316880226135
at,1.0,0.2838611304759979,0.253807932138443,0.2947486639022827,0.457212895154953,0.1457347422838211,0.42558613419532776,0.2331906408071518,0.19892042875289917,0.4374977946281433,0.16143228113651276,0.36524343490600586,0.32580816745758057,0.26329556107521057,0.4374977946281433,0.3095070421695709,0.20256412029266357,0.17857593297958374,0.21978627145290375
180°,0.13362888991832733,0.21925465762615204,0.19996972382068634,0.10986501723527908,0.17669862508773804,0.0004501370422076434,0.1333809643983841,0.16020704805850983,0.10795382410287857,0.12725703418254852,0.12441042810678482,0.23961308598518372,0.24420388042926788,0.1895335465669632,0.12725703418254852,0.16640979051589966,0.07414484024047852,0.3162569999694824,0.26404786109924316
",",0.38314947485923767,0.3087472915649414,0.1430169641971588,0.36755475401878357,0.4933079481124878,0.2671695053577423,0.4946078956127167,0.25920015573501587,0.24912182986736298,0.5201468467712402,0.2668071985244751,0.44245919585227966,0.3696635365486145,0.3283841907978058,0.5201468467712402,0.427140474319458,0.19257226586341858,0.19082562625408173,0.31091248989105225
the,0.457212895154953,0.42745697498321533,0.24015556275844574,0.3906462490558624,1.0,0.27790749073028564,0.733189046382904,0.278138667345047,0.2927955985069275,0.6662389636039734,0.2734622061252594,0.535392165184021,0.5514441132545471,0.5019711852073669,0.6662389636039734,0.5829201340675354,0.21137358248233795,0.18848907947540283,0.22068053483963013
groups,0.1457347422838211,0.23137421905994415,0.15333524346351624,0.3214126229286194,0.27790749073028564,1.0,0.24723079800605774,0.13962829113006592,0.20912860333919525,0.22620722651481628,0.23912811279296875,0.24181967973709106,0.2746882736682892,0.20798973739147186,0.22620722651481628,0.2068004310131073,0.1349644809961319,0.2294299453496933,0.14349548518657684
being,0.2686914801597595,0.3760843276977539,0.1900770664215088,0.4775565266609192,0.419739305973053,0.21192073822021484,0.34885138273239136,0.217665433883667,0.1785641312599182,0.33162933588027954,0.255901575088501,0.4514104127883911,0.42188695073127747,0.4214536249637604,0.33162933588027954,0.3727131485939026,0.09823621809482574,0.22741343080997467,0.26743772625923157
set,0.19892042875289917,0.28954121470451355,0.1665283739566803,0.24437576532363892,0.2927955985069275,0.20912860333919525,0.20671486854553223,0.23452973365783691,1.0000001192092896,0.2663729190826416,0.23859035968780518,0.320547491312027,0.25091665983200073,0.23554746806621552,0.2663729190826416,0.2540091574192047,0.22924645245075226,0.13385462760925293,0.1698019951581955
at,1.0,0.2838611304759979,0.253807932138443,0.2947486639022827,0.457212895154953,0.1457347422838211,0.42558613419532776,0.2331906408071518,0.19892042875289917,0.4374977946281433,0.16143228113651276,0.36524343490600586,0.32580816745758057,0.26329556107521057,0.4374977946281433,0.3095070421695709,0.20256412029266357,0.17857593297958374,0.21978627145290375
90°,-0.028809325769543648,-0.04425855353474617,-0.03335480019450188,-0.11931712925434113,0.02078147977590561,-0.009614989161491394,-0.01784394308924675,0.026698127388954163,-0.030123963952064514,-0.008725844323635101,0.007074872497469187,-0.016603635624051094,0.04759671539068222,0.06063786521553993,-0.008725844323635101,-0.061210934072732925,-0.06027190759778023,-0.08639504015445709,0.047285664826631546
to,0.36524343490600586,0.455847829580307,0.20845073461532593,0.31913647055625916,0.535392165184021,0.24181967973709106,0.41548454761505127,0.2704523503780365,0.320547491312027,0.45010748505592346,0.3203113079071045,1.0,0.4025384783744812,0.48769932985305786,0.45010748505592346,0.45503583550453186,0.18176904320716858,0.23539909720420837,0.29463258385658264
each,0.21600523591041565,0.3353266417980194,0.2637473940849304,0.23227569460868835,0.470844566822052,0.27752894163131714,0.38460010290145874,0.25882384181022644,0.22954213619232178,0.30816060304641724,0.2569916248321533,0.3941934108734131,0.5339822173118591,0.5001723170280457,0.30816060304641724,0.434999018907547,0.23298576474189758,0.28457725048065186,0.21173812448978424
other,0.24329762160778046,0.341873437166214,0.2082032859325409,0.4041554927825928,0.44152235984802246,0.4422121047973633,0.38583824038505554,0.2179739624261856,0.22195905447006226,0.39989137649536133,0.3079046308994293,0.4193183183670044,0.45956575870513916,0.4440920054912567,0.39989137649536133,0.2806335389614105,0.16889706254005432,0.2468135803937912,0.24682199954986572
.,0.4549728035926819,0.3567904531955719,0.19976359605789185,0.3378238379955292,0.5934505462646484,0.2408272922039032,0.5352458953857422,0.28499552607536316,0.2928885817527771,0.5591574311256409,0.23840641975402832,0.4645031690597534,0.4123194217681885,0.3817248046398163,0.5591574311256409,0.50484299659729,0.2675352692604065,0.20561864972114563,0.4130953550338745
