,when,do,members,proceed,to,vote,on,whether,they,agree,to,the,principles,of,the,final,bill,?
members,0.2236606478691101,0.14750126004219055,0.9999998807907104,0.14755666255950928,0.26617446541786194,0.2641376256942749,0.22849144041538239,0.189697727560997,0.3697482645511627,0.24559473991394043,0.26617446541786194,0.3321719169616699,0.23776406049728394,0.28120753169059753,0.3321719169616699,0.10941436886787415,0.17215532064437866,0.10212311148643494
proceed,0.26184001564979553,0.40631622076034546,0.14755666255950928,1.0,0.36850863695144653,0.22856517136096954,0.24123355746269226,0.3646657168865204,0.282196044921875,0.27175822854042053,0.36850863695144653,0.2329144924879074,0.27203476428985596,0.1699274331331253,0.2329144924879074,0.21925772726535797,0.21455810964107513,0.22601620852947235
to,0.5423505902290344,0.38876664638519287,0.26617446541786194,0.36850863695144653,1.0,0.2892617881298065,0.41031414270401,0.43423423171043396,0.5452046394348145,0.2974206805229187,1.0,0.535392165184021,0.22974111139774323,0.41548454761505127,0.535392165184021,0.26099109649658203,0.17981381714344025,0.29463258385658264
vote,0.18440549075603485,0.23587724566459656,0.2641376256942749,0.22856517136096954,0.2892617881298065,1.0,0.23685438930988312,0.29374486207962036,0.2184263914823532,0.3899920582771301,0.2892617881298065,0.22779929637908936,0.1872551590204239,0.19845709204673767,0.22779929637908936,0.20671021938323975,0.2394048422574997,0.2888886630535126
at,0.38876327872276306,0.1511090099811554,0.15071316063404083,0.2377627193927765,0.36524343490600586,0.14803512394428253,0.4806317389011383,0.1790502816438675,0.29493749141693115,0.18415243923664093,0.36524343490600586,0.457212895154953,0.1440499871969223,0.42558613419532776,0.457212895154953,0.20822679996490479,0.12815363705158234,0.21978627145290375
decision,0.2485322803258896,0.2038339078426361,0.2454170286655426,0.34168022871017456,0.35372841358184814,0.4297395348548889,0.2723582983016968,0.382889062166214,0.23948071897029877,0.4163670539855957,0.35372841358184814,0.2905151844024658,0.303579181432724,0.2331373691558838,0.2905151844024658,0.28596386313438416,0.1593758761882782,0.2796577215194702
time,0.4363728165626526,0.27283716201782227,0.18101826310157776,0.22414028644561768,0.3679993152618408,0.25893062353134155,0.30044233798980713,0.295838862657547,0.3580583930015564,0.2628788650035858,0.3679993152618408,0.43061500787734985,0.14556767046451569,0.35127586126327515,0.43061500787734985,0.2040688395500183,0.13678039610385895,0.27391523122787476
on,0.37706470489501953,0.3025321364402771,0.22849144041538239,0.24123355746269226,0.41031414270401,0.23685438930988312,0.9999999403953552,0.2535785734653473,0.31295230984687805,0.23403891921043396,0.41031414270401,0.5107308030128479,0.2104194611310959,0.3966929316520691,0.5107308030128479,0.20678670704364777,0.1958429217338562,0.2714994251728058
whether,0.4872415363788605,0.37359970808029175,0.189697727560997,0.3646657168865204,0.43423423171043396,0.29374486207962036,0.2535785734653473,1.0,0.3712187111377716,0.3695724904537201,0.43423423171043396,0.3211745023727417,0.26133987307548523,0.24392437934875488,0.3211745023727417,0.21170735359191895,0.1521773487329483,0.3150278329849243
they,0.5090266466140747,0.4667694866657257,0.3697482645511627,0.282196044921875,0.5452046394348145,0.2184263914823532,0.31295230984687805,0.3712187111377716,0.9999999403953552,0.2667374610900879,0.5452046394348145,0.49925389885902405,0.224911168217659,0.3426007330417633,0.49925389885902405,0.1924978792667389,0.16459131240844727,0.2753053903579712
agree,0.2244005650281906,0.449712336063385,0.24559473991394043,0.27175822854042053,0.2974206805229187,0.3899920582771301,0.23403891921043396,0.3695724904537201,0.2667374610900879,0.9999998807907104,0.2974206805229187,0.23006735742092133,0.3287482261657715,0.22545385360717773,0.23006735742092133,0.19910959899425507,0.2261342704296112,0.33165234327316284
to,0.5423505902290344,0.38876664638519287,0.26617446541786194,0.36850863695144653,1.0,0.2892617881298065,0.41031414270401,0.43423423171043396,0.5452046394348145,0.2974206805229187,1.0,0.535392165184021,0.22974111139774323,0.41548454761505127,0.535392165184021,0.26099109649658203,0.17981381714344025,0.29463258385658264
the,0.5091903209686279,0.30239659547805786,0.3321719169616699,0.2329144924879074,0.535392165184021,0.22779929637908936,0.5107308030128479,0.3211745023727417,0.49925389885902405,0.23006735742092133,0.535392165184021,1.0,0.21452596783638,0.733189046382904,1.0,0.3543182611465454,0.24155211448669434,0.22068053483963013
general,0.20438088476657867,0.20145048201084137,0.15332673490047455,0.14751771092414856,0.24755197763442993,0.19901829957962036,0.18019753694534302,0.16957876086235046,0.21230264008045197,0.2156115174293518,0.24755197763442993,0.28634732961654663,0.2270563840866089,0.28352999687194824,0.28634732961654663,0.10656730830669403,0.12092206627130508,0.1972234547138214
principles,0.20210577547550201,0.2234688550233841,0.23776406049728394,0.27203476428985596,0.22974111139774323,0.1872551590204239,0.2104194611310959,0.26133987307548523,0.224911168217659,0.3287482261657715,0.22974111139774323,0.21452596783638,1.0000001192092896,0.25854504108428955,0.21452596783638,0.1508287638425827,0.17956309020519257,0.19203636050224304
of,0.3757161796092987,0.26150479912757874,0.28120753169059753,0.1699274331331253,0.41548454761505127,0.19845709204673767,0.3966929316520691,0.24392437934875488,0.3426007330417633,0.22545385360717773,0.41548454761505127,0.733189046382904,0.25854504108428955,1.0,0.733189046382904,0.24563951790332794,0.17127205431461334,0.1826142966747284
the,0.5091903209686279,0.30239659547805786,0.3321719169616699,0.2329144924879074,0.535392165184021,0.22779929637908936,0.5107308030128479,0.3211745023727417,0.49925389885902405,0.23006735742092133,0.535392165184021,1.0,0.21452596783638,0.733189046382904,1.0,0.3543182611465454,0.24155211448669434,0.22068053483963013
final,0.235932394862175,0.09494265913963318,0.10941436886787415,0.21925772726535797,0.26099109649658203,0.20671021938323975,0.20678670704364777,0.21170735359191895,0.1924978792667389,0.19910959899425507,0.26099109649658203,0.3543182611465454,0.1508287638425827,0.24563951790332794,0.3543182611465454,1.0000001192092896,0.18517553806304932,0.17315025627613068
bill,0.2075754553079605,0.14255335927009583,0.17215532064437866,0.21455810964107513,0.17981381714344025,0.2394048422574997,0.1958429217338562,0.1521773487329483,0.16459131240844727,0.2261342704296112,0.17981381714344025,0.24155211448669434,0.17956309020519257,0.17127205431461334,0.24155211448669434,0.18517553806304932,0.9999999403953552,0.12855131924152374
.,0.475719153881073,0.3613996207714081,0.21119362115859985,0.21746818721294403,0.4645031690597534,0.27672019600868225,0.49257001280784607,0.26396292448043823,0.4510921239852905,0.21474891901016235,0.4645031690597534,0.5934505462646484,0.18409739434719086,0.5352458953857422,0.5934505462646484,0.24325628578662872,0.2289014607667923,0.4130953550338745
,when,do,members,proceed,to,vote,on,whether,they,agree,to,the,principles,of,the,final,bill,?
opposition,0.24762092530727386,0.1712726205587387,0.2887182831764221,0.2249051034450531,0.2251589596271515,0.41822028160095215,0.19688518345355988,0.30592018365859985,0.19060252606868744,0.33825790882110596,0.2251589596271515,0.26783087849617004,0.3048015832901001,0.27615541219711304,0.26783087849617004,0.09800935536623001,0.16982418298721313,0.15647298097610474
members,0.2236606478691101,0.14750126004219055,0.9999998807907104,0.14755666255950928,0.26617446541786194,0.2641376256942749,0.22849144041538239,0.189697727560997,0.3697482645511627,0.24559473991394043,0.26617446541786194,0.3321719169616699,0.23776406049728394,0.28120753169059753,0.3321719169616699,0.10941436886787415,0.17215532064437866,0.10212311148643494
can,0.39191514253616333,0.45775556564331055,0.14267030358314514,0.31047967076301575,0.4979398250579834,0.20820198953151703,0.2772369682788849,0.424742728471756,0.47909218072891235,0.24586160480976105,0.4979398250579834,0.312528520822525,0.17535889148712158,0.2603091299533844,0.312528520822525,0.1444803923368454,0.17938722670078278,0.3226337134838104
table,0.22686247527599335,0.14975690841674805,0.1225586086511612,0.233210951089859,0.1819842904806137,0.13119076192378998,0.19101692736148834,0.18469315767288208,0.17282383143901825,0.11540389060974121,0.1819842904806137,0.22716619074344635,0.17998160421848297,0.20049740374088287,0.22716619074344635,0.15577208995819092,0.06846357882022858,0.1782790720462799
``,0.07174111902713776,0.06628920882940292,0.05369233712553978,0.009335269220173359,0.06720756739377975,0.08675257116556168,-0.03274054825305939,0.05112520605325699,0.0819322019815445,0.09835002571344376,0.06720756739377975,0.029072100296616554,0.02069295011460781,0.06780257821083069,0.029072100296616554,-0.004907349590212107,-0.015507252886891365,0.0685480609536171
wrecking,0.3166200816631317,0.20872536301612854,0.17767414450645447,0.19352690875530243,0.23932066559791565,0.22172138094902039,0.35525763034820557,0.20557266473770142,0.24333569407463074,0.1064109355211258,0.23932066559791565,0.3072846531867981,0.12033403664827347,0.2562629282474518,0.3072846531867981,0.16440047323703766,0.1935305893421173,0.173746258020401
amendments,0.21971112489700317,0.25047236680984497,0.22976019978523254,0.26641881465911865,0.31400617957115173,0.4353187084197998,0.25287505984306335,0.2650855779647827,0.2337765246629715,0.3388357162475586,0.31400617957115173,0.30301690101623535,0.3340598940849304,0.22983944416046143,0.30301690101623535,0.266358345746994,0.4210346043109894,0.2547150254249573
'',-0.07688097655773163,-0.00043653504690155387,-0.02566520683467388,-0.02451770380139351,-0.009905828163027763,-0.0031090988777577877,0.04238596186041832,0.07489719241857529,-0.006317874416708946,0.13656267523765564,-0.009905828163027763,0.041273195296525955,0.03760349005460739,0.13035868108272552,0.041273195296525955,-0.026200097054243088,-0.02734319306910038,0.018684765323996544
to,0.5423505902290344,0.38876664638519287,0.26617446541786194,0.36850863695144653,1.0,0.2892617881298065,0.41031414270401,0.43423423171043396,0.5452046394348145,0.2974206805229187,1.0,0.535392165184021,0.22974111139774323,0.41548454761505127,0.535392165184021,0.26099109649658203,0.17981381714344025,0.29463258385658264
the,0.5091903209686279,0.30239659547805786,0.3321719169616699,0.2329144924879074,0.535392165184021,0.22779929637908936,0.5107308030128479,0.3211745023727417,0.49925389885902405,0.23006735742092133,0.535392165184021,1.0,0.21452596783638,0.733189046382904,1.0,0.3543182611465454,0.24155211448669434,0.22068053483963013
bill,0.2075754553079605,0.14255335927009583,0.17215532064437866,0.21455810964107513,0.17981381714344025,0.2394048422574997,0.1958429217338562,0.1521773487329483,0.16459131240844727,0.2261342704296112,0.17981381714344025,0.24155211448669434,0.17956309020519257,0.17127205431461334,0.24155211448669434,0.18517553806304932,0.9999999403953552,0.12855131924152374
",",0.36674630641937256,0.3283645510673523,0.2357054501771927,0.2232578843832016,0.44245919585227966,0.27201512455940247,0.49057599902153015,0.18435215950012207,0.390799880027771,0.26245203614234924,0.44245919585227966,0.4933079481124878,0.23890022933483124,0.4946078956127167,0.4933079481124878,0.24864837527275085,0.2472437173128128,0.31091248989105225
designed,0.19330300390720367,0.1303330659866333,0.11633119732141495,0.12582045793533325,0.3077097535133362,0.09302075952291489,0.2350989580154419,0.10891425609588623,0.23764269053936005,0.15116889774799347,0.3077097535133362,0.2559613883495331,0.20420460402965546,0.2000347077846527,0.2559613883495331,0.14394760131835938,0.12605267763137817,0.11213942617177963
to,0.5423505902290344,0.38876664638519287,0.26617446541786194,0.36850863695144653,1.0,0.2892617881298065,0.41031414270401,0.43423423171043396,0.5452046394348145,0.2974206805229187,1.0,0.535392165184021,0.22974111139774323,0.41548454761505127,0.535392165184021,0.26099109649658203,0.17981381714344025,0.29463258385658264
thwart,0.27538472414016724,0.25496959686279297,0.14810781180858612,0.34792470932006836,0.34258314967155457,0.14663420617580414,0.20726962387561798,0.2113935351371765,0.2671022415161133,0.16159744560718536,0.34258314967155457,0.3169831335544586,0.22334705293178558,0.21237096190452576,0.3169831335544586,0.1600782424211502,0.1873829960823059,0.12816274166107178
further,0.2538713812828064,0.2191287726163864,0.13107657432556152,0.3010053038597107,0.4001762866973877,0.1397521197795868,0.2951144874095917,0.298311710357666,0.2851434350013733,0.22044648230075836,0.4001762866973877,0.32531118392944336,0.1930466890335083,0.24797867238521576,0.32531118392944336,0.19220642745494843,0.08689180761575699,0.20960763096809387
progress,0.2243235558271408,0.2252160608768463,0.18108242750167847,0.26250675320625305,0.25305503606796265,0.2148631066083908,0.24566367268562317,0.18335337936878204,0.23838190734386444,0.23089425265789032,0.25305503606796265,0.3132456839084625,0.27752622961997986,0.27725252509117126,0.3132456839084625,0.2988802492618561,0.1725587695837021,0.20267242193222046
and,0.4716290831565857,0.276123583316803,0.2994427978992462,0.19687722623348236,0.48971283435821533,0.1828758865594864,0.4077630043029785,0.26207777857780457,0.5073080658912659,0.24357949197292328,0.48971283435821533,0.5171257257461548,0.23146027326583862,0.5116966962814331,0.5171257257461548,0.2635152339935303,0.24696701765060425,0.20544172823429108
take,0.32727745175361633,0.40664049983024597,0.15864627063274384,0.36549827456474304,0.4075521230697632,0.2496504932641983,0.27423644065856934,0.2696335017681122,0.3386363983154297,0.2973897159099579,0.4075521230697632,0.31620436906814575,0.18349862098693848,0.29282352328300476,0.31620436906814575,0.22395361959934235,0.15782028436660767,0.21897350251674652
up,0.3850642144680023,0.26271459460258484,0.22290948033332825,0.266539603471756,0.40375280380249023,0.2515552043914795,0.34194523096084595,0.26803550124168396,0.32603394985198975,0.2716531455516815,0.40375280380249023,0.38423117995262146,0.16622740030288696,0.32945773005485535,0.38423117995262146,0.2190607190132141,0.11568500101566315,0.1819818764925003
parliamentary,0.19091741740703583,0.14556670188903809,0.33571481704711914,0.14496278762817383,0.18938039243221283,0.4729197025299072,0.2180326133966446,0.21083799004554749,0.17365151643753052,0.24949046969413757,0.18938039243221283,0.2708897888660431,0.3016423285007477,0.33805084228515625,0.2708897888660431,0.19894877076148987,0.23239916563034058,0.1612216979265213
time,0.4363728165626526,0.27283716201782227,0.18101826310157776,0.22414028644561768,0.3679993152618408,0.25893062353134155,0.30044233798980713,0.295838862657547,0.3580583930015564,0.2628788650035858,0.3679993152618408,0.43061500787734985,0.14556767046451569,0.35127586126327515,0.43061500787734985,0.2040688395500183,0.13678039610385895,0.27391523122787476
",",0.36674630641937256,0.3283645510673523,0.2357054501771927,0.2232578843832016,0.44245919585227966,0.27201512455940247,0.49057599902153015,0.18435215950012207,0.390799880027771,0.26245203614234924,0.44245919585227966,0.4933079481124878,0.23890022933483124,0.4946078956127167,0.4933079481124878,0.24864837527275085,0.2472437173128128,0.31091248989105225
to,0.5423505902290344,0.38876664638519287,0.26617446541786194,0.36850863695144653,1.0,0.2892617881298065,0.41031414270401,0.43423423171043396,0.5452046394348145,0.2974206805229187,1.0,0.535392165184021,0.22974111139774323,0.41548454761505127,0.535392165184021,0.26099109649658203,0.17981381714344025,0.29463258385658264
cause,0.36268818378448486,0.331631600856781,0.15969648957252502,0.22079163789749146,0.3172815442085266,0.16585500538349152,0.2381288707256317,0.3941192030906677,0.34206175804138184,0.21823002398014069,0.3172815442085266,0.2551237642765045,0.2103039175271988,0.25979894399642944,0.2551237642765045,0.10162036865949631,0.12960825860500336,0.240532785654068
the,0.5091903209686279,0.30239659547805786,0.3321719169616699,0.2329144924879074,0.535392165184021,0.22779929637908936,0.5107308030128479,0.3211745023727417,0.49925389885902405,0.23006735742092133,0.535392165184021,1.0,0.21452596783638,0.733189046382904,1.0,0.3543182611465454,0.24155211448669434,0.22068053483963013
bill,0.2075754553079605,0.14255335927009583,0.17215532064437866,0.21455810964107513,0.17981381714344025,0.2394048422574997,0.1958429217338562,0.1521773487329483,0.16459131240844727,0.2261342704296112,0.17981381714344025,0.24155211448669434,0.17956309020519257,0.17127205431461334,0.24155211448669434,0.18517553806304932,0.9999999403953552,0.12855131924152374
to,0.5423505902290344,0.38876664638519287,0.26617446541786194,0.36850863695144653,1.0,0.2892617881298065,0.41031414270401,0.43423423171043396,0.5452046394348145,0.2974206805229187,1.0,0.535392165184021,0.22974111139774323,0.41548454761505127,0.535392165184021,0.26099109649658203,0.17981381714344025,0.29463258385658264
fall,0.2653101086616516,0.2515643835067749,0.16951972246170044,0.19718846678733826,0.1966593861579895,0.1408604085445404,0.31783363223075867,0.1510772854089737,0.27358055114746094,0.16867373883724213,0.1966593861579895,0.3639753758907318,0.13900335133075714,0.2854328155517578,0.3639753758907318,0.10820026695728302,0.09744315594434738,0.1656162142753601
without,0.4284721314907074,0.3709314465522766,0.1742372214794159,0.28409436345100403,0.37970873713493347,0.15769948065280914,0.26243290305137634,0.3590192496776581,0.3324832618236542,0.22377105057239532,0.37970873713493347,0.3270869255065918,0.23193709552288055,0.3081340193748474,0.3270869255065918,0.17832307517528534,0.15695251524448395,0.2928665280342102
a,0.44397395849227905,0.26237669587135315,0.1873859316110611,0.19753649830818176,0.45503583550453186,0.21813347935676575,0.3848365545272827,0.38829004764556885,0.3528250455856323,0.2085130214691162,0.45503583550453186,0.5829201340675354,0.12539856135845184,0.5052502155303955,0.5829201340675354,0.24625235795974731,0.24716360867023468,0.23916715383529663
final,0.235932394862175,0.09494265913963318,0.10941436886787415,0.21925772726535797,0.26099109649658203,0.20671021938323975,0.20678670704364777,0.21170735359191895,0.1924978792667389,0.19910959899425507,0.26099109649658203,0.3543182611465454,0.1508287638425827,0.24563951790332794,0.3543182611465454,1.0000001192092896,0.18517553806304932,0.17315025627613068
vote,0.18440549075603485,0.23587724566459656,0.2641376256942749,0.22856517136096954,0.2892617881298065,1.0,0.23685438930988312,0.29374486207962036,0.2184263914823532,0.3899920582771301,0.2892617881298065,0.22779929637908936,0.1872551590204239,0.19845709204673767,0.22779929637908936,0.20671021938323975,0.2394048422574997,0.2888886630535126
being,0.47212454676628113,0.2324799746274948,0.2480522096157074,0.18615774810314178,0.4514104127883911,0.26588472723960876,0.3119087219238281,0.4039495289325714,0.41845834255218506,0.23604509234428406,0.4514104127883911,0.419739305973053,0.18052558600902557,0.34885138273239136,0.419739305973053,0.17588981986045837,0.16535046696662903,0.26743772625923157
taken,0.29396897554397583,0.15035563707351685,0.1847088634967804,0.2312631905078888,0.2772596478462219,0.1936718225479126,0.20865710079669952,0.2579171657562256,0.29904305934906006,0.20542936027050018,0.2772596478462219,0.3309854567050934,0.11321503669023514,0.2889742851257324,0.3309854567050934,0.2034369558095932,0.09273654967546463,0.17662954330444336
.,0.475719153881073,0.3613996207714081,0.21119362115859985,0.21746818721294403,0.4645031690597534,0.27672019600868225,0.49257001280784607,0.26396292448043823,0.4510921239852905,0.21474891901016235,0.4645031690597534,0.5934505462646484,0.18409739434719086,0.5352458953857422,0.5934505462646484,0.24325628578662872,0.2289014607667923,0.4130953550338745
