,by,when,did,the,germanic,tribes,conquer,the,celtic,peoples,?
antiquity,0.16949115693569183,0.22875897586345673,0.10318449884653091,0.3004048764705658,0.35536086559295654,0.21042987704277039,0.24906601011753082,0.3004048764705658,0.32758480310440063,0.3103353977203369,0.16758611798286438
",",0.3680937886238098,0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.1963682323694229,0.4933079481124878,0.22661806643009186,0.2866608202457428,0.31091248989105225
conquering,0.257876992225647,0.2635807991027832,0.23495124280452728,0.37138304114341736,0.43861305713653564,0.4494762718677521,0.8961684703826904,0.37138304114341736,0.31742680072784424,0.40429258346557617,0.16821224987506866
celtic,0.1464398205280304,0.15787853300571442,0.10949584096670151,0.252739280462265,0.5424380898475647,0.3175182342529297,0.22738663852214813,0.252739280462265,0.9999999403953552,0.3459278345108032,0.17777416110038757
and,0.4289871156215668,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.2562946677207947,0.5171257257461548,0.18960003554821014,0.26327288150787354,0.20544172823429108
other,0.3321913778781891,0.34102705121040344,0.31707024574279785,0.44152235984802246,0.28800690174102783,0.2752264738082886,0.1650434285402298,0.44152235984802246,0.178837388753891,0.33862894773483276,0.24682199954986572
peoples,0.20198558270931244,0.16956736147403717,0.20245550572872162,0.3388310670852661,0.5166003704071045,0.5341514348983765,0.3187461495399475,0.3388310670852661,0.3459278345108032,1.0,0.2085462063550949
;,0.10469875484704971,0.022927695885300636,0.10727239400148392,0.09152708947658539,0.13647501170635223,0.09949321299791336,0.08978242427110672,0.09152708947658539,0.10559674352407455,0.14670680463314056,0.10349778085947037
and,0.4289871156215668,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2491096705198288,0.2041163444519043,0.2562946677207947,0.5171257257461548,0.18960003554821014,0.26327288150787354,0.20544172823429108
by,1.0000001192092896,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.2570464313030243,0.18261399865150452,0.19041268527507782,0.4408751428127289,0.1464398205280304,0.20198558270931244,0.17966607213020325
800,-0.021947739645838737,0.030043095350265503,0.07353196293115616,0.007269678637385368,-0.05618324503302574,0.0030321450904011726,0.05711672082543373,0.007269678637385368,-0.06289879977703094,0.031631000339984894,0.04938950017094612
ce,0.1527230590581894,0.13118286430835724,0.08418942987918854,0.2043403536081314,0.22322674095630646,0.19960764050483704,0.28553661704063416,0.2043403536081314,0.21348652243614197,0.23211514949798584,0.25396761298179626
",",0.3680937886238098,0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.1963682323694229,0.4933079481124878,0.22661806643009186,0.2866608202457428,0.31091248989105225
forming,0.1977503001689911,0.30839982628822327,0.15440939366817474,0.3776164948940277,0.18071581423282623,0.20236927270889282,0.1301671266555786,0.3776164948940277,0.16581732034683228,0.1942046731710434,0.11404796689748764
the,0.4408751428127289,0.5091903209686279,0.34736719727516174,1.0,0.3006645441055298,0.26830655336380005,0.2652769386768341,1.0,0.252739280462265,0.3388310670852661,0.22068053483963013
holy,0.16387277841567993,0.16601495444774628,0.1021214947104454,0.2778179347515106,0.332233190536499,0.23568396270275116,0.22484901547431946,0.2778179347515106,0.21093475818634033,0.2216223180294037,0.18148104846477509
roman,0.169524148106575,0.1767279952764511,0.1483525037765503,0.2862859070301056,0.4909273386001587,0.2781614065170288,0.24788005650043488,0.2862859070301056,0.3913872539997101,0.20353154838085175,0.1663191318511963
empire,0.19236046075820923,0.18422111868858337,0.18850058317184448,0.32532164454460144,0.33602434396743774,0.3189411759376526,0.4874548316001892,0.32532164454460144,0.2085702121257782,0.33332541584968567,0.14909450709819794
",",0.3680937886238098,0.36674630641937256,0.3015086054801941,0.4933079481124878,0.22153666615486145,0.19590550661087036,0.1963682323694229,0.4933079481124878,0.22661806643009186,0.2866608202457428,0.31091248989105225
the,0.4408751428127289,0.5091903209686279,0.34736719727516174,1.0,0.3006645441055298,0.26830655336380005,0.2652769386768341,1.0,0.252739280462265,0.3388310670852661,0.22068053483963013
first,0.3877052962779999,0.4282494783401489,0.33691170811653137,0.49448907375335693,0.17733357846736908,0.10021540522575378,0.17307361960411072,0.49448907375335693,0.20797055959701538,0.22166834771633148,0.18701928853988647
german,0.24848632514476776,0.16090898215770721,0.2048940509557724,0.256483793258667,0.5485458970069885,0.1545131951570511,0.17030882835388184,0.256483793258667,0.24156561493873596,0.20150279998779297,0.13978645205497742
empire,0.19236046075820923,0.18422111868858337,0.18850058317184448,0.32532164454460144,0.33602434396743774,0.3189411759376526,0.4874548316001892,0.32532164454460144,0.2085702121257782,0.33332541584968567,0.14909450709819794
.,0.3936232924461365,0.475719153881073,0.35288307070732117,0.5934505462646484,0.20167726278305054,0.10744687169790268,0.1665143370628357,0.5934505462646484,0.23202653229236603,0.24406372010707855,0.4130953550338745
