,how,often,do,trains,journey,to,king,'s,cross,?
york,0.19939486682415009,0.18988129496574402,0.1314755231142044,0.16159477829933167,0.2000063955783844,0.22230617702007294,0.15420550107955933,-0.02817569300532341,0.1350935697555542,0.15262620151042938
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
doncaster,0.17321009933948517,0.21408085525035858,0.1180870458483696,0.43502670526504517,0.2272646725177765,0.18942151963710785,0.22023627161979675,0.030254630371928215,0.1808166354894638,0.12163535505533218
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
newark,0.08954685181379318,0.11110921204090118,0.05623025819659233,0.31076836585998535,0.14517301321029663,0.18962998688220978,0.12542761862277985,0.02940693311393261,0.14846552908420563,0.11998245120048523
north,0.12114071100950241,0.17081458866596222,0.1764671355485916,0.2637667655944824,0.22021402418613434,0.2743184268474579,0.21951641142368317,0.06196961551904678,0.1876337230205536,0.11829731613397598
gate,0.09292562305927277,0.1532178819179535,0.09154092520475388,0.21081660687923431,0.272291362285614,0.2092132568359375,0.20174859464168549,0.057562533766031265,0.27694690227508545,0.071437306702137
and,0.33647966384887695,0.42465832829475403,0.276123583316803,0.2541063725948334,0.28162792325019836,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
peterborough,0.1463191658258438,0.12266459316015244,0.15745802223682404,0.3429548442363739,0.14587444067001343,0.22394904494285583,0.174131378531456,-0.011121666058897972,0.18928262591362,0.19017279148101807
and,0.33647966384887695,0.42465832829475403,0.276123583316803,0.2541063725948334,0.28162792325019836,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
north,0.12114071100950241,0.17081458866596222,0.1764671355485916,0.2637667655944824,0.22021402418613434,0.2743184268474579,0.21951641142368317,0.06196961551904678,0.1876337230205536,0.11829731613397598
to,0.44169697165489197,0.4351843297481537,0.38876664638519287,0.27289023995399475,0.31875574588775635,1.0,0.24476152658462524,0.03782717138528824,0.21814192831516266,0.29463258385658264
scotland,0.1224040538072586,0.19023512303829193,0.11975225061178207,0.20505046844482422,0.13014668226242065,0.19875919818878174,0.25619223713874817,0.03316264972090721,0.18728896975517273,0.09160218387842178
with,0.3525622487068176,0.41081544756889343,0.23744353652000427,0.13365305960178375,0.1583564132452011,0.4239959120750427,0.1820080578327179,-0.04624466598033905,0.1790148913860321,0.2433311939239502
all,0.3725806474685669,0.3238801956176758,0.38664430379867554,0.1880621761083603,0.19713695347309113,0.42520734667778015,0.20123191177845,0.03181743621826172,0.20699405670166016,0.29575422406196594
trains,0.19860102236270905,0.18339908123016357,0.1811627298593521,0.9999999403953552,0.2847139239311218,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
calling,0.21007879078388214,0.2546226680278778,0.21688628196716309,0.10194572061300278,0.19785304367542267,0.2725794315338135,0.19419026374816895,0.04120776057243347,0.14819075167179108,0.23612231016159058
at,0.2154216170310974,0.24406926333904266,0.1511090099811554,0.2219238579273224,0.1513928472995758,0.36524343490600586,0.17968851327896118,-0.08481216430664062,0.18790024518966675,0.21978627145290375
edinburgh,0.18993356823921204,0.1931374967098236,0.0991506278514862,0.22326049208641052,0.16688591241836548,0.14218463003635406,0.2312678098678589,0.02990899048745632,0.16919547319412231,0.09266204386949539
and,0.33647966384887695,0.42465832829475403,0.276123583316803,0.2541063725948334,0.28162792325019836,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
a,0.29312583804130554,0.3930865228176117,0.26237669587135315,0.2166883498430252,0.1638973504304886,0.45503583550453186,0.18420645594596863,0.04866964742541313,0.21602843701839447,0.23916715383529663
small,0.18460747599601746,0.33105531334877014,0.266916424036026,0.18504595756530762,0.0981794223189354,0.3054737150669098,0.08582182228565216,0.08369652181863785,0.13638004660606384,0.13914890587329865
number,0.2725796401500702,0.290420264005661,0.21539703011512756,0.13327457010746002,0.16102400422096252,0.2706126868724823,0.14580300450325012,0.033178191632032394,0.1273224800825119,0.19256845116615295
of,0.2480744868516922,0.3351972997188568,0.26150479912757874,0.16788527369499207,0.19444577395915985,0.41548454761505127,0.2938710153102875,-0.03817026689648628,0.2018742561340332,0.1826142966747284
trains,0.19860102236270905,0.18339908123016357,0.1811627298593521,0.9999999403953552,0.2847139239311218,0.27289023995399475,0.16612599790096283,-0.014810417778789997,0.22534696757793427,0.12280461937189102
extended,0.1505790501832962,0.183848574757576,0.21064823865890503,0.19995756447315216,0.20632979273796082,0.28740090131759644,0.16011744737625122,-0.0012415836099535227,0.11453986167907715,0.17568568885326385
to,0.44169697165489197,0.4351843297481537,0.38876664638519287,0.27289023995399475,0.31875574588775635,1.0,0.24476152658462524,0.03782717138528824,0.21814192831516266,0.29463258385658264
glasgow,0.07996248453855515,0.1799345314502716,0.10805953294038773,0.35564571619033813,0.1548060029745102,0.1892232596874237,0.09733367711305618,0.11783115565776825,0.13817483186721802,0.035187333822250366
",",0.22659391164779663,0.24139221012592316,0.3283645510673523,0.20530615746974945,0.18947862088680267,0.44245919585227966,0.27879971265792847,-0.0016132977325469255,0.2534312307834625,0.31091248989105225
aberdeen,0.0930912122130394,0.17172256112098694,0.11076932400465012,0.1789441853761673,0.09673985838890076,0.1943472921848297,0.19268184900283813,0.08497912436723709,0.1330270618200302,0.0929538831114769
and,0.33647966384887695,0.42465832829475403,0.276123583316803,0.2541063725948334,0.28162792325019836,0.48971283435821533,0.24642229080200195,0.06895173341035843,0.25427764654159546,0.20544172823429108
inverness,0.1405516117811203,0.20383986830711365,0.17692741751670837,0.25316089391708374,0.2329729050397873,0.15780872106552124,0.18949517607688904,0.021120257675647736,0.21522480249404907,0.05250139907002449
.,0.3287222981452942,0.30710849165916443,0.3613996207714081,0.19430097937583923,0.1895405799150467,0.4645031690597534,0.2334747016429901,-0.003708066651597619,0.20566852390766144,0.4130953550338745
