,where,did,he,live,while,he,was,looking,good,?
york,0.21910661458969116,0.16606222093105316,0.26895642280578613,0.17646752297878265,0.2138558179140091,0.26895642280578613,0.2746913433074951,0.18821793794631958,0.13783758878707886,0.15262620151042938
city,0.2686662971973419,0.12266099452972412,0.2717975378036499,0.27209851145744324,0.17350441217422485,0.2717975378036499,0.3188765048980713,0.09576624631881714,0.1599743813276291,0.13423943519592285
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.29754534363746643,0.38232675194740295,0.40251094102859497,0.45456063747406006,0.23123399913311005,0.3217065632343292,0.31091248989105225
meticulous,0.27755653858184814,0.23872576653957367,0.20808544754981995,0.1722918152809143,0.2905665636062622,0.20808544754981995,0.23179616034030914,0.34385964274406433,0.390023797750473,0.4134001135826111
in,0.5344807505607605,0.2593238651752472,0.41690486669540405,0.3068392276763916,0.3399278521537781,0.41690486669540405,0.45514053106307983,0.20335233211517334,0.2152448445558548,0.20430970191955566
his,0.29880598187446594,0.3546801507472992,0.7171558737754822,0.16446785628795624,0.39785656332969666,0.7171558737754822,0.4405253231525421,0.20963838696479797,0.2863979637622833,0.18075084686279297
grooming,0.17588064074516296,0.1818551868200302,0.15297044813632965,0.1696862131357193,0.35263288021087646,0.15297044813632965,0.07033193111419678,0.3478197157382965,0.26461920142173767,0.14101433753967285
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.29754534363746643,0.38232675194740295,0.40251094102859497,0.45456063747406006,0.23123399913311005,0.3217065632343292,0.31091248989105225
clothing,0.2041630893945694,0.17378680408000946,0.17540696263313293,0.1278008073568344,0.24556633830070496,0.17540696263313293,0.19339299201965332,0.24857419729232788,0.20039767026901245,0.15363194048404694
",",0.3149496018886566,0.3015086054801941,0.40251094102859497,0.29754534363746643,0.38232675194740295,0.40251094102859497,0.45456063747406006,0.23123399913311005,0.3217065632343292,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.45427167415618896,0.29040172696113586,0.45699796080589294,0.45427167415618896,0.3740963041782379,0.28787463903427124,0.3426591157913208,0.20544172823429108
regimented,0.15536317229270935,0.19072401523590088,0.30420294404029846,0.1229013055562973,0.289644718170166,0.30420294404029846,0.31432056427001953,0.16709566116333008,0.1363244354724884,0.1335892677307129
in,0.5344807505607605,0.2593238651752472,0.41690486669540405,0.3068392276763916,0.3399278521537781,0.41690486669540405,0.45514053106307983,0.20335233211517334,0.2152448445558548,0.20430970191955566
his,0.29880598187446594,0.3546801507472992,0.7171558737754822,0.16446785628795624,0.39785656332969666,0.7171558737754822,0.4405253231525421,0.20963838696479797,0.2863979637622833,0.18075084686279297
daily,0.20668771862983704,0.14632445573806763,0.17144595086574554,0.1844862550497055,0.2537718117237091,0.17144595086574554,0.17373126745224,0.18945659697055817,0.1523904949426651,0.1472100466489792
activities,0.21153289079666138,0.20119842886924744,0.19701214134693146,0.13480599224567413,0.3121187388896942,0.19701214134693146,0.16647951304912567,0.203253373503685,0.15865440666675568,0.11289679259061813
.,0.41390106081962585,0.35288307070732117,0.38061028718948364,0.32964062690734863,0.38690751791000366,0.38061028718948364,0.40146201848983765,0.3050191104412079,0.29664117097854614,0.4130953550338745
