,what,did,'da,yuan,tong,zhi,',mean,?
institutions,0.22018329799175262,0.21867677569389343,0.07589535415172577,0.13802741467952728,0.1252797394990921,0.13639488816261292,0.0854315310716629,0.18022727966308594,0.19119486212730408
of,0.33290785551071167,0.2513895630836487,0.18523937463760376,0.22696353495121002,0.1507061868906021,0.1752210259437561,0.39136970043182373,0.27551960945129395,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.12199406325817108,0.2548272907733917,0.18661567568778992,0.17762358486652374,0.474788099527359,0.25977957248687744,0.22068053483963013
great,0.2562883198261261,0.2083706259727478,0.09271080046892166,0.1734679937362671,0.15722596645355225,0.13822776079177856,0.24414026737213135,0.1649935096502304,0.13135133683681488
yuan,0.13503028452396393,0.1467057168483734,0.16637754440307617,1.0,0.4747326970100403,0.624078631401062,0.11334794759750366,0.16608040034770966,0.12871281802654266
'',0.08143015950918198,0.01978493109345436,0.012502004392445087,0.044363681226968765,0.04839523881673813,0.03226979821920395,0.05904744192957878,0.08347149938344955,0.018684765323996544
),0.26259949803352356,0.18584993481636047,0.2965528070926666,0.17912885546684265,0.20405873656272888,0.20139309763908386,0.5468860864639282,0.2426333725452423,0.42300865054130554
",",0.3087472915649414,0.3015086054801941,0.19945737719535828,0.20958951115608215,0.21538619697093964,0.20912866294384003,0.5178600549697876,0.27540135383605957,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.20927032828330994,0.18084076046943665,0.1850898414850235,0.14360322058200836,0.48837921023368835,0.3427932858467102,0.23916715383529663
huge,0.2735622227191925,0.23032952845096588,0.06344499439001083,0.19688010215759277,0.101032555103302,0.041392214596271515,0.18656374514102936,0.11714626103639603,0.13631469011306763
collection,0.215459942817688,0.13477008044719696,0.23410187661647797,0.13593924045562744,0.07007729262113571,0.1464981734752655,0.2383844554424286,0.132548525929451,0.20069393515586853
of,0.33290785551071167,0.2513895630836487,0.18523937463760376,0.22696353495121002,0.1507061868906021,0.1752210259437561,0.39136970043182373,0.27551960945129395,0.1826142966747284
codes,0.15951980650424957,0.1222146674990654,0.009455406107008457,0.11227986216545105,0.1267595887184143,0.11688587814569473,0.14504994451999664,0.212625190615654,0.16803960502147675
and,0.31309178471565247,0.34479495882987976,0.15177421271800995,0.22359056770801544,0.20504671335220337,0.17402181029319763,0.3053182065486908,0.22596950829029083,0.20544172823429108
regulations,0.21871556341648102,0.26172083616256714,0.09247453510761261,0.19140474498271942,0.18816924095153809,0.10626056790351868,0.09080757945775986,0.2281642109155655,0.17806588113307953
of,0.33290785551071167,0.2513895630836487,0.18523937463760376,0.22696353495121002,0.1507061868906021,0.1752210259437561,0.39136970043182373,0.27551960945129395,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.12199406325817108,0.2548272907733917,0.18661567568778992,0.17762358486652374,0.474788099527359,0.25977957248687744,0.22068053483963013
yuan,0.13503028452396393,0.1467057168483734,0.16637754440307617,1.0,0.4747326970100403,0.624078631401062,0.11334794759750366,0.16608040034770966,0.12871281802654266
dynasty,0.17240095138549805,0.19201454520225525,0.1380217969417572,0.49336904287338257,0.31815412640571594,0.4917854070663452,0.13163135945796967,0.10054805129766464,0.15884074568748474
begun,0.2296452522277832,0.29868078231811523,0.06180747225880623,0.10864226520061493,0.13597190380096436,0.11411222815513611,0.18334519863128662,0.14955899119377136,0.13816508650779724
by,0.2455483376979828,0.18574509024620056,0.10817369818687439,0.19831176102161407,0.1969645470380783,0.13766436278820038,0.2610379159450531,0.1560223549604416,0.17966607213020325
his,0.26976513862609863,0.3546801507472992,0.056197136640548706,0.20877203345298767,0.1746714562177658,0.21955713629722595,0.2791537940502167,0.12527728080749512,0.18075084686279297
father,0.21527598798274994,0.3227277100086212,0.04118099436163902,0.15450839698314667,0.18878160417079926,0.239485964179039,0.26398441195487976,0.1712423413991928,0.14826634526252747
",",0.3087472915649414,0.3015086054801941,0.19945737719535828,0.20958951115608215,0.21538619697093964,0.20912866294384003,0.5178600549697876,0.27540135383605957,0.31091248989105225
was,0.22111038863658905,0.41399896144866943,0.187302827835083,0.19482262432575226,0.197774738073349,0.14889663457870483,0.33675912022590637,0.18973474204540253,0.18412111699581146
formally,0.19840256869792938,0.18397410213947296,0.13422732055187225,0.20298627018928528,0.24465905129909515,0.1589348167181015,0.2793515622615814,0.1949825882911682,0.1371411830186844
promulgated,0.1375112533569336,0.24838899075984955,0.07910602539777756,0.24083368480205536,0.21850018203258514,0.2673131823539734,0.1622484177350998,0.12718433141708374,0.15346558392047882
.,0.3567904531955719,0.35288307070732117,0.20970366895198822,0.17233723402023315,0.18353697657585144,0.18411225080490112,0.4806240200996399,0.21881133317947388,0.4130953550338745
