,where,does,the,newcastle,student,radio,station,broadcast,from,during,terms,?
universities,0.25651341676712036,0.17723217606544495,0.2619408071041107,0.19832536578178406,0.4060802459716797,0.23488491773605347,0.22306019067764282,0.25535479187965393,0.1920907199382782,0.13538087904453278,0.21841616928577423,0.16836881637573242
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.251589834690094,0.2261858433485031,0.25251123309135437,0.2482491284608841,0.24917922914028168,0.39760664105415344,0.3225448727607727,0.26854002475738525,0.31091248989105225
broadcasting,0.17331694066524506,0.171597421169281,0.29916465282440186,0.20560479164123535,0.22913195192813873,0.6471590995788574,0.40611958503723145,0.843898594379425,0.19793446362018585,0.23404215276241302,0.17213252186775208,0.10870421677827835
from,0.3713873624801636,0.1777622550725937,0.40150508284568787,0.1747848093509674,0.14416815340518951,0.15859435498714447,0.19886821508407593,0.1824430525302887,1.0,0.3186885714530945,0.24940045177936554,0.19969791173934937
newcastle,0.1576872318983078,0.12200397253036499,0.2253497689962387,1.0000001192092896,0.09004773199558258,0.15122142434120178,0.26673999428749084,0.14618052542209625,0.1747848093509674,0.13816462457180023,0.12157580256462097,0.0902252271771431
university,0.26550742983818054,0.09909145534038544,0.263973206281662,0.2205878645181656,0.46536099910736084,0.2035636007785797,0.2459489405155182,0.18383298814296722,0.2771088182926178,0.17872242629528046,0.1502821296453476,0.11887256056070328
's,0.0007701900321990252,-0.02895052544772625,-0.01540423184633255,-0.017262522131204605,0.018150636926293373,0.13450658321380615,-0.04233921319246292,0.0797032043337822,-0.01936490088701248,0.011294117197394371,0.05377542972564697,-0.023395681753754616
student,0.2537801265716553,0.17782871425151825,0.21259291470050812,0.09004773199558258,1.0000001192092896,0.15754960477352142,0.14163871109485626,0.16365168988704681,0.14416815340518951,0.18758854269981384,0.06551936268806458,0.13282090425491333
's,0.0007701900321990252,-0.02895052544772625,-0.01540423184633255,-0.017262522131204605,0.018150636926293373,0.13450658321380615,-0.04233921319246292,0.0797032043337822,-0.01936490088701248,0.011294117197394371,0.05377542972564697,-0.023395681753754616
union,0.14066480100154877,0.10697764903306961,0.24421639740467072,0.23935233056545258,0.21528474986553192,0.19747446477413177,0.23725195229053497,0.193039208650589,0.19356246292591095,0.20565582811832428,0.10561738908290863,0.07797172665596008
building,0.2663278877735138,0.13735412061214447,0.3159640431404114,0.1980883926153183,0.24316002428531647,0.20603503286838531,0.31570929288864136,0.17861074209213257,0.20497049391269684,0.22258397936820984,0.17767606675624847,0.13549931347370148
during,0.3543127477169037,0.15165476500988007,0.4838213622570038,0.13816462457180023,0.18758854269981384,0.1942339539527893,0.12004553526639938,0.24461494386196136,0.3186885714530945,1.0,0.181239515542984,0.1325719803571701
term,0.18623708188533783,0.2538062334060669,0.2740369141101837,0.0994739755988121,0.10296130180358887,0.09585166722536087,0.06180475652217865,0.20643632113933563,0.25269290804862976,0.24932700395584106,0.6335878372192383,0.1901002675294876
time,0.3538551926612854,0.2519678771495819,0.43061500787734985,0.1941487193107605,0.21407753229141235,0.18467624485492706,0.20026953518390656,0.2580294609069824,0.2964353561401367,0.49996283650398254,0.26281335949897766,0.27391523122787476
.,0.41390106081962585,0.3022993505001068,0.5934505462646484,0.2714749276638031,0.20994822680950165,0.20650681853294373,0.20999185740947723,0.2280997633934021,0.41536515951156616,0.3485563397407532,0.24108539521694183,0.4130953550338745
