,when,was,the,concept,of,a,social,market,economy,introduced,into,eu,law,?
law,0.2062477022409439,0.21553055942058563,0.24548950791358948,0.2657865881919861,0.2816956341266632,0.2212858349084854,0.2401062548160553,0.18813258409500122,0.25752776861190796,0.18680299818515778,0.11627500504255295,0.20359504222869873,1.0000001192092896,0.1528988480567932
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.21857000887393951,0.5696388483047485,0.539380669593811,0.23382627964019775,0.27003997564315796,0.2588731348514557,0.2614979147911072,0.38021373748779297,0.12919096648693085,0.24850773811340332,0.20430970191955566
2007,-0.1582726538181305,-0.29168957471847534,-0.23657195270061493,-0.10624846071004868,-0.21244128048419952,-0.06548836827278137,-0.18387749791145325,-0.12116370350122452,-0.12974335253238678,-0.03600266948342323,-0.08489968627691269,-0.10415828973054886,-0.18675847351551056,-0.1664225310087204
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.20029692351818085,0.4946078956127167,0.427140474319458,0.2674078345298767,0.2499394416809082,0.2521176040172577,0.22034090757369995,0.2826121151447296,0.1565755307674408,0.24953721463680267,0.31091248989105225
free,0.25120967626571655,0.1777290552854538,0.22231732308864594,0.1918417364358902,0.2430545836687088,0.23877057433128357,0.23922894895076752,0.246421679854393,0.252336710691452,0.17101800441741943,0.21342691779136658,0.1434408724308014,0.1917043775320053,0.1278279572725296
movement,0.28646430373191833,0.18520963191986084,0.339571475982666,0.2630942165851593,0.2662941515445709,0.23380696773529053,0.28526946902275085,0.1443735659122467,0.19467464089393616,0.2004813402891159,0.15316268801689148,0.14820080995559692,0.18353214859962463,0.1423349231481552
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22126320004463196,0.5116966962814331,0.3739250600337982,0.38231831789016724,0.23057621717453003,0.26484790444374084,0.27894338965415955,0.36597734689712524,0.16977795958518982,0.254730761051178,0.20544172823429108
trade,0.1979909986257553,0.19989590346813202,0.2681608200073242,0.19801752269268036,0.2310105711221695,0.2032492309808731,0.23583152890205383,0.4150444269180298,0.45070457458496094,0.20031189918518066,0.14436393976211548,0.2564878463745117,0.18727585673332214,0.09336511790752411
were,0.29649975895881653,0.590133786201477,0.3906462490558624,0.1794920265674591,0.34038281440734863,0.17203083634376526,0.18136808276176453,0.16066841781139374,0.2038474828004837,0.27468806505203247,0.2657007873058319,0.047443509101867676,0.15560519695281982,0.17890112102031708
central,0.16662165522575378,0.21519865095615387,0.3417201042175293,0.16932441294193268,0.3415789008140564,0.26925721764564514,0.18527916073799133,0.12940466403961182,0.19521751999855042,0.1833861768245697,0.1957717090845108,0.10102983564138412,0.14515723288059235,0.14787602424621582
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.2465057224035263,0.41548454761505127,0.45503583550453186,0.19684761762619019,0.23798635601997375,0.2613506615161896,0.22615164518356323,0.38810545206069946,0.1539587825536728,0.259207159280777,0.29463258385658264
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.19265036284923553,0.2507138252258301,0.2254103124141693,0.27265316247940063,0.16676898300647736,0.19450093805789948,0.24744877219200134,0.09915032237768173,0.46552222967147827,0.17164482176303864,0.14560863375663757
development,0.19914807379245758,0.2344081997871399,0.3362044394016266,0.3315054476261139,0.28700894117355347,0.2762584090232849,0.2710227370262146,0.26504749059677124,0.3478854298591614,0.2365228831768036,0.19487594068050385,0.176733136177063,0.17893387377262115,0.1211358830332756
since,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.24580822885036469,0.35513219237327576,0.3303585946559906,0.1903756707906723,0.21194471418857574,0.2762047052383423,0.24643373489379883,0.1695472002029419,0.15423695743083954,0.18785977363586426,0.2876587212085724
the,0.5091903209686279,0.48711544275283813,1.0,0.2355310022830963,0.733189046382904,0.5829201340675354,0.21797899901866913,0.2041238248348236,0.24644890427589417,0.242969810962677,0.39493247866630554,0.14126400649547577,0.24548950791358948,0.22068053483963013
treaty,0.15431849658489227,0.2409621626138687,0.2690109610557556,0.1385955661535263,0.2602092921733856,0.14753150939941406,0.17468462884426117,0.1676665097475052,0.24929076433181763,0.11856930702924728,0.14437498152256012,0.23946674168109894,0.3302869200706482,0.1174844279885292
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.24082158505916595,1.0,0.5052502155303955,0.2605111300945282,0.1694333702325821,0.2583308815956116,0.23328952491283417,0.32255905866622925,0.1579294353723526,0.2816956341266632,0.1826142966747284
rome,0.19273169338703156,0.2939697206020355,0.2399049997329712,0.16124209761619568,0.21705909073352814,0.1662207841873169,0.12659884989261627,0.18121188879013062,0.184050053358078,0.11356785893440247,0.16356444358825684,0.16248178482055664,0.15146924555301666,0.16867119073867798
1957,-0.12161962687969208,-0.17015549540519714,-0.091727614402771,-0.039830390363931656,-0.03177386894822121,-0.12808078527450562,-0.020713530480861664,0.01937202550470829,0.17856916785240173,-0.055148638784885406,0.015749409794807434,-0.026131244376301765,-0.1044255718588829,-0.11977791041135788
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.17851535975933075,0.5352458953857422,0.50484299659729,0.2614770531654358,0.19660170376300812,0.2477293759584427,0.2799728810787201,0.26250120997428894,0.1552242487668991,0.24482665956020355,0.4130953550338745
