,what,act,sets,the,term,for,judging,the,boundaries,of,sanity,to,which,individuals,wishing,to,sit,on,the,sp,must,adhere,?
she,0.23844075202941895,0.24871022999286652,0.17859569191932678,0.36308351159095764,0.14942942559719086,0.33889997005462646,0.26622748374938965,0.36308351159095764,0.15725545585155487,0.28080645203590393,0.2930592894554138,0.31156328320503235,0.29686737060546875,0.17899002134799957,0.28670060634613037,0.31156328320503235,0.18269026279449463,0.31224578619003296,0.36308351159095764,0.03839985653758049,0.15312257409095764,0.07319056987762451,0.14223381876945496
is,0.28837618231773376,0.18206438422203064,0.13592837750911713,0.5823672413825989,0.270183801651001,0.43268078565597534,0.262356698513031,0.5823672413825989,0.22585651278495789,0.4854315221309662,0.1382523626089096,0.42745086550712585,0.4457404911518097,0.23137153685092926,0.20215170085430145,0.42745086550712585,0.1133328527212143,0.3635730445384979,0.5823672413825989,0.15517254173755646,0.3093329071998596,0.2991831600666046,0.22961433231830597
judged,0.3315237760543823,0.15392206609249115,0.1464935839176178,0.2500942349433899,0.15690255165100098,0.24130858480930328,0.4988097548484802,0.2500942349433899,0.20152132213115692,0.2168378382921219,0.16227763891220093,0.25258225202560425,0.21162950992584229,0.3349020183086395,0.18104644119739532,0.25258225202560425,0.13525035977363586,0.26361969113349915,0.2500942349433899,0.044400084763765335,0.2517625093460083,0.19887574017047882,0.22679932415485382
to,0.455847829580307,0.24833928048610687,0.2440074384212494,0.535392165184021,0.3310292959213257,0.4451248347759247,0.3101057708263397,0.535392165184021,0.22856515645980835,0.41548454761505127,0.23691435158252716,1.0,0.5345056653022766,0.3194306492805481,0.41424834728240967,1.0,0.21244771778583527,0.41031414270401,0.535392165184021,0.17110410332679749,0.43356871604919434,0.31780561804771423,0.29463258385658264
be,0.3929833769798279,0.29223379492759705,0.16436734795570374,0.4248143136501312,0.2703228294849396,0.3801851272583008,0.2639720141887665,0.4248143136501312,0.2400386482477188,0.33904364705085754,0.1935907006263733,0.4972836375236511,0.476310670375824,0.4109807014465332,0.2776453495025635,0.4972836375236511,0.2190328687429428,0.37900757789611816,0.4248143136501312,0.15160459280014038,0.4737209677696228,0.3636191487312317,0.3324260413646698
insane,0.2776469588279724,0.16470028460025787,0.10080893337726593,0.1899845153093338,0.10318811237812042,0.23007480800151825,0.2084135264158249,0.1899845153093338,0.06677279621362686,0.20491836965084076,0.35620006918907166,0.24810239672660828,0.23886360228061676,0.22067490220069885,0.25455886125564575,0.24810239672660828,0.10517402738332748,0.22723901271820068,0.1899845153093338,0.04742082580924034,0.20930278301239014,0.13879747688770294,0.1911829710006714
under,0.20154598355293274,0.20642785727977753,0.12081848084926605,0.3348022699356079,0.20381031930446625,0.2930702269077301,0.1455238163471222,0.3348022699356079,0.267244815826416,0.32766106724739075,0.21201814711093903,0.27177539467811584,0.3235377371311188,0.2306801825761795,0.13732989132404327,0.27177539467811584,0.11151989549398422,0.3075410723686218,0.3348022699356079,0.044570211321115494,0.19046618044376373,0.3144180476665497,0.18233340978622437
the,0.42745697498321533,0.28682878613471985,0.2320500761270523,1.0,0.2740369141101837,0.4739971458911896,0.29664647579193115,1.0,0.34339386224746704,0.733189046382904,0.22404924035072327,0.535392165184021,0.6521818041801453,0.3022412955760956,0.24310189485549927,0.535392165184021,0.21260488033294678,0.5107308030128479,1.0,0.14163239300251007,0.2713140547275543,0.24263660609722137,0.22068053483963013
terms,0.23885610699653625,0.2307264655828476,0.1641382873058319,0.29706791043281555,0.6335878372192383,0.28996193408966064,0.2302490472793579,0.29706791043281555,0.3263789117336273,0.2767748534679413,0.16373211145401,0.356818288564682,0.29791849851608276,0.32419687509536743,0.13533572852611542,0.356818288564682,0.13061565160751343,0.1906774938106537,0.29706791043281555,0.08661741763353348,0.2751575708389282,0.26355957984924316,0.23466452956199646
of,0.33290785551071167,0.2802577316761017,0.14160113036632538,0.733189046382904,0.26047757267951965,0.4185989499092102,0.22592437267303467,0.733189046382904,0.29777297377586365,1.0,0.20982083678245544,0.41548454761505127,0.5011631846427917,0.27365922927856445,0.2048606127500534,0.41548454761505127,0.17225311696529388,0.3966929316520691,0.733189046382904,0.1475101262331009,0.24322323501110077,0.2710696756839752,0.1826142966747284
the,0.42745697498321533,0.28682878613471985,0.2320500761270523,1.0,0.2740369141101837,0.4739971458911896,0.29664647579193115,1.0,0.34339386224746704,0.733189046382904,0.22404924035072327,0.535392165184021,0.6521818041801453,0.3022412955760956,0.24310189485549927,0.535392165184021,0.21260488033294678,0.5107308030128479,1.0,0.14163239300251007,0.2713140547275543,0.24263660609722137,0.22068053483963013
mental,0.3228646218776703,0.20962469279766083,0.18416790664196014,0.22819195687770844,0.24756701290607452,0.2603282332420349,0.3328169584274292,0.22819195687770844,0.2323603332042694,0.2973325848579407,0.35502171516418457,0.26788458228111267,0.3058677315711975,0.35231053829193115,0.2488156408071518,0.26788458228111267,0.10521101951599121,0.17529992759227753,0.22819195687770844,0.06928137689828873,0.2603926360607147,0.2110075205564499,0.20703209936618805
health,0.21460163593292236,0.21110229194164276,0.12351967394351959,0.2340974360704422,0.2053465098142624,0.31610164046287537,0.2600967586040497,0.2340974360704422,0.1435682624578476,0.28076469898223877,0.32422223687171936,0.29985085129737854,0.23529647290706635,0.27142035961151123,0.28184252977371216,0.29985085129737854,0.031786639243364334,0.1687779426574707,0.2340974360704422,0.12922173738479614,0.20401722192764282,0.22328676283359528,0.16094304621219635
(,0.2411840260028839,0.1613895297050476,0.10958321392536163,0.33289089798927307,0.16755855083465576,0.3357032239437103,0.23330041766166687,0.33289089798927307,0.19601468741893768,0.35032153129577637,0.09640656411647797,0.30882009863853455,0.2589828372001648,0.13270869851112366,0.19140464067459106,0.30882009863853455,0.06366607546806335,0.28656116127967834,0.33289089798927307,0.2962764501571655,0.20299430191516876,0.21106496453285217,0.40561532974243164
care,0.2973911762237549,0.23402820527553558,0.1451462209224701,0.1663842648267746,0.1687152087688446,0.2908017933368683,0.24877384305000305,0.1663842648267746,0.11485230177640915,0.20533065497875214,0.30885323882102966,0.27786314487457275,0.2031434029340744,0.30725738406181335,0.3150583803653717,0.27786314487457275,0.1637757420539856,0.20102925598621368,0.1663842648267746,0.12465409934520721,0.2413259744644165,0.22598658502101898,0.24279968440532684
and,0.31309178471565247,0.2776535749435425,0.23491808772087097,0.5171257257461548,0.22272127866744995,0.5064792633056641,0.2843567430973053,0.5171257257461548,0.2913758158683777,0.5116966962814331,0.24415268003940582,0.48971283435821533,0.506277859210968,0.2956017851829529,0.3151290714740753,0.48971283435821533,0.16847562789916992,0.4077630043029785,0.5171257257461548,0.12404820322990417,0.33253467082977295,0.24655722081661224,0.20544172823429108
treatment,0.27640530467033386,0.23627467453479767,0.16197411715984344,0.2350214421749115,0.2473011016845703,0.3059377670288086,0.18791905045509338,0.2350214421749115,0.12105251848697662,0.2632577419281006,0.3102666437625885,0.28204283118247986,0.26306241750717163,0.2553488314151764,0.2608785033226013,0.28204283118247986,0.130466490983963,0.21504230797290802,0.2350214421749115,0.08879692107439041,0.18182218074798584,0.20220552384853363,0.20314443111419678
),0.26259949803352356,0.15869061648845673,0.12490448355674744,0.3456730246543884,0.14937621355056763,0.3639558255672455,0.21647809445858002,0.3456730246543884,0.19249044358730316,0.3680361211299896,0.1091475710272789,0.31236231327056885,0.2758678197860718,0.11222387105226517,0.19607095420360565,0.31236231327056885,0.08940014988183975,0.29937487840652466,0.3456730246543884,0.31819435954093933,0.19068287312984467,0.20899562537670135,0.42300865054130554
(,0.2411840260028839,0.1613895297050476,0.10958321392536163,0.33289089798927307,0.16755855083465576,0.3357032239437103,0.23330041766166687,0.33289089798927307,0.19601468741893768,0.35032153129577637,0.09640656411647797,0.30882009863853455,0.2589828372001648,0.13270869851112366,0.19140464067459106,0.30882009863853455,0.06366607546806335,0.28656116127967834,0.33289089798927307,0.2962764501571655,0.20299430191516876,0.21106496453285217,0.40561532974243164
scotland,0.16722074151039124,0.2434776872396469,0.15300990641117096,0.23846951127052307,0.1636478453874588,0.2155212014913559,0.1137717068195343,0.23846951127052307,0.1987641602754593,0.2208399921655655,0.07186561077833176,0.19875919818878174,0.23217903077602386,0.18839579820632935,0.13886800408363342,0.19875919818878174,0.10851117223501205,0.20660968124866486,0.23846951127052307,0.05509747564792633,0.14750562608242035,0.13666878640651703,0.09160218387842178
),0.26259949803352356,0.15869061648845673,0.12490448355674744,0.3456730246543884,0.14937621355056763,0.3639558255672455,0.21647809445858002,0.3456730246543884,0.19249044358730316,0.3680361211299896,0.1091475710272789,0.31236231327056885,0.2758678197860718,0.11222387105226517,0.19607095420360565,0.31236231327056885,0.08940014988183975,0.29937487840652466,0.3456730246543884,0.31819435954093933,0.19068287312984467,0.20899562537670135,0.42300865054130554
act,0.2622668445110321,1.0,0.15312184393405914,0.28682878613471985,0.26131904125213623,0.22890116274356842,0.1971507966518402,0.28682878613471985,0.24658313393592834,0.2802577316761017,0.21482326090335846,0.24833928048610687,0.3216746747493744,0.24960488080978394,0.198395237326622,0.24833928048610687,0.19799017906188965,0.17222115397453308,0.28682878613471985,0.057877715677022934,0.2304360717535019,0.14928507804870605,0.1482519507408142
2003,-0.17906495928764343,-0.046145230531692505,-0.053594689816236496,-0.14761915802955627,-0.0459209568798542,-0.12971410155296326,-0.17865265905857086,-0.14761915802955627,-0.1267346441745758,-0.16871118545532227,0.04933175444602966,-0.1959497481584549,-0.14610882103443146,-0.15170161426067352,-0.06746362149715424,-0.1959497481584549,-0.16761644184589386,-0.06728295981884003,-0.14761915802955627,-0.1570451706647873,-0.12287082523107529,-0.13297586143016815,-0.17560148239135742
.,0.3567904531955719,0.2025400698184967,0.19465717673301697,0.5934505462646484,0.18456575274467468,0.4726039469242096,0.28801754117012024,0.5934505462646484,0.22948695719242096,0.5352458953857422,0.21054638922214508,0.4645031690597534,0.45942068099975586,0.2722686529159546,0.2704819440841675,0.4645031690597534,0.21094650030136108,0.49257001280784607,0.5934505462646484,0.26135554909706116,0.27722811698913574,0.2236611545085907,0.4130953550338745
