,such,protests,are,usually,considered,to,be,what,type,?
toward,0.24815388023853302,0.15349659323692322,0.22773204743862152,0.23114971816539764,0.23060813546180725,0.3459627032279968,0.23769114911556244,0.2619364559650421,0.14649467170238495,0.09989774227142334
public,0.21115711331367493,0.31303662061691284,0.18111367523670197,0.21588484942913055,0.23294512927532196,0.2672370672225952,0.22898490726947784,0.1729622185230255,0.15508520603179932,0.19872993230819702
policy,0.18322822451591492,0.33345741033554077,0.160745769739151,0.1336793154478073,0.218184694647789,0.26804789900779724,0.26498162746429443,0.3869883120059967,0.1498412936925888,0.30462446808815
goals,0.08761841058731079,0.13860170543193817,0.12876825034618378,0.04098020866513252,0.09251167625188828,0.20219381153583527,0.11195235699415207,0.13392581045627594,0.07964672893285751,0.16318443417549133
may,0.327393501996994,0.2143801599740982,0.3162533640861511,0.32525691390037537,0.2943316698074341,0.391582727432251,0.45514434576034546,0.25739946961402893,0.1642589271068573,0.2768254578113556
serve,0.23726138472557068,0.09678522497415543,0.28864505887031555,0.28115153312683105,0.2261669784784317,0.3411368131637573,0.343167245388031,0.23061832785606384,0.1185079962015152,0.19925682246685028
a,0.2706976532936096,0.21581970155239105,0.265255331993103,0.46690207719802856,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.3320399522781372,0.3813284635543823,0.23916715383529663
propaganda,0.2672228515148163,0.34621429443359375,0.18358220160007477,0.19972874224185944,0.2814916670322418,0.2963603436946869,0.2411493957042694,0.286500483751297,0.16983090341091156,0.24190068244934082
purpose,0.2786174416542053,0.061340268701314926,0.2788180708885193,0.27076610922813416,0.22299934923648834,0.38124558329582214,0.32208773493766785,0.33113807439804077,0.2020452320575714,0.21892647445201874
.,0.3298943042755127,0.25785157084465027,0.3452940285205841,0.28580138087272644,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.3567904531955719,0.23195341229438782,0.4130953550338745
,such,protests,are,usually,considered,to,be,what,type,?
trespassing,0.2503064274787903,0.3068905472755432,0.2473371922969818,0.22488556802272797,0.37329500913619995,0.3639870882034302,0.2920641303062439,0.3408562242984772,0.07048673182725906,0.19017602503299713
at,0.15276408195495605,0.20017780363559723,0.2074895054101944,0.21524086594581604,0.22421137988567352,0.36524343490600586,0.30379733443260193,0.2838611304759979,0.15147243440151215,0.21978627145290375
a,0.2706976532936096,0.21581970155239105,0.265255331993103,0.46690207719802856,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.3320399522781372,0.3813284635543823,0.23916715383529663
nuclear-missile,0.22563931345939636,0.3361704647541046,0.24689429998397827,0.2108740359544754,0.1729077398777008,0.24348120391368866,0.25976163148880005,0.2600644826889038,0.20569531619548798,0.2398470789194107
installation,0.2031613141298294,0.1844538301229477,0.1803734004497528,0.26340118050575256,0.1609111726284027,0.2612929344177246,0.25109443068504333,0.21819424629211426,0.24210254848003387,0.2191753387451172
),0.19659385085105896,0.1140713095664978,0.2373749315738678,0.21711577475070953,0.2430245578289032,0.31236231327056885,0.24578070640563965,0.26259949803352356,0.18612703680992126,0.42300865054130554
...,-0.01415207702666521,0.01222209818661213,-0.02049664407968521,-0.03775719180703163,0.06897704303264618,-0.012529745697975159,-0.07588905096054077,0.001098619308322668,0.11280040442943573,-0.07163430005311966
such,1.0,0.17212073504924774,0.4654397666454315,0.4232233762741089,0.32339993119239807,0.2871878743171692,0.5239806771278381,0.23989605903625488,0.2636772096157074,0.17851735651493073
acts,0.2743188142776489,0.22077742218971252,0.23050709068775177,0.296723335981369,0.2119217813014984,0.2012343853712082,0.22936326265335083,0.24949195981025696,0.14897046983242035,0.07075770199298859
are,0.4654397666454315,0.18422359228134155,1.0,0.5635237097740173,0.35714471340179443,0.3504326641559601,0.5556803941726685,0.29724663496017456,0.24155041575431824,0.24591213464736938
often,0.4611203372478485,0.20447635650634766,0.5443448424339294,0.7742448449134827,0.4088861346244812,0.4351843297481537,0.463177889585495,0.3849453330039978,0.29205119609832764,0.23748154938220978
just,0.3543589115142822,0.19553180038928986,0.3630673587322235,0.36408063769340515,0.3064011037349701,0.5153104066848755,0.4862116277217865,0.5854880809783936,0.16222921013832092,0.4144178032875061
a,0.2706976532936096,0.21581970155239105,0.265255331993103,0.46690207719802856,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.3320399522781372,0.3813284635543823,0.23916715383529663
harassment,0.20756308734416962,0.3986635208129883,0.22671112418174744,0.2692435085773468,0.25669634342193604,0.2597949504852295,0.28388044238090515,0.3716079592704773,0.17401832342147827,0.31330880522727966
and,0.44540345668792725,0.22497053444385529,0.48576638102531433,0.3817319869995117,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.31309178471565247,0.16898801922798157,0.20544172823429108
",",0.39626169204711914,0.277413010597229,0.4062570035457611,0.21946179866790771,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.3087472915649414,0.1804078221321106,0.31091248989105225
at,0.15276408195495605,0.20017780363559723,0.2074895054101944,0.21524086594581604,0.22421137988567352,0.36524343490600586,0.30379733443260193,0.2838611304759979,0.15147243440151215,0.21978627145290375
least,0.22174769639968872,0.17309878766536713,0.3839871287345886,0.35562828183174133,0.33182570338249207,0.35133054852485657,0.3761572241783142,0.3337163031101227,0.1642540693283081,0.28866854310035706
to,0.2871878743171692,0.188382089138031,0.3504326641559601,0.3824864327907562,0.2954166829586029,1.0,0.4972836375236511,0.455847829580307,0.19930607080459595,0.29463258385658264
the,0.3575236201286316,0.2566162943840027,0.40399202704429626,0.36782920360565186,0.4028765559196472,0.535392165184021,0.4248143136501312,0.42745697498321533,0.21819381415843964,0.22068053483963013
bystander,0.2064560353755951,0.25056764483451843,0.21276789903640747,0.18618619441986084,0.115752212703228,0.27265700697898865,0.2639038860797882,0.3738369047641754,0.23283004760742188,0.379753440618515
",",0.39626169204711914,0.277413010597229,0.4062570035457611,0.21946179866790771,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.3087472915649414,0.1804078221321106,0.31091248989105225
somewhat,0.22192297875881195,0.09868481755256653,0.3168885111808777,0.33444011211395264,0.3120414912700653,0.3475700914859772,0.3704870045185089,0.3670333921909332,0.12690667808055878,0.23247024416923523
inane,0.16067110002040863,0.26015251874923706,0.27186623215675354,0.2741336226463318,0.2310459017753601,0.25972914695739746,0.2735863924026489,0.24188107252120972,0.18760645389556885,0.17433778941631317
...,-0.01415207702666521,0.01222209818661213,-0.02049664407968521,-0.03775719180703163,0.06897704303264618,-0.012529745697975159,-0.07588905096054077,0.001098619308322668,0.11280040442943573,-0.07163430005311966
the,0.3575236201286316,0.2566162943840027,0.40399202704429626,0.36782920360565186,0.4028765559196472,0.535392165184021,0.4248143136501312,0.42745697498321533,0.21819381415843964,0.22068053483963013
remoteness,0.3268793523311615,0.2243165522813797,0.2984376847743988,0.2615036070346832,0.324704110622406,0.3188226521015167,0.29850640892982483,0.3416672945022583,0.1725706309080124,0.13593177497386932
of,0.3209529519081116,0.24181179702281952,0.39081433415412903,0.33931583166122437,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.33290785551071167,0.18112817406654358,0.1826142966747284
the,0.3575236201286316,0.2566162943840027,0.40399202704429626,0.36782920360565186,0.4028765559196472,0.535392165184021,0.4248143136501312,0.42745697498321533,0.21819381415843964,0.22068053483963013
connection,0.22281907498836517,0.18472197651863098,0.260875940322876,0.25232842564582825,0.2887415885925293,0.31829091906547546,0.25859129428863525,0.24457211792469025,0.16237808763980865,0.1714525669813156
between,0.17754530906677246,0.12050861865282059,0.2766000032424927,0.35164791345596313,0.17185887694358826,0.3639189600944519,0.2079806923866272,0.2462156116962433,0.13229937851428986,0.12887074053287506
the,0.3575236201286316,0.2566162943840027,0.40399202704429626,0.36782920360565186,0.4028765559196472,0.535392165184021,0.4248143136501312,0.42745697498321533,0.21819381415843964,0.22068053483963013
disobedient,0.24005483090877533,0.4559539258480072,0.23756493628025055,0.3018042743206024,0.24237032234668732,0.3079164922237396,0.3166491389274597,0.3060240149497986,0.20164674520492554,0.17197857797145844
act,0.2392725646495819,0.24092483520507812,0.22266654670238495,0.2516918480396271,0.1584423929452896,0.24833928048610687,0.29223379492759705,0.2622668445110321,0.11289714276790619,0.1482519507408142
and,0.44540345668792725,0.22497053444385529,0.48576638102531433,0.3817319869995117,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.31309178471565247,0.16898801922798157,0.20544172823429108
the,0.3575236201286316,0.2566162943840027,0.40399202704429626,0.36782920360565186,0.4028765559196472,0.535392165184021,0.4248143136501312,0.42745697498321533,0.21819381415843964,0.22068053483963013
objectionable,0.2843477129936218,0.20957234501838684,0.2742231786251068,0.25903066992759705,0.28783032298088074,0.37588390707969666,0.41538378596305847,0.3540270924568176,0.15544797480106354,0.39177533984184265
law,0.18631872534751892,0.28189507126808167,0.13009320199489594,0.14095260202884674,0.2203971892595291,0.259207159280777,0.18454892933368683,0.2145031988620758,0.051303401589393616,0.1528988480567932
lays,0.11705619841814041,0.17719809710979462,0.23722350597381592,0.33527690172195435,0.1561979204416275,0.19960860908031464,0.16660964488983154,0.1544238179922104,0.21312882006168365,0.1568412482738495
such,1.0,0.17212073504924774,0.4654397666454315,0.4232233762741089,0.32339993119239807,0.2871878743171692,0.5239806771278381,0.23989605903625488,0.2636772096157074,0.17851735651493073
acts,0.2743188142776489,0.22077742218971252,0.23050709068775177,0.296723335981369,0.2119217813014984,0.2012343853712082,0.22936326265335083,0.24949195981025696,0.14897046983242035,0.07075770199298859
open,0.20824114978313446,0.23356686532497406,0.253268837928772,0.23979590833187103,0.15265747904777527,0.2593059837818146,0.25130099058151245,0.2022915631532669,0.2169024795293808,0.20715104043483734
to,0.2871878743171692,0.188382089138031,0.3504326641559601,0.3824864327907562,0.2954166829586029,1.0,0.4972836375236511,0.455847829580307,0.19930607080459595,0.29463258385658264
the,0.3575236201286316,0.2566162943840027,0.40399202704429626,0.36782920360565186,0.4028765559196472,0.535392165184021,0.4248143136501312,0.42745697498321533,0.21819381415843964,0.22068053483963013
charge,0.18481698632240295,0.2054072916507721,0.16401518881320953,0.23444171249866486,0.12863478064537048,0.22747951745986938,0.20324546098709106,0.23255030810832977,0.1682712882757187,0.0958876758813858
of,0.3209529519081116,0.24181179702281952,0.39081433415412903,0.33931583166122437,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.33290785551071167,0.18112817406654358,0.1826142966747284
ineffectiveness,0.3278953433036804,0.30152982473373413,0.2946338653564453,0.33317387104034424,0.35919666290283203,0.3402356505393982,0.3836919069290161,0.35645174980163574,0.23433461785316467,0.2599064111709595
and,0.44540345668792725,0.22497053444385529,0.48576638102531433,0.3817319869995117,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.31309178471565247,0.16898801922798157,0.20544172823429108
absurdity,0.23995855450630188,0.2773430645465851,0.20504775643348694,0.2451149821281433,0.34520241618156433,0.24694742262363434,0.3176717758178711,0.40758201479911804,0.20190143585205078,0.2671310007572174
.,0.3298943042755127,0.25785157084465027,0.3452940285205841,0.28580138087272644,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.3567904531955719,0.23195341229438782,0.4130953550338745
'',0.04183737933635712,-0.053723689168691635,0.0263817198574543,0.02397526055574417,0.15465481579303741,-0.009905828163027763,0.08835477381944656,0.08143015950918198,0.054222505539655685,0.018684765323996544
