,who,did,luther,write,about,",",but,seldom,met,?
guilty,0.28068235516548157,0.27672329545021057,0.2153511792421341,0.24536842107772827,0.18527893722057343,0.23272031545639038,0.23882481455802917,0.1591915339231491,0.24259397387504578,0.17103199660778046
of,0.2827862501144409,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.40939709544181824,0.4946078956127167,0.39942997694015503,0.18973779678344727,0.2307862788438797,0.1826142966747284
the,0.3733934462070465,0.34736719727516174,0.1759674996137619,0.23380951583385468,0.37995871901512146,0.4933079481124878,0.4859698414802551,0.2849511206150055,0.2303115278482437,0.22068053483963013
murder,0.3088237941265106,0.1921606808900833,0.24906706809997559,0.23864607512950897,0.22736962139606476,0.23375065624713898,0.16542847454547882,0.2096586525440216,0.152596116065979,0.1855451613664627
of,0.2827862501144409,0.2513895630836487,0.1719115972518921,0.2147456258535385,0.40939709544181824,0.4946078956127167,0.39942997694015503,0.18973779678344727,0.2307862788438797,0.1826142966747284
christ,0.20049211382865906,0.17013269662857056,0.2758595049381256,0.12638726830482483,0.2188844084739685,0.22404725849628448,0.17598241567611694,0.18206222355365753,0.14069359004497528,0.13772203028202057
",",0.3365725874900818,0.3015086054801941,0.23255878686904907,0.24658997356891632,0.3877100944519043,1.0000001192092896,0.48126736283302307,0.23801246285438538,0.2948285937309265,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.20796556770801544,0.2489921897649765,0.3875081241130829,0.6633074283599854,0.5762497186660767,0.3308003842830658,0.3151518404483795,0.20544172823429108
he,0.5500732064247131,0.3292143940925598,0.2454872578382492,0.2696007788181305,0.2518255114555359,0.40251094102859497,0.3970399796962738,0.1931496411561966,0.3346518278121948,0.2089974731206894
lived,0.3081893026828766,0.2549818158149719,0.06113513559103012,0.16839955747127533,0.3297027349472046,0.32840919494628906,0.2431482970714569,0.07678307592868805,0.3303028643131256,0.1798510104417801
within,0.18261831998825073,0.15734176337718964,0.13910457491874695,0.13044698536396027,0.3249956965446472,0.2513136863708496,0.3166722059249878,0.2582686245441437,0.07558868080377579,0.1870293766260147
a,0.36608949303627014,0.2552328109741211,0.17967689037322998,0.29025161266326904,0.34171196818351746,0.427140474319458,0.44750767946243286,0.24474112689495087,0.15796485543251038,0.23916715383529663
local,0.20416545867919922,0.1319427639245987,0.14640261232852936,0.15002639591693878,0.17510466277599335,0.20673875510692596,0.17902648448944092,0.10938318073749542,0.1738453507423401,0.15022775530815125
community,0.245173841714859,0.1464618593454361,0.16612829267978668,0.13931354880332947,0.28527408838272095,0.2761111557483673,0.26093319058418274,0.09290770441293716,0.20564474165439606,0.2380419820547104
that,0.45444270968437195,0.47518548369407654,0.21746599674224854,0.36609941720962524,0.4500710964202881,0.4137537479400635,0.7244205474853516,0.3617880046367645,0.23448000848293304,0.32716336846351624
had,0.36173108220100403,0.540525496006012,0.16133075952529907,0.22412413358688354,0.3307687044143677,0.35487717390060425,0.4414518475532532,0.20016472041606903,0.38380876183509827,0.20728366076946259
expelled,0.2781692445278168,0.22422687709331512,0.11231435835361481,0.17215873301029205,0.16976426541805267,0.2185770869255066,0.29869431257247925,0.12589707970619202,0.2801833748817444,0.04119007661938667
jews,0.3023342192173004,0.23080717027187347,0.24326977133750916,0.16321931779384613,0.20877037942409515,0.27184903621673584,0.23324500024318695,0.20941446721553802,0.10163326561450958,0.16730794310569763
some,0.3978389501571655,0.42553430795669556,0.2097044140100479,0.3551956117153168,0.42107653617858887,0.42400437593460083,0.5773703455924988,0.34358400106430054,0.20080581307411194,0.2562315762042999
ninety,0.16980856657028198,0.11868762969970703,0.3238984942436218,0.1358884572982788,0.3115365505218506,0.3077325224876404,0.20561246573925018,0.19128073751926422,0.16752606630325317,0.19672240316867828
years,0.29867154359817505,0.2695724070072174,0.1472962647676468,0.20327457785606384,0.3661487102508545,0.2589467465877533,0.29745155572891235,0.24917425215244293,0.15745215117931366,0.1914375126361847
earlier,0.23053643107414246,0.24518106877803802,0.17346598207950592,0.2459898144006729,0.2586577832698822,0.26249322295188904,0.30352163314819336,0.23581695556640625,0.17067113518714905,0.13306351006031036
.,0.3541337847709656,0.35288307070732117,0.24907569587230682,0.2647448778152466,0.42038556933403015,0.6812511086463928,0.46573564410209656,0.2292267084121704,0.22833305597305298,0.4130953550338745
