,how,much,is,china,'s,investment,in,kenya,?
beijing,0.1700698882341385,0.13586178421974182,0.15637581050395966,0.655903697013855,0.05236640200018883,0.24740754067897797,0.2894909381866455,0.21748699247837067,0.16358482837677002
",",0.22659391164779663,0.36182254552841187,0.4691906273365021,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.5201468467712402,0.23432263731956482,0.31091248989105225
said,0.29677578806877136,0.29806455969810486,0.2595660388469696,0.1889713704586029,0.02159760519862175,0.21980862319469452,0.23461468517780304,0.1675948202610016,0.28991883993148804
",",0.22659391164779663,0.36182254552841187,0.4691906273365021,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.5201468467712402,0.23432263731956482,0.31091248989105225
``,-0.01591024175286293,0.02682921104133129,0.058766357600688934,0.09333697706460953,-0.03416389226913452,0.04979928210377693,0.04765888676047325,0.06875105202198029,0.0685480609536171
chinese,0.21388240158557892,0.1685832142829895,0.1841094046831131,0.6621482372283936,0.01673142798244953,0.1539294272661209,0.20821347832679749,0.13023187220096588,0.20843194425106049
investment,0.20220409333705902,0.2809155285358429,0.22608432173728943,0.2734941244125366,0.08797560632228851,1.0000001192092896,0.19176560640335083,0.233047753572464,0.17811161279678345
in,0.2601168751716614,0.2725222110748291,0.5394441485404968,0.267821341753006,-0.037580832839012146,0.19176560640335083,1.0,0.23621977865695953,0.20430970191955566
kenya,0.17591707408428192,0.08246253430843353,0.17591087520122528,0.27282416820526123,-0.02908705547451973,0.233047753572464,0.23621977865695953,1.0,0.17197901010513306
...,-0.030130481347441673,-0.06475517153739929,0.09037221968173981,-0.029519572854042053,-0.0956207886338234,0.03650868311524391,0.17783419787883759,-0.042217131704092026,-0.07163430005311966
reached,0.12375093251466751,0.1570749431848526,0.18462887406349182,0.1520426720380783,0.0023906826972961426,0.1717917025089264,0.24389809370040894,0.13314424455165863,0.1518019139766693
$,0.18718640506267548,0.205519899725914,0.14577937126159668,0.20095515251159668,0.03734852001070976,0.390974223613739,0.21616753935813904,0.1354302614927292,0.2786129117012024
474,-0.28243288397789,-0.2020450085401535,-0.11634351313114166,-0.1507137417793274,-0.0020406716503202915,-0.10599519312381744,-0.07774640619754791,0.0801629051566124,-0.23743534088134766
million,0.21114659309387207,0.2792966067790985,0.19962359964847565,0.26204222440719604,0.05079329386353493,0.2783603370189667,0.2596224844455719,0.27429839968681335,0.23092924058437347
",",0.22659391164779663,0.36182254552841187,0.4691906273365021,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.5201468467712402,0.23432263731956482,0.31091248989105225
representing,0.1614738553762436,0.1100248172879219,0.2766564190387726,0.1717253178358078,0.056550975888967514,0.18393979966640472,0.3327813446521759,0.1488780528306961,0.10637413710355759
kenya,0.17591707408428192,0.08246253430843353,0.17591087520122528,0.27282416820526123,-0.02908705547451973,0.233047753572464,0.23621977865695953,1.0,0.17197901010513306
's,-0.026164190843701363,0.06731651723384857,0.02396530658006668,0.023593749850988388,0.9999999403953552,0.08797560632228851,-0.037580832839012146,-0.02908705547451973,-0.023395681753754616
largest,0.08743762224912643,0.2249041199684143,0.3413417339324951,0.18676748871803284,-0.02050611935555935,0.2248832732439041,0.3017216920852661,0.20862577855587006,0.12401245534420013
source,0.22619104385375977,0.27197977900505066,0.2948454022407532,0.17315232753753662,-0.06033462658524513,0.15941892564296722,0.24019475281238556,0.06602528691291809,0.2462312877178192
of,0.2480744868516922,0.2671096920967102,0.4854315221309662,0.27699828147888184,-0.03817026689648628,0.24637944996356964,0.5696388483047485,0.22226637601852417,0.1826142966747284
foreign,0.2628900706768036,0.1881462186574936,0.14707332849502563,0.3090929687023163,-0.03933240845799446,0.331197589635849,0.23181180655956268,0.17008088529109955,0.13770383596420288
direct,0.2957838177680969,0.28968414664268494,0.20874382555484772,0.1716884821653366,0.05696379393339157,0.26872286200523376,0.1965816169977188,0.10468121618032455,0.18476411700248718
investment,0.20220409333705902,0.2809155285358429,0.22608432173728943,0.2734941244125366,0.08797560632228851,1.0000001192092896,0.19176560640335083,0.233047753572464,0.17811161279678345
",",0.22659391164779663,0.36182254552841187,0.4691906273365021,0.27650898694992065,-0.0016132977325469255,0.2384718954563141,0.5201468467712402,0.23432263731956482,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3859752118587494,0.27966102957725525,0.06895173341035843,0.22590497136116028,0.4954058527946472,0.20742860436439514,0.20544172823429108
...,-0.030130481347441673,-0.06475517153739929,0.09037221968173981,-0.029519572854042053,-0.0956207886338234,0.03650868311524391,0.17783419787883759,-0.042217131704092026,-0.07163430005311966
bilateral,0.12152029573917389,0.12950189411640167,0.17340971529483795,0.21684832870960236,0.008889054879546165,0.3208466172218323,0.1486043632030487,0.16975580155849457,0.12992073595523834
trade,0.22247354686260223,0.24160455167293549,0.17870411276817322,0.26345130801200867,0.08304908871650696,0.367753267288208,0.23862801492214203,0.1231091246008873,0.09336511790752411
...,-0.030130481347441673,-0.06475517153739929,0.09037221968173981,-0.029519572854042053,-0.0956207886338234,0.03650868311524391,0.17783419787883759,-0.042217131704092026,-0.07163430005311966
reached,0.12375093251466751,0.1570749431848526,0.18462887406349182,0.1520426720380783,0.0023906826972961426,0.1717917025089264,0.24389809370040894,0.13314424455165863,0.1518019139766693
$,0.18718640506267548,0.205519899725914,0.14577937126159668,0.20095515251159668,0.03734852001070976,0.390974223613739,0.21616753935813904,0.1354302614927292,0.2786129117012024
2.84,-0.08080155402421951,-0.1522853523492813,-0.012955283746123314,0.0037997467443346977,0.009167667478322983,-0.026884105056524277,-0.08067744970321655,-0.010472171008586884,-0.1247885674238205
billion,0.2582297921180725,0.2614055871963501,0.16068704426288605,0.2729327380657196,0.05775096267461777,0.4277772605419159,0.18475750088691711,0.1964888572692871,0.25791820883750916
'',-0.0029843549709767103,-0.014185515232384205,0.0793738141655922,-0.06093733385205269,-0.04859459400177002,0.05292953923344612,0.07432962208986282,-0.08265174180269241,0.018684765323996544
in,0.2601168751716614,0.2725222110748291,0.5394441485404968,0.267821341753006,-0.037580832839012146,0.19176560640335083,1.0,0.23621977865695953,0.20430970191955566
2012,0.1487904042005539,0.24471192061901093,0.4531058669090271,0.37762483954429626,-0.022972648963332176,0.19641894102096558,0.3800647258758545,0.2628988027572632,0.18042556941509247
.,0.3287222981452942,0.3374604284763336,0.4569662809371948,0.2979343831539154,-0.003708066651597619,0.24897611141204834,0.5591574311256409,0.24234211444854736,0.4130953550338745
