,in,which,year,did,the,gallery,devoted,to,chinese,art,open,?
1991,0.0019440409960225224,-0.11769595742225647,0.04858509823679924,0.21974095702171326,0.002508036559447646,-0.0260637030005455,0.06476673483848572,0.11084804683923721,0.11172284930944443,0.016362324357032776,0.0326453261077404,0.175977423787117
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.21593497693538666,0.21419930458068848,0.44245919585227966,0.2697280943393707,0.2700960636138916,0.28863707184791565,0.31091248989105225
displaying,0.2543599605560303,0.35516592860221863,0.17432285845279694,0.13093958795070648,0.3364616930484772,0.3666200637817383,0.27409422397613525,0.24095946550369263,0.22858047485351562,0.2692338526248932,0.24727550148963928,0.21778589487075806
a,0.539380669593811,0.56894451379776,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.13071094453334808,0.20091499388217926,0.45503583550453186,0.23124997317790985,0.1329297125339508,0.21603602170944214,0.23916715383529663
representative,0.23496659100055695,0.12650281190872192,0.14491680264472961,0.16563697159290314,0.23411999642848969,0.21660825610160828,0.1818179041147232,0.1958741992712021,0.11178306490182877,0.19832924008369446,0.11474823951721191,0.13044437766075134
collection,0.23004686832427979,0.30199134349823,0.12698578834533691,0.13477008044719696,0.25281965732574463,0.42902910709381104,0.2768237292766571,0.15417452156543732,0.14770722389221191,0.3446033000946045,0.14611642062664032,0.20069393515586853
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.2513895630836487,0.733189046382904,0.1971534639596939,0.2848767340183258,0.41548454761505127,0.24275560677051544,0.22648051381111145,0.17970167100429535,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.2764171361923218,0.22068053483963013
v,0.15216681361198425,0.1653934270143509,0.12632298469543457,0.17618848383426666,0.18580520153045654,0.14258474111557007,0.07644089311361313,0.2109750658273697,0.11446908861398697,0.12526747584342957,0.07413283735513687,0.28677162528038025
&,0.1358654648065567,0.16294614970684052,0.04340685158967972,0.160298690199852,0.14992168545722961,0.21348820626735687,0.11032384634017944,0.1254875510931015,0.055103451013565063,0.1891014128923416,0.0327712744474411,0.12596383690834045
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.21243180334568024,0.19090630114078522,0.42092081904411316,0.2490641176700592,0.19598303735256195,0.1737249791622162,0.27043893933296204
approximately,0.3145860731601715,0.3551456928253174,0.25165456533432007,0.10670274496078491,0.33137547969818115,0.11773410439491272,0.10170984268188477,0.27967149019241333,0.18880465626716614,0.11824912577867508,0.2494274228811264,0.10237617790699005
"16,000",0.058663260191679,0.04737747088074684,0.0971824899315834,0.04203864932060242,0.052542198449373245,0.008896741084754467,-0.0325302928686142,0.09143844246864319,-0.04127230867743492,-0.028880523517727852,0.020701518282294273,0.22946134209632874
objects,0.23406893014907837,0.30641767382621765,0.13087163865566254,0.16254889965057373,0.24716724455356598,0.24054859578609467,0.17124630510807037,0.2695634961128235,0.18374477326869965,0.27836379408836365,0.18874400854110718,0.15479016304016113
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.16936369240283966,0.12614446878433228,0.4069952368736267,0.2034907042980194,0.2182932198047638,0.17097608745098114,0.19969791173934937
china,0.267821341753006,0.2780199646949768,0.2007482796907425,0.16472692787647247,0.3110525608062744,0.11575740575790405,0.09676525741815567,0.1938052773475647,0.6621482372283936,0.13821016252040863,0.17617745697498322,0.18007943034172058
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.21593497693538666,0.21419930458068848,0.44245919585227966,0.2697280943393707,0.2700960636138916,0.28863707184791565,0.31091248989105225
dating,0.2300887107849121,0.2229909896850586,0.16492733359336853,0.11552589386701584,0.23401090502738953,0.16841359436511993,0.1586780995130539,0.17611581087112427,0.1755603551864624,0.1641562432050705,0.10726547986268997,0.1135709211230278
from,0.4274188280105591,0.38755592703819275,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.16936369240283966,0.12614446878433228,0.4069952368736267,0.2034907042980194,0.2182932198047638,0.17097608745098114,0.19969791173934937
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.2764171361923218,0.22068053483963013
4th,0.12181311845779419,0.07808896154165268,0.16969339549541473,0.02704390324652195,0.18942053616046906,0.061224315315485,0.062280718237161636,0.06708711385726929,0.1650436520576477,0.1157100573182106,0.06565991789102554,-0.03815381973981857
millennium,0.22885173559188843,0.23945538699626923,0.28717947006225586,0.14802773296833038,0.3144892454147339,0.17652682960033417,0.1225263699889183,0.18299445509910583,0.2599371075630188,0.21905148029327393,0.13021473586559296,0.13189996778964996
bc,0.22521845996379852,0.2018689066171646,0.2590630054473877,0.12187761813402176,0.2513079047203064,0.11938711255788803,0.06645294278860092,0.1713111847639084,0.3036506175994873,0.1662627011537552,0.06630130857229233,0.1382298320531845
to,0.45010748505592346,0.5345056653022766,0.23523004353046417,0.4452643394470215,0.535392165184021,0.19736915826797485,0.20871585607528687,1.0,0.17416036128997803,0.22068513929843903,0.2593059837818146,0.29463258385658264
the,0.6662389636039734,0.6521818041801453,0.3609684407711029,0.34736719727516174,1.0,0.19251246750354767,0.19689401984214783,0.535392165184021,0.2785343527793884,0.20297785103321075,0.2764171361923218,0.22068053483963013
present,0.23905439674854279,0.27609559893608093,0.15286490321159363,0.1261267513036728,0.2829846143722534,0.11500992625951767,0.18868623673915863,0.2453051209449768,0.09813534468412399,0.11940343677997589,0.1356208622455597,0.21759982407093048
day,0.2671984136104584,0.2760511040687561,0.4089258313179016,0.20275387167930603,0.3062323033809662,0.15029695630073547,0.11735092103481293,0.21753256022930145,0.14877523481845856,0.12007559090852737,0.11351461708545685,0.2141837179660797
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.21326512098312378,0.21623733639717102,0.4645031690597534,0.25441038608551025,0.21795564889907837,0.28460413217544556,0.4130953550338745
