,where,does,two,thirds,of,the,rhine,flow,outside,of,germany,?
",",0.3149496018886566,0.28617382049560547,0.35859420895576477,0.25459006428718567,0.4946078956127167,0.4933079481124878,0.167837992310524,0.23027558624744415,0.2726076543331146,0.4946078956127167,0.2898865044116974,0.31091248989105225
via,0.2922906279563904,0.11708846688270569,0.1334737092256546,0.1330438107252121,0.1293322592973709,0.23979412019252777,0.10537445545196533,0.2357010841369629,0.23739394545555115,0.1293322592973709,0.14240582287311554,0.19443516433238983
the,0.5003893971443176,0.35928019881248474,0.43858039379119873,0.39219605922698975,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.3879719078540802,0.733189046382904,0.3181285262107849,0.22068053483963013
merwede,0.1319974660873413,0.12159192562103271,0.18877437710762024,0.13210943341255188,0.17477388679981232,0.20795460045337677,0.4772508442401886,0.14393994212150574,0.1288912296295166,0.17477388679981232,0.4286830723285675,0.13861164450645447
and,0.43859338760375977,0.3461615741252899,0.4671151638031006,0.36736127734184265,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.2773895561695099,0.31803378462791443,0.5116966962814331,0.29381805658340454,0.20544172823429108
nieuwe,0.19518692791461945,0.06883466988801956,0.1548045426607132,0.1427173614501953,0.18736444413661957,0.18349426984786987,0.37413492798805237,0.18525925278663635,0.12636294960975647,0.18736444413661957,0.29243800044059753,0.10812246054410934
merwede,0.1319974660873413,0.12159192562103271,0.18877437710762024,0.13210943341255188,0.17477388679981232,0.20795460045337677,0.4772508442401886,0.14393994212150574,0.1288912296295166,0.17477388679981232,0.4286830723285675,0.13861164450645447
(,0.1970011591911316,0.2728188931941986,0.2169162482023239,0.16849960386753082,0.35032153129577637,0.33289089798927307,0.12381801009178162,0.16461063921451569,0.14573508501052856,0.35032153129577637,0.14963670074939728,0.40561532974243164
de,0.2051386833190918,0.10015963762998581,0.17332950234413147,0.07628627866506577,0.26292696595191956,0.23491892218589783,0.17065118253231049,0.08963681757450104,0.10995492339134216,0.26292696595191956,0.20181502401828766,0.11064168810844421
biesbosch,0.2576380968093872,0.160204216837883,0.20533530414104462,0.2058296650648117,0.36395132541656494,0.2983834445476532,0.4257545471191406,0.11997783184051514,0.15825185179710388,0.36395132541656494,0.4414028525352478,0.22715041041374207
),0.20711064338684082,0.2575884759426117,0.24161455035209656,0.15692906081676483,0.3680361211299896,0.3456730246543884,0.12686386704444885,0.1727922409772873,0.16312859952449799,0.3680361211299896,0.16241523623466492,0.42300865054130554
",",0.3149496018886566,0.28617382049560547,0.35859420895576477,0.25459006428718567,0.4946078956127167,0.4933079481124878,0.167837992310524,0.23027558624744415,0.2726076543331146,0.4946078956127167,0.2898865044116974,0.31091248989105225
merging,0.1488342434167862,0.1744736284017563,0.21350669860839844,0.19838987290859222,0.16798439621925354,0.18074963986873627,0.24626995623111725,0.23101019859313965,0.21287503838539124,0.16798439621925354,0.19677861034870148,0.20606711506843567
with,0.4142743945121765,0.26186925172805786,0.4333336651325226,0.3351401686668396,0.41827285289764404,0.4223487675189972,0.18184249103069305,0.08951380848884583,0.27869418263435364,0.41827285289764404,0.19588488340377808,0.2433311939239502
the,0.5003893971443176,0.35928019881248474,0.43858039379119873,0.39219605922698975,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.3879719078540802,0.733189046382904,0.3181285262107849,0.22068053483963013
meuse,0.1610404998064041,0.1321507841348648,0.1159014105796814,0.17158807814121246,0.20204558968544006,0.28249096870422363,0.5211026668548584,0.2640683352947235,0.13272090256214142,0.20204558968544006,0.3363587558269501,0.21687322854995728
",",0.3149496018886566,0.28617382049560547,0.35859420895576477,0.25459006428718567,0.4946078956127167,0.4933079481124878,0.167837992310524,0.23027558624744415,0.2726076543331146,0.4946078956127167,0.2898865044116974,0.31091248989105225
through,0.331196665763855,0.21495459973812103,0.24710188806056976,0.2649146020412445,0.3647414743900299,0.44071322679519653,0.23343999683856964,0.3991040587425232,0.31958580017089844,0.3647414743900299,0.17170296609401703,0.16913433372974396
the,0.5003893971443176,0.35928019881248474,0.43858039379119873,0.39219605922698975,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.3879719078540802,0.733189046382904,0.3181285262107849,0.22068053483963013
hollands,0.16387902200222015,0.1599608063697815,0.1511383354663849,0.1450846642255783,0.24670419096946716,0.23339790105819702,0.37946051359176636,0.1507040113210678,0.13296814262866974,0.24670419096946716,0.30039525032043457,0.12788207828998566
diep,0.07774311304092407,0.13425816595554352,0.09177015721797943,0.15317802131175995,0.17531074583530426,0.19190004467964172,0.42125484347343445,0.16275838017463684,0.05754953995347023,0.17531074583530426,0.34761762619018555,0.20965297520160675
and,0.43859338760375977,0.3461615741252899,0.4671151638031006,0.36736127734184265,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.2773895561695099,0.31803378462791443,0.5116966962814331,0.29381805658340454,0.20544172823429108
haringvliet,0.1832754909992218,0.18403388559818268,0.21990840137004852,0.2370101511478424,0.31020110845565796,0.26052963733673096,0.40116357803344727,0.1316656619310379,0.22467227280139923,0.31020110845565796,0.39160168170928955,0.18729516863822937
estuaries,0.2853291630744934,0.2644999623298645,0.2284029722213745,0.3352155387401581,0.2992600202560425,0.33413010835647583,0.2842389941215515,0.4325515925884247,0.20805367827415466,0.2992600202560425,0.14384818077087402,0.2444750815629959
",",0.3149496018886566,0.28617382049560547,0.35859420895576477,0.25459006428718567,0.4946078956127167,0.4933079481124878,0.167837992310524,0.23027558624744415,0.2726076543331146,0.4946078956127167,0.2898865044116974,0.31091248989105225
into,0.335035502910614,0.22312942147254944,0.34175926446914673,0.2457534372806549,0.32255905866622925,0.39493247866630554,0.1991104632616043,0.26189538836479187,0.32923445105552673,0.32255905866622925,0.2227696031332016,0.15662476420402527
the,0.5003893971443176,0.35928019881248474,0.43858039379119873,0.39219605922698975,0.733189046382904,1.0,0.30735138058662415,0.314039409160614,0.3879719078540802,0.733189046382904,0.3181285262107849,0.22068053483963013
north,0.23586879670619965,0.11500263214111328,0.23478835821151733,0.2874671220779419,0.3604778051376343,0.36298373341560364,0.3832572400569916,0.23647426068782806,0.24378706514835358,0.3604778051376343,0.26093342900276184,0.11829731613397598
sea,0.18630823493003845,0.12523514032363892,0.2047117054462433,0.20634733140468597,0.2707739472389221,0.30363768339157104,0.17523105442523956,0.25986477732658386,0.1706162840127945,0.2707739472389221,0.12939395010471344,0.15551945567131042
.,0.41390106081962585,0.3022993505001068,0.3524959683418274,0.2998146116733551,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.191733717918396,0.28971612453460693,0.5352458953857422,0.28498756885528564,0.4130953550338745
