,le,grande,also,wrote,that,defining,the,term,civil,disobedience,so,difficult,it,could,be,described,as,?
finds,0.08511502295732498,0.027382900938391685,0.22787733376026154,0.18394668400287628,0.3196756839752197,0.16012658178806305,0.2711417078971863,0.10073859244585037,0.1259610503911972,0.19202083349227905,0.31826287508010864,0.24301932752132416,0.194087952375412,0.19291546940803528,0.2074556052684784,0.27860206365585327,0.26693159341812134,0.13760407269001007
himself,0.15979145467281342,0.1379205584526062,0.2592962086200714,0.3159898817539215,0.29302647709846497,0.09672728925943375,0.24642214179039001,0.12603330612182617,0.06587618589401245,0.2925838828086853,0.2327175736427307,0.1921827793121338,0.2670677602291107,0.26400747895240784,0.23848670721054077,0.19903263449668884,0.2743586599826813,0.10407622903585434
surrounded,0.190898597240448,0.20518150925636292,0.20876523852348328,0.11853330582380295,0.21559788286685944,0.07304339855909348,0.3510684669017792,0.11047716438770294,0.08761738240718842,0.1805267035961151,0.2646237909793854,0.21332815289497375,0.29342037439346313,0.17558640241622925,0.1715221256017685,0.26106566190719604,0.19553381204605103,-0.022393958643078804
by,0.1425599753856659,0.10540623217821121,0.3824189305305481,0.2766735553741455,0.37496164441108704,0.22269459068775177,0.4408751428127289,0.1564474254846573,0.15479567646980286,0.2563513219356537,0.35152724385261536,0.21304745972156525,0.40926623344421387,0.26333630084991455,0.43158695101737976,0.28709930181503296,0.3815547823905945,0.17966607213020325
a,0.21668682992458344,0.20305506885051727,0.5149940252304077,0.232523575425148,0.47537946701049805,0.3109075427055359,0.5829201340675354,0.3080509603023529,0.21693918108940125,0.25352153182029724,0.41474464535713196,0.3425796926021576,0.5452592968940735,0.3736826181411743,0.39883795380592346,0.25473126769065857,0.39550232887268066,0.23916715383529663
maze,0.1077934205532074,0.19492413103580475,0.2730550467967987,0.18964539468288422,0.24114331603050232,0.17924678325653076,0.21629445254802704,0.13895130157470703,0.1218901053071022,0.21758432686328888,0.23066140711307526,0.19703075289726257,0.17326197028160095,0.23388411104679108,0.15523874759674072,0.10313639044761658,0.14608247578144073,0.13890138268470764
of,0.16844666004180908,0.2166183739900589,0.4924938678741455,0.30241408944129944,0.41498205065727234,0.345196932554245,0.733189046382904,0.26047757267951965,0.24698495864868164,0.31932318210601807,0.3184450566768646,0.2539307773113251,0.38761502504348755,0.29043012857437134,0.33904364705085754,0.297532320022583,0.3886612355709076,0.1826142966747284
semantical,0.13758166134357452,0.12256882339715958,0.21170617640018463,0.22512555122375488,0.32100945711135864,0.42231911420822144,0.2000320851802826,0.32763123512268066,0.2656407356262207,0.30156266689300537,0.275040864944458,0.30253836512565613,0.21460284292697906,0.2190144658088684,0.2946443557739258,0.3002048134803772,0.28319063782691956,0.27969902753829956
problems,0.02619345486164093,0.04238226264715195,0.33973366022109985,0.17971540987491608,0.3758413791656494,0.2844375669956207,0.2659202516078949,0.1584588885307312,0.14842122793197632,0.23424182832241058,0.3860955834388733,0.4282206594944,0.23306451737880707,0.31675755977630615,0.2817195653915405,0.21305350959300995,0.22810567915439606,0.2638136148452759
and,0.15070271492004395,0.20584659278392792,0.5755972862243652,0.2975862920284271,0.4731321930885315,0.24292941391468048,0.5171257257461548,0.22272127866744995,0.25259146094322205,0.3041999638080597,0.4655851125717163,0.28586524724960327,0.40957894921302795,0.3385082483291626,0.41766801476478577,0.2681671977043152,0.49487000703811646,0.20544172823429108
grammatical,0.10952844470739365,0.08346438407897949,0.30601420998573303,0.23668377101421356,0.34031862020492554,0.37607744336128235,0.2809280753135681,0.3064710199832916,0.17943920195102692,0.27613112330436707,0.3065239489078522,0.34003785252571106,0.27580198645591736,0.2650741934776306,0.27367234230041504,0.2822524905204773,0.24740071594715118,0.28053078055381775
niceties,0.16394290328025818,0.1599782109260559,0.3081795275211334,0.19940248131752014,0.36199817061424255,0.32222864031791687,0.2643581032752991,0.230660080909729,0.18273217976093292,0.3200194537639618,0.396770715713501,0.3254941403865814,0.29863405227661133,0.31744277477264404,0.3784201145172119,0.30358341336250305,0.33479711413383484,0.2907831370830536
.,0.17469188570976257,0.23098409175872803,0.49166762828826904,0.2480330765247345,0.4460422694683075,0.23315094411373138,0.5934505462646484,0.18456575274467468,0.2541380822658539,0.2603943943977356,0.45412498712539673,0.23902733623981476,0.5593622326850891,0.3200591504573822,0.4383580684661865,0.21733810007572174,0.515582263469696,0.4130953550338745
