,in,the,range,between,1980,and,1990,",",what,did,demand,for,grow,?
controlled,0.2597082853317261,0.3320712745189667,0.07798777520656586,0.2168191522359848,0.07649773359298706,0.2891365587711334,-0.05351928994059563,0.20886175334453583,0.24713590741157532,0.22843453288078308,0.22101999819278717,0.1490403413772583,0.18235568702220917,0.1105743944644928
by,0.370934396982193,0.4408751428127289,0.11968950182199478,0.28115302324295044,-0.09379439800977707,0.4289871156215668,-0.049373358488082886,0.3680937886238098,0.2455483376979828,0.18574509024620056,0.15896984934806824,0.3248702883720398,0.08488525450229645,0.17966607213020325
the,0.6662389636039734,1.0,0.2311336100101471,0.39067012071609497,0.020048053935170174,0.5171257257461548,-0.0810435339808464,0.4933079481124878,0.42745697498321533,0.34736719727516174,0.27194610238075256,0.4739971458911896,0.2652076482772827,0.22068053483963013
conservative,0.1964135617017746,0.19218477606773376,0.10937678813934326,0.16637268662452698,0.009314474649727345,0.24419347941875458,0.06474395841360092,0.2546221613883972,0.1886831820011139,0.14079563319683075,0.17212027311325073,0.1900888830423355,0.10981247574090958,0.1597563922405243
party,0.20446790754795074,0.23779736459255219,0.08745487034320831,0.16000670194625854,-0.02094106934964657,0.20650289952754974,0.10851345956325531,0.21963930130004883,0.2398013323545456,0.1442001461982727,0.24259287118911743,0.22076621651649475,0.06593655794858932,0.19031576812267303
",",0.5201468467712402,0.4933079481124878,0.2808356285095215,0.27714940905570984,-0.002026396105065942,0.6633074283599854,0.0030314233154058456,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.25499746203422546,0.4464869201183319,0.2585790455341339,0.31091248989105225
while,0.3399278521537781,0.39804592728614807,0.1806631237268448,0.28243371844291687,0.07147664576768875,0.45699796080589294,-0.0092173395678401,0.38232675194740295,0.35511791706085205,0.3330625295639038,0.2985619008541107,0.4232339859008789,0.15727299451828003,0.21076419949531555
scotland,0.24716059863567352,0.23846951127052307,0.12289993464946747,0.20970897376537323,0.14332492649555206,0.2930583655834198,-0.10383967310190201,0.21124857664108276,0.16722074151039124,0.12742529809474945,0.13814324140548706,0.2155212014913559,0.1118195503950119,0.09160218387842178
itself,0.28042417764663696,0.45971640944480896,0.13570494949817657,0.24506163597106934,0.08257803320884705,0.2663651406764984,-0.16608361899852753,0.2783147692680359,0.3625122308731079,0.21505345404148102,0.20467358827590942,0.25750136375427246,0.22934988141059875,0.17933900654315948
elected,0.21190309524536133,0.23167964816093445,0.04003871604800224,0.1588638722896576,-0.07323984056711197,0.19514460861682892,0.12937329709529877,0.2476319521665573,0.16005432605743408,0.19869562983512878,0.1275012046098709,0.19620943069458008,0.18100352585315704,0.1966295689344406
relatively,0.2696114182472229,0.33481109142303467,0.263286292552948,0.3224377930164337,0.22767572104930878,0.39721420407295227,-0.18598873913288116,0.26971855759620667,0.24081343412399292,0.19489876925945282,0.25700393319129944,0.23884440958499908,0.29376766085624695,0.1281091868877411
few,0.3588411808013916,0.34660017490386963,0.29416322708129883,0.28164413571357727,0.1474023461341858,0.39845648407936096,-0.048208385705947876,0.32531002163887024,0.2780759632587433,0.32311540842056274,0.24848248064517975,0.34910818934440613,0.28319573402404785,0.2334265559911728
conservative,0.1964135617017746,0.19218477606773376,0.10937678813934326,0.16637268662452698,0.009314474649727345,0.24419347941875458,0.06474395841360092,0.2546221613883972,0.1886831820011139,0.14079563319683075,0.17212027311325073,0.1900888830423355,0.10981247574090958,0.1597563922405243
mps,0.16134501993656158,0.18443430960178375,0.09611159563064575,0.13783705234527588,0.09366685152053833,0.2435135543346405,0.01339666172862053,0.23008953034877777,0.13408011198043823,0.13712948560714722,0.20067614316940308,0.21004393696784973,0.12092804908752441,0.1502685397863388
.,0.5591574311256409,0.5934505462646484,0.25816646218299866,0.30295518040657043,0.039312392473220825,0.588965117931366,0.011693721637129784,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.2543337345123291,0.4726039469242096,0.30482572317123413,0.4130953550338745
