,who,sacked,newton,a,few,plays,after,the,challenge,?
knocked,0.19835633039474487,0.4156172275543213,0.1059303879737854,0.1961788684129715,0.16124044358730316,0.18323087692260742,0.28101396560668945,0.25226226449012756,0.24762463569641113,0.1071818619966507
the,0.3733934462070465,0.23815631866455078,0.1876603662967682,0.5829201340675354,0.34660017490386963,0.1760704517364502,0.4565047025680542,1.0,0.28209173679351807,0.22068053483963013
ball,0.18419332802295685,0.1415480226278305,0.18903715908527374,0.23578347265720367,0.14746533334255219,0.24181239306926727,0.13842351734638214,0.18895584344863892,0.22178320586681366,0.1766241192817688
out,0.3129808306694031,0.25429999828338623,0.16739298403263092,0.34264278411865234,0.2893272340297699,0.1357288658618927,0.33628228306770325,0.39404502511024475,0.25888586044311523,0.22020699083805084
of,0.2827862501144409,0.21375003457069397,0.18479612469673157,0.5052502155303955,0.2682102620601654,0.14677055180072784,0.3867455720901489,0.733189046382904,0.1816699355840683,0.1826142966747284
newton,0.19243690371513367,0.1704728752374649,1.0000001192092896,0.1884482353925705,0.11871075630187988,0.14049376547336578,0.1607818752527237,0.1876603662967682,0.10655727237462997,0.09645649790763855
's,0.05599616840481758,-0.021834373474121094,0.027833467349410057,0.04866964742541313,0.06408512592315674,0.014762789942324162,-0.055672239512205124,-0.01540423184633255,-0.03546872362494469,-0.023395681753754616
hands,0.315868079662323,0.21193130314350128,0.0427735410630703,0.22827254235744476,0.239385187625885,0.1422012448310852,0.2640015780925751,0.27627843618392944,0.1932767629623413,0.18784376978874207
while,0.4068111777305603,0.22959192097187042,0.1801067441701889,0.3733035624027252,0.3712349832057953,0.18742510676383972,0.42262914776802063,0.39804592728614807,0.27471041679382324,0.21076419949531555
sacking,0.2615954577922821,0.6665128469467163,0.17373323440551758,0.1876051276922226,0.19700108468532562,0.1487654447555542,0.2686169445514679,0.32415956258773804,0.19507671892642975,0.1311245560646057
him,0.5491244792938232,0.25012755393981934,0.19347794353961945,0.32137390971183777,0.2255581021308899,0.13360655307769775,0.41209572553634644,0.39213326573371887,0.2610095143318176,0.23943768441677094
",",0.3365725874900818,0.2514380216598511,0.2648763358592987,0.427140474319458,0.32531002163887024,0.24874751269817352,0.38860568404197693,0.4933079481124878,0.23062120378017426,0.31091248989105225
and,0.41279885172843933,0.24385301768779755,0.22255054116249084,0.3739250600337982,0.39845648407936096,0.2139715701341629,0.3765919506549835,0.5171257257461548,0.18762853741645813,0.20544172823429108
malik,0.27201947569847107,0.30364692211151123,0.15642529726028442,0.18274646997451782,0.12459217756986618,0.13773074746131897,0.21354767680168152,0.1981748640537262,0.2491302490234375,0.10560610145330429
jackson,0.19310453534126282,0.19710521399974823,0.21489565074443817,0.22431494295597076,0.11506767570972443,0.15462222695350647,0.15258565545082092,0.23021449148654938,0.10992053896188736,0.10996206849813461
recovered,0.19365158677101135,0.44198641180992126,0.14219547808170319,0.2461796998977661,0.29862138628959656,0.1023864597082138,0.35987818241119385,0.2614712417125702,0.1331072598695755,0.08912046253681183
it,0.2868398427963257,0.12433013319969177,0.16236042976379395,0.5452592968940735,0.3329008221626282,0.15999141335487366,0.36872005462646484,0.6251175999641418,0.20539262890815735,0.25732165575027466
in,0.2792111933231354,0.2192855328321457,0.23639483749866486,0.539380669593811,0.3588411808013916,0.24790528416633606,0.44050168991088867,0.6662389636039734,0.2110528200864792,0.20430970191955566
the,0.3733934462070465,0.23815631866455078,0.1876603662967682,0.5829201340675354,0.34660017490386963,0.1760704517364502,0.4565047025680542,1.0,0.28209173679351807,0.22068053483963013
end,0.15423893928527832,0.24439190328121185,0.06915309280157089,0.28924596309661865,0.15995001792907715,0.11789699643850327,0.34383532404899597,0.39658910036087036,0.1567850112915039,0.12543344497680664
zone,0.11138155311346054,0.08744960278272629,0.14852260053157806,0.19739283621311188,0.14763173460960388,0.07495440542697906,0.1880072057247162,0.26423242688179016,0.1387558877468109,0.1173049733042717
for,0.37110671401023865,0.16554750502109528,0.18168501555919647,0.44038116931915283,0.34910818934440613,0.26689276099205017,0.3650246858596802,0.4739971458911896,0.23396450281143188,0.264628142118454
a,0.36608949303627014,0.10977210849523544,0.1884482353925705,1.0,0.2765968441963196,0.2085086703300476,0.3831600844860077,0.5829201340675354,0.2467266321182251,0.23916715383529663
broncos,0.1763724684715271,0.25410908460617065,0.2398018091917038,0.19771797955036163,0.08013173192739487,0.22050583362579346,0.19149857759475708,0.25985947251319885,0.24816855788230896,0.18377114832401276
touchdown,0.13768897950649261,0.3087301552295685,0.29466405510902405,0.22309942543506622,0.12841562926769257,0.18257291615009308,0.2690798044204712,0.1805710643529892,0.21476800739765167,0.12741123139858246
",",0.3365725874900818,0.2514380216598511,0.2648763358592987,0.427140474319458,0.32531002163887024,0.24874751269817352,0.38860568404197693,0.4933079481124878,0.23062120378017426,0.31091248989105225
giving,0.2905098795890808,0.1020718440413475,0.13117855787277222,0.35822594165802,0.26793205738067627,0.07672902196645737,0.31096142530441284,0.3626074492931366,0.22348511219024658,0.2052922248840332
the,0.3733934462070465,0.23815631866455078,0.1876603662967682,0.5829201340675354,0.34660017490386963,0.1760704517364502,0.4565047025680542,1.0,0.28209173679351807,0.22068053483963013
team,0.22248858213424683,0.19244419038295746,0.10991428047418594,0.19125498831272125,0.1571003794670105,0.2992570698261261,0.22580721974372864,0.22564226388931274,0.2501007616519928,0.11243411153554916
a,0.36608949303627014,0.10977210849523544,0.1884482353925705,1.0,0.2765968441963196,0.2085086703300476,0.3831600844860077,0.5829201340675354,0.2467266321182251,0.23916715383529663
10–0,0.10398180037736893,0.02423236146569252,0.01707622967660427,0.08109777420759201,-0.0442473404109478,0.05049493908882141,0.0315513052046299,0.05824596807360649,0.003095733467489481,0.005854578223079443
lead,0.19455209374427795,0.2588280439376831,0.14570987224578857,0.20661775767803192,0.2236078530550003,0.11622272431850433,0.25812917947769165,0.21995973587036133,0.1333489567041397,0.14552436769008636
.,0.3541337847709656,0.19507746398448944,0.20699870586395264,0.50484299659729,0.31739792227745056,0.20513367652893066,0.35870397090911865,0.5934505462646484,0.21849171817302704,0.4130953550338745
