,why,would,one,plead,guilty,to,a,crime,involving,civil,disobedience,?
specific,0.3428325653076172,0.3006748855113983,0.30612727999687195,0.18817701935768127,0.10657087713479996,0.3962339460849762,0.3531852960586548,0.20611104369163513,0.19365282356739044,0.1864507794380188,0.241834819316864,0.30923372507095337
laws,0.22738422453403473,0.28490784764289856,0.20311206579208374,0.3064442574977875,0.2424544245004654,0.2910608649253845,0.1722979098558426,0.28276127576828003,0.23611724376678467,0.2589532434940338,0.4583999514579773,0.17911791801452637
",",0.2827242314815521,0.32586824893951416,0.3696635365486145,0.24272049963474274,0.23272031545639038,0.44245919585227966,0.427140474319458,0.21491537988185883,0.2458266019821167,0.24795588850975037,0.2878543734550476,0.31091248989105225
but,0.49691087007522583,0.5366146564483643,0.4593126177787781,0.25377556681632996,0.23882481455802917,0.5542377829551697,0.44750767946243286,0.1874106079339981,0.2292933464050293,0.22084347903728485,0.2850637137889862,0.27921953797340393
i,0.4332599341869354,0.4595685601234436,0.2728527784347534,0.2808517813682556,0.23611247539520264,0.3140375316143036,0.3155658543109894,0.21521160006523132,0.11738365143537521,0.1839284896850586,0.2294602245092392,0.4695145785808563
am,0.24996383488178253,0.3198204040527344,0.19703494012355804,0.22330255806446075,0.2079632580280304,0.24704641103744507,0.23880204558372498,0.15130022168159485,0.12131699919700623,0.12927809357643127,0.2260301560163498,0.3437723219394684
guilty,0.21428096294403076,0.2626497447490692,0.17315085232257843,0.5811393857002258,0.9999999403953552,0.1728491187095642,0.18984173238277435,0.47875258326530457,0.21038281917572021,0.17440195381641388,0.39843687415122986,0.17103199660778046
of,0.28464117646217346,0.3353942930698395,0.4999135136604309,0.1669377088546753,0.15539902448654175,0.41548454761505127,0.5052502155303955,0.21116793155670166,0.3404907286167145,0.24698495864868164,0.31932318210601807,0.1826142966747284
doing,0.423631489276886,0.4219750463962555,0.2961675822734833,0.2743729054927826,0.32269784808158875,0.3272162973880768,0.3023574650287628,0.2856598496437073,0.30258578062057495,0.21548964083194733,0.35469889640808105,0.4119948446750641
no,0.3188003897666931,0.31237977743148804,0.32319608330726624,0.19321438670158386,0.18713779747486115,0.30015695095062256,0.26280897855758667,0.1389927715063095,0.13215619325637817,0.12971200048923492,0.18909907341003418,0.32165053486824036
wrong,0.4509334862232208,0.3864603340625763,0.3002293109893799,0.3950493633747101,0.4232911467552185,0.3418787121772766,0.31342315673828125,0.3281175196170807,0.21372897922992706,0.21003279089927673,0.3196309208869934,0.4657740890979767
.,0.32909876108169556,0.35067233443260193,0.4123194217681885,0.18243269622325897,0.21959076821804047,0.4645031690597534,0.50484299659729,0.22651058435440063,0.2707068622112274,0.2541380822658539,0.2603943943977356,0.4130953550338745
