,what,was,the,resulting,channel,of,the,arts,merger,called,?
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3510841131210327,0.20914222300052643,0.5052502155303955,0.5829201340675354,0.21388907730579376,0.20794767141342163,0.4868806302547455,0.23916715383529663
single,0.24458327889442444,0.22785933315753937,0.29338565468788147,0.26290521025657654,0.19204697012901306,0.22455744445323944,0.29338565468788147,0.03887047991156578,0.0805572047829628,0.20931053161621094,0.2151121199131012
cable,0.14582780003547668,0.1861840933561325,0.2599749267101288,0.17671479284763336,0.514900803565979,0.18660153448581696,0.2599749267101288,0.14330145716667175,0.16029053926467896,0.16793231666088104,0.13993921875953674
channel,0.20295917987823486,0.15624403953552246,0.2860044836997986,0.1948932260274887,0.9999999403953552,0.1671900898218155,0.2860044836997986,0.10908431559801102,0.1465742588043213,0.2169238179922104,0.20176179707050323
called,0.3235960602760315,0.33927658200263977,0.489897221326828,0.21780024468898773,0.2169238179922104,0.4222904443740845,0.489897221326828,0.17035195231437683,0.1962641179561615,1.0,0.18963319063186646
arts,0.15975245833396912,0.25444865226745605,0.23374557495117188,0.06881870329380035,0.10908431559801102,0.29211288690567017,0.23374557495117188,1.0000001192092896,0.18404237926006317,0.17035195231437683,0.09471383690834045
&,0.11141876131296158,0.12134000658988953,0.14992168545722961,0.0978517159819603,0.11825516074895859,0.19900451600551605,0.14992168545722961,0.17612096667289734,0.09353238344192505,0.12243451178073883,0.12596383690834045
entertainment,0.21648827195167542,0.21684704720973969,0.19077853858470917,0.10783279687166214,0.25154921412467957,0.1392667293548584,0.19077853858470917,0.2809528410434723,0.18284012377262115,0.1924290657043457,0.11855241656303406
television,0.19838058948516846,0.2516675293445587,0.24569597840309143,0.1566198468208313,0.46323826909065247,0.21995750069618225,0.24569597840309143,0.2663433253765106,0.10048628598451614,0.1759958118200302,0.16825827956199646
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.137907013297081,0.1557239294052124,0.35032153129577637,0.33289089798927307,0.178902268409729,0.201023668050766,0.2546432614326477,0.40561532974243164
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3510841131210327,0.20914222300052643,0.5052502155303955,0.5829201340675354,0.21388907730579376,0.20794767141342163,0.4868806302547455,0.23916715383529663
&,0.11141876131296158,0.12134000658988953,0.14992168545722961,0.0978517159819603,0.11825516074895859,0.19900451600551605,0.14992168545722961,0.17612096667289734,0.09353238344192505,0.12243451178073883,0.12596383690834045
e,0.1324329376220703,0.12477705627679825,0.21895931661128998,0.12218046188354492,0.1292877346277237,0.1938546597957611,0.21895931661128998,0.11706710606813431,0.09853734076023102,0.17090199887752533,0.1675775796175003
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.13999134302139282,0.19096998870372772,0.3680361211299896,0.3456730246543884,0.2011658251285553,0.21607519686222076,0.273923397064209,0.42300865054130554
;,0.10986888408660889,0.0754367932677269,0.09152708947658539,-0.008247931487858295,-0.02143828570842743,0.054534342139959335,0.09152708947658539,0.05496666580438614,0.04463953524827957,0.02254311740398407,0.10349778085947037
the,0.42745697498321533,0.48711544275283813,1.0,0.3905409574508667,0.2860044836997986,0.733189046382904,1.0,0.23374557495117188,0.2557354271411896,0.489897221326828,0.22068053483963013
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.22672085464000702,0.17762453854084015,0.343457967042923,0.3845241069793701,0.1954331398010254,0.22209171950817108,0.2586444020271301,0.14782847464084625
channel,0.20295917987823486,0.15624403953552246,0.2860044836997986,0.1948932260274887,0.9999999403953552,0.1671900898218155,0.2860044836997986,0.10908431559801102,0.1465742588043213,0.2169238179922104,0.20176179707050323
subsequently,0.10897690057754517,0.3486802279949188,0.2886511981487274,0.28095299005508423,0.15087713301181793,0.19330023229122162,0.2886511981487274,0.11803441494703293,0.12634743750095367,0.1165732890367508,0.005594457965344191
leased,0.16086313128471375,0.37823230028152466,0.2602766454219818,0.16526947915554047,0.17008627951145172,0.2433365434408188,0.2602766454219818,0.19118545949459076,0.17434363067150116,0.2843286693096161,0.16553069651126862
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3510841131210327,0.20914222300052643,0.5052502155303955,0.5829201340675354,0.21388907730579376,0.20794767141342163,0.4868806302547455,0.23916715383529663
separate,0.33215096592903137,0.1980229765176773,0.3612915575504303,0.22584564983844757,0.16322539746761322,0.33388569951057434,0.3612915575504303,0.16570048034191132,0.3175129294395447,0.36565402150154114,0.16835719347000122
satellite,0.17739586532115936,0.21137270331382751,0.22563834488391876,0.16769371926784515,0.3443523049354553,0.1683834195137024,0.22563834488391876,0.11900825053453445,0.2746047377586365,0.17051634192466736,0.13568443059921265
transponder,0.3119793236255646,0.18981944024562836,0.29388874769210815,0.2736988365650177,0.2101975381374359,0.2959233820438385,0.29388874769210815,0.16674749553203583,0.20753933489322662,0.3061726689338684,0.2685214877128601
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24877792596817017,0.18730267882347107,0.4946078956127167,0.4933079481124878,0.2528577744960785,0.25569602847099304,0.26549121737480164,0.31091248989105225
ending,0.18526051938533783,0.21682487428188324,0.3726840615272522,0.35624000430107117,0.17169250547885895,0.26691535115242004,0.3726840615272522,0.12501031160354614,0.15327386558055878,0.2416624128818512,0.14182089269161224
its,0.30393704771995544,0.3518870174884796,0.559237003326416,0.31297120451927185,0.2986595630645752,0.48690423369407654,0.559237003326416,0.2242184430360794,0.18644186854362488,0.2840702533721924,0.15103481709957123
sharing,0.2594057321548462,0.1284528374671936,0.2510572373867035,0.23271961510181427,0.2278767228126526,0.3009958565235138,0.2510572373867035,0.21675926446914673,0.21175196766853333,0.16904373466968536,0.16211311519145966
agreement,0.2851087749004364,0.23975293338298798,0.2490699142217636,0.2439335137605667,0.1598290354013443,0.21259461343288422,0.2490699142217636,0.1042754203081131,0.33984699845314026,0.1742948442697525,0.15830197930335999
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.3180278241634369,0.17526158690452576,0.41827285289764404,0.4223487675189972,0.19973041117191315,0.19741658866405487,0.3139074146747589,0.2433311939239502
nickelodeon,0.22431078553199768,0.25526440143585205,0.24017304182052612,0.1415201723575592,0.4177127778530121,0.14255765080451965,0.24017304182052612,0.17793069779872894,0.23589235544204712,0.13265465199947357,0.25098809599876404
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26808956265449524,0.21299093961715698,0.41548454761505127,0.535392165184021,0.2388276606798172,0.11012744158506393,0.2987143397331238,0.29463258385658264
become,0.27134042978286743,0.3147440552711487,0.31731709837913513,0.19045209884643555,0.10573455691337585,0.31678006052970886,0.31731709837913513,0.14331042766571045,0.20262297987937927,0.2976289689540863,0.19511328637599945
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.3510841131210327,0.20914222300052643,0.5052502155303955,0.5829201340675354,0.21388907730579376,0.20794767141342163,0.4868806302547455,0.23916715383529663
24-hour,0.2732880413532257,0.236908420920372,0.29263243079185486,0.2583910822868347,0.3566442131996155,0.22909097373485565,0.29263243079185486,0.18845266103744507,0.09549855440855026,0.21780598163604736,0.26562008261680603
service,0.16857224702835083,0.22689001262187958,0.22661015391349792,0.0874691754579544,0.3074278235435486,0.18425606191158295,0.22661015391349792,0.2343195527791977,0.2046823352575302,0.17257089912891388,0.1676298975944519
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.29411986470222473,0.2489151805639267,0.5352458953857422,0.5934505462646484,0.2217400074005127,0.23265978693962097,0.300344854593277,0.4130953550338745
