,who,may,members,direct,questions,towards,during,general,question,time,?
the,0.3733934462070465,0.2694292366504669,0.3321719169616699,0.3262479901313782,0.23562853038311005,0.31815874576568604,0.4838213622570038,0.28634732961654663,0.28031662106513977,0.43061500787734985,0.22068053483963013
scottish,0.27621203660964966,0.21667926013469696,0.2065322995185852,0.07305581867694855,0.16137094795703888,0.01848008669912815,0.09815505892038345,0.16125184297561646,0.19746428728103638,0.15791401267051697,0.06442669779062271
government,0.27194860577583313,0.21966363489627838,0.222846120595932,0.1533278226852417,0.25227412581443787,0.15467742085456848,0.25454002618789673,0.3210046589374542,0.2474779188632965,0.2391197234392166,0.18851417303085327
.,0.3541337847709656,0.35826805233955383,0.21119362115859985,0.27250880002975464,0.29746657609939575,0.24058549106121063,0.3485563397407532,0.2929490804672241,0.2639329135417938,0.371569961309433,0.4130953550338745
,who,may,members,direct,questions,towards,during,general,question,time,?
at,0.22096660733222961,0.2711789011955261,0.15071316063404083,0.0880376547574997,0.21520879864692688,0.35422083735466003,0.372769296169281,0.2006627768278122,0.2048628032207489,0.3956010341644287,0.21978627145290375
2.30pm,0.12145227938890457,0.24333029985427856,0.1986486315727234,0.22441430389881134,0.22439482808113098,0.17099440097808838,0.1767205148935318,0.23372061550617218,0.24509499967098236,0.24634601175785065,0.2373134046792984
",",0.3365725874900818,0.5007920861244202,0.2357054501771927,0.20868940651416779,0.2808963656425476,0.2550581693649292,0.3225448727607727,0.3022127151489258,0.2616102993488312,0.3029961884021759,0.31091248989105225
a,0.36608949303627014,0.29255667328834534,0.1873859316110611,0.27544090151786804,0.2656060755252838,0.2078181505203247,0.30341604351997375,0.2157215178012848,0.3184618055820465,0.3292340338230133,0.23916715383529663
40-minute,0.19801019132137299,0.16320864856243134,0.12083081156015396,0.29877549409866333,0.23776330053806305,0.20348571240901947,0.23656854033470154,0.09922610223293304,0.24670915305614471,0.3374254107475281,0.16308219730854034
long,0.18512077629566193,0.25342273712158203,0.09242745488882065,0.2091474086046219,0.22022829949855804,0.15580737590789795,0.25762128829956055,0.16063736379146576,0.2599871754646301,0.3612262010574341,0.19699987769126892
themed,0.22060637176036835,0.18115900456905365,0.19531282782554626,0.13487395644187927,0.26509997248649597,0.17643089592456818,0.2468280792236328,0.09769929200410843,0.23917409777641296,0.22337289154529572,0.16606423258781433
``,0.02397952415049076,0.13614267110824585,0.05369233712553978,0.012828195467591286,0.09552666544914246,0.010755262337625027,0.007871326059103012,0.09047812968492508,0.1262909322977066,0.041467953473329544,0.0685480609536171
question,0.3076270818710327,0.20744988322257996,0.15677165985107422,0.24418918788433075,0.8523969054222107,0.19162783026695251,0.15260885655879974,0.22221729159355164,1.0,0.28554263710975647,0.48000848293304443
time,0.36634087562561035,0.25842100381851196,0.18101826310157776,0.18759116530418396,0.2710280120372772,0.208626851439476,0.49996283650398254,0.2027285099029541,0.28554263710975647,0.9999998807907104,0.27391523122787476
'',0.024401003494858742,0.020231230184435844,-0.02566520683467388,0.010297070257365704,-0.0527685172855854,-0.055717963725328445,-0.08359146863222122,0.022419413551688194,-0.01199275441467762,-0.01899585872888565,0.018684765323996544
takes,0.16409184038639069,0.20330043137073517,0.10428056120872498,0.22187630832195282,0.19298267364501953,0.15934816002845764,0.2800941467285156,0.12664270401000977,0.17696955800056458,0.2866765260696411,0.10935472697019577
place,0.22742493450641632,0.22675417363643646,0.13737979531288147,0.24276255071163177,0.18203602731227875,0.2340153455734253,0.3239164352416992,0.16754250228405,0.23186343908309937,0.379790335893631,0.2455766350030899
",",0.3365725874900818,0.5007920861244202,0.2357054501771927,0.20868940651416779,0.2808963656425476,0.2550581693649292,0.3225448727607727,0.3022127151489258,0.2616102993488312,0.3029961884021759,0.31091248989105225
where,0.41804537177085876,0.23215454816818237,0.15948256850242615,0.270285964012146,0.25701281428337097,0.35452669858932495,0.3543127477169037,0.20537003874778748,0.28079208731651306,0.3538551926612854,0.24793872237205505
members,0.3290669620037079,0.20884567499160767,0.9999998807907104,0.16686272621154785,0.21627742052078247,0.11975690722465515,0.24851804971694946,0.15332673490047455,0.15677165985107422,0.18101826310157776,0.10212311148643494
can,0.2602734863758087,0.43584567308425903,0.14267030358314514,0.26376575231552124,0.3215586841106415,0.17949555814266205,0.1645900309085846,0.12571799755096436,0.3161180913448334,0.2720869183540344,0.3226337134838104
ask,0.36308553814888,0.27307432889938354,0.2093769907951355,0.24779756367206573,0.6106852293014526,0.16968251764774323,0.12982265651226044,0.1772378832101822,0.5706743597984314,0.3086445927619934,0.47361961007118225
questions,0.3078559637069702,0.2296697348356247,0.21627742052078247,0.18849042057991028,1.0000001192092896,0.17213059961795807,0.19035789370536804,0.22032441198825836,0.8523969054222107,0.2710280120372772,0.42967134714126587
of,0.2827862501144409,0.26447007060050964,0.28120753169059753,0.2533726394176483,0.2210283875465393,0.26409703493118286,0.3869180977344513,0.28352999687194824,0.2222393900156021,0.35127586126327515,0.1826142966747284
ministers,0.24249345064163208,0.20216797292232513,0.36830830574035645,0.12904399633407593,0.2889975905418396,0.13658350706100464,0.19740769267082214,0.3266722857952118,0.20594072341918945,0.20027951896190643,0.15132683515548706
in,0.2792111933231354,0.3424151837825775,0.196792870759964,0.1965816169977188,0.19608618319034576,0.23474496603012085,0.4627237319946289,0.259066641330719,0.207119882106781,0.3431483507156372,0.20430970191955566
departments,0.18825756013393402,0.12955912947654724,0.2497357726097107,0.1926904171705246,0.2568971812725067,0.09171311557292938,0.2536191940307617,0.2516658902168274,0.16550488770008087,0.1854204386472702,0.11303292214870453
that,0.45444270968437195,0.4234136641025543,0.2637958228588104,0.3302111029624939,0.3304099440574646,0.28294092416763306,0.31487685441970825,0.2510950565338135,0.4109575152397156,0.388528436422348,0.32716336846351624
are,0.27294138073921204,0.3162533640861511,0.31528955698013306,0.18297041952610016,0.30979788303375244,0.243723064661026,0.2297976016998291,0.15219135582447052,0.2366771250963211,0.24188680946826935,0.24591213464736938
selected,0.25855591893196106,0.19099795818328857,0.2674771547317505,0.2135271281003952,0.217473566532135,0.07694429159164429,0.214624285697937,0.2001870721578598,0.16193895041942596,0.29854920506477356,0.19565007090568542
for,0.37110671401023865,0.29255861043930054,0.2612179219722748,0.2851608693599701,0.2952518165111542,0.24786117672920227,0.3448435664176941,0.23497237265110016,0.28556302189826965,0.3992156386375427,0.264628142118454
questioning,0.3256276845932007,0.2095075398683548,0.17453891038894653,0.1870400309562683,0.7703222036361694,0.19838714599609375,0.16882085800170898,0.23557916283607483,0.7715529799461365,0.25658118724823,0.3922772705554962
that,0.45444270968437195,0.4234136641025543,0.2637958228588104,0.3302111029624939,0.3304099440574646,0.28294092416763306,0.31487685441970825,0.2510950565338135,0.4109575152397156,0.388528436422348,0.32716336846351624
sitting,0.33335432410240173,0.15224812924861908,0.2116272896528244,0.1329343616962433,0.2231190949678421,0.16104035079479218,0.19646421074867249,0.1335194706916809,0.260575532913208,0.29440465569496155,0.1758238524198532
day,0.2447325587272644,0.21664288640022278,0.18117627501487732,0.14022120833396912,0.19517534971237183,0.18213361501693726,0.3424895405769348,0.12495479732751846,0.21668741106987,0.32810065150260925,0.2141837179660797
",",0.3365725874900818,0.5007920861244202,0.2357054501771927,0.20868940651416779,0.2808963656425476,0.2550581693649292,0.3225448727607727,0.3022127151489258,0.2616102993488312,0.3029961884021759,0.31091248989105225
such,0.2594927251338959,0.327393501996994,0.22420670092105865,0.315640926361084,0.2454015463590622,0.19570161402225494,0.2389506697654724,0.22308661043643951,0.20774990320205688,0.24758757650852203,0.17851735651493073
as,0.3923053741455078,0.32133710384368896,0.21428564190864563,0.2503175735473633,0.2683158814907074,0.2836703062057495,0.29671990871429443,0.250458300113678,0.28374266624450684,0.3239102065563202,0.27043893933296204
health,0.2314521074295044,0.24067632853984833,0.16853249073028564,0.16303639113903046,0.2515854835510254,0.16233545541763306,0.19189253449440002,0.2671302556991577,0.17479920387268066,0.21205806732177734,0.16094304621219635
and,0.41279885172843933,0.34598252177238464,0.2994427978992462,0.25874996185302734,0.242636039853096,0.32443711161613464,0.36462149024009705,0.25860127806663513,0.20355750620365143,0.3025408685207367,0.20544172823429108
justice,0.2339407354593277,0.17655174434185028,0.21212555468082428,0.19164927303791046,0.2597486972808838,0.1378115862607956,0.13763059675693512,0.2285560965538025,0.2523495554924011,0.1059403195977211,0.19269752502441406
or,0.31144875288009644,0.399771511554718,0.2080104947090149,0.26956906914711,0.2771713435649872,0.2682350277900696,0.2425481230020523,0.16815856099128723,0.2952239215373993,0.2774261236190796,0.32389625906944275
education,0.2051982581615448,0.15223878622055054,0.15748704969882965,0.1358819156885147,0.29490646719932556,0.21129663288593292,0.17693781852722168,0.19881518185138702,0.2552703022956848,0.17701436579227448,0.18067774176597595
and,0.41279885172843933,0.34598252177238464,0.2994427978992462,0.25874996185302734,0.242636039853096,0.32443711161613464,0.36462149024009705,0.25860127806663513,0.20355750620365143,0.3025408685207367,0.20544172823429108
transport,0.10379141569137573,0.15107615292072296,0.0935068279504776,0.23445983231067657,0.15043044090270996,0.1986262947320938,0.19729681313037872,0.28837165236473083,0.14058737456798553,0.17237305641174316,0.16607823967933655
.,0.3541337847709656,0.35826805233955383,0.21119362115859985,0.27250880002975464,0.29746657609939575,0.24058549106121063,0.3485563397407532,0.2929490804672241,0.2639329135417938,0.371569961309433,0.4130953550338745
