,the,oil,crisis,caused,oil,companies,to,increase,oil,supplies,in,which,area,?
increase,0.32049667835235596,0.24082042276859283,0.3020020127296448,0.31816789507865906,0.24082042276859283,0.2257760614156723,0.3378143310546875,1.0,0.24082042276859283,0.3170015215873718,0.25893163681030273,0.3720623254776001,0.29045042395591736,0.11119163036346436
oil,0.21849922835826874,1.0,0.2694509029388428,0.1656581610441208,1.0,0.22272691130638123,0.1619214415550232,0.24082042276859283,1.0,0.2519368827342987,0.21800900995731354,0.20154443383216858,0.19075989723205566,0.14867261052131653
supplies,0.31027752161026,0.2519368827342987,0.27424928545951843,0.23240409791469574,0.2519368827342987,0.32207658886909485,0.2983745038509369,0.3170015215873718,0.2519368827342987,1.0,0.260343074798584,0.2791375517845154,0.256533145904541,0.08799431473016739
",",0.4933079481124878,0.20043784379959106,0.18660308420658112,0.2600580155849457,0.20043784379959106,0.28041911125183105,0.44245919585227966,0.20005576312541962,0.20043784379959106,0.25665605068206787,0.5201468467712402,0.3658004403114319,0.2664283812046051,0.31091248989105225
even,0.37996912002563477,0.17778143286705017,0.15072713792324066,0.30404356122016907,0.17778143286705017,0.21998818218708038,0.46467068791389465,0.3357166349887848,0.17778143286705017,0.279101699590683,0.29146435856819153,0.4903149902820587,0.26728782057762146,0.30082517862319946
in,0.6662389636039734,0.21800900995731354,0.19426369667053223,0.2494886964559555,0.21800900995731354,0.2321794629096985,0.45010748505592346,0.25893163681030273,0.21800900995731354,0.260343074798584,1.0,0.4840516746044159,0.33632898330688477,0.20430970191955566
rugged,0.2167840600013733,0.15149064362049103,0.051653582602739334,0.226747065782547,0.15149064362049103,0.13046687841415405,0.22195245325565338,0.21034610271453857,0.15149064362049103,0.25073155760765076,0.17745907604694366,0.3287380635738373,0.21711403131484985,0.03694036602973938
terrain,0.23758524656295776,0.14923566579818726,0.07093863934278488,0.1791420876979828,0.14923566579818726,0.16879364848136902,0.24661041796207428,0.2053309828042984,0.14923566579818726,0.29754865169525146,0.21276317536830902,0.2764087915420532,0.3659021854400635,0.0970211997628212
such,0.3575236201286316,0.1593000292778015,0.1609800010919571,0.21994410455226898,0.1593000292778015,0.2765038311481476,0.2871878743171692,0.2946314811706543,0.1593000292778015,0.21036404371261597,0.2704046070575714,0.406057745218277,0.1550249308347702,0.17851735651493073
as,0.48381632566452026,0.18042321503162384,0.12366023659706116,0.16101646423339844,0.18042321503162384,0.17324307560920715,0.42092081904411316,0.24019303917884827,0.18042321503162384,0.22643440961837769,0.3887844979763031,0.41006597876548767,0.2407972663640976,0.27043893933296204
the,1.0,0.21849922835826874,0.263981431722641,0.24990202486515045,0.21849922835826874,0.26917189359664917,0.535392165184021,0.32049667835235596,0.21849922835826874,0.31027752161026,0.6662389636039734,0.6521818041801453,0.37834644317626953,0.22068053483963013
arctic,0.2645399868488312,0.1624230295419693,0.1518118530511856,0.15022490918636322,0.1624230295419693,0.12668266892433167,0.20359191298484802,0.12976650893688202,0.1624230295419693,0.17872755229473114,0.13869509100914001,0.19483405351638794,0.26355454325675964,0.09148183465003967
.,0.5934505462646484,0.22117017209529877,0.15965543687343597,0.2413787543773651,0.22117017209529877,0.20400826632976532,0.4645031690597534,0.24619564414024353,0.22117017209529877,0.20565925538539886,0.5591574311256409,0.45942068099975586,0.2760866582393646,0.4130953550338745
