,what,was,the,dominant,housing,template,when,industrial,centres,were,growing,the,fastest,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3743239641189575,0.24837790429592133,0.2930607795715332,0.5091903209686279,0.30435431003570557,0.25802960991859436,0.3906462490558624,0.33280637860298157,1.0,0.2610158920288086,0.22068053483963013
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.22294755280017853,0.16285404562950134,0.2617514729499817,0.4363728165626526,0.15477871894836426,0.16053760051727295,0.3104150593280792,0.20388826727867126,0.43061500787734985,0.31513673067092896,0.27391523122787476
when,0.4700249433517456,0.37326499819755554,0.5091903209686279,0.21020568907260895,0.19322776794433594,0.21126745641231537,0.9999999403953552,0.21917976438999176,0.10536424070596695,0.29649975895881653,0.2794452905654907,0.5091903209686279,0.17239275574684143,0.22841128706932068
the,0.42745697498321533,0.48711544275283813,1.0,0.3743239641189575,0.24837790429592133,0.2930607795715332,0.5091903209686279,0.30435431003570557,0.25802960991859436,0.3906462490558624,0.33280637860298157,1.0,0.2610158920288086,0.22068053483963013
industrial,0.16054853796958923,0.2614017128944397,0.30435431003570557,0.2261732518672943,0.4610207676887512,0.12045413255691528,0.21917976438999176,1.0,0.3417051434516907,0.2023591846227646,0.32123664021492004,0.30435431003570557,0.22105680406093597,0.08039500564336777
centres,0.1298195868730545,0.17077842354774475,0.25802960991859436,0.2541676461696625,0.32036492228507996,0.15717367827892303,0.10536424070596695,0.3417051434516907,0.9999999403953552,0.21578504145145416,0.24250461161136627,0.25802960991859436,0.226422518491745,0.07723820209503174
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.15340125560760498,0.18104052543640137,0.22948552668094635,0.37706470489501953,0.22161369025707245,0.11649226397275925,0.2774328887462616,0.1896074265241623,0.5107308030128479,0.19326123595237732,0.2714994251728058
tyneside,0.22811484336853027,0.2858113944530487,0.33988526463508606,0.1339818239212036,0.3571077287197113,0.24298352003097534,0.2671636939048767,0.2548929452896118,0.30766767263412476,0.2807382047176361,0.19938834011554718,0.33988526463508606,0.24268671870231628,0.10805024206638336
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.20432515442371368,0.28026676177978516,0.11041144281625748,0.29649975895881653,0.2023591846227646,0.21578504145145416,1.0000001192092896,0.19665975868701935,0.3906462490558624,0.14736226201057434,0.17890112102031708
growing,0.20045997202396393,0.22300779819488525,0.33280637860298157,0.3199729919433594,0.28827986121177673,0.1054258942604065,0.2794452905654907,0.32123664021492004,0.24250461161136627,0.19665975868701935,1.0000001192092896,0.33280637860298157,0.37552693486213684,0.10178618133068085
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.35191428661346436,0.1905260980129242,0.18540142476558685,0.299309104681015,0.3026241362094879,0.2391839623451233,0.3543298542499542,0.26809945702552795,0.47635307908058167,0.3601839542388916,0.2107497900724411
rapidly,0.20276354253292084,0.16400226950645447,0.26927268505096436,0.2801685035228729,0.21536104381084442,0.1831550896167755,0.369745135307312,0.29249465465545654,0.26373401284217834,0.19992832839488983,0.4148562550544739,0.26927268505096436,0.27139002084732056,0.11245343834161758
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.20357714593410492,0.2448417842388153,0.25827234983444214,0.475719153881073,0.2738547623157501,0.1838044375181198,0.3378238379955292,0.2699389159679413,0.5934505462646484,0.16690944135189056,0.4130953550338745
