,in,what,year,did,abc,'s,viewership,end,in,4th,place,behind,the,other,major,networks,?
ratings,0.17289267480373383,0.19882218539714813,0.21106885373592377,0.22082966566085815,0.2876999080181122,0.11937817931175232,0.5089206695556641,0.2266886830329895,0.17289267480373383,0.10349363088607788,0.18893598020076752,0.11307032406330109,0.23356813192367554,0.1863187849521637,0.17611458897590637,0.3654436469078064,0.19248855113983154
points,0.1616203784942627,0.2184005230665207,0.17213113605976105,0.2069225311279297,0.07936397939920425,0.07513526827096939,0.2787633240222931,0.263363242149353,0.1616203784942627,0.11395443230867386,0.30151426792144775,0.2949347496032715,0.2560983896255493,0.27468371391296387,0.15695175528526306,0.1554970145225525,0.11006313562393188
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.2360859364271164,0.25448864698410034,0.5201468467712402,0.11708971112966537,0.34068408608436584,0.27367478609085083,0.4933079481124878,0.4446498453617096,0.29355156421661377,0.20105446875095367,0.31091248989105225
landing,0.2088729292154312,0.17083740234375,0.12390837073326111,0.16402073204517365,0.08983760327100754,0.0075084492564201355,0.20515353977680206,0.16903410851955414,0.2088729292154312,0.008311343379318714,0.19237415492534637,0.1800927370786667,0.24055521190166473,0.13449163734912872,0.17377230525016785,0.1428471952676773,0.11133739352226257
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.30921506881713867,0.39658910036087036,0.6662389636039734,0.18942053616046906,0.4179787337779999,0.38928431272506714,1.0,0.44152235984802246,0.31775903701782227,0.24705806374549866,0.22068053483963013
network,0.19496823847293854,0.16917307674884796,0.1478661298751831,0.08572790026664734,0.4295894205570221,0.07819218933582306,0.35839420557022095,0.12521885335445404,0.19496823847293854,0.08280706405639648,0.15428373217582703,0.12354302406311035,0.27187061309814453,0.23709821701049805,0.21982574462890625,0.8756695985794067,0.17853789031505585
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.1697147786617279,-0.037580832839012146,0.23857662081718445,0.28539085388183594,1.0,0.12181311845779419,0.38128477334976196,0.3174246549606323,0.6662389636039734,0.39989137649536133,0.3249945342540741,0.17525765299797058,0.20430970191955566
fourth,0.29149749875068665,0.137417271733284,0.2531149685382843,0.1447589099407196,0.12729515135288239,0.031030623242259026,0.2125503271818161,0.2719719111919403,0.29149749875068665,0.4876725375652313,0.2604299783706665,0.34198638796806335,0.40804702043533325,0.14285089075565338,0.165368914604187,0.10130588710308075,0.13791213929653168
place,0.38128477334976196,0.2689766585826874,0.24802261590957642,0.24020224809646606,0.13112665712833405,-0.03236493840813637,0.20788204669952393,0.27271878719329834,0.38128477334976196,0.08831606060266495,1.0,0.3226894736289978,0.4179787337779999,0.28073838353157043,0.15742388367652893,0.16295035183429718,0.2455766350030899
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.2360859364271164,0.25448864698410034,0.5201468467712402,0.11708971112966537,0.34068408608436584,0.27367478609085083,0.4933079481124878,0.4446498453617096,0.29355156421661377,0.20105446875095367,0.31091248989105225
behind,0.3174246549606323,0.1959938108921051,0.15985725820064545,0.216286301612854,0.13531123101711273,0.06894329190254211,0.20101387798786163,0.2094501405954361,0.3174246549606323,0.1281636655330658,0.3226894736289978,0.9999999403953552,0.38928431272506714,0.23515844345092773,0.15588894486427307,0.11594754457473755,0.19274599850177765
nbc,0.19303210079669952,0.1638578325510025,0.1993783861398697,0.1728760302066803,0.63486248254776,0.07915050536394119,0.3254510760307312,0.1263813078403473,0.19303210079669952,0.09440875053405762,0.10189764946699142,0.1312233805656433,0.20618264377117157,0.16799424588680267,0.1856732815504074,0.4329241216182709,0.1680917739868164
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.2360859364271164,0.25448864698410034,0.5201468467712402,0.11708971112966537,0.34068408608436584,0.27367478609085083,0.4933079481124878,0.4446498453617096,0.29355156421661377,0.20105446875095367,0.31091248989105225
cbs,0.17584392428398132,0.1950361132621765,0.2058374136686325,0.15259867906570435,0.636570394039154,0.1045214831829071,0.3618500232696533,0.12919750809669495,0.17584392428398132,0.05322922021150589,0.08337215334177017,0.151946559548378,0.2283918708562851,0.1471167653799057,0.1811668425798416,0.4230174720287323,0.14594407379627228
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.06895173341035843,0.24312646687030792,0.24708716571331024,0.4954058527946472,0.16925321519374847,0.2813849449157715,0.3094099164009094,0.5171257257461548,0.5504306554794312,0.29795366525650024,0.27532249689102173,0.20544172823429108
fox,0.22528515756130219,0.16651637852191925,0.2195855677127838,0.17967204749584198,0.4152262508869171,0.12025188654661179,0.2408619374036789,0.2164408266544342,0.22528515756130219,0.18475039303302765,0.10277561843395233,0.14404748380184174,0.24760441482067108,0.18333250284194946,0.17299716174602509,0.31105709075927734,0.1670110523700714
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.18979617953300476,0.183883935213089,0.0012731997994706035,0.13954228162765503,0.21691228449344635,0.3087427020072937,0.10429752618074417,0.20666886866092682,0.15433914959430695,0.33289089798927307,0.25035592913627625,0.19543711841106415,0.18320514261722565,0.40561532974243164
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.17600902915000916,-0.010884488001465797,0.2345968633890152,0.19136181473731995,0.370934396982193,0.13781172037124634,0.22235022485256195,0.2356768548488617,0.4408751428127289,0.3321913778781891,0.19764594733715057,0.24484656751155853,0.17966607213020325
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.30921506881713867,0.39658910036087036,0.6662389636039734,0.18942053616046906,0.4179787337779999,0.38928431272506714,1.0,0.44152235984802246,0.31775903701782227,0.24705806374549866,0.22068053483963013
following,0.355264812707901,0.2506418824195862,0.2646180987358093,0.28040066361427307,0.1467348337173462,-0.005975736305117607,0.1892215460538864,0.25643232464790344,0.355264812707901,0.016674336045980453,0.18190120160579681,0.1377747505903244,0.39779382944107056,0.25207242369651794,0.21976196765899658,0.09128298610448837,0.1555173695087433
year,0.3359307050704956,0.15184831619262695,1.0,0.21422851085662842,0.2373921275138855,-0.04087831452488899,0.24396918714046478,0.3135334253311157,0.3359307050704956,0.16969339549541473,0.24802261590957642,0.15985725820064545,0.3609684407711029,0.20244070887565613,0.17671433091163635,0.12820519506931305,0.18315006792545319
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.2360859364271164,0.25448864698410034,0.5201468467712402,0.11708971112966537,0.34068408608436584,0.27367478609085083,0.4933079481124878,0.4446498453617096,0.29355156421661377,0.20105446875095367,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.2068762183189392,-0.01540423184633255,0.30921506881713867,0.39658910036087036,0.6662389636039734,0.18942053616046906,0.4179787337779999,0.38928431272506714,1.0,0.44152235984802246,0.31775903701782227,0.24705806374549866,0.22068053483963013
combined,0.3370276689529419,0.21267308294773102,0.14539821445941925,0.17568819224834442,0.11985378712415695,0.05644876882433891,0.20407597720623016,0.16953922808170319,0.3370276689529419,0.02499963343143463,0.1499663144350052,0.20663495361804962,0.3713363707065582,0.2864985466003418,0.24449054896831512,0.1868801862001419,0.17985320091247559
season-ending,0.2788254916667938,0.24973218142986298,0.3555893003940582,0.2334793359041214,0.2651446759700775,0.08473273366689682,0.3296087682247162,0.35363513231277466,0.2788254916667938,0.19165609776973724,0.26646438241004944,0.2868662178516388,0.35298117995262146,0.3174010217189789,0.28535985946655273,0.2717577815055847,0.20304614305496216
average,0.23465414345264435,0.24068789184093475,0.2935159504413605,0.13524195551872253,0.1194906085729599,0.08544468134641647,0.33804991841316223,0.1998668760061264,0.23465414345264435,0.07111013680696487,0.15299782156944275,0.11761492490768433,0.27058175206184387,0.24968191981315613,0.1406625509262085,0.22668242454528809,0.21764592826366425
audience,0.2231249362230301,0.3657536208629608,0.15828292071819305,0.2623780071735382,0.09336394816637039,0.02227688394486904,0.48164093494415283,0.23082789778709412,0.2231249362230301,0.01946883462369442,0.23527954518795013,0.23593004047870636,0.26795145869255066,0.18969208002090454,0.09627699106931686,0.21592074632644653,0.2740955352783203
share,0.21491074562072754,0.2764742076396942,0.1539618968963623,0.25244811177253723,0.12420445680618286,0.10465416312217712,0.2925106883049011,0.17177684605121613,0.21491074562072754,0.06237764284014702,0.17215289175510406,0.2555309236049652,0.249948650598526,0.35621801018714905,0.18651342391967773,0.2592046856880188,0.1754547506570816
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.20606210827827454,0.2215006798505783,0.5696388483047485,0.1116921603679657,0.2685627043247223,0.2801654636859894,0.733189046382904,0.38583824038505554,0.2641255557537079,0.17763681709766388,0.1826142966747284
abc,0.1697147786617279,0.1317344456911087,0.2373921275138855,0.13353709876537323,1.0000001192092896,0.06670809537172318,0.31620144844055176,0.16926881670951843,0.1697147786617279,0.13206711411476135,0.13112665712833405,0.13531123101711273,0.2068762183189392,0.10159935057163239,0.1743539571762085,0.350273072719574,0.19065172970294952
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2097204476594925,-0.0016132977325469255,0.2360859364271164,0.25448864698410034,0.5201468467712402,0.11708971112966537,0.34068408608436584,0.27367478609085083,0.4933079481124878,0.4446498453617096,0.29355156421661377,0.20105446875095367,0.31091248989105225
nbc,0.19303210079669952,0.1638578325510025,0.1993783861398697,0.1728760302066803,0.63486248254776,0.07915050536394119,0.3254510760307312,0.1263813078403473,0.19303210079669952,0.09440875053405762,0.10189764946699142,0.1312233805656433,0.20618264377117157,0.16799424588680267,0.1856732815504074,0.4329241216182709,0.1680917739868164
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.16453155875205994,0.06895173341035843,0.24312646687030792,0.24708716571331024,0.4954058527946472,0.16925321519374847,0.2813849449157715,0.3094099164009094,0.5171257257461548,0.5504306554794312,0.29795366525650024,0.27532249689102173,0.20544172823429108
cbs,0.17584392428398132,0.1950361132621765,0.2058374136686325,0.15259867906570435,0.636570394039154,0.1045214831829071,0.3618500232696533,0.12919750809669495,0.17584392428398132,0.05322922021150589,0.08337215334177017,0.151946559548378,0.2283918708562851,0.1471167653799057,0.1811668425798416,0.4230174720287323,0.14594407379627228
represented,0.33309870958328247,0.139044851064682,0.1495601385831833,0.154952272772789,0.1858014017343521,0.09158138185739517,0.1649080067873001,0.17315888404846191,0.33309870958328247,0.16404396295547485,0.13470885157585144,0.17765909433364868,0.3256146013736725,0.2581391930580139,0.14157229661941528,0.1409730762243271,0.11276352405548096
only,0.42992329597473145,0.41415658593177795,0.2698895335197449,0.4039593040943146,0.1885126382112503,0.08984304964542389,0.30055326223373413,0.2733316421508789,0.42992329597473145,0.09632526338100433,0.2536962330341339,0.268586665391922,0.5497692227363586,0.43831267952919006,0.2559734284877777,0.21256031095981598,0.2767370045185089
32,-0.04161756858229637,-0.003086621640250087,0.021667251363396645,-0.016982844099402428,0.04393606632947922,-0.0795271247625351,0.02650291658937931,0.0830196738243103,-0.04161756858229637,-0.014047352597117424,0.03207135200500488,0.04203163832426071,-0.06675421446561813,-0.06731992214918137,-0.00041635066736489534,-0.02085634134709835,0.04494665935635567
%,0.19465309381484985,0.20738190412521362,0.12068747729063034,0.1450016051530838,0.061222776770591736,0.031266406178474426,0.2878183126449585,0.12853237986564636,0.19465309381484985,0.07089024782180786,0.10077206045389175,0.06514327228069305,0.21490740776062012,0.20763003826141357,0.15979990363121033,0.2089633196592331,0.21441808342933655
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.14607268571853638,-0.03817026689648628,0.20606210827827454,0.2215006798505783,0.5696388483047485,0.1116921603679657,0.2685627043247223,0.2801654636859894,0.733189046382904,0.38583824038505554,0.2641255557537079,0.17763681709766388,0.1826142966747284
u.s.,-0.003064807504415512,0.11178889125585556,0.1071796864271164,0.11472565680742264,0.042879559099674225,-0.015024582855403423,0.09226991981267929,0.09827718138694763,-0.003064807504415512,-0.004598862491548061,0.032533254474401474,0.047575999051332474,0.06592652946710587,0.01848480850458145,0.01376468688249588,-0.036322060972452164,0.07886100560426712
households,0.24879489839076996,0.1889873743057251,0.2249685823917389,0.18521134555339813,0.12057404220104218,0.06514795124530792,0.34394681453704834,0.05765882879495621,0.24879489839076996,0.0016889201942831278,0.23202922940254211,0.1238732635974884,0.26440316438674927,0.24486948549747467,0.09178082644939423,0.2290411740541458,0.17362827062606812
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.18584993481636047,0.18381085991859436,0.021107977256178856,0.16872641444206238,0.2439398169517517,0.3326910734176636,0.11706796288490295,0.2269994467496872,0.18223288655281067,0.3456730246543884,0.26200005412101746,0.17611342668533325,0.19912277162075043,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2567209303379059,-0.003708066651597619,0.3083479702472687,0.26526886224746704,0.5591574311256409,0.13960666954517365,0.2844318151473999,0.24024903774261475,0.5934505462646484,0.41511186957359314,0.3054012954235077,0.24027101695537567,0.4130953550338745
