,what,co-receptor,recruits,molecules,inside,the,t,cell,that,are,responsible,for,cell,activation,?
cd4,0.2524934709072113,0.21695232391357422,0.11459481716156006,0.2809777557849884,0.20160308480262756,0.18933187425136566,0.2933129072189331,0.19850404560565948,0.24397124350070953,0.2153632938861847,0.11577101051807404,0.1814066618680954,0.19850404560565948,0.2527453303337097,0.3438388407230377
co-receptor,0.20569512248039246,1.0,0.1705830991268158,0.5133453011512756,0.299387663602829,0.25390109419822693,0.2285490781068802,0.47887372970581055,0.2648524045944214,0.27330976724624634,0.2571167051792145,0.14980460703372955,0.47887372970581055,0.5175395011901855,0.11177180707454681
",",0.3087472915649414,0.161176860332489,0.16549861431121826,0.18639802932739258,0.2100258767604828,0.4933079481124878,0.31002363562583923,0.17534321546554565,0.4137537479400635,0.4062570035457611,0.2192283272743225,0.4464869201183319,0.17534321546554565,0.2263905256986618,0.31091248989105225
which,0.5261979103088379,0.3366515040397644,0.1828572154045105,0.35953670740127563,0.45715823769569397,0.6521818041801453,0.21813765168190002,0.26335951685905457,0.6894589066505432,0.42922598123550415,0.2860240638256073,0.44095608592033386,0.26335951685905457,0.3675270974636078,0.25814583897590637
recruits,0.13316677510738373,0.1705830991268158,0.9999998807907104,0.2057524025440216,0.11662410199642181,0.22944276034832,0.1095193549990654,0.07747504860162735,0.20316685736179352,0.21476978063583374,0.20371612906455994,0.24848710000514984,0.07747504860162735,0.22839167714118958,0.1447286456823349
molecules,0.2143162339925766,0.5133453011512756,0.2057524025440216,0.9999999403953552,0.2766249179840088,0.2374771386384964,0.22650130093097687,0.45167991518974304,0.29100579023361206,0.3300325572490692,0.19853055477142334,0.20138822495937347,0.45167991518974304,0.4598263204097748,0.17409995198249817
inside,0.2567365765571594,0.299387663602829,0.11662410199642181,0.2766249179840088,1.0000001192092896,0.35313180088996887,0.13668829202651978,0.3840719163417816,0.3693249523639679,0.3166534900665283,0.18385079503059387,0.23780076205730438,0.3840719163417816,0.24932174384593964,0.14505037665367126
the,0.42745697498321533,0.25390109419822693,0.22944276034832,0.2374771386384964,0.35313180088996887,1.0,0.2083338052034378,0.15822452306747437,0.5473989248275757,0.40399202704429626,0.3305104374885559,0.4739971458911896,0.15822452306747437,0.30273205041885376,0.22068053483963013
t,0.37454068660736084,0.2285490781068802,0.1095193549990654,0.22650130093097687,0.13668829202651978,0.2083338052034378,0.9999999403953552,0.24071010947227478,0.3801133632659912,0.2180873155593872,0.0812702402472496,0.26018503308296204,0.24071010947227478,0.25688496232032776,0.4954066574573517
cell,0.19222842156887054,0.47887372970581055,0.07747504860162735,0.45167991518974304,0.3840719163417816,0.15822452306747437,0.24071010947227478,1.0000001192092896,0.24500271677970886,0.19039002060890198,0.178481787443161,0.1766597181558609,1.0000001192092896,0.4333576261997223,0.2058541625738144
(,0.2411840260028839,0.21235831081867218,0.08311682939529419,0.18329155445098877,0.1561315506696701,0.33289089798927307,0.29704031348228455,0.20061977207660675,0.2264307141304016,0.23263892531394958,0.1511021852493286,0.3357032239437103,0.20061977207660675,0.20858408510684967,0.40561532974243164
e.g.,0.04733210429549217,-0.03674127906560898,0.01349247433245182,-0.07536496222019196,0.03669380769133568,-0.0011739471228793263,-0.0626697689294815,-0.02667469158768654,-0.011973978020250797,-0.04146725311875343,0.027854079380631447,-0.011424453929066658,-0.02667469158768654,-0.07113728672266006,0.018727071583271027
",",0.3087472915649414,0.161176860332489,0.16549861431121826,0.18639802932739258,0.2100258767604828,0.4933079481124878,0.31002363562583923,0.17534321546554565,0.4137537479400635,0.4062570035457611,0.2192283272743225,0.4464869201183319,0.17534321546554565,0.2263905256986618,0.31091248989105225
lck,0.27214106917381287,0.22778840363025665,0.1603560894727707,0.23492637276649475,0.1185096800327301,0.24098794162273407,0.30043068528175354,0.1467636227607727,0.2525995671749115,0.14153234660625458,0.08574149012565613,0.23849491775035858,0.1467636227607727,0.17889933288097382,0.22315500676631927
),0.26259949803352356,0.17463363707065582,0.08222062140703201,0.17004519701004028,0.16993500292301178,0.3456730246543884,0.2804548442363739,0.2050846964120865,0.23478686809539795,0.2373749315738678,0.1484149545431137,0.3639558255672455,0.2050846964120865,0.21259728074073792,0.42300865054130554
that,0.6297725439071655,0.2648524045944214,0.20316685736179352,0.29100579023361206,0.3693249523639679,0.5473989248275757,0.3801133632659912,0.24500271677970886,1.0,0.45265161991119385,0.3398503065109253,0.4137635827064514,0.24500271677970886,0.307949960231781,0.32716336846351624
are,0.29724663496017456,0.27330976724624634,0.21476978063583374,0.3300325572490692,0.3166534900665283,0.40399202704429626,0.2180873155593872,0.19039002060890198,0.45265161991119385,1.0,0.2889936864376068,0.3895993232727051,0.19039002060890198,0.22869804501533508,0.24591213464736938
responsible,0.26869386434555054,0.2571167051792145,0.20371612906455994,0.19853055477142334,0.18385079503059387,0.3305104374885559,0.0812702402472496,0.178481787443161,0.3398503065109253,0.2889936864376068,1.0,0.35061514377593994,0.178481787443161,0.31467440724372864,0.11367333680391312
for,0.3017193675041199,0.14980460703372955,0.24848710000514984,0.20138822495937347,0.23780076205730438,0.4739971458911896,0.26018503308296204,0.1766597181558609,0.4137635827064514,0.3895993232727051,0.35061514377593994,0.9999999403953552,0.1766597181558609,0.28244516253471375,0.264628142118454
the,0.42745697498321533,0.25390109419822693,0.22944276034832,0.2374771386384964,0.35313180088996887,1.0,0.2083338052034378,0.15822452306747437,0.5473989248275757,0.40399202704429626,0.3305104374885559,0.4739971458911896,0.15822452306747437,0.30273205041885376,0.22068053483963013
t,0.37454068660736084,0.2285490781068802,0.1095193549990654,0.22650130093097687,0.13668829202651978,0.2083338052034378,0.9999999403953552,0.24071010947227478,0.3801133632659912,0.2180873155593872,0.0812702402472496,0.26018503308296204,0.24071010947227478,0.25688496232032776,0.4954066574573517
cell,0.19222842156887054,0.47887372970581055,0.07747504860162735,0.45167991518974304,0.3840719163417816,0.15822452306747437,0.24071010947227478,1.0000001192092896,0.24500271677970886,0.19039002060890198,0.178481787443161,0.1766597181558609,1.0000001192092896,0.4333576261997223,0.2058541625738144
's,0.02692362666130066,-0.08137842267751694,-0.01309764664620161,-0.05182359367609024,-0.05342594534158707,-0.01540423184633255,0.06055903434753418,-0.07942157983779907,0.04397977516055107,-0.008927806280553341,0.002397976815700531,-0.07241261005401611,-0.07942157983779907,-0.09421758353710175,-0.023395681753754616
activation,0.2419547140598297,0.5175395011901855,0.22839167714118958,0.4598263204097748,0.24932174384593964,0.30273205041885376,0.25688496232032776,0.4333576261997223,0.307949960231781,0.22869804501533508,0.31467440724372864,0.28244516253471375,0.4333576261997223,0.9999998807907104,0.19980524480342865
.,0.3567904531955719,0.21213093400001526,0.1985270082950592,0.25748172402381897,0.3128161132335663,0.5934505462646484,0.3410096764564514,0.2801848351955414,0.4460422694683075,0.3452940285205841,0.2309054434299469,0.4726039469242096,0.2801848351955414,0.31713196635246277,0.4130953550338745
