,what,did,the,amazon,rainforest,do,during,the,middle,miocene,?
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.11170908063650131,0.1900283694267273,0.1831897497177124,1.0,0.4838213622570038,0.2737145721912384,0.2519089877605438,0.1325719803571701
the,0.42745697498321533,0.34736719727516174,1.0,0.260541707277298,0.2571161389350891,0.30239659547805786,0.4838213622570038,1.0,0.3405749201774597,0.18358224630355835,0.22068053483963013
middle,0.18312302231788635,0.17732174694538116,0.3405749201774597,0.13513457775115967,0.20448337495326996,0.12397299706935883,0.2737145721912384,0.3405749201774597,0.9999998807907104,0.33350157737731934,0.13139553368091583
miocene,0.21224449574947357,0.18433159589767456,0.18358224630355835,0.20750561356544495,0.3829556703567505,0.1367805302143097,0.2519089877605438,0.18358224630355835,0.33350157737731934,1.0000001192092896,0.17454083263874054
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.3283645510673523,0.3225448727607727,0.4933079481124878,0.24847112596035004,0.22363276779651642,0.31091248989105225
then,0.4072686731815338,0.303744375705719,0.4297412931919098,0.12791220843791962,0.13874958455562592,0.27838701009750366,0.27329909801483154,0.4297412931919098,0.19181853532791138,0.20953306555747986,0.2884598970413208
retracted,0.18394194543361664,0.23658187687397003,0.23689348995685577,0.13275840878486633,0.1112980768084526,0.24302908778190613,0.1899256855249405,0.23689348995685577,0.1605387181043625,0.2876013517379761,0.15319350361824036
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.17033490538597107,0.23412610590457916,0.38876664638519287,0.2828781306743622,0.535392165184021,0.2015334814786911,0.18162402510643005,0.29463258385658264
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.26237669587135315,0.30341604351997375,0.5829201340675354,0.23820361495018005,0.1425538957118988,0.23916715383529663
mostly,0.32312366366386414,0.20761212706565857,0.3490641117095947,0.19168931245803833,0.2903974652290344,0.20580069720745087,0.3008732497692108,0.3490641117095947,0.23112425208091736,0.22165073454380035,0.09124795347452164
inland,0.17397060990333557,0.18365129828453064,0.28756555914878845,0.27776065468788147,0.40582138299942017,0.1559409201145172,0.18573962152004242,0.28756555914878845,0.17707759141921997,0.3036072850227356,0.1506642997264862
formation,0.16291823983192444,0.1121787428855896,0.33687281608581543,0.09974120557308197,0.22916540503501892,0.12149153649806976,0.24706533551216125,0.33687281608581543,0.17563502490520477,0.3365660607814789,0.09831923991441727
at,0.2838611304759979,0.28390252590179443,0.457212895154953,0.1615314781665802,0.17889252305030823,0.1511090099811554,0.372769296169281,0.457212895154953,0.23513086140155792,0.18674129247665405,0.21978627145290375
the,0.42745697498321533,0.34736719727516174,1.0,0.260541707277298,0.2571161389350891,0.30239659547805786,0.4838213622570038,1.0,0.3405749201774597,0.18358224630355835,0.22068053483963013
last,0.23175878822803497,0.30895525217056274,0.3698786795139313,0.08966679126024246,0.16684876382350922,0.1877782642841339,0.3807850182056427,0.3698786795139313,0.22498966753482819,0.2053622007369995,0.22371746599674225
glacial,0.15804831683635712,0.14076055586338043,0.23225238919258118,0.1315527856349945,0.34196141362190247,0.14884252846240997,0.266828328371048,0.23225238919258118,0.23774391412734985,0.4775175154209137,0.09140896797180176
maximum,0.19255907833576202,0.10565699636936188,0.228700190782547,0.21980735659599304,0.21575546264648438,0.1757815182209015,0.15797853469848633,0.228700190782547,0.1758975088596344,0.16103248298168182,0.10959649085998535
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.262887567281723,0.25713270902633667,0.3613996207714081,0.3485563397407532,0.5934505462646484,0.2989427447319031,0.22835129499435425,0.4130953550338745
