,western,governments,considered,islamists,to,be,the,lesser,of,two,evils,when,compared,to,whom,?
time—more,0.21505436301231384,0.23442186415195465,0.23657479882240295,0.1811111867427826,0.37975868582725525,0.3578934669494629,0.3753361403942108,0.13577890396118164,0.29420217871665955,0.31813356280326843,0.20784629881381989,0.35347697138786316,0.2883490025997162,0.37975868582725525,0.2527064383029938,0.36358392238616943
dangerous,0.16365857422351837,0.2103162407875061,0.35026857256889343,0.23343738913536072,0.28846338391304016,0.3344552218914032,0.22045794129371643,0.17305676639080048,0.2242710292339325,0.20246762037277222,0.25359225273132324,0.3291899263858795,0.1705348938703537,0.28846338391304016,0.17621153593063354,0.18417835235595703
leftist/communist/nationalist,0.2863140106201172,0.5196797251701355,0.25442156195640564,0.5564227104187012,0.23035766184329987,0.23482561111450195,0.27196893095970154,0.20275305211544037,0.2651958763599396,0.1999390572309494,0.2703847885131836,0.25256988406181335,0.16231930255889893,0.23035766184329987,0.25564339756965637,0.22869491577148438
insurgents/opposition,0.2569277286529541,0.47644397616386414,0.28262656927108765,0.5229870676994324,0.2668800354003906,0.2965626120567322,0.35360169410705566,0.193740114569664,0.3221496641635895,0.29133322834968567,0.31647056341171265,0.3075393736362457,0.21535079181194305,0.2668800354003906,0.24592508375644684,0.24393583834171295
",",0.27542921900749207,0.259052038192749,0.32932984828948975,0.1822616159915924,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.2190428227186203,0.4946078956127167,0.35859420895576477,0.2502830922603607,0.36674630641937256,0.25363782048225403,0.44245919585227966,0.25587570667266846,0.31091248989105225
which,0.23897536098957062,0.2930406332015991,0.32509535551071167,0.2749505937099457,0.5345056653022766,0.476310670375824,0.6521818041801453,0.29627567529678345,0.5011631846427917,0.4674137234687805,0.19601701200008392,0.572554349899292,0.2794484496116638,0.5345056653022766,0.2923651933670044,0.25814583897590637
islamists,0.2040775567293167,0.4846082031726837,0.2530708909034729,1.0000001192092896,0.28735893964767456,0.25897660851478577,0.2982981204986572,0.1848958432674408,0.22912132740020752,0.2400657832622528,0.2941916584968567,0.2116072028875351,0.13600531220436096,0.28735893964767456,0.2513868808746338,0.17165705561637878
were,0.22601988911628723,0.32859161496162415,0.2681999206542969,0.2841334342956543,0.31913647055625916,0.4064064621925354,0.3906462490558624,0.13139481842517853,0.34038281440734863,0.4493520259857178,0.21307514607906342,0.29649975895881653,0.3065771758556366,0.31913647055625916,0.27088287472724915,0.17890112102031708
correctly,0.0779247134923935,0.1741262823343277,0.18650943040847778,0.20537380874156952,0.3935893774032593,0.4099086821079254,0.3099958002567291,0.1320115178823471,0.1631389856338501,0.17463164031505585,0.21808701753616333,0.3676883280277252,0.25255781412124634,0.3935893774032593,0.19904480874538422,0.36838996410369873
seen,0.21078090369701385,0.15610665082931519,0.4663122892379761,0.18796829879283905,0.2634880542755127,0.37386253476142883,0.3442007005214691,0.2030942291021347,0.28639769554138184,0.21497389674186707,0.18727236986160278,0.26541221141815186,0.3315661549568176,0.2634880542755127,0.1521512269973755,0.2567344307899475
as,0.23040111362934113,0.22658605873584747,0.4031961262226105,0.22168304026126862,0.42092081904411316,0.5230465531349182,0.48381632566452026,0.22325441241264343,0.3886612355709076,0.3029302954673767,0.19660069048404694,0.4437963366508484,0.2889116704463959,0.42092081904411316,0.31695985794067383,0.27043893933296204
opposing,0.1398497074842453,0.288451224565506,0.2314291149377823,0.34362518787384033,0.2617394030094147,0.2983967959880829,0.24205999076366425,0.16376419365406036,0.22845008969306946,0.3262324333190918,0.2583651840686798,0.26638367772102356,0.2468535155057907,0.2617394030094147,0.15845179557800293,0.23064684867858887
.,0.2816847264766693,0.24066300690174103,0.29356086254119873,0.22075964510440826,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.2503368854522705,0.5352458953857422,0.3524959683418274,0.2117277830839157,0.475719153881073,0.27071613073349,0.4645031690597534,0.26115289330482483,0.4130953550338745
