,what,is,the,name,of,the,trophy,that,all,super,bowl,winners,receive,?
winner,0.16745254397392273,0.16638970375061035,0.25965070724487305,0.13770653307437897,0.1759829819202423,0.25965070724487305,0.4792083203792572,0.1904953271150589,0.11159532517194748,0.2215203493833542,0.17700685560703278,0.8053475022315979,0.30364394187927246,0.14322948455810547
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.19089318811893463,0.41498205065727234,0.42798417806625366,0.14718765020370483,0.2243070751428604,0.21488744020462036,0.25992685556411743,0.1826142966747284
super,0.13651713728904724,0.15390309691429138,0.21959073841571808,0.15042594075202942,0.14718765020370483,0.21959073841571808,0.22799652814865112,0.18258553743362427,0.26925644278526306,1.0000001192092896,0.4848237931728363,0.21599897742271423,0.12018950283527374,0.166326642036438
bowl,0.15942467749118805,0.14233897626399994,0.21576224267482758,0.10893726348876953,0.2243070751428604,0.21576224267482758,0.30741387605667114,0.10987387597560883,0.2204573154449463,0.4848237931728363,1.0,0.1901484876871109,0.19841083884239197,0.21118052303791046
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,0.016763124614953995,-0.014119508676230907,0.10941741615533829,0.0833745002746582,0.005446359980851412,0.024372244253754616,-0.0037963998038321733,0.030512850731611252
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.19432270526885986,0.2473582625389099,0.3635469079017639,0.14131833612918854,0.4857470989227295,0.3951299488544464,0.1544499397277832,0.1507955938577652,0.2476932555437088,0.3377971649169922,0.35046905279159546
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.34663957357406616,0.4924938678741455,0.6021018624305725,0.18738575279712677,0.6005857586860657,0.42201146483421326,0.27527010440826416,0.2647361755371094,0.1512034833431244,0.2446223348379135,0.21848613023757935
receive,0.20392422378063202,0.20318937301635742,0.2726488411426544,0.07940290123224258,0.25992685556411743,0.2726488411426544,0.2880435585975647,0.2748669683933258,0.2406056523323059,0.12018950283527374,0.19841083884239197,0.3146294951438904,0.9999998807907104,0.1652119904756546
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.5829201340675354,0.13705076277256012,0.47537946701049805,0.2696802616119385,0.26005712151527405,0.19533146917819977,0.19021403789520264,0.25780048966407776,0.23916715383529663
large,0.2017821967601776,0.2971126437187195,0.3828733265399933,0.1343102604150772,0.3569655418395996,0.3828733265399933,0.08512219786643982,0.34200385212898254,0.3291279077529907,0.1995639204978943,0.19957147538661957,0.12510119378566742,0.15308351814746857,0.1355665624141693
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.246511310338974,0.4137537479400635,0.425624817609787,0.22322475910186768,0.1810409277677536,0.2575969099998474,0.26574233174324036,0.31091248989105225
18-karat,0.15049412846565247,0.19467170536518097,0.24971231818199158,0.15338315069675446,0.27096596360206604,0.24971231818199158,0.17926310002803802,0.11656733602285385,0.14990633726119995,0.22241461277008057,0.19312359392642975,0.14803142845630646,0.1052219420671463,0.11272428929805756
gold-plated,0.2947768568992615,0.2539888322353363,0.3553030788898468,0.2257540374994278,0.25277215242385864,0.3553030788898468,0.25505292415618896,0.4080057442188263,0.304951936006546,0.24225208163261414,0.28774550557136536,0.27287375926971436,0.26457953453063965,0.30139079689979553
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.1001104861497879,0.06780257821083069,0.029072100296616554,-0.027883505448698997,0.05285148695111275,0.0555710643529892,0.012585706077516079,-0.004176590591669083,-0.006164617370814085,-0.009453177452087402,0.0685480609536171
50,-0.04124141484498978,0.0017694636480882764,0.03602437674999237,-0.0409264862537384,0.006577443331480026,0.03602437674999237,0.016763124614953995,-0.014119508676230907,0.10941741615533829,0.0833745002746582,0.005446359980851412,0.024372244253754616,-0.0037963998038321733,0.030512850731611252
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.003883055876940489,0.13035868108272552,0.041273195296525955,-0.04935453459620476,0.007880004122853279,-0.05933554098010063,-0.02655862085521221,-0.008809788152575493,0.008791542612016201,-0.04442259296774864,0.018684765323996544
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2492588460445404,0.4460422694683075,0.43406882882118225,0.2757420241832733,0.21516893804073334,0.1843245029449463,0.24563279747962952,0.4130953550338745
