,when,did,isil,pledge,allegiance,to,al-qaeda,?
2003,-0.2741066515445709,-0.1555103063583374,-0.21878007054328918,-0.12673868238925934,-0.03446216881275177,-0.1959497481584549,-0.11745160818099976,-0.17560148239135742
invasion,0.22931015491485596,0.1800924837589264,0.3870678246021271,0.2720274329185486,0.3515445590019226,0.2535645365715027,0.30123427510261536,0.18923960626125336
of,0.3757161796092987,0.2513895630836487,0.28227677941322327,0.25320112705230713,0.29746443033218384,0.41548454761505127,0.2458120435476303,0.1826142966747284
iraq,0.18425685167312622,0.17306172847747803,0.5439139008522034,0.24833033978939056,0.22682252526283264,0.18802489340305328,0.4509291350841522,0.13788843154907227
by,0.4376842677593231,0.18574509024620056,0.27227139472961426,0.20117369294166565,0.19246992468833923,0.33534231781959534,0.21088847517967224,0.17966607213020325
western,0.2197389006614685,0.15773870050907135,0.22795885801315308,0.1577989161014557,0.20713847875595093,0.18838192522525787,0.1397458016872406,0.17439141869544983
forces,0.2460811883211136,0.13164828717708588,0.37241923809051514,0.2678018808364868,0.3720128536224365,0.2581802308559418,0.32322177290916443,0.16984491050243378
",",0.36674630641937256,0.3015086054801941,0.26200172305107117,0.25115370750427246,0.17636556923389435,0.44245919585227966,0.24820753931999207,0.31091248989105225
joined,0.2696928381919861,0.2579648792743683,0.19859550893306732,0.16029798984527588,0.23560641705989838,0.18175388872623444,0.15740211308002472,0.06566751003265381
the,0.5091903209686279,0.34736719727516174,0.32370734214782715,0.2515122890472412,0.26782822608947754,0.535392165184021,0.24044957756996155,0.22068053483963013
fight,0.3128635585308075,0.32103484869003296,0.2951687276363373,0.22988459467887878,0.2631881535053253,0.3154832720756531,0.27859270572662354,0.16463038325309753
in,0.4431333839893341,0.2593238651752472,0.22452087700366974,0.16540320217609406,0.19433653354644775,0.45010748505592346,0.18540461361408234,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.32370734214782715,0.2515122890472412,0.26782822608947754,0.535392165184021,0.24044957756996155,0.22068053483963013
syrian,0.19783326983451843,0.13533952832221985,0.46515336632728577,0.1933477371931076,0.2197272628545761,0.143992617726326,0.3175733685493469,0.11978482455015182
civil,0.14899945259094238,0.17288750410079956,0.2860581576824188,0.14767929911613464,0.23338554799556732,0.2019355595111847,0.1956653743982315,0.1494513899087906
war,0.26339730620384216,0.27422013878822327,0.3540465235710144,0.24383866786956787,0.34902575612068176,0.2610234022140503,0.26992109417915344,0.15510529279708862
beginning,0.41447868943214417,0.28616875410079956,0.20441730320453644,0.22973838448524475,0.2776837944984436,0.32582011818885803,0.1740380823612213,0.19413669407367706
in,0.4431333839893341,0.2593238651752472,0.22452087700366974,0.16540320217609406,0.19433653354644775,0.45010748505592346,0.18540461361408234,0.20430970191955566
march,0.22895319759845734,0.27992504835128784,0.20834046602249146,0.1809958815574646,0.16747769713401794,0.2274535447359085,0.23852400481700897,0.2802562415599823
2011,0.07140792906284332,-0.03760814294219017,0.11428651958703995,-0.04172895476222038,-0.05415844917297363,0.03410811722278595,0.04447897523641586,0.005212190095335245
",",0.36674630641937256,0.3015086054801941,0.26200172305107117,0.25115370750427246,0.17636556923389435,0.44245919585227966,0.24820753931999207,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.287468820810318,0.21585141122341156,0.17836980521678925,0.48971283435821533,0.22553576529026031,0.20544172823429108
was,0.37326499819755554,0.41399896144866943,0.28865739703178406,0.1939704269170761,0.22959114611148834,0.3636345863342285,0.28899458050727844,0.18412111699581146
expelled,0.3589226305484772,0.22422687709331512,0.32488206028938293,0.23347686231136322,0.3529127538204193,0.2640225291252136,0.276722252368927,0.04119007661938667
from,0.405669629573822,0.20248863101005554,0.20170927047729492,0.15754295885562897,0.21547062695026398,0.4069952368736267,0.2266867458820343,0.19969791173934937
al-qaeda,0.16748076677322388,0.18361106514930725,0.487177312374115,0.2622220516204834,0.24579912424087524,0.243631973862648,0.9999999403953552,0.1877317875623703
in,0.4431333839893341,0.2593238651752472,0.22452087700366974,0.16540320217609406,0.19433653354644775,0.45010748505592346,0.18540461361408234,0.20430970191955566
early,0.32107013463974,0.32047218084335327,0.246348038315773,0.16212941706180573,0.21664805710315704,0.24557004868984222,0.20648467540740967,0.15272949635982513
2014,0.1509266346693039,-0.002547524170950055,0.03637276589870453,0.010542621836066246,-0.026379525661468506,0.016496146097779274,0.11485175043344498,0.058127544820308685
",",0.36674630641937256,0.3015086054801941,0.26200172305107117,0.25115370750427246,0.17636556923389435,0.44245919585227966,0.24820753931999207,0.31091248989105225
(,0.2459595799446106,0.18979617953300476,0.17618434131145477,0.22116488218307495,0.15848489105701447,0.30882009863853455,0.1891176849603653,0.40561532974243164
which,0.572554349899292,0.2750149369239807,0.22256453335285187,0.2226182520389557,0.17914879322052002,0.5345056653022766,0.2518751621246338,0.25814583897590637
complained,0.30355098843574524,0.4460773169994354,0.18603171408176422,0.17984811961650848,0.19739896059036255,0.2663273215293884,0.13680419325828552,0.2260366827249527
of,0.3757161796092987,0.2513895630836487,0.28227677941322327,0.25320112705230713,0.29746443033218384,0.41548454761505127,0.2458120435476303,0.1826142966747284
its,0.34032323956489563,0.19922670722007751,0.2616722285747528,0.1269301027059555,0.18156081438064575,0.3691340684890747,0.1653975546360016,0.15103481709957123
failure,0.16057926416397095,0.20153479278087616,0.14199528098106384,0.15530569851398468,0.2163143903017044,0.2692638337612152,0.23301704227924347,0.12142058461904526
to,0.5423505902290344,0.4452643394470215,0.20913398265838623,0.3114546835422516,0.23390747606754303,1.0,0.243631973862648,0.29463258385658264
consult,0.184132918715477,0.2501526474952698,0.22992593050003052,0.2723684012889862,0.18844802677631378,0.3136545419692993,0.1928883045911789,0.290117084980011
and,0.4716290831565857,0.34479495882987976,0.287468820810318,0.21585141122341156,0.17836980521678925,0.48971283435821533,0.22553576529026031,0.20544172823429108
``,0.07174111902713776,-0.029888948425650597,0.07098841667175293,0.09420270472764969,-0.0009487302741035819,0.06720756739377975,0.06489665806293488,0.0685480609536171
notorious,0.17934803664684296,0.15179063379764557,0.3226686716079712,0.11662670224905014,0.1702810823917389,0.1943778693675995,0.2944026589393616,0.21345876157283783
intransigence,0.25198230147361755,0.16403138637542725,0.2836267650127411,0.3335079550743103,0.2899158000946045,0.287950336933136,0.3231602609157562,0.25471341609954834
'',-0.07688097655773163,0.01978493109345436,0.015057121403515339,-0.0949016734957695,-0.06866852194070816,-0.009905828163027763,0.04607932269573212,0.018684765323996544
),0.2538422644138336,0.18584993481636047,0.19666486978530884,0.2155093103647232,0.15164920687675476,0.31236231327056885,0.20851747691631317,0.42300865054130554
.,0.475719153881073,0.35288307070732117,0.253777414560318,0.18745620548725128,0.20543774962425232,0.4645031690597534,0.21664860844612122,0.4130953550338745
