,why,were,the,uighurs,ranked,higher,by,the,mongols,?
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
saying,0.4788651168346405,0.22497251629829407,0.30105578899383545,0.12477713078260422,0.13031870126724243,0.19202150404453278,0.23320677876472473,0.30105578899383545,0.17980213463306427,0.36382168531417847
that,0.5601457357406616,0.35517072677612305,0.5473989248275757,0.2328934520483017,0.18028749525547028,0.31370723247528076,0.37496164441108704,0.5473989248275757,0.22344286739826202,0.32716336846351624
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
uighur,0.1450759321451187,0.1574437916278839,0.2778043746948242,0.8024002909660339,0.22824987769126892,0.259729266166687,0.12364289909601212,0.2778043746948242,0.30120983719825745,0.21201187372207642
king,0.14350822567939758,0.21767130494117737,0.25887003540992737,0.17887505888938904,0.14068704843521118,0.15876513719558716,0.23436301946640015,0.25887003540992737,0.23180559277534485,0.19130074977874756
of,0.28464117646217346,0.34038281440734863,0.733189046382904,0.23551470041275024,0.276383638381958,0.3096220791339874,0.3646814823150635,0.733189046382904,0.23517343401908875,0.1826142966747284
qocho,0.2067277431488037,0.19504669308662415,0.30962467193603516,0.22279474139213562,0.1404360830783844,0.16152751445770264,0.15494047105312347,0.30962467193603516,0.2715598940849304,0.1867162138223648
was,0.23341619968414307,0.590133786201477,0.48711544275283813,0.20198987424373627,0.28979501128196716,0.12998951971530914,0.4752357602119446,0.48711544275283813,0.19519121944904327,0.18412111699581146
ranked,0.17326296865940094,0.19494067132472992,0.2711145281791687,0.21454299986362457,1.0000001192092896,0.2780408263206482,0.17682971060276031,0.2711145281791687,0.17161762714385986,0.12953443825244904
higher,0.17308205366134644,0.18113884329795837,0.3292480409145355,0.2771925628185272,0.2780408263206482,1.0,0.23272763192653656,0.3292480409145355,0.16134411096572876,0.15679465234279633
than,0.30495476722717285,0.2885614037513733,0.3227543234825134,0.2598858177661896,0.17055785655975342,0.4844343364238739,0.2015816867351532,0.3227543234825134,0.1295662820339203,0.24917294085025787
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
karluk,0.12550555169582367,0.1384601891040802,0.27753403782844543,0.3104875087738037,0.25728508830070496,0.14953885972499847,0.20375944674015045,0.27753403782844543,0.3057321310043335,0.20684975385665894
kara-khanid,0.16722680628299713,0.1440066546201706,0.2745368778705597,0.36973822116851807,0.21680788695812225,0.12221799045801163,0.18305978178977966,0.2745368778705597,0.5537573099136353,0.19402749836444855
ruler,0.15516172349452972,0.1744600385427475,0.23322275280952454,0.21565866470336914,0.09198835492134094,0.12120599299669266,0.17683714628219604,0.23322275280952454,0.3870810866355896,0.14533701539039612
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
who,0.36697277426719666,0.3188014328479767,0.3733934462070465,0.20429787039756775,0.17860917747020721,0.20071525871753693,0.39727845788002014,0.3733934462070465,0.2709572911262512,0.26220351457595825
in,0.23227278888225555,0.3815755248069763,0.6662389636039734,0.27905064821243286,0.2005387395620346,0.23285751044750214,0.370934396982193,0.6662389636039734,0.22694018483161926,0.20430970191955566
turn,0.2903428077697754,0.18078237771987915,0.3359498679637909,0.1718350350856781,0.16641999781131744,0.26097750663757324,0.2794087827205658,0.3359498679637909,0.16464167833328247,0.2072952687740326
was,0.23341619968414307,0.590133786201477,0.48711544275283813,0.20198987424373627,0.28979501128196716,0.12998951971530914,0.4752357602119446,0.48711544275283813,0.19519121944904327,0.18412111699581146
ranked,0.17326296865940094,0.19494067132472992,0.2711145281791687,0.21454299986362457,1.0000001192092896,0.2780408263206482,0.17682971060276031,0.2711145281791687,0.17161762714385986,0.12953443825244904
higher,0.17308205366134644,0.18113884329795837,0.3292480409145355,0.2771925628185272,0.2780408263206482,1.0,0.23272763192653656,0.3292480409145355,0.16134411096572876,0.15679465234279633
than,0.30495476722717285,0.2885614037513733,0.3227543234825134,0.2598858177661896,0.17055785655975342,0.4844343364238739,0.2015816867351532,0.3227543234825134,0.1295662820339203,0.24917294085025787
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
korean,0.14349901676177979,0.17153269052505493,0.2349277287721634,0.2948096990585327,0.14668162167072296,0.1591009646654129,0.1916719377040863,0.2349277287721634,0.22479528188705444,0.1996629685163498
king,0.14350822567939758,0.21767130494117737,0.25887003540992737,0.17887505888938904,0.14068704843521118,0.15876513719558716,0.23436301946640015,0.25887003540992737,0.23180559277534485,0.19130074977874756
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
who,0.36697277426719666,0.3188014328479767,0.3733934462070465,0.20429787039756775,0.17860917747020721,0.20071525871753693,0.39727845788002014,0.3733934462070465,0.2709572911262512,0.26220351457595825
was,0.23341619968414307,0.590133786201477,0.48711544275283813,0.20198987424373627,0.28979501128196716,0.12998951971530914,0.4752357602119446,0.48711544275283813,0.19519121944904327,0.18412111699581146
ranked,0.17326296865940094,0.19494067132472992,0.2711145281791687,0.21454299986362457,1.0000001192092896,0.2780408263206482,0.17682971060276031,0.2711145281791687,0.17161762714385986,0.12953443825244904
last,0.1652192920446396,0.25959286093711853,0.3698786795139313,0.19144245982170105,0.15547017753124237,0.12180081754922867,0.24441376328468323,0.3698786795139313,0.18699456751346588,0.22371746599674225
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
because,0.5926418900489807,0.3762696087360382,0.44596394896507263,0.20395930111408234,0.1769731342792511,0.32515743374824524,0.3562704622745514,0.44596394896507263,0.2003025859594345,0.2528740465641022
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
uighurs,0.13459716737270355,0.29615262150764465,0.3033442199230194,1.0,0.21454299986362457,0.2771925628185272,0.19488367438316345,0.3033442199230194,0.35289567708969116,0.17329514026641846
surrendered,0.09143739193677902,0.31249794363975525,0.2820700705051422,0.13506682217121124,0.13557791709899902,0.08804503828287125,0.2467731237411499,0.2820700705051422,0.385815292596817,0.09069284051656723
to,0.4100138247013092,0.31913647055625916,0.535392165184021,0.23656392097473145,0.08006753772497177,0.3279348313808441,0.33534231781959534,0.535392165184021,0.230276957154274,0.29463258385658264
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
mongols,0.13126856088638306,0.3104121685028076,0.310281366109848,0.35289567708969116,0.17161762714385986,0.16134411096572876,0.233955517411232,0.310281366109848,0.9999999403953552,0.11517509818077087
first,0.21323956549167633,0.3285558819770813,0.49448907375335693,0.183580681681633,0.20918375253677368,0.17356635630130768,0.3877052962779999,0.49448907375335693,0.11316115409135818,0.18701928853988647
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
karluks,0.17662584781646729,0.22989685833454132,0.3321180045604706,0.33990877866744995,0.24585777521133423,0.1873306930065155,0.2462792843580246,0.3321180045604706,0.37921327352523804,0.23538310825824738
surrendered,0.09143739193677902,0.31249794363975525,0.2820700705051422,0.13506682217121124,0.13557791709899902,0.08804503828287125,0.2467731237411499,0.2820700705051422,0.385815292596817,0.09069284051656723
after,0.2580932378768921,0.36224013566970825,0.4565047025680542,0.14104405045509338,0.1363501250743866,0.1495039165019989,0.41259682178497314,0.4565047025680542,0.2098093330860138,0.16608688235282898
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
uighurs,0.13459716737270355,0.29615262150764465,0.3033442199230194,1.0,0.21454299986362457,0.2771925628185272,0.19488367438316345,0.3033442199230194,0.35289567708969116,0.17329514026641846
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
and,0.27806392312049866,0.42175528407096863,0.5171257257461548,0.3292056918144226,0.21633140742778778,0.3147866129875183,0.4289871156215668,0.5171257257461548,0.2535054385662079,0.20544172823429108
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
koreans,0.24786031246185303,0.2924486994743347,0.2526109516620636,0.3603302538394928,0.16499793529510498,0.22815994918346405,0.1933436542749405,0.2526109516620636,0.3299066424369812,0.22291037440299988
surrendered,0.09143739193677902,0.31249794363975525,0.2820700705051422,0.13506682217121124,0.13557791709899902,0.08804503828287125,0.2467731237411499,0.2820700705051422,0.385815292596817,0.09069284051656723
last,0.1652192920446396,0.25959286093711853,0.3698786795139313,0.19144245982170105,0.15547017753124237,0.12180081754922867,0.24441376328468323,0.3698786795139313,0.18699456751346588,0.22371746599674225
",",0.2827242314815521,0.36755475401878357,0.4933079481124878,0.34912675619125366,0.21935869753360748,0.251458078622818,0.3680937886238098,0.4933079481124878,0.26664721965789795,0.31091248989105225
and,0.27806392312049866,0.42175528407096863,0.5171257257461548,0.3292056918144226,0.21633140742778778,0.3147866129875183,0.4289871156215668,0.5171257257461548,0.2535054385662079,0.20544172823429108
that,0.5601457357406616,0.35517072677612305,0.5473989248275757,0.2328934520483017,0.18028749525547028,0.31370723247528076,0.37496164441108704,0.5473989248275757,0.22344286739826202,0.32716336846351624
the,0.30742117762565613,0.3906462490558624,1.0,0.3033442199230194,0.2711145281791687,0.3292480409145355,0.4408751428127289,1.0,0.310281366109848,0.22068053483963013
uighurs,0.13459716737270355,0.29615262150764465,0.3033442199230194,1.0,0.21454299986362457,0.2771925628185272,0.19488367438316345,0.3033442199230194,0.35289567708969116,0.17329514026641846
surrendered,0.09143739193677902,0.31249794363975525,0.2820700705051422,0.13506682217121124,0.13557791709899902,0.08804503828287125,0.2467731237411499,0.2820700705051422,0.385815292596817,0.09069284051656723
peacefully,0.23822905123233795,0.2552809715270996,0.32506445050239563,0.20305182039737701,0.029187040403485298,0.12455509603023529,0.18213926255702972,0.32506445050239563,0.34133386611938477,0.19521015882492065
without,0.311673104763031,0.24341188371181488,0.3270869255065918,0.13489963114261627,0.06270930171012878,0.2823518216609955,0.3249483108520508,0.3270869255065918,0.22113990783691406,0.2928665280342102
violently,0.2460193932056427,0.265495240688324,0.2549045979976654,0.1921653002500534,0.09817396104335785,0.21904388070106506,0.32894355058670044,0.2549045979976654,0.2657287120819092,0.16854359209537506
resisting,0.1690777987241745,0.2258164882659912,0.3003624975681305,0.15530887246131897,0.10441237688064575,0.28522130846977234,0.26129257678985596,0.3003624975681305,0.19563257694244385,0.06712238490581512
.,0.32909876108169556,0.3378238379955292,0.5934505462646484,0.23798906803131104,0.21607504785060883,0.2524722218513489,0.3936232924461365,0.5934505462646484,0.1921418309211731,0.4130953550338745
