,what,is,a,genuine,love,of,god,with,heart,",",soul,and,mind,?
in,0.30808621644973755,0.5394441485404968,0.539380669593811,0.221604585647583,0.2026566118001938,0.5696388483047485,0.1355067938566208,0.4080928862094879,0.2078341841697693,0.5201468467712402,0.1501491367816925,0.4954058527946472,0.19911706447601318,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2630370259284973,0.19631516933441162,0.733189046382904,0.24689088761806488,0.4223487675189972,0.23747070133686066,0.4933079481124878,0.2054273635149002,0.5171257257461548,0.16300682723522186,0.22068053483963013
journey,0.1740729808807373,0.18803170323371887,0.1638973504304886,0.18637287616729736,0.2800315320491791,0.19444577395915985,0.2968522608280182,0.1583564132452011,0.26874855160713196,0.18947862088680267,0.2952406406402588,0.28162792325019836,0.14200830459594727,0.06391996890306473
toward,0.2619364559650421,0.20858484506607056,0.2229166328907013,0.21747709810733795,0.1430377960205078,0.25209522247314453,0.16029039025306702,0.22960752248764038,0.11671993136405945,0.22729860246181488,0.1779358834028244,0.31878143548965454,0.22389809787273407,0.09989774227142334
christian,0.17849333584308624,0.1473853588104248,0.1843954622745514,0.21974453330039978,0.17766399681568146,0.23494116961956024,0.27349409461021423,0.14147578179836273,0.13942131400108337,0.23595517873764038,0.2129030078649521,0.210403174161911,0.15998683869838715,0.1508396863937378
perfection,0.2403440624475479,0.26475611329078674,0.28832826018333435,0.3167678117752075,0.33575478196144104,0.23496948182582855,0.3134988248348236,0.20692114531993866,0.26054447889328003,0.23037490248680115,0.2583235204219818,0.28258058428764343,0.2839464545249939,0.1882336586713791
:,-0.12022944539785385,-0.07222653180360794,-0.0007584693375974894,-0.12975943088531494,-0.06045963615179062,-0.08807745575904846,-0.07002276182174683,0.039687950164079666,0.009573346003890038,-0.004729332868009806,-0.06954837590456009,-0.04625999182462692,-0.16513682901859283,-0.07156077772378922
a,0.3320399522781372,0.658733606338501,1.0,0.23852401971817017,0.23674970865249634,0.5052502155303955,0.18792781233787537,0.3783375024795532,0.2465386986732483,0.427140474319458,0.18477685749530792,0.3739250600337982,0.1835121214389801,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.23852401971817017,1.0,0.15136614441871643,0.24213914573192596,0.28100061416625977,0.2254890650510788,0.14649279415607452,0.27612000703811646,0.24520446360111237,0.30044496059417725,0.1794593781232834,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.23674970865249634,0.15136614441871643,0.9999998807907104,0.15893672406673431,0.36246347427368164,0.2557050883769989,0.245185986161232,0.2663334012031555,0.3788459002971649,0.2547922432422638,0.30266058444976807,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.24213914573192596,0.15893672406673431,1.0,0.2159487009048462,0.41827285289764404,0.21639685332775116,0.4946078956127167,0.1792602837085724,0.5116966962814331,0.17234256863594055,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.18792781233787537,0.28100061416625977,0.36246347427368164,0.2159487009048462,1.0,0.19523796439170837,0.1722990721464157,0.24755379557609558,0.3443109095096588,0.23257656395435333,0.24719887971878052,0.23396754264831543
with,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.2254890650510788,0.2557050883769989,0.41827285289764404,0.19523796439170837,0.9999999403953552,0.11649180948734283,0.4120737314224243,0.18804845213890076,0.5477725267410278,0.18194235861301422,0.2433311939239502
heart,0.18515849113464355,0.21632468700408936,0.2465386986732483,0.14649279415607452,0.245185986161232,0.21639685332775116,0.1722990721464157,0.11649180948734283,1.0000001192092896,0.30829477310180664,0.3137287199497223,0.25639602541923523,0.22835057973861694,0.11825142055749893
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.27612000703811646,0.2663334012031555,0.4946078956127167,0.24755379557609558,0.4120737314224243,0.30829477310180664,1.0000001192092896,0.27691033482551575,0.6633074283599854,0.31329867243766785,0.31091248989105225
soul,0.23502515256404877,0.1911991834640503,0.18477685749530792,0.24520446360111237,0.3788459002971649,0.1792602837085724,0.3443109095096588,0.18804845213890076,0.3137287199497223,0.27691033482551575,1.0000001192092896,0.2859630286693573,0.3633114695549011,0.2029775083065033
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.27612000703811646,0.2663334012031555,0.4946078956127167,0.24755379557609558,0.4120737314224243,0.30829477310180664,1.0000001192092896,0.27691033482551575,0.6633074283599854,0.31329867243766785,0.31091248989105225
mind,0.305233895778656,0.16031856834888458,0.1835121214389801,0.1794593781232834,0.30266058444976807,0.17234256863594055,0.24719887971878052,0.18194235861301422,0.22835057973861694,0.31329867243766785,0.3633114695549011,0.22276490926742554,1.0,0.22109316289424896
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.27612000703811646,0.2663334012031555,0.4946078956127167,0.24755379557609558,0.4120737314224243,0.30829477310180664,1.0000001192092896,0.27691033482551575,0.6633074283599854,0.31329867243766785,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.30044496059417725,0.2547922432422638,0.5116966962814331,0.23257656395435333,0.5477725267410278,0.25639602541923523,0.6633074283599854,0.2859630286693573,1.0,0.22276490926742554,0.20544172823429108
strength,0.23972263932228088,0.17222268879413605,0.22778591513633728,0.18390002846717834,0.18780222535133362,0.2074614018201828,0.2510015368461609,0.18305708467960358,0.13375532627105713,0.20631180703639984,0.24625183641910553,0.2987574636936188,0.19959808886051178,0.09558156877756119
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.27612000703811646,0.2663334012031555,0.4946078956127167,0.24755379557609558,0.4120737314224243,0.30829477310180664,1.0000001192092896,0.27691033482551575,0.6633074283599854,0.31329867243766785,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.30044496059417725,0.2547922432422638,0.5116966962814331,0.23257656395435333,0.5477725267410278,0.25639602541923523,0.6633074283599854,0.2859630286693573,1.0,0.22276490926742554,0.20544172823429108
a,0.3320399522781372,0.658733606338501,1.0,0.23852401971817017,0.23674970865249634,0.5052502155303955,0.18792781233787537,0.3783375024795532,0.2465386986732483,0.427140474319458,0.18477685749530792,0.3739250600337982,0.1835121214389801,0.23916715383529663
genuine,0.32851019501686096,0.2102500945329666,0.23852401971817017,1.0,0.15136614441871643,0.24213914573192596,0.28100061416625977,0.2254890650510788,0.14649279415607452,0.27612000703811646,0.24520446360111237,0.30044496059417725,0.1794593781232834,0.2639915645122528
love,0.2620820701122284,0.12761151790618896,0.23674970865249634,0.15136614441871643,0.9999998807907104,0.15893672406673431,0.36246347427368164,0.2557050883769989,0.245185986161232,0.2663334012031555,0.3788459002971649,0.2547922432422638,0.30266058444976807,0.24261747300624847
of,0.33290785551071167,0.4854315221309662,0.5052502155303955,0.24213914573192596,0.15893672406673431,1.0,0.2159487009048462,0.41827285289764404,0.21639685332775116,0.4946078956127167,0.1792602837085724,0.5116966962814331,0.17234256863594055,0.1826142966747284
our,0.3871900141239166,0.21384528279304504,0.23281335830688477,0.2467600405216217,0.1914418339729309,0.28844836354255676,0.2790161371231079,0.1942424178123474,0.18492519855499268,0.2564825713634491,0.1511794924736023,0.2550724446773529,0.24537776410579681,0.2894428074359894
neighbors,0.21172936260700226,0.18150940537452698,0.1720169186592102,0.12188410758972168,0.2739992141723633,0.15291766822338104,0.1684531718492508,0.3093681037425995,0.17579519748687744,0.2348688542842865,0.1945376694202423,0.291924387216568,0.1659274697303772,0.051071129739284515
as,0.31749409437179565,0.43216490745544434,0.39550232887268066,0.3098924160003662,0.17127498984336853,0.3886612355709076,0.20248441398143768,0.40387406945228577,0.12381653487682343,0.48816442489624023,0.207097589969635,0.49487000703811646,0.23618297278881073,0.27043893933296204
ourselves,0.4149954319000244,0.15238800644874573,0.15741340816020966,0.2779715955257416,0.2945488393306732,0.1767258197069168,0.31839242577552795,0.1464765965938568,0.14446713030338287,0.2012229710817337,0.27994227409362793,0.1816640943288803,0.36660444736480713,0.3727979063987732
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.2703531086444855,0.22712194919586182,0.5352458953857422,0.2337683141231537,0.4446153938770294,0.2621944844722748,0.6812511086463928,0.22981950640678406,0.588965117931366,0.2162405252456665,0.4130953550338745
