,how,many,teams,have,played,in,the,super,bowl,eight,times,?
",",0.22659391164779663,0.40610817074775696,0.22220629453659058,0.3541618287563324,0.2987361550331116,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.28017938137054443,0.2897866368293762,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2197335660457611,0.4711785912513733,0.268975168466568,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.33608970046043396,0.2611900568008423,0.20544172823429108
pittsburgh,0.1903776377439499,0.15012553334236145,0.27690577507019043,0.1606125682592392,0.2799229919910431,0.1921023428440094,0.22728557884693146,0.24357150495052338,0.33354419469833374,0.21672765910625458,0.17612449824810028,0.17622371017932892
steelers,0.124976746737957,0.16708071529865265,0.41794005036354065,0.2316836714744568,0.3378092646598816,0.16642944514751434,0.24458691477775574,0.3600083291530609,0.47470611333847046,0.25201717019081116,0.2687709629535675,0.2030561864376068
as,0.33782753348350525,0.4070141911506653,0.17005419731140137,0.37788212299346924,0.27623358368873596,0.3887844979763031,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.2167847752571106,0.2614286541938782,0.27043893933296204
one,0.3213292360305786,0.4223630726337433,0.30337628722190857,0.4507926106452942,0.22216525673866272,0.4129433035850525,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.5235236287117004,0.3664974272251129,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.27933305501937866,0.3802283704280853,0.21120788156986237,0.5696388483047485,0.733189046382904,0.14718765020370483,0.2243070751428604,0.3220755457878113,0.24352745711803436,0.1826142966747284
four,0.1955733299255371,0.4139232039451599,0.3023456633090973,0.3544043302536011,0.2532992959022522,0.3085027039051056,0.40344667434692383,0.17333437502384186,0.18062108755111694,0.6853699088096619,0.2773490250110626,0.14532537758350372
teams,0.11085164546966553,0.1992911547422409,1.0,0.27656877040863037,0.39578181505203247,0.2639528214931488,0.3164927661418915,0.26333683729171753,0.2752957046031952,0.28549376130104065,0.20071087777614594,0.11150168627500534
that,0.557814359664917,0.5391656160354614,0.22682182490825653,0.6182622313499451,0.16256408393383026,0.435920387506485,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.26218873262405396,0.2866678833961487,0.32716336846351624
have,0.4370637536048889,0.5841760635375977,0.27656877040863037,0.9999999403953552,0.16157019138336182,0.36843645572662354,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.31264185905456543,0.3492240011692047,0.32991164922714233
made,0.2655200958251953,0.3638485074043274,0.15167807042598724,0.2891587018966675,0.230319544672966,0.25271502137184143,0.3885267674922943,0.14032290875911713,0.206265389919281,0.24473369121551514,0.13152779638767242,0.17218779027462006
eight,0.222213014960289,0.348200261592865,0.28549376130104065,0.31264185905456543,0.22927135229110718,0.3002670109272003,0.34254369139671326,0.20521503686904907,0.17254112660884857,1.0000001192092896,0.2503972053527832,0.11634626984596252
appearances,0.17353549599647522,0.27557653188705444,0.2740537226200104,0.19192880392074585,0.4218762218952179,0.2627871632575989,0.25270983576774597,0.2672627866268158,0.23921391367912292,0.24208617210388184,0.2938914895057678,0.18098464608192444
in,0.2601168751716614,0.41474202275276184,0.2639528214931488,0.36843645572662354,0.27605336904525757,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.3002670109272003,0.2427823841571808,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3164927661418915,0.40389683842658997,0.2603478729724884,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.34254369139671326,0.29093852639198303,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.26333683729171753,0.19903038442134857,0.21511296927928925,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.20521503686904907,0.19135531783103943,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.2752957046031952,0.19536113739013672,0.19033360481262207,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.17254112660884857,0.25533148646354675,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.23459066450595856,0.41614407300949097,0.2876244783401489,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.38036930561065674,0.2891986668109894,0.4130953550338745
