,who,developed,the,actinide,concept,?
ted,0.22989284992218018,0.17158620059490204,0.17969244718551636,0.051310572773218155,0.10435822606086731,0.19378185272216797
fujita,0.19293563067913055,0.2191420942544937,0.11758249998092651,0.20583823323249817,0.16588947176933289,0.22572894394397736
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
chemists,0.23556369543075562,0.21757280826568604,0.19722460210323334,0.43784159421920776,0.27081239223480225,0.17960865795612335
glenn,0.23278698325157166,0.10405434668064117,0.2085290402173996,0.21507331728935242,0.11975112557411194,0.10261409729719162
t.,0.06143804267048836,-0.06416964530944824,-0.07556280493736267,0.0002576482074800879,-0.007203659974038601,0.025474894791841507
seaborg,0.1919867843389511,0.17052584886550903,0.26255837082862854,0.3941382169723511,0.1937778890132904,0.18632447719573975
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
the,0.3733934462070465,0.24490751326084137,1.0,0.2566675543785095,0.2355310022830963,0.22068053483963013
developer,0.23478424549102783,0.5370657444000244,0.19321660697460175,0.17430908977985382,0.2218891978263855,0.19652149081230164
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.27255135774612427,0.24082158505916595,0.1826142966747284
the,0.3733934462070465,0.24490751326084137,1.0,0.2566675543785095,0.2355310022830963,0.22068053483963013
actinide,0.1659007966518402,0.21657204627990723,0.2566675543785095,1.0,0.24429331719875336,0.17363353073596954
concept,0.2084418535232544,0.36560875177383423,0.2355310022830963,0.24429331719875336,0.9999998807907104,0.17160645127296448
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.19974622130393982,0.22126320004463196,0.20544172823429108
nobel,0.23225803673267365,0.17187276482582092,0.1909446120262146,0.2739783525466919,0.1547473520040512,0.15008176863193512
prize,0.20312342047691345,0.11834082007408142,0.18969248235225677,0.20065760612487793,0.15619195997714996,0.14158497750759125
winner,0.2246360182762146,0.04045400768518448,0.25965070724487305,0.15788079798221588,0.1654369831085205,0.14322948455810547
yuan,0.20351146161556244,0.06375307589769363,0.2548272907733917,0.1113307997584343,0.0952683538198471,0.12871281802654266
t.,0.06143804267048836,-0.06416964530944824,-0.07556280493736267,0.0002576482074800879,-0.007203659974038601,0.025474894791841507
lee,0.23078079521656036,0.0861964076757431,0.16821028292179108,0.11749538779258728,0.08701629191637039,0.19113655388355255
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
nobel,0.23225803673267365,0.17187276482582092,0.1909446120262146,0.2739783525466919,0.1547473520040512,0.15008176863193512
prize,0.20312342047691345,0.11834082007408142,0.18969248235225677,0.20065760612487793,0.15619195997714996,0.14158497750759125
winning,0.24573363363742828,0.10069157183170319,0.30045071244239807,0.11592365056276321,0.15353819727897644,0.1251823455095291
novelist,0.1976832151412964,0.15117207169532776,0.15419939160346985,0.187275692820549,0.08718473464250565,0.16636928915977478
saul,0.27181562781333923,0.10753606259822845,0.2076161801815033,0.1352730095386505,0.19582335650920868,0.19444164633750916
bellow,0.264139324426651,0.1539948433637619,0.1750066578388214,0.16849006712436676,0.12439286708831787,0.15036533772945404
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
political,0.24357503652572632,0.1073916032910347,0.20477235317230225,0.14906474947929382,0.22943691909313202,0.17130474746227264
philosopher,0.305105984210968,0.18025963008403778,0.14052307605743408,0.22379332780838013,0.2928060293197632,0.1893014907836914
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.19974622130393982,0.22126320004463196,0.20544172823429108
author,0.23989170789718628,0.10392095893621445,0.199458509683609,0.13890422880649567,0.15969181060791016,0.14162757992744446
allan,0.2065669745206833,0.15633584558963776,0.22833269834518433,0.10971563309431076,0.15394778549671173,0.054300665855407715
bloom,0.16435331106185913,0.1232471913099289,0.2099047750234604,0.1975952535867691,0.17718054354190826,0.12630479037761688
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
cancer,0.2112891525030136,0.1275022029876709,0.22979216277599335,0.2220941036939621,0.0010373410768806934,0.1681862771511078
researchers,0.29083186388015747,0.33127549290657043,0.27997422218322754,0.2280469536781311,0.2145719677209854,0.14480042457580566
charles,0.27103671431541443,0.09723134338855743,0.20777860283851624,0.12403866648674011,0.1293143332004547,0.17366734147071838
brenton,0.21514752507209778,0.08579161763191223,0.26159432530403137,0.16187940537929535,0.1257603019475937,0.18605156242847443
huggins,0.2730538845062256,0.1877438724040985,0.3181614577770233,0.2290802299976349,0.14937107264995575,0.16078710556030273
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.19974622130393982,0.22126320004463196,0.20544172823429108
janet,0.17652489244937897,0.06093418225646019,0.2123534083366394,0.17290784418582916,0.1623874455690384,0.21581830084323883
rowley,0.23678533732891083,0.18139365315437317,0.16810418665409088,0.20085060596466064,0.15955932438373566,0.1703212559223175
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
astronomer,0.22730545699596405,0.16960693895816803,0.1624840497970581,0.24144762754440308,0.1510346233844757,0.07595891505479813
gerard,0.21180683374404907,0.1565096527338028,0.15804581344127655,0.12748079001903534,0.13748693466186523,0.0700836032629013
kuiper,0.21794435381889343,0.15301650762557983,0.23485878109931946,0.31233423948287964,0.1701560616493225,0.13969112932682037
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
one,0.40083858370780945,0.2329808473587036,0.5514441132545471,0.21506115794181824,0.31404930353164673,0.2673267424106598
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.27255135774612427,0.24082158505916595,0.1826142966747284
the,0.3733934462070465,0.24490751326084137,1.0,0.2566675543785095,0.2355310022830963,0.22068053483963013
most,0.35393568873405457,0.28766918182373047,0.47635307908058167,0.21745656430721283,0.283907949924469,0.2107497900724411
important,0.23735733330249786,0.28964874148368835,0.39348116517066956,0.18898595869541168,0.25782278180122375,0.17812499403953552
figures,0.2154833972454071,0.12446197122335434,0.2664589285850525,0.2268429547548294,0.28761959075927734,0.15584851801395416
in,0.2792111933231354,0.2498214840888977,0.6662389636039734,0.2551838159561157,0.21857000887393951,0.20430970191955566
the,0.3733934462070465,0.24490751326084137,1.0,0.2566675543785095,0.2355310022830963,0.22068053483963013
early,0.23985694348812103,0.40307047963142395,0.34442198276519775,0.2505626976490021,0.22774934768676758,0.15272949635982513
development,0.15172652900218964,0.5277126431465149,0.3362044394016266,0.2278343290090561,0.3315054476261139,0.1211358830332756
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.27255135774612427,0.24082158505916595,0.1826142966747284
the,0.3733934462070465,0.24490751326084137,1.0,0.2566675543785095,0.2355310022830963,0.22068053483963013
discipline,0.2213398814201355,0.2370317280292511,0.1981438249349594,0.18741881847381592,0.3551904559135437,0.06836310029029846
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.27255135774612427,0.24082158505916595,0.1826142966747284
linguistics,0.12054836004972458,0.26362428069114685,0.21262075006961823,0.25038936734199524,0.34952467679977417,0.22427555918693542
edward,0.25107425451278687,0.14532588422298431,0.1896408498287201,0.1257791519165039,0.06137552112340927,0.1439376026391983
sapir,0.24101948738098145,0.2397165447473526,0.27531445026397705,0.3061921000480652,0.2192411571741104,0.20783594250679016
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
and,0.41279885172843933,0.25542938709259033,0.5171257257461548,0.19974622130393982,0.22126320004463196,0.20544172823429108
the,0.3733934462070465,0.24490751326084137,1.0,0.2566675543785095,0.2355310022830963,0.22068053483963013
founder,0.28227898478507996,0.24836863577365875,0.24715600907802582,0.12160108983516693,0.29199159145355225,0.13665783405303955
of,0.2827862501144409,0.21960023045539856,0.733189046382904,0.27255135774612427,0.24082158505916595,0.1826142966747284
mckinsey,0.28430065512657166,0.1366925984621048,0.26681777834892273,0.21126486361026764,0.19128669798374176,0.2758098244667053
&,0.09244576841592789,0.0884895771741867,0.14992168545722961,0.07400822639465332,0.11524883657693863,0.12596383690834045
co.,0.22129569947719574,0.1453496813774109,0.28648608922958374,0.10325831919908524,0.25981268286705017,0.10775839537382126
",",0.3365725874900818,0.24565434455871582,0.4933079481124878,0.25550368428230286,0.20029692351818085,0.31091248989105225
james,0.2562035918235779,0.12425936758518219,0.22481533885002136,0.11701790988445282,0.10791892558336258,0.12139993160963058
o.,0.1067383661866188,-0.06483231484889984,-0.06308206915855408,-0.024417728185653687,0.010540205985307693,0.07719738036394119
mckinsey,0.28430065512657166,0.1366925984621048,0.26681777834892273,0.21126486361026764,0.19128669798374176,0.2758098244667053
.,0.3541337847709656,0.2569568455219269,0.5934505462646484,0.3240632116794586,0.17851535975933075,0.4130953550338745
