,what,kind,of,membrane,do,primary,chloroplasts,have,?
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21814598143100739,0.30239659547805786,0.25688621401786804,0.23062430322170258,0.40389683842658997,0.22068053483963013
original,0.24651947617530823,0.1607505977153778,0.30228546261787415,0.09810427576303482,0.1608448624610901,0.23589234054088593,0.2131224274635315,0.26675835251808167,0.17256900668144226
two,0.23363454639911652,0.18198929727077484,0.37726253271102905,0.24738754332065582,0.22086432576179504,0.19679397344589233,0.2635502219200134,0.4498785734176636,0.19645625352859497
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18095634877681732,0.3283645510673523,0.2565748989582062,0.20794041454792023,0.3541618287563324,0.31091248989105225
as,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.18031951785087585,0.38329678773880005,0.2169201374053955,0.22593098878860474,0.37788212299346924,0.27043893933296204
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.18843622505664825,0.26237669587135315,0.23038449883460999,0.24622295796871185,0.338716596364975,0.23916715383529663
result,0.19945499300956726,0.23080593347549438,0.231380432844162,0.1902683675289154,0.23993156850337982,0.1547030359506607,0.2035979926586151,0.28083348274230957,0.17218433320522308
of,0.33290785551071167,0.2285657674074173,1.0,0.22049079835414886,0.26150479912757874,0.23414276540279388,0.23179760575294495,0.3802283704280853,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21814598143100739,0.30239659547805786,0.25688621401786804,0.23062430322170258,0.40389683842658997,0.22068053483963013
secondary,0.20388361811637878,0.13038381934165955,0.219074085354805,0.190712109208107,0.2064705789089203,0.6853594779968262,0.2724728286266327,0.26402509212493896,0.18118004500865936
endosymbiotic,0.23980018496513367,0.3335963189601898,0.26091787219047546,0.5809681415557861,0.31277787685394287,0.2935328483581543,0.7235426306724548,0.38721945881843567,0.1917099803686142
event,0.26981404423713684,0.19167812168598175,0.19878064095973969,0.1236877292394638,0.16608476638793945,0.16451658308506012,0.2234708070755005,0.23173485696315765,0.16076280176639557
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.18095634877681732,0.3283645510673523,0.2565748989582062,0.20794041454792023,0.3541618287563324,0.31091248989105225
when,0.4700249433517456,0.23813094198703766,0.3757161796092987,0.22545574605464935,0.28572237491607666,0.2002158761024475,0.2671385407447815,0.40555819869041443,0.22841128706932068
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.18843622505664825,0.26237669587135315,0.23038449883460999,0.24622295796871185,0.338716596364975,0.23916715383529663
nonphotosynthetic,0.2261371910572052,0.32633742690086365,0.27464020252227783,0.531207263469696,0.29266357421875,0.2617974877357483,0.7261040210723877,0.3520722985267639,0.1846344918012619
eukaryote,0.24212315678596497,0.26012498140335083,0.2617347836494446,0.5693321228027344,0.2383422553539276,0.20360101759433746,0.7301114797592163,0.3116641044616699,0.18971607089042664
engulfed,0.2526431679725647,0.21931256353855133,0.30268484354019165,0.39397525787353516,0.22794894874095917,0.23095540702342987,0.5026228427886963,0.34387657046318054,0.1501116305589676
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.18843622505664825,0.26237669587135315,0.23038449883460999,0.24622295796871185,0.338716596364975,0.23916715383529663
chloroplast-containing,0.2329888492822647,0.27505797147750854,0.3002415597438812,0.6414768695831299,0.2642571032047272,0.2774317264556885,0.9033114314079285,0.3489692211151123,0.1842491328716278
alga,0.12795694172382355,0.20433013141155243,0.15750092267990112,0.38988739252090454,0.25086095929145813,0.21430614590644836,0.6178844571113586,0.26862144470214844,0.15664592385292053
but,0.5029441118240356,0.3482404947280884,0.39942997694015503,0.16384872794151306,0.4077886939048767,0.1786794364452362,0.28110963106155396,0.5920813083648682,0.27921953797340393
failed,0.26093074679374695,0.1320372372865677,0.2114463746547699,0.07451147586107254,0.2843194007873535,0.20360717177391052,0.18493551015853882,0.22961241006851196,0.16487033665180206
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.17791007459163666,0.38876664638519287,0.27388349175453186,0.23370109498500824,0.4544740617275238,0.29463258385658264
digest,0.1574338972568512,0.17000438272953033,0.1874910295009613,0.2994927763938904,0.19995105266571045,0.13061542809009552,0.3249489963054657,0.2161402702331543,0.22005607187747955
it—much,0.36884328722953796,0.27574828267097473,0.30154237151145935,0.14977717399597168,0.3097972571849823,0.19842861592769623,0.20182904601097107,0.39292043447494507,0.28889206051826477
like,0.4320242702960968,0.46880602836608887,0.3244853615760803,0.2791226804256439,0.4615015685558319,0.1391804963350296,0.21969065070152283,0.5579352974891663,0.3268813192844391
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21814598143100739,0.30239659547805786,0.25688621401786804,0.23062430322170258,0.40389683842658997,0.22068053483963013
cyanobacterium,0.241913303732872,0.27814188599586487,0.22479623556137085,0.48407647013664246,0.24484635889530182,0.18018485605716705,0.6887122988700867,0.33910176157951355,0.20120567083358765
at,0.2838611304759979,0.17203933000564575,0.42558613419532776,0.17151066660881042,0.1511090099811554,0.1728028953075409,0.18055656552314758,0.29004791378974915,0.21978627145290375
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.21814598143100739,0.30239659547805786,0.25688621401786804,0.23062430322170258,0.40389683842658997,0.22068053483963013
beginning,0.3351518511772156,0.2680075466632843,0.36558160185813904,0.13311509788036346,0.1801144778728485,0.16866442561149597,0.13925346732139587,0.24194006621837616,0.19413669407367706
of,0.33290785551071167,0.2285657674074173,1.0,0.22049079835414886,0.26150479912757874,0.23414276540279388,0.23179760575294495,0.3802283704280853,0.1826142966747284
this,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.25010499358177185,0.34963881969451904,0.23297905921936035,0.32268521189689636,0.4660032093524933,0.3155723512172699
story,0.3410749137401581,0.21398627758026123,0.2687002420425415,0.11922462284564972,0.13498832285404205,0.12860067188739777,0.13701044023036957,0.20861394703388214,0.2304346114397049
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.20517759025096893,0.3613996207714081,0.22422198951244354,0.23868323862552643,0.41614407300949097,0.4130953550338745
