,besides,fats,",",fatty,acids,",",and,amino,acids,",",what,other,organic,compounds,contain,oxygen,?
(,0.22793836891651154,0.21637371182441711,0.6363511681556702,0.22039754688739777,0.20129133760929108,0.6363511681556702,0.4862271547317505,0.21145528554916382,0.20129133760929108,0.6363511681556702,0.2411840260028839,0.25035592913627625,0.14216680824756622,0.21791891753673553,0.18010157346725464,0.189798504114151,0.40561532974243164
due,0.17498961091041565,0.16253790259361267,0.3106630742549896,0.20211057364940643,0.16706843674182892,0.3106630742549896,0.3082410395145416,0.18430690467357635,0.16706843674182892,0.3106630742549896,0.15204688906669617,0.2065928727388382,0.0989111140370369,0.18850727379322052,0.18097789585590363,0.23325195908546448,0.10954997688531876
to,0.3272998631000519,0.17284607887268066,0.44245919585227966,0.15809543430805206,0.20754888653755188,0.44245919585227966,0.48971283435821533,0.23242652416229248,0.20754888653755188,0.44245919585227966,0.455847829580307,0.4193183183670044,0.21340098977088928,0.29820382595062256,0.28093209862709045,0.24193501472473145,0.29463258385658264
the,0.367077499628067,0.19986125826835632,0.4933079481124878,0.1950196772813797,0.16902804374694824,0.4933079481124878,0.5171257257461548,0.2069987654685974,0.16902804374694824,0.4933079481124878,0.42745697498321533,0.44152235984802246,0.18354187905788422,0.18294313549995422,0.26383090019226074,0.20428593456745148,0.22068053483963013
presence,0.20670047402381897,0.1732366532087326,0.21457527577877045,0.2036755532026291,0.2589213252067566,0.21457527577877045,0.284408837556839,0.311084121465683,0.2589213252067566,0.21457527577877045,0.24428647756576538,0.2900635898113251,0.23724372684955597,0.27139949798583984,0.29638683795928955,0.30132555961608887,0.08592845499515533
of,0.3665722906589508,0.16234277188777924,0.4946078956127167,0.20954693853855133,0.17266087234020233,0.4946078956127167,0.5116966962814331,0.1863875389099121,0.17266087234020233,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.25553563237190247,0.232599675655365,0.30574339628219604,0.16848602890968323,0.1826142966747284
carbonyl,0.15591980516910553,0.42649322748184204,0.2484053075313568,0.5159338116645813,0.6593628525733948,0.2484053075313568,0.21212542057037354,0.5933816432952881,0.6593628525733948,0.2484053075313568,0.2165282815694809,0.28487086296081543,0.6121842861175537,0.6529043912887573,0.352242112159729,0.6077975630760193,0.20523333549499512
groups,0.21653836965560913,0.1894780993461609,0.2671695053577423,0.1568712592124939,0.19165568053722382,0.2671695053577423,0.29783302545547485,0.23831698298454285,0.19165568053722382,0.2671695053577423,0.23137421905994415,0.4422121047973633,0.2234501838684082,0.30564558506011963,0.20108860731124878,0.13399522006511688,0.14349548518657684
in,0.3447916507720947,0.19893178343772888,0.5201468467712402,0.17623460292816162,0.19412952661514282,0.5201468467712402,0.4954058527946472,0.18299956619739532,0.19412952661514282,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.23921318352222443,0.21471646428108215,0.23975171148777008,0.1672476977109909,0.20430970191955566
these,0.4513048827648163,0.2635853588581085,0.37613096833229065,0.2762151062488556,0.3071512281894684,0.37613096833229065,0.5314885973930359,0.324573278427124,0.3071512281894684,0.37613096833229065,0.4164220690727234,0.6478539705276489,0.25441470742225647,0.3475961983203888,0.47262340784072876,0.26223719120025635,0.2571668326854706
acids,0.18813005089759827,0.573259174823761,0.21752727031707764,0.6105914115905762,1.0,0.21752727031707764,0.25245988368988037,0.7611264586448669,1.0,0.21752727031707764,0.16600719094276428,0.26639893651008606,0.5559310913085938,0.6170958876609802,0.43845081329345703,0.4909030497074127,0.179454505443573
and,0.3610946238040924,0.30493950843811035,0.6633074283599854,0.24811454117298126,0.25245988368988037,0.6633074283599854,1.0,0.23222345113754272,0.25245988368988037,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.1979406476020813,0.25433242321014404,0.3066939413547516,0.22261030972003937,0.20544172823429108
their,0.2630673944950104,0.2495701164007187,0.3045167922973633,0.1926504224538803,0.25251978635787964,0.3045167922973633,0.45114588737487793,0.20819464325904846,0.25251978635787964,0.3045167922973633,0.35142919421195984,0.456295371055603,0.21488602459430695,0.2324860394001007,0.2947271168231964,0.2067125290632248,0.1898253709077835
ester,0.15973998606204987,0.309175044298172,0.23655222356319427,0.3608379065990448,0.4035746157169342,0.23655222356319427,0.22218288481235504,0.35998836159706116,0.4035746157169342,0.23655222356319427,0.13194403052330017,0.1777420938014984,0.35006722807884216,0.3464796543121338,0.22881706058979034,0.22677163779735565,0.17048758268356323
residues,0.28567227721214294,0.39538729190826416,0.2306639850139618,0.5096774697303772,0.6058148741722107,0.2306639850139618,0.2769583463668823,0.5747320055961609,0.6058148741722107,0.2306639850139618,0.231172576546669,0.3154323995113373,0.5017977356910706,0.5634403824806213,0.4685027301311493,0.35543447732925415,0.1837974488735199
),0.22768832743167877,0.2059323936700821,0.63033527135849,0.22134220600128174,0.185402512550354,0.63033527135849,0.4961937665939331,0.20583589375019073,0.185402512550354,0.63033527135849,0.26259949803352356,0.26200005412101746,0.14858250319957733,0.2126024067401886,0.1663975715637207,0.19541971385478973,0.42300865054130554
.,0.28636154532432556,0.2530382573604584,0.6812511086463928,0.23217855393886566,0.2498570829629898,0.6812511086463928,0.588965117931366,0.23619264364242554,0.2498570829629898,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.2612488567829132,0.23886778950691223,0.22565869987010956,0.2554275095462799,0.4130953550338745
