,what,other,activities,does,the,unfccc,require,the,ipcc,to,run,?
centre,0.12324132025241852,0.18690964579582214,0.29549890756607056,0.1683523952960968,0.32783594727516174,0.23008404672145844,0.1596185863018036,0.32783594727516174,0.19279959797859192,0.18141506612300873,0.13680265843868256,0.019365152344107628
and,0.31309178471565247,0.5504306554794312,0.26621901988983154,0.3461615741252899,0.5171257257461548,0.2992749810218811,0.24569399654865265,0.5171257257461548,0.20790739357471466,0.48971283435821533,0.2711782455444336,0.20544172823429108
the,0.42745697498321533,0.44152235984802246,0.2626894414424896,0.35928019881248474,1.0,0.32073742151260376,0.17356595396995544,1.0,0.24925659596920013,0.535392165184021,0.27883726358413696,0.22068053483963013
national,0.16882304847240448,0.1963898241519928,0.1781129539012909,0.16890141367912292,0.32739606499671936,0.2996395230293274,0.09274839609861374,0.32739606499671936,0.23573507368564606,0.21067756414413452,0.14408992230892181,0.15643028914928436
greenhouse,0.18998095393180847,0.2315954864025116,0.2018372118473053,0.267493337392807,0.24104130268096924,0.2845006287097931,0.22532173991203308,0.24104130268096924,0.3691919445991516,0.26909852027893066,0.08227847516536713,0.17256315052509308
gas,0.20887799561023712,0.2259911298751831,0.13790643215179443,0.1792042851448059,0.2339978665113449,0.21900483965873718,0.21853116154670715,0.2339978665113449,0.20754601061344147,0.25276535749435425,0.12771345674991608,0.1582372784614563
inventories,0.24846425652503967,0.24276761710643768,0.31609046459198,0.2383822351694107,0.22502952814102173,0.2546229362487793,0.20606906712055206,0.22502952814102173,0.25556373596191406,0.2036857306957245,0.18155927956104279,0.19583219289779663
programme,0.1876801699399948,0.12777607142925262,0.3292297124862671,0.11891049146652222,0.23601844906806946,0.2785632312297821,0.15763281285762787,0.23601844906806946,0.337318480014801,0.22052034735679626,0.2874225974082947,0.139840766787529
",",0.3087472915649414,0.4446498453617096,0.19959557056427002,0.28617382049560547,0.4933079481124878,0.25694629549980164,0.20549376308918,0.4933079481124878,0.15590040385723114,0.44245919585227966,0.2309936285018921,0.31091248989105225
required,0.2506856620311737,0.309059202671051,0.2687263488769531,0.36165857315063477,0.27848219871520996,0.3267216086387634,0.7939618825912476,0.27848219871520996,0.2042028158903122,0.3613971471786499,0.17301903665065765,0.24962718784809113
under,0.20154598355293274,0.20355120301246643,0.13866004347801208,0.1601116806268692,0.3348022699356079,0.23289918899536133,0.21316301822662354,0.3348022699356079,0.13639108836650848,0.27177539467811584,0.16147775948047638,0.18233340978622437
the,0.42745697498321533,0.44152235984802246,0.2626894414424896,0.35928019881248474,1.0,0.32073742151260376,0.17356595396995544,1.0,0.24925659596920013,0.535392165184021,0.27883726358413696,0.22068053483963013
unfccc,0.4125305116176605,0.36206719279289246,0.33404961228370667,0.34145495295524597,0.32073742151260376,1.0,0.31473660469055176,0.32073742151260376,0.5535996556282043,0.33724647760391235,0.17902636528015137,0.26828670501708984
.,0.3567904531955719,0.41511186957359314,0.1808198243379593,0.3022993505001068,0.5934505462646484,0.2833409011363983,0.21465444564819336,0.5934505462646484,0.20098818838596344,0.4645031690597534,0.2739698588848114,0.4130953550338745
