,what,will,a,pharmacist,who,passes,the,ambulatory,pharmacist,exam,be,called,?
ambulatory,0.25357306003570557,0.2411535680294037,0.28913846611976624,0.2496570348739624,0.2224220335483551,0.2351447343826294,0.29588788747787476,1.0,0.2496570348739624,0.32346343994140625,0.21730928122997284,0.3438950181007385,0.11000050604343414
care,0.2973911762237549,0.2750263512134552,0.19697006046772003,0.27730321884155273,0.3242843449115753,0.11351993680000305,0.1663842648267746,0.32014933228492737,0.27730321884155273,0.19737324118614197,0.3111850321292877,0.14469631016254425,0.24279968440532684
pharmacist,0.19447070360183716,0.15488138794898987,0.24351514875888824,1.0,0.36940935254096985,0.0945829302072525,0.18885643780231476,0.2496570348739624,1.0,0.3009777367115021,0.1711660921573639,0.1780804544687271,0.1397853046655655
and,0.31309178471565247,0.35983073711395264,0.3739250600337982,0.24346593022346497,0.41279885172843933,0.2739555835723877,0.5171257257461548,0.28256794810295105,0.24346593022346497,0.20344926416873932,0.41766801476478577,0.3251761794090271,0.20544172823429108
these,0.4164220690727234,0.3736666440963745,0.24380075931549072,0.19016414880752563,0.34544891119003296,0.2019762247800827,0.49086877703666687,0.3181000351905823,0.19016414880752563,0.2037007361650467,0.4507283866405487,0.4124293625354767,0.2571668326854706
pharmacists,0.28274545073509216,0.2662326395511627,0.25803542137145996,0.8848034143447876,0.38864052295684814,0.1112559512257576,0.24311043322086334,0.27281856536865234,0.8848034143447876,0.3258131146430969,0.2688070833683014,0.25227436423301697,0.1797308325767517
will,0.3510494530200958,1.0,0.3401327431201935,0.15488138794898987,0.24651563167572021,0.2450127750635147,0.3635469079017639,0.2411535680294037,0.15488138794898987,0.23621200025081635,0.4925616979598999,0.22254163026809692,0.35046905279159546
carry,0.22239743173122406,0.2655966579914093,0.2364719659090042,0.12851299345493317,0.20254260301589966,0.2861722707748413,0.26752355694770813,0.30365532636642456,0.12851299345493317,0.16962076723575592,0.3520331084728241,0.3138665556907654,0.17171701788902283
the,0.42745697498321533,0.3635469079017639,0.5829201340675354,0.18885643780231476,0.3733934462070465,0.3752402365207672,1.0,0.29588788747787476,0.18885643780231476,0.15408869087696075,0.4248143136501312,0.489897221326828,0.22068053483963013
initials,0.21498709917068481,0.20521605014801025,0.28104111552238464,0.23367655277252197,0.19382663071155548,0.1888360232114792,0.2638319134712219,0.18623708188533783,0.23367655277252197,0.1797204613685608,0.23907014727592468,0.2711809277534485,0.17349174618721008
bcacp,0.297799289226532,0.34241461753845215,0.30388912558555603,0.28888019919395447,0.2977205216884613,0.21874533593654633,0.4103410840034485,0.24628698825836182,0.28888019919395447,0.25747406482696533,0.35915660858154297,0.29991862177848816,0.30830466747283936
.,0.3567904531955719,0.33682769536972046,0.50484299659729,0.2583400309085846,0.3541337847709656,0.22859860956668854,0.5934505462646484,0.23750236630439758,0.2583400309085846,0.1756076216697693,0.4383580684661865,0.300344854593277,0.4130953550338745
