,who,was,brought,it,to,work,on,the,museum,after,the,death,of,captain,francis,fowke,?
the,0.3733934462070465,0.48711544275283813,0.32700833678245544,0.6251175999641418,0.535392165184021,0.2704800069332123,0.5107308030128479,1.0,0.24861779808998108,0.4565047025680542,1.0,0.21438048779964447,0.733189046382904,0.2267821580171585,0.25598275661468506,0.3325461149215698,0.22068053483963013
next,0.19192104041576385,0.25374743342399597,0.19170187413692474,0.2716643214225769,0.3416391611099243,0.1455344557762146,0.33060458302497864,0.35833123326301575,0.09300024062395096,0.36641988158226013,0.35833123326301575,0.17195576429367065,0.2935165464878082,0.18380461633205414,0.03150847926735878,0.17278560996055603,0.167460098862648
architect,0.23530325293540955,0.27215251326560974,0.13811664283275604,0.1445871740579605,0.16537004709243774,0.26362332701683044,0.12113628536462784,0.13209693133831024,0.2561790645122528,0.15780703723430634,0.13209693133831024,0.16704455018043518,0.13472206890583038,0.2145293802022934,0.23856627941131592,0.26949968934059143,0.11996878683567047
to,0.42656609416007996,0.3636345863342285,0.35361579060554504,0.513711154460907,1.0,0.3482864499092102,0.41031414270401,0.535392165184021,0.1640389859676361,0.37890323996543884,0.535392165184021,0.19568277895450592,0.41548454761505127,0.19193781912326813,0.21499893069267273,0.26482948660850525,0.29463258385658264
work,0.3146236836910248,0.24745555222034454,0.23811446130275726,0.28838732838630676,0.3482864499092102,1.0,0.26663315296173096,0.2704800069332123,0.1728498339653015,0.13635344803333282,0.2704800069332123,0.21540111303329468,0.23473061621189117,0.06450115889310837,0.17837896943092346,0.1645069569349289,0.2621155381202698
at,0.22096660733222961,0.36707764863967896,0.24314077198505402,0.36473900079727173,0.36524343490600586,0.24906395375728607,0.4806317389011383,0.457212895154953,0.23034606873989105,0.3622083067893982,0.457212895154953,0.18045911192893982,0.42558613419532776,0.08222179114818573,0.1797512173652649,0.19185680150985718,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,0.32700833678245544,0.6251175999641418,0.535392165184021,0.2704800069332123,0.5107308030128479,1.0,0.24861779808998108,0.4565047025680542,1.0,0.21438048779964447,0.733189046382904,0.2267821580171585,0.25598275661468506,0.3325461149215698,0.22068053483963013
museum,0.14649315178394318,0.21266788244247437,0.14712870121002197,0.18497297167778015,0.1640389859676361,0.1728498339653015,0.1697414517402649,0.24861779808998108,1.0000001192092896,0.14579711854457855,0.24861779808998108,0.11271750926971436,0.23314370214939117,0.128316268324852,0.19911181926727295,0.1764213740825653,0.14128351211547852
was,0.3318818509578705,1.0000001192092896,0.35886916518211365,0.4577186405658722,0.3636345863342285,0.24745555222034454,0.3909217119216919,0.48711544275283813,0.21266788244247437,0.49306565523147583,0.48711544275283813,0.28516459465026855,0.4069072902202606,0.24411873519420624,0.3005248010158539,0.30578234791755676,0.18412111699581146
colonel,0.2749594748020172,0.3108081519603729,0.18364675343036652,0.11944805085659027,0.14162787795066833,0.11980249732732773,0.1319783478975296,0.22662952542304993,0.15473704040050507,0.20735278725624084,0.22662952542304993,0.14183183014392853,0.1760157346725464,0.4528197944164276,0.2559022009372711,0.2552652657032013,0.14849194884300232
(,0.2443375140428543,0.2980341613292694,0.19757404923439026,0.2745298147201538,0.30882009863853455,0.22960703074932098,0.28656116127967834,0.33289089798927307,0.15624505281448364,0.2132600098848343,0.33289089798927307,0.15356801450252533,0.35032153129577637,0.1559961438179016,0.22178809344768524,0.2850286066532135,0.40561532974243164
later,0.35185644030570984,0.5684447288513184,0.33335745334625244,0.3362252712249756,0.393297016620636,0.23920415341854095,0.30872204899787903,0.4060266613960266,0.20431627333164215,0.5807580947875977,0.4060266613960266,0.3094727396965027,0.3458743393421173,0.23004548251628876,0.20890632271766663,0.26689663529396057,0.1417175978422165
major,0.17810054123401642,0.20676274597644806,0.2687340974807739,0.22329258918762207,0.19240309298038483,0.1532536894083023,0.21282386779785156,0.31775903701782227,0.13597285747528076,0.21618323028087616,0.31775903701782227,0.10888776183128357,0.2641255557537079,0.23808452486991882,0.09115173667669296,0.23532158136367798,0.19788557291030884
general,0.2461782991886139,0.2445744127035141,0.18872131407260895,0.21158641576766968,0.24755197763442993,0.1791238635778427,0.18019753694534302,0.28634732961654663,0.10298741608858109,0.1764041930437088,0.28634732961654663,0.16415007412433624,0.28352999687194824,0.2201114147901535,0.15650443732738495,0.22436538338661194,0.1972234547138214
),0.2457384318113327,0.3267642855644226,0.20007632672786713,0.28560304641723633,0.31236231327056885,0.251366525888443,0.29937487840652466,0.3456730246543884,0.15237168967723846,0.24162524938583374,0.3456730246543884,0.18010789155960083,0.3680361211299896,0.14417162537574768,0.21739529073238373,0.2835339307785034,0.42300865054130554
henry,0.29137110710144043,0.31945720314979553,0.16223423182964325,0.2235243022441864,0.2152724415063858,0.14571768045425415,0.214147686958313,0.2542637586593628,0.18987026810646057,0.23524710536003113,0.2542637586593628,0.22531765699386597,0.2390729784965515,0.2029428482055664,0.425794780254364,0.30815771222114563,0.16836383938789368
young,0.4362107217311859,0.2406257688999176,0.12114673852920532,0.1786876767873764,0.22202858328819275,0.15511444211006165,0.18606418371200562,0.2729646563529968,0.14457154273986816,0.23886553943157196,0.2729646563529968,0.14037421345710754,0.28555598855018616,0.22492852807044983,0.2942119538784027,0.256134569644928,0.14931946992874146
darracott,0.3205891251564026,0.4057758152484894,0.2598510682582855,0.2124582678079605,0.22351981699466705,0.2511107623577118,0.2271580547094345,0.3490886092185974,0.3559490442276001,0.289791077375412,0.3490886092185974,0.1709710657596588,0.3344429135322571,0.2699529528617859,0.3549501299858093,0.37562096118927,0.10920263081789017
scott,0.23192273080348969,0.26564231514930725,0.17753545939922333,0.15541085600852966,0.15144622325897217,0.1417255848646164,0.2118965983390808,0.20135091245174408,0.1245565116405487,0.20271088182926178,0.20135091245174408,0.15854106843471527,0.17038246989250183,0.2276834398508072,0.28429245948791504,0.2810215651988983,0.0875725969672203
",",0.3365725874900818,0.45456063747406006,0.30810219049453735,0.48329564929008484,0.44245919585227966,0.3283594250679016,0.49057599902153015,0.4933079481124878,0.20741747319698334,0.38860568404197693,0.4933079481124878,0.2070959210395813,0.4946078956127167,0.21827615797519684,0.27572840452194214,0.36069920659065247,0.31091248989105225
also,0.47919341921806335,0.4032125174999237,0.3197643458843231,0.542508602142334,0.5348826050758362,0.3541320264339447,0.3762153089046478,0.6021018624305725,0.16394411027431488,0.33205533027648926,0.6021018624305725,0.21520476043224335,0.4924938678741455,0.21884790062904358,0.23220454156398773,0.29948925971984863,0.21848613023757935
of,0.2827862501144409,0.4069072902202606,0.3339962065219879,0.38761502504348755,0.41548454761505127,0.23473061621189117,0.3966929316520691,0.733189046382904,0.23314370214939117,0.3867455720901489,0.733189046382904,0.23778599500656128,1.0,0.12030947953462601,0.2373954951763153,0.32606780529022217,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.32700833678245544,0.6251175999641418,0.535392165184021,0.2704800069332123,0.5107308030128479,1.0,0.24861779808998108,0.4565047025680542,1.0,0.21438048779964447,0.733189046382904,0.2267821580171585,0.25598275661468506,0.3325461149215698,0.22068053483963013
royal,0.16729144752025604,0.2874114215373993,0.14561191201210022,0.11707678437232971,0.20404569804668427,0.1525811105966568,0.17692488431930542,0.2997032403945923,0.2835387885570526,0.21077340841293335,0.2997032403945923,0.14926467835903168,0.3112924098968506,0.20833522081375122,0.17933867871761322,0.21178469061851501,0.11453001946210861
engineers,0.24476072192192078,0.21913187205791473,0.20400016009807587,0.21256424486637115,0.2772461175918579,0.30583956837654114,0.1590966284275055,0.25282254815101624,0.17906542122364044,0.18675635755062103,0.25282254815101624,0.10275169461965561,0.189129039645195,0.19676709175109863,0.18467645347118378,0.19821901619434357,0.18139411509037018
.,0.3541337847709656,0.40146201848983765,0.31484454870224,0.5593622326850891,0.4645031690597534,0.33121398091316223,0.49257001280784607,0.5934505462646484,0.19497929513454437,0.35870397090911865,0.5934505462646484,0.24631039798259735,0.5352458953857422,0.27213189005851746,0.25222471356391907,0.27729669213294983,0.4130953550338745
