,which,two,importers,claimed,that,under,a,french,competition,law,",",they,were,prevented,from,selling,picon,beer,under,wholesale,price,?
under,0.3235377371311188,0.17014911770820618,0.17198920249938965,0.17458374798297882,0.26447200775146484,0.9999999403953552,0.18317826092243195,0.16932182013988495,0.12329020351171494,0.2181660532951355,0.24875585734844208,0.2802797257900238,0.28293636441230774,0.2667231261730194,0.24506589770317078,0.12535741925239563,0.13012275099754333,0.09588546305894852,0.9999999403953552,0.22414439916610718,0.132817342877388,0.18233340978622437
a,0.56894451379776,0.3289857804775238,0.17430298030376434,0.19752803444862366,0.47537946701049805,0.18317826092243195,1.0,0.24285779893398285,0.2435162365436554,0.2212858349084854,0.427140474319458,0.3528250455856323,0.17203083634376526,0.24517378211021423,0.322764128446579,0.23852995038032532,0.2721497118473053,0.23359490931034088,0.18317826092243195,0.2494368702173233,0.18269109725952148,0.23916715383529663
french,0.1928994208574295,0.2001475840806961,0.10647889971733093,0.1834016740322113,0.17619380354881287,0.16932182013988495,0.24285779893398285,1.0000001192092896,0.17896367609500885,0.17307616770267487,0.28806620836257935,0.1999853253364563,0.22002479434013367,0.1385239213705063,0.19660584628582,0.13421954214572906,0.18072599172592163,0.06692078709602356,0.16932182013988495,0.14982560276985168,0.10444573312997818,0.1386883556842804
competition,0.27663862705230713,0.23776733875274658,0.15050457417964935,0.1406610906124115,0.28371796011924744,0.12329020351171494,0.2435162365436554,0.17896367609500885,1.0000001192092896,0.15385602414608002,0.2820526659488678,0.24946600198745728,0.1907191425561905,0.09419248253107071,0.1417427808046341,0.2584885358810425,0.1398250311613083,0.23460550606250763,0.12329020351171494,0.24535030126571655,0.2847691476345062,0.1394461691379547
law,0.20205146074295044,0.18560174107551575,0.19843792915344238,0.18586395680904388,0.23277728259563446,0.2181660532951355,0.2212858349084854,0.17307616770267487,0.15385602414608002,1.0000001192092896,0.24953721463680267,0.21479126811027527,0.15560519695281982,0.20316891372203827,0.19070591032505035,0.1449810266494751,0.16527867317199707,0.21388179063796997,0.2181660532951355,0.22467227280139923,0.17094245553016663,0.1528988480567932
",",0.3658004403114319,0.35859420895576477,0.24559186398983002,0.24827811121940613,0.4137537479400635,0.24875585734844208,0.427140474319458,0.28806620836257935,0.2820526659488678,0.24953721463680267,1.0000001192092896,0.390799880027771,0.36755475401878357,0.2362985908985138,0.39760664105415344,0.23531173169612885,0.283503919839859,0.22427807748317719,0.24875585734844208,0.26070067286491394,0.24825957417488098,0.31091248989105225
which,1.0,0.4674137234687805,0.26236388087272644,0.23947973549365997,0.6894589066505432,0.3235377371311188,0.56894451379776,0.1928994208574295,0.27663862705230713,0.20205146074295044,0.3658004403114319,0.5165667533874512,0.2807837128639221,0.2837466597557068,0.38755592703819275,0.2550027668476105,0.2242809683084488,0.1983555406332016,0.3235377371311188,0.3008609712123871,0.21813181042671204,0.25814583897590637
prevented,0.2837466597557068,0.21842670440673828,0.17986181378364563,0.26720109581947327,0.35548314452171326,0.2667231261730194,0.24517378211021423,0.1385239213705063,0.09419248253107071,0.20316891372203827,0.2362985908985138,0.26551303267478943,0.29961344599723816,0.9999999403953552,0.31871354579925537,0.15638160705566406,0.093586765229702,0.14790908992290497,0.2667231261730194,0.21778208017349243,0.141939178109169,0.21836411952972412
them,0.4958057701587677,0.39589542150497437,0.3996245265007019,0.23894242942333221,0.5601773262023926,0.26125749945640564,0.3151612877845764,0.194777712225914,0.22335182130336761,0.187918022274971,0.3985835015773773,0.6924025416374207,0.4602346122264862,0.3433234393596649,0.2957119345664978,0.3065769374370575,0.21932590007781982,0.18028374016284943,0.26125749945640564,0.27354657649993896,0.17920298874378204,0.35435691475868225
selling,0.2550027668476105,0.2280724048614502,0.2518294155597687,0.17262524366378784,0.2632450461387634,0.12535741925239563,0.23852995038032532,0.13421954214572906,0.2584885358810425,0.1449810266494751,0.23531173169612885,0.23306597769260406,0.24248859286308289,0.15638160705566406,0.23016518354415894,1.0,0.22428163886070251,0.2978789806365967,0.12535741925239563,0.3576633036136627,0.3976375162601471,0.13581715524196625
picon,0.2242809683084488,0.1967758685350418,0.33413055539131165,0.08410938829183578,0.24335205554962158,0.13012275099754333,0.2721497118473053,0.18072599172592163,0.1398250311613083,0.16527867317199707,0.283503919839859,0.20440471172332764,0.10846670717000961,0.093586765229702,0.11442237347364426,0.22428163886070251,1.0000001192092896,0.2249758541584015,0.13012275099754333,0.25987234711647034,0.2501894533634186,0.2475351095199585
beer,0.1983555406332016,0.14310869574546814,0.27376505732536316,0.1055537760257721,0.1698032170534134,0.09588546305894852,0.23359490931034088,0.06692078709602356,0.23460550606250763,0.21388179063796997,0.22427807748317719,0.1919904202222824,0.14797742664813995,0.14790908992290497,0.10222582519054413,0.2978789806365967,0.2249758541584015,0.9999999403953552,0.09588546305894852,0.3340359032154083,0.22365741431713104,0.15216413140296936
under,0.3235377371311188,0.17014911770820618,0.17198920249938965,0.17458374798297882,0.26447200775146484,0.9999999403953552,0.18317826092243195,0.16932182013988495,0.12329020351171494,0.2181660532951355,0.24875585734844208,0.2802797257900238,0.28293636441230774,0.2667231261730194,0.24506589770317078,0.12535741925239563,0.13012275099754333,0.09588546305894852,0.9999999403953552,0.22414439916610718,0.132817342877388,0.18233340978622437
wholesale,0.3008609712123871,0.12031867355108261,0.44134190678596497,0.16002242267131805,0.3237916827201843,0.22414439916610718,0.2494368702173233,0.14982560276985168,0.24535030126571655,0.22467227280139923,0.26070067286491394,0.2688453495502472,0.16312208771705627,0.21778208017349243,0.17992421984672546,0.3576633036136627,0.25987234711647034,0.3340359032154083,0.22414439916610718,1.0,0.381329208612442,0.29312044382095337
price,0.21813181042671204,0.18589314818382263,0.23773057758808136,0.13748984038829803,0.2150627225637436,0.132817342877388,0.18269109725952148,0.10444573312997818,0.2847691476345062,0.17094245553016663,0.24825957417488098,0.2031242698431015,0.1550656259059906,0.141939178109169,0.1435108780860901,0.3976375162601471,0.2501894533634186,0.22365741431713104,0.132817342877388,0.381329208612442,1.0,0.14631175994873047
",",0.3658004403114319,0.35859420895576477,0.24559186398983002,0.24827811121940613,0.4137537479400635,0.24875585734844208,0.427140474319458,0.28806620836257935,0.2820526659488678,0.24953721463680267,1.0000001192092896,0.390799880027771,0.36755475401878357,0.2362985908985138,0.39760664105415344,0.23531173169612885,0.283503919839859,0.22427807748317719,0.24875585734844208,0.26070067286491394,0.24825957417488098,0.31091248989105225
was,0.2830964922904968,0.27166637778282166,0.1585448980331421,0.32895320653915405,0.33670201897621155,0.2672741413116455,0.4508470594882965,0.2523815333843231,0.23262746632099152,0.21553055942058563,0.45456063747406006,0.3300964832305908,0.590133786201477,0.27667391300201416,0.31171464920043945,0.27842292189598083,0.11624342203140259,0.21676649153232574,0.2672741413116455,0.18312016129493713,0.2517668902873993,0.18412111699581146
unlawful,0.27058711647987366,0.21858429908752441,0.2848811745643616,0.31760454177856445,0.37590184807777405,0.24112552404403687,0.2002568542957306,0.16182540357112885,0.14634595811367035,0.47173795104026794,0.21007433533668518,0.2959037125110626,0.2629823386669159,0.3510384261608124,0.14100928604602814,0.2408190667629242,0.1967918425798416,0.19117864966392517,0.24112552404403687,0.3077802360057831,0.2323034256696701,0.2200770229101181
.,0.45942068099975586,0.3524959683418274,0.2390972226858139,0.2703448235988617,0.4460422694683075,0.2901604175567627,0.50484299659729,0.2480926215648651,0.2138785570859909,0.24482665956020355,0.6812511086463928,0.4510921239852905,0.3378238379955292,0.29889002442359924,0.41536515951156616,0.2498367726802826,0.279802143573761,0.2261732965707779,0.2901604175567627,0.25848710536956787,0.20274421572685242,0.4130953550338745
