,how,many,episodes,were,in,the,daleks,',master,plan,?
earlier,0.190433070063591,0.28851112723350525,0.1923789232969284,0.31243637204170227,0.24141792953014374,0.26843780279159546,0.20871812105178833,0.18829214572906494,0.09366749227046967,0.09096955507993698,0.13306351006031036
one-episode,0.20984843373298645,0.18593047559261322,0.7832959890365601,0.19153530895709991,0.23475956916809082,0.3014814853668213,0.35944387316703796,0.22140079736709595,0.1838187575340271,0.16842851042747498,0.2593226134777069
teaser,0.307497501373291,0.18380852043628693,0.37877482175827026,0.1664704531431198,0.23857054114341736,0.25575870275497437,0.21716514229774475,0.22398808598518372,0.22317537665367126,0.19275207817554474,0.2785870432853699
",",0.22659391164779663,0.40610817074775696,0.2131132036447525,0.36755475401878357,0.5201468467712402,0.4933079481124878,0.14506761729717255,0.5178600549697876,0.21451058983802795,0.21265573799610138,0.31091248989105225
``,-0.01591024175286293,0.012824942357838154,-0.0013200026005506516,0.006090171169489622,0.04765888676047325,0.029072100296616554,-0.004147364292293787,0.0022648978047072887,-0.03940471634268761,-0.004457088187336922,0.0685480609536171
mission,0.17383652925491333,0.160925030708313,0.21803855895996094,0.16210246086120605,0.2224319875240326,0.22673439979553223,0.23360633850097656,0.22704705595970154,0.2322826087474823,0.32247790694236755,0.19506393373012543
to,0.44169697165489197,0.40243685245513916,0.21516069769859314,0.31913647055625916,0.45010748505592346,0.535392165184021,0.24700160324573517,0.34544456005096436,0.20949430763721466,0.36421895027160645,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.1889590173959732,0.3906462490558624,0.6662389636039734,1.0,0.3154934346675873,0.474788099527359,0.19769129157066345,0.2852855324745178,0.22068053483963013
unknown,0.1959078460931778,0.20950357615947723,0.21797285974025726,0.19986474514007568,0.2559037208557129,0.23777544498443604,0.2763383686542511,0.21482272446155548,0.11842184513807297,0.09334734827280045,0.22083927690982819
'',-0.0029843549709767103,-0.016843097284436226,0.0630003809928894,0.007215402089059353,0.07432962208986282,0.041273195296525955,0.03566073253750801,0.05904744192957878,0.01090412586927414,-0.03986729308962822,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.2131132036447525,0.36755475401878357,0.5201468467712402,0.4933079481124878,0.14506761729717255,0.5178600549697876,0.21451058983802795,0.21265573799610138,0.31091248989105225
featuring,0.16178856790065765,0.20523323118686676,0.2744349539279938,0.18287456035614014,0.1888517439365387,0.21340800821781158,0.2559007406234741,0.19521848857402802,0.21503008902072906,0.20990805327892303,0.24838131666183472
none,0.1746153086423874,0.29603591561317444,0.14024104177951813,0.30896347761154175,0.18694308400154114,0.2426847517490387,0.23022378981113434,0.16239863634109497,0.10980802029371262,0.1239377036690712,0.23397447168827057
of,0.2480744868516922,0.37253960967063904,0.19166667759418488,0.34038281440734863,0.5696388483047485,0.733189046382904,0.2067384421825409,0.39136970043182373,0.17072871327400208,0.2742128372192383,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.1889590173959732,0.3906462490558624,0.6662389636039734,1.0,0.3154934346675873,0.474788099527359,0.19769129157066345,0.2852855324745178,0.22068053483963013
regular,0.2358456701040268,0.31490984559059143,0.297838419675827,0.22610516846179962,0.23172755539417267,0.3214086890220642,0.19750258326530457,0.0856214389204979,0.16624116897583008,0.15630973875522614,0.18334713578224182
cast,0.19238261878490448,0.23352140188217163,0.33436310291290283,0.2514258027076721,0.2079460471868515,0.2840540409088135,0.24769370257854462,0.1328519582748413,0.17267601191997528,0.2012699991464615,0.16641536355018616
),0.17939934134483337,0.16602720320224762,0.1691657453775406,0.1566188633441925,0.3326910734176636,0.3456730246543884,0.046147752553224564,0.5468860864639282,0.16266581416130066,0.14951853454113007,0.42300865054130554
;,0.07230665534734726,0.11763367056846619,-0.04091021046042442,0.14040996134281158,0.092739537358284,0.09152708947658539,0.04037656635046005,0.026434918865561485,0.04053767770528793,0.023018529638648033,0.10349778085947037
almost,0.23828135430812836,0.43739303946495056,0.12505827844142914,0.3111434280872345,0.3422279357910156,0.3341992199420929,0.16175994277000427,0.17944622039794922,0.1531425267457962,0.12205272167921066,0.1372147500514984
an,0.2520636022090912,0.2465583086013794,0.13370193541049957,0.08893381804227829,0.2605783939361572,0.4207492768764496,0.16435830295085907,0.36139753460884094,0.15933018922805786,0.20559144020080566,0.19793890416622162
entire,0.2951267957687378,0.296248197555542,0.1879393756389618,0.18253234028816223,0.3347092568874359,0.4870373010635376,0.2790195941925049,0.2688048779964447,0.15085013210773468,0.30106261372566223,0.17068447172641754
season,0.13036081194877625,0.14251810312271118,0.5267286896705627,0.20231115818023682,0.2184021919965744,0.2507155239582062,0.21284399926662445,0.1687038391828537,0.0617426261305809,0.10846852511167526,0.16793298721313477
of,0.2480744868516922,0.37253960967063904,0.19166667759418488,0.34038281440734863,0.5696388483047485,0.733189046382904,0.2067384421825409,0.39136970043182373,0.17072871327400208,0.2742128372192383,0.1826142966747284
seven-episode,0.2344343364238739,0.2529493272304535,0.7580203413963318,0.24558287858963013,0.2891117036342621,0.34611254930496216,0.3400225341320038,0.2222534865140915,0.19173051416873932,0.19465889036655426,0.2404841035604477
serials,0.23941899836063385,0.2885735034942627,0.4122738242149353,0.2735077738761902,0.2872835695743561,0.23020225763320923,0.2973116636276245,0.13227075338363647,0.2026190161705017,0.19735243916511536,0.14029279351234436
(,0.1676948219537735,0.1455259770154953,0.17736345529556274,0.14743882417678833,0.3087427020072937,0.33289089798927307,0.04743315652012825,0.5287467241287231,0.14098842442035675,0.15068650245666504,0.40561532974243164
season,0.13036081194877625,0.14251810312271118,0.5267286896705627,0.20231115818023682,0.2184021919965744,0.2507155239582062,0.21284399926662445,0.1687038391828537,0.0617426261305809,0.10846852511167526,0.16793298721313477
7,-0.2171877920627594,-0.167693629860878,-0.22145551443099976,-0.05149832367897034,-0.02604081481695175,-0.1142377033829689,-0.20733870565891266,0.023971207439899445,-0.08254007995128632,-0.033769480884075165,-0.15092156827449799
),0.17939934134483337,0.16602720320224762,0.1691657453775406,0.1566188633441925,0.3326910734176636,0.3456730246543884,0.046147752553224564,0.5468860864639282,0.16266581416130066,0.14951853454113007,0.42300865054130554
;,0.07230665534734726,0.11763367056846619,-0.04091021046042442,0.14040996134281158,0.092739537358284,0.09152708947658539,0.04037656635046005,0.026434918865561485,0.04053767770528793,0.023018529638648033,0.10349778085947037
the,0.33890387415885925,0.4335206151008606,0.1889590173959732,0.3906462490558624,0.6662389636039734,1.0,0.3154934346675873,0.474788099527359,0.19769129157066345,0.2852855324745178,0.22068053483963013
10-episode,0.20531858503818512,0.16110481321811676,0.7965947985649109,0.16540612280368805,0.20837609469890594,0.269702672958374,0.3248394727706909,0.18221136927604675,0.1550123691558838,0.16288961470127106,0.23989927768707275
serial,0.16460876166820526,0.17101521790027618,0.3238758444786072,0.1740032285451889,0.20157626271247864,0.1900636851787567,0.2395896315574646,0.18019360303878784,0.17023883759975433,0.15952260792255402,0.15233060717582703
the,0.33890387415885925,0.4335206151008606,0.1889590173959732,0.3906462490558624,0.6662389636039734,1.0,0.3154934346675873,0.474788099527359,0.19769129157066345,0.2852855324745178,0.22068053483963013
war,0.22947508096694946,0.28938722610473633,0.156453937292099,0.3151806890964508,0.29904094338417053,0.366199791431427,0.2729814350605011,0.17949679493904114,0.1825864464044571,0.23922358453273773,0.15510529279708862
games,0.10814857482910156,0.21716509759426117,0.2712605595588684,0.21404848992824554,0.24802106618881226,0.2676136791706085,0.27154281735420227,0.1804962009191513,0.19712725281715393,0.1762038916349411,0.1360001415014267
;,0.07230665534734726,0.11763367056846619,-0.04091021046042442,0.14040996134281158,0.092739537358284,0.09152708947658539,0.04037656635046005,0.026434918865561485,0.04053767770528793,0.023018529638648033,0.10349778085947037
and,0.33647966384887695,0.5296266674995422,0.246442511677742,0.42175528407096863,0.4954058527946472,0.5171257257461548,0.20103956758975983,0.3053182065486908,0.19895130395889282,0.26844465732574463,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.1889590173959732,0.3906462490558624,0.6662389636039734,1.0,0.3154934346675873,0.474788099527359,0.19769129157066345,0.2852855324745178,0.22068053483963013
trial,0.15678730607032776,0.14051948487758636,0.1794300377368927,0.18204735219478607,0.22061339020729065,0.20843634009361267,0.20385761559009552,0.19488564133644104,0.1585971862077713,0.24837487936019897,0.16902455687522888
of,0.2480744868516922,0.37253960967063904,0.19166667759418488,0.34038281440734863,0.5696388483047485,0.733189046382904,0.2067384421825409,0.39136970043182373,0.17072871327400208,0.2742128372192383,0.1826142966747284
a,0.29312583804130554,0.2872205972671509,0.18881215155124664,0.17203083634376526,0.539380669593811,0.5829201340675354,0.22038860619068146,0.48837921023368835,0.2078990340232849,0.27156999707221985,0.23916715383529663
time,0.35346719622612,0.3523001968860626,0.26878178119659424,0.3104150593280792,0.3431483507156372,0.43061500787734985,0.26842865347862244,0.24727515876293182,0.1853819340467453,0.20648135244846344,0.27391523122787476
lord,0.17180049419403076,0.1546841263771057,0.10834139585494995,0.1310918927192688,0.18930333852767944,0.2489406019449234,0.2564639449119568,0.14638276398181915,0.2418607622385025,0.20776890218257904,0.09544310718774796
",",0.22659391164779663,0.40610817074775696,0.2131132036447525,0.36755475401878357,0.5201468467712402,0.4933079481124878,0.14506761729717255,0.5178600549697876,0.21451058983802795,0.21265573799610138,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.20309853553771973,0.2807837128639221,0.4840516746044159,0.6521818041801453,0.2414805293083191,0.32852497696876526,0.18431153893470764,0.2507568597793579,0.25814583897590637
ran,0.15077020227909088,0.23709121346473694,0.2519606649875641,0.34471654891967773,0.2376149296760559,0.28357353806495667,0.25130680203437805,0.19789953529834747,0.0829063281416893,0.1809440702199936,0.11304427683353424
for,0.3308170735836029,0.40972793102264404,0.16166263818740845,0.33592689037323,0.4322226941585541,0.4739971458911896,0.1443338692188263,0.31184524297714233,0.1568533182144165,0.22760893404483795,0.264628142118454
14,0.03452076017856598,-0.04532574862241745,0.11258096992969513,0.023857727646827698,0.07915190607309341,-0.011880298145115376,0.03763367980718613,0.15033096075057983,0.048560988157987595,0.044404301792383194,0.11697390675544739
episodes,0.16633862257003784,0.17309854924678802,0.9999999403953552,0.17896170914173126,0.17357411980628967,0.1889590173959732,0.33411118388175964,0.16757473349571228,0.1485026776790619,0.15270556509494781,0.21740183234214783
(,0.1676948219537735,0.1455259770154953,0.17736345529556274,0.14743882417678833,0.3087427020072937,0.33289089798927307,0.04743315652012825,0.5287467241287231,0.14098842442035675,0.15068650245666504,0.40561532974243164
albeit,0.2836151421070099,0.28288474678993225,0.23242872953414917,0.25431913137435913,0.2367916852235794,0.274771511554718,0.231297105550766,0.2815585434436798,0.1963871717453003,0.24674823880195618,0.2858094274997711
divided,0.1862497329711914,0.21604293584823608,0.17847593128681183,0.23896059393882751,0.29514673352241516,0.34601110219955444,0.14951063692569733,0.20694924890995026,0.04146706685423851,0.1289847046136856,0.10190024226903915
into,0.2303972691297531,0.2618265151977539,0.18236084282398224,0.2657007873058319,0.38021373748779297,0.39493247866630554,0.1977078914642334,0.19036275148391724,0.10092004388570786,0.19205522537231445,0.15662476420402527
three,0.23807744681835175,0.4501400589942932,0.2550216317176819,0.38429051637649536,0.34828072786331177,0.43452659249305725,0.14937621355056763,0.2094462364912033,0.16220340132713318,0.20880171656608582,0.20928427577018738
production,0.19858919084072113,0.21343427896499634,0.2936723828315735,0.16264601051807404,0.22079120576381683,0.2657334506511688,0.1429668515920639,0.15515664219856262,0.1680726855993271,0.15036040544509888,0.19318072497844696
codes,0.21110284328460693,0.22759996354579926,0.24667057394981384,0.20696334540843964,0.2638666331768036,0.2820484936237335,0.16931429505348206,0.14504994451999664,0.16625858843326569,0.28559410572052,0.16803960502147675
and,0.33647966384887695,0.5296266674995422,0.246442511677742,0.42175528407096863,0.4954058527946472,0.5171257257461548,0.20103956758975983,0.3053182065486908,0.19895130395889282,0.26844465732574463,0.20544172823429108
four,0.1955733299255371,0.4139232039451599,0.22708669304847717,0.3769223988056183,0.3085027039051056,0.40344667434692383,0.14811865985393524,0.19623002409934998,0.2094804048538208,0.1873883157968521,0.14532537758350372
narrative,0.22167901694774628,0.19936586916446686,0.2102433443069458,0.18109585344791412,0.22652024030685425,0.22237147390842438,0.3100219964981079,0.15842963755130768,0.19787189364433289,0.16273263096809387,0.1689632087945938
segments,0.19205330312252045,0.23744861781597137,0.39885902404785156,0.23834805190563202,0.1752685159444809,0.2755124568939209,0.29023003578186035,0.12977240979671478,0.16512925922870636,0.1533372849225998,0.12596890330314636
),0.17939934134483337,0.16602720320224762,0.1691657453775406,0.1566188633441925,0.3326910734176636,0.3456730246543884,0.046147752553224564,0.5468860864639282,0.16266581416130066,0.14951853454113007,0.42300865054130554
during,0.26830652356147766,0.3661181330680847,0.18832220137119293,0.4064035415649414,0.4627237319946289,0.4838213622570038,0.28033843636512756,0.18130852282047272,0.16031759977340698,0.19351215660572052,0.1325719803571701
season,0.13036081194877625,0.14251810312271118,0.5267286896705627,0.20231115818023682,0.2184021919965744,0.2507155239582062,0.21284399926662445,0.1687038391828537,0.0617426261305809,0.10846852511167526,0.16793298721313477
23,-0.021877937018871307,-0.05538930743932724,-0.1014249175786972,-0.05267763510346413,-0.00097907695453614,-0.04008803516626358,-0.02471858449280262,-0.058300670236349106,0.05736587941646576,-0.04099974036216736,0.012076443061232567
.,0.3287222981452942,0.3974229395389557,0.22130145132541656,0.3378238379955292,0.5591574311256409,0.5934505462646484,0.23017093539237976,0.4806240200996399,0.16851933300495148,0.2966235876083374,0.4130953550338745
