,what,civil,rights,movement,in,the,us,was,known,for,it,'s,disobedience,?
empire,0.21723191440105438,0.21297308802604675,0.10519442707300186,0.14598436653614044,0.24110576510429382,0.32532164454460144,0.15187062323093414,0.30602675676345825,0.1583230346441269,0.18193261325359344,0.24114786088466644,-0.011798231862485409,0.20652562379837036,0.14909450709819794
),0.26259949803352356,0.168956458568573,0.18886376917362213,0.14506514370441437,0.3326910734176636,0.3456730246543884,0.23142409324645996,0.3267642855644226,0.297453910112381,0.3639558255672455,0.28560304641723633,0.021107977256178856,0.1570320576429367,0.42300865054130554
",",0.3087472915649414,0.24795588850975037,0.2595706284046173,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.48329564929008484,-0.0016132977325469255,0.2878543734550476,0.31091248989105225
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
czechoslovakia,0.14718355238437653,0.20948971807956696,0.20140321552753448,0.2105366587638855,0.17862007021903992,0.17898622155189514,0.17773182690143585,0.21067622303962708,0.11183744668960571,0.1828196942806244,0.13260884582996368,0.10592926293611526,0.2135223150253296,0.14510126411914825
's,0.02692362666130066,-0.06354409456253052,-0.06798747181892395,0.009452048689126968,-0.037580832839012146,-0.01540423184633255,0.032960113137960434,0.008974763564765453,0.008368984796106815,-0.07241261005401611,0.06608816236257553,0.9999999403953552,0.027719656005501747,-0.023395681753754616
velvet,0.08129110932350159,0.15737667679786682,0.08644557744264603,0.1981191635131836,0.15152709186077118,0.2813343107700348,0.08615364134311676,0.18825951218605042,0.2002788782119751,0.2211695909500122,0.19463932514190674,0.06911318749189377,0.22575002908706665,0.08144046366214752
revolution,0.1946869045495987,0.3380163013935089,0.21864043176174164,0.31382355093955994,0.23010264337062836,0.276140034198761,0.15482266247272491,0.3365444839000702,0.17202328145503998,0.1494327187538147,0.2443300038576126,-0.031944599002599716,0.3442854583263397,0.1727980077266693
and,0.31309178471565247,0.25259146094322205,0.26346641778945923,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.40957894921302795,0.06895173341035843,0.3041999638080597,0.20544172823429108
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
east,0.19840149581432343,0.2007310837507248,0.12386652082204819,0.18050822615623474,0.32659441232681274,0.3383176326751709,0.14660204946994781,0.2747166156768799,0.21003270149230957,0.20268000662326813,0.27437624335289,0.05105345696210861,0.2090636044740677,0.10070597380399704
germany,0.21690446138381958,0.17974872887134552,0.15783701837062836,0.1622759848833084,0.3642844259738922,0.3181285262107849,0.18360595405101776,0.2618768811225891,0.14048871397972107,0.2319389283657074,0.27234339714050293,0.07082316279411316,0.20452725887298584,0.1388660967350006
to,0.455847829580307,0.2019355595111847,0.2570022940635681,0.2780168950557709,0.45010748505592346,0.535392165184021,0.2928973436355591,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.513711154460907,0.03782717138528824,0.30665844678878784,0.29463258385658264
oust,0.18523606657981873,0.2624308168888092,0.15410050749778748,0.1788351982831955,0.20459677278995514,0.23557864129543304,0.1600932627916336,0.3017151951789856,0.061169859021902084,0.09920958429574966,0.15294522047042847,-0.002578596817329526,0.2814335823059082,0.128178209066391
their,0.35142919421195984,0.18000862002372742,0.223011314868927,0.2719673216342926,0.34976133704185486,0.516537070274353,0.18662944436073303,0.2396296262741089,0.22521670162677765,0.3406745493412018,0.3067983090877533,-0.005530759692192078,0.31147265434265137,0.1898253709077835
communist,0.1774516999721527,0.32474783062934875,0.23181882500648499,0.4196474254131317,0.2044694870710373,0.24560265243053436,0.16739994287490845,0.2940322756767273,0.16435271501541138,0.17716827988624573,0.22496755421161652,0.0665741041302681,0.39765653014183044,0.13955675065517426
governments,0.2814749777317047,0.29547783732414246,0.35890206694602966,0.2336874008178711,0.26927295327186584,0.2835306227207184,0.23528681695461273,0.25224968791007996,0.13366776704788208,0.2445342242717743,0.26958173513412476,0.03380228206515312,0.4009304940700531,0.18805137276649475
",",0.3087472915649414,0.24795588850975037,0.2595706284046173,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.48329564929008484,-0.0016132977325469255,0.2878543734550476,0.31091248989105225
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
south,0.15388517081737518,0.26806536316871643,0.1768927276134491,0.19583062827587128,0.33642083406448364,0.3129390776157379,0.1746729165315628,0.2792486846446991,0.23865355551242828,0.17502866685390472,0.28465771675109863,0.06268392503261566,0.2275371253490448,0.12336621433496475
africa,0.19696469604969025,0.17994844913482666,0.19675789773464203,0.1941467672586441,0.27806714177131653,0.2903064787387848,0.1539524793624878,0.1945687234401703,0.16368135809898376,0.18971428275108337,0.22790224850177765,0.0768766924738884,0.24691563844680786,0.12926554679870605
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
fight,0.292800635099411,0.24232299625873566,0.2849661409854889,0.16946198046207428,0.20735964179039001,0.28874441981315613,0.1266554296016693,0.2078418880701065,0.1583060622215271,0.20539981126785278,0.2294023633003235,-0.00614618044346571,0.38511529564857483,0.16463038325309753
against,0.24561616778373718,0.22722691297531128,0.2796417474746704,0.23060853779315948,0.27273955941200256,0.3090755045413971,0.12593723833560944,0.22972732782363892,0.1532188504934311,0.3262052536010742,0.19986185431480408,-0.0006242102244868875,0.3858777582645416,0.18095137178897858
apartheid,0.2113245278596878,0.34782013297080994,0.38271772861480713,0.36662474274635315,0.2299853265285492,0.2427075356245041,0.11584511399269104,0.2379744052886963,0.1706652194261551,0.20981444418430328,0.16904579102993011,-0.00951339490711689,0.4770008325576782,0.1311584711074829
",",0.3087472915649414,0.24795588850975037,0.2595706284046173,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.48329564929008484,-0.0016132977325469255,0.2878543734550476,0.31091248989105225
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
american,0.1909721940755844,0.2562917470932007,0.22882525622844696,0.19461730122566223,0.22871561348438263,0.24562937021255493,0.23595276474952698,0.31632548570632935,0.29350247979164124,0.2306184321641922,0.14307931065559387,0.01565130427479744,0.2408485859632492,0.18877598643302917
civil,0.15091551840305328,1.0,0.4687685966491699,0.24947896599769592,0.26466667652130127,0.2477465271949768,0.18032318353652954,0.24303317070007324,0.1591797024011612,0.1685788929462433,0.17707513272762299,-0.06354409456253052,0.5442691445350647,0.1494513899087906
rights,0.2386135458946228,0.4687685966491699,0.9999999403953552,0.2941119968891144,0.17772755026817322,0.2579100430011749,0.1771174520254135,0.19272007048130035,0.1566460281610489,0.24823954701423645,0.1732693463563919,-0.06798747181892395,0.4210108518600464,0.21814769506454468
movement,0.23934946954250336,0.24947896599769592,0.2941119968891144,1.0,0.26725053787231445,0.339571475982666,0.13842971622943878,0.18520963191986084,0.21515174210071564,0.1841055154800415,0.23563571274280548,0.009452048689126968,0.3983685374259949,0.1423349231481552
",",0.3087472915649414,0.24795588850975037,0.2595706284046173,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.48329564929008484,-0.0016132977325469255,0.2878543734550476,0.31091248989105225
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
singing,0.25204721093177795,0.14216934144496918,0.15889683365821838,0.17108756303787231,0.2483518421649933,0.20382609963417053,0.1344028115272522,0.18716584146022797,0.20877397060394287,0.22399109601974487,0.19192512333393097,0.04094643145799637,0.3224974274635315,0.16125191748142242
revolution,0.1946869045495987,0.3380163013935089,0.21864043176174164,0.31382355093955994,0.23010264337062836,0.276140034198761,0.15482266247272491,0.3365444839000702,0.17202328145503998,0.1494327187538147,0.2443300038576126,-0.031944599002599716,0.3442854583263397,0.1727980077266693
to,0.455847829580307,0.2019355595111847,0.2570022940635681,0.2780168950557709,0.45010748505592346,0.535392165184021,0.2928973436355591,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.513711154460907,0.03782717138528824,0.30665844678878784,0.29463258385658264
bring,0.3273051679134369,0.24223020672798157,0.17768578231334686,0.17308315634727478,0.2299850881099701,0.31620702147483826,0.20592479407787323,0.17927412688732147,0.09381561726331711,0.28238824009895325,0.25424838066101074,0.03623991087079048,0.31379690766334534,0.250621497631073
independence,0.24622133374214172,0.32815662026405334,0.32563647627830505,0.3321867883205414,0.25996696949005127,0.2836182415485382,0.16034474968910217,0.24797119200229645,0.17704090476036072,0.1525467187166214,0.229904904961586,0.02269889786839485,0.40463489294052124,0.12301119416952133
to,0.455847829580307,0.2019355595111847,0.2570022940635681,0.2780168950557709,0.45010748505592346,0.535392165184021,0.2928973436355591,0.3636345863342285,0.14337651431560516,0.4451248347759247,0.513711154460907,0.03782717138528824,0.30665844678878784,0.29463258385658264
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
baltic,0.13813510537147522,0.13600385189056396,0.11043927818536758,0.14285559952259064,0.27287811040878296,0.31626036763191223,0.10702833533287048,0.16383758187294006,0.17675821483135223,0.10624413192272186,0.2715384364128113,0.08917438238859177,0.1623852550983429,0.06320890039205551
countries,0.22319257259368896,0.21527278423309326,0.26091325283050537,0.18942444026470184,0.3027990758419037,0.33290645480155945,0.250430703163147,0.24139733612537384,0.1625019907951355,0.299202024936676,0.3387439250946045,0.04551587626338005,0.31026434898376465,0.15128466486930847
from,0.2737620174884796,0.11420916765928268,0.159982830286026,0.23928771913051605,0.4274188280105591,0.40150508284568787,0.24183706939220428,0.31171464920043945,0.18996182084083557,0.314039945602417,0.325604110956192,-0.01936490088701248,0.1641564965248108,0.19969791173934937
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
soviet,0.12922172248363495,0.21523307263851166,0.11056160926818848,0.22989784181118011,0.22826138138771057,0.2312941700220108,0.23309950530529022,0.259528785943985,0.09857180714607239,0.19638079404830933,0.19321830570697784,0.10372670739889145,0.22742103040218353,0.08693568408489227
union,0.1396910548210144,0.32730230689048767,0.16317512094974518,0.2541976869106293,0.22726479172706604,0.24421639740467072,0.24373739957809448,0.23276571929454803,0.11200354993343353,0.20406247675418854,0.20087021589279175,0.10892792046070099,0.30900609493255615,0.07797172665596008
",",0.3087472915649414,0.24795588850975037,0.2595706284046173,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.48329564929008484,-0.0016132977325469255,0.2878543734550476,0.31091248989105225
recently,0.2653191089630127,0.13260480761528015,0.21502114832401276,0.12600769102573395,0.32725074887275696,0.2774651348590851,0.16939294338226318,0.4035745859146118,0.22824813425540924,0.35907360911369324,0.32964715361595154,0.005367393139749765,0.15481065213680267,0.18352322280406952
with,0.2464839518070221,0.13053880631923676,0.147300586104393,0.18811029195785522,0.4080928862094879,0.4223487675189972,0.1991443932056427,0.27411898970603943,0.23440474271774292,0.39140474796295166,0.3369046747684479,-0.04624466598033905,0.21576236188411713,0.2433311939239502
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
2003,-0.17906495928764343,-0.0984472781419754,-0.1352318972349167,-0.1289384514093399,-0.1320333480834961,-0.14761915802955627,-0.0574716180562973,-0.14445069432258606,-0.03154247626662254,-0.12971410155296326,-0.10566340386867523,-0.05068197846412659,-0.09063290804624557,-0.17560148239135742
rose,0.13161541521549225,0.14210473001003265,0.06485343724489212,0.18909525871276855,0.24995949864387512,0.28326278924942017,0.12260299921035767,0.2609468102455139,0.16029994189739227,0.09382632374763489,0.17944282293319702,0.07569021731615067,0.15720805525779724,0.11847885698080063
revolution,0.1946869045495987,0.3380163013935089,0.21864043176174164,0.31382355093955994,0.23010264337062836,0.276140034198761,0.15482266247272491,0.3365444839000702,0.17202328145503998,0.1494327187538147,0.2443300038576126,-0.031944599002599716,0.3442854583263397,0.1727980077266693
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
georgia,0.2098073810338974,0.16737420856952667,0.18298488855361938,0.09835191816091537,0.21840400993824005,0.22469212114810944,0.24066831171512604,0.19615234434604645,0.13262498378753662,0.12838822603225708,0.21007710695266724,0.070806123316288,0.18656671047210693,0.14345775544643402
and,0.31309178471565247,0.25259146094322205,0.26346641778945923,0.2837696671485901,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.3740963041782379,0.3468935489654541,0.5064792633056641,0.40957894921302795,0.06895173341035843,0.3041999638080597,0.20544172823429108
the,0.42745697498321533,0.2477465271949768,0.2579100430011749,0.339571475982666,0.6662389636039734,1.0,0.25727739930152893,0.48711544275283813,0.3624623417854309,0.4739971458911896,0.6251175999641418,-0.01540423184633255,0.30963727831840515,0.22068053483963013
2004,-0.2636275589466095,-0.0567830465734005,-0.11208781599998474,-0.11708854883909225,-0.20274123549461365,-0.2467794269323349,-0.16357319056987762,-0.01421020831912756,0.02637806348502636,-0.07952622324228287,-0.2718257009983063,-0.06140275299549103,-0.04134608805179596,-0.15923042595386505
orange,0.18341036140918732,0.11806199699640274,0.15148943662643433,0.0482218936085701,0.20098833739757538,0.20814983546733856,0.11606539785861969,0.1779351681470871,0.1985377073287964,0.1734876185655594,0.20390011370182037,-0.1160522997379303,0.11824873834848404,0.1066059097647667
revolution,0.1946869045495987,0.3380163013935089,0.21864043176174164,0.31382355093955994,0.23010264337062836,0.276140034198761,0.15482266247272491,0.3365444839000702,0.17202328145503998,0.1494327187538147,0.2443300038576126,-0.031944599002599716,0.3442854583263397,0.1727980077266693
in,0.30808621644973755,0.26466667652130127,0.17772755026817322,0.26725053787231445,1.0,0.6662389636039734,0.19746538996696472,0.45514053106307983,0.32641831040382385,0.4322226941585541,0.5130809545516968,-0.037580832839012146,0.3054615259170532,0.20430970191955566
ukraine,0.22203432023525238,0.1563154011964798,0.18685509264469147,0.14071515202522278,0.24346031248569489,0.23817399144172668,0.2114282250404358,0.178083598613739,0.1396474987268448,0.18121489882469177,0.1902722865343094,0.025933371856808662,0.15224076807498932,0.1616296023130417
",",0.3087472915649414,0.24795588850975037,0.2595706284046173,0.1862073689699173,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.45456063747406006,0.3604377806186676,0.4464869201183319,0.48329564929008484,-0.0016132977325469255,0.2878543734550476,0.31091248989105225
among,0.21154822409152985,0.1348482370376587,0.16304704546928406,0.17919206619262695,0.3211768567562103,0.3507058024406433,0.11847534030675888,0.23730893433094025,0.35925352573394775,0.2832789719104767,0.22068572044372559,0.01186611782759428,0.22375743091106415,0.14343059062957764
other,0.341873437166214,0.17309200763702393,0.21818013489246368,0.24484199285507202,0.39989137649536133,0.44152235984802246,0.2157169133424759,0.14651623368263245,0.2199651598930359,0.3273986279964447,0.36282607913017273,0.04445967823266983,0.24770691990852356,0.24682199954986572
various,0.26045072078704834,0.13808923959732056,0.1771664172410965,0.2342095673084259,0.266343355178833,0.3235042691230774,0.1786661595106125,0.14120686054229736,0.23669686913490295,0.3578505516052246,0.21153901517391205,0.0089445561170578,0.2675376534461975,0.12823495268821716
movements,0.23197974264621735,0.2419094443321228,0.262999951839447,0.8651208281517029,0.23150597512722015,0.31594985723495483,0.15230609476566315,0.15315485000610352,0.16895659267902374,0.19706670939922333,0.23149621486663818,0.01989559456706047,0.37486886978149414,0.1501890867948532
worldwide,0.20704631507396698,0.14691197872161865,0.2315787822008133,0.1961047351360321,0.30781108140945435,0.2698158025741577,0.185543030500412,0.26323333382606506,0.2757944166660309,0.288472980260849,0.2440871298313141,0.06118416413664818,0.16727186739444733,0.2253960371017456
.,0.3567904531955719,0.2541380822658539,0.24957291781902313,0.22796523571014404,0.5591574311256409,0.5934505462646484,0.3162994682788849,0.40146201848983765,0.283290296792984,0.4726039469242096,0.5593622326850891,-0.003708066651597619,0.2603943943977356,0.4130953550338745
