,who,lead,the,1968,special,programming,for,abc,radio,'s,fm,stations,?
manager,0.22238492965698242,0.13519564270973206,0.18262924253940582,-0.050457779318094254,0.08610110729932785,0.24779650568962097,0.20642828941345215,0.14726446568965912,0.17047056555747986,-0.024977421388030052,0.07228060811758041,0.1594289094209671,0.11875338107347488
at,0.22096660733222961,0.16269199550151825,0.457212895154953,0.08632206916809082,0.19355125725269318,0.12503835558891296,0.34237727522850037,0.12953892350196838,0.20139797031879425,-0.08481216430664062,0.2202756255865097,0.2342902421951294,0.21978627145290375
wcfl,0.1567716896533966,0.16227658092975616,0.25289052724838257,-0.06993027776479721,0.15246133506298065,0.2189590036869049,0.28187334537506104,0.390674352645874,0.3251436650753021,-0.0023900994565337896,0.3207809627056122,0.3138118088245392,0.18875174224376678
in,0.2792111933231354,0.2055644989013672,0.6662389636039734,0.08920387923717499,0.2897285223007202,0.17145347595214844,0.4322226941585541,0.1697147786617279,0.22625693678855896,-0.037580832839012146,0.1521582156419754,0.25864288210868835,0.20430970191955566
chicago,0.2047077715396881,0.12242143601179123,0.27360326051712036,-0.015847913920879364,0.08774179965257645,0.10124258697032928,0.2320132851600647,0.22184306383132935,0.18016937375068665,-0.0033615175634622574,0.1714584082365036,0.16855742037296295,0.16446958482265472
who,0.9999998807907104,0.19455209374427795,0.3733934462070465,-0.017259184271097183,0.21519862115383148,0.17227613925933838,0.37110671401023865,0.14673753082752228,0.20289050042629242,0.05599616840481758,0.08293134719133377,0.18933221697807312,0.26220351457595825
was,0.3318818509578705,0.1970783770084381,0.48711544275283813,0.07066072523593903,0.1585642695426941,0.15892314910888672,0.3863949179649353,0.21565799415111542,0.20381812751293182,0.008974763564765453,0.14100852608680725,0.15012863278388977,0.18412111699581146
approached,0.18674971163272858,0.10498828440904617,0.24724338948726654,0.009995021857321262,0.07540406286716461,0.17649655044078827,0.22355309128761292,0.18351875245571136,0.10009424388408661,0.001172629534266889,0.0823022648692131,0.15747590363025665,0.1428859978914261
by,0.39727845788002014,0.23356960713863373,0.4408751428127289,-0.010274567641317844,0.2578898072242737,0.19613991677761078,0.3248702883720398,0.17600902915000916,0.1833777278661728,-0.010884488001465797,0.09238013625144958,0.20435920357704163,0.17966607213020325
abc,0.14673753082752228,0.19880208373069763,0.2068762183189392,-0.036682769656181335,0.16786715388298035,0.3165910840034485,0.22510288655757904,1.0000001192092896,0.35354745388031006,0.06670809537172318,0.30740925669670105,0.23858611285686493,0.19065172970294952
radio,0.20289050042629242,0.1651650071144104,0.23511973023414612,0.04859283193945885,0.19117730855941772,0.28530606627464294,0.2325505018234253,0.35354745388031006,0.9999999403953552,0.13450658321380615,0.5416761040687561,0.47360363602638245,0.08763375133275986
president,0.22565458714962006,0.12810693681240082,0.24330610036849976,-0.032345205545425415,0.09143306314945221,0.1268446147441864,0.17469504475593567,0.20593604445457458,0.10418909043073654,-0.08566092699766159,0.0825047641992569,0.11916346102952957,0.14148259162902832
harold,0.1999358981847763,0.16573311388492584,0.21060243248939514,0.021956076845526695,0.19564969837665558,0.13487327098846436,0.15400825440883636,0.17487262189388275,0.16216465830802917,-0.009287383407354355,0.11629397422075272,0.1313554346561432,0.151779443025589
l.,-0.00789702869951725,-0.009513833560049534,0.06809674203395844,0.03546870872378349,0.04443307965993881,0.006462490651756525,0.02781061641871929,-0.12734895944595337,0.036588579416275024,-0.09059569984674454,-0.026275500655174255,-0.06333007663488388,0.05018472298979759
neal,0.2529367506504059,0.20292124152183533,0.1457056701183319,-0.02282899059355259,0.14006248116493225,0.26032671332359314,0.17860624194145203,0.31795820593833923,0.18672512471675873,0.03354589268565178,0.17804205417633057,0.2017858326435089,0.19127167761325836
to,0.42656609416007996,0.23490607738494873,0.535392165184021,0.06488213688135147,0.28623831272125244,0.1961597204208374,0.4451248347759247,0.1762417107820511,0.16918617486953735,0.03782717138528824,0.12288849800825119,0.21700026094913483,0.29463258385658264
develop,0.1715451180934906,0.16566750407218933,0.26276466250419617,-0.006292810197919607,0.17860230803489685,0.22853770852088928,0.2540854215621948,0.08527397364377975,0.03964477404952049,-0.01876107230782509,0.09922048449516296,0.13445471227169037,0.15784582495689392
a,0.36608949303627014,0.20661775767803192,0.5829201340675354,-0.025953760370612144,0.31333932280540466,0.20890353620052338,0.44038116931915283,0.21331243216991425,0.19488471746444702,0.04866964742541313,0.1312788724899292,0.199105903506279,0.23916715383529663
format,0.03323619067668915,0.2064002901315689,0.21678368747234344,-0.07667133957147598,0.15448489785194397,0.3030407726764679,0.3087678551673889,0.2297828495502472,0.2664133310317993,0.020792445167899132,0.19499175250530243,0.19570614397525787,0.2222042977809906
to,0.42656609416007996,0.23490607738494873,0.535392165184021,0.06488213688135147,0.28623831272125244,0.1961597204208374,0.4451248347759247,0.1762417107820511,0.16918617486953735,0.03782717138528824,0.12288849800825119,0.21700026094913483,0.29463258385658264
compete,0.23839393258094788,0.06672786921262741,0.28425246477127075,0.023668531328439713,0.16659024357795715,0.14517997205257416,0.24442443251609802,0.07898091524839401,0.07705460488796234,0.09049925953149796,0.1283835768699646,0.11603600531816483,0.07650651037693024
with,0.3282766342163086,0.22399857640266418,0.4223487675189972,0.020693374797701836,0.21461334824562073,0.17035330832004547,0.39140474796295166,0.17432008683681488,0.15850627422332764,-0.04624466598033905,0.14644476771354675,0.1949257254600525,0.2433311939239502
the,0.3733934462070465,0.21995973587036133,1.0,0.07431387901306152,0.3027077615261078,0.17869283258914948,0.4739971458911896,0.2068762183189392,0.23511973023414612,-0.01540423184633255,0.1839628368616104,0.24762700498104095,0.22068053483963013
new,0.2378052920103073,0.15582917630672455,0.3845241069793701,0.039671462029218674,0.2529560923576355,0.16611634194850922,0.2700757384300232,0.20663127303123474,0.1785462647676468,-0.008355522528290749,0.13731664419174194,0.1508234143257141,0.14782847464084625
progressive,0.18807709217071533,0.319435179233551,0.2495650351047516,0.01692848838865757,0.11646463721990585,0.2403801530599594,0.28119468688964844,0.18829074501991272,0.22105437517166138,0.0794275775551796,0.2033146470785141,0.15603689849376678,0.12022990733385086
rock,0.1515379399061203,0.25194308161735535,0.23786304891109467,-0.03542446717619896,0.1379963904619217,0.18197648227214813,0.20388811826705933,0.12740105390548706,0.24859656393527985,0.051966436207294464,0.3003515303134918,0.16508790850639343,0.13172835111618042
and,0.41279885172843933,0.31077226996421814,0.5171257257461548,0.06726996600627899,0.22352655231952667,0.23146864771842957,0.5064792633056641,0.16453155875205994,0.2658638060092926,0.06895173341035843,0.1889406144618988,0.2687023878097534,0.20544172823429108
dj-helmed,0.2502019703388214,0.1828908622264862,0.37292248010635376,0.031064117327332497,0.2264624536037445,0.1607266068458557,0.24149411916732788,0.19762291014194489,0.22393548488616943,0.0223358403891325,0.22582492232322693,0.1687077134847641,0.2216060608625412
stations,0.18933221697807312,0.09101244062185287,0.24762700498104095,0.00463343458250165,0.17136484384536743,0.22747810184955597,0.236822247505188,0.23858611285686493,0.47360363602638245,0.029389679431915283,0.4250081479549408,1.0,0.13192185759544373
.,0.3541337847709656,0.2305188626050949,0.5934505462646484,0.003341824281960726,0.26337340474128723,0.1874377578496933,0.4726039469242096,0.2567209303379059,0.20650681853294373,-0.003708066651597619,0.2006462812423706,0.22839494049549103,0.4130953550338745
