,how,concentrated,do,the,hydrogen,ions,get,in,the,thylakoid,space,?
space,0.1899009644985199,0.1457824409008026,0.17791397869586945,0.24495907127857208,0.2395610511302948,0.2240719497203827,0.24981531500816345,0.17648501694202423,0.24495907127857208,0.1919831484556198,1.0000001192092896,0.1885536164045334
",",0.22659391164779663,0.3048234283924103,0.3283645510673523,0.4933079481124878,0.20272333920001984,0.18332044780254364,0.2926318049430847,0.5201468467712402,0.4933079481124878,0.18480192124843597,0.2285580337047577,0.31091248989105225
creating,0.2829582095146179,0.21663914620876312,0.27684876322746277,0.286904513835907,0.20614096522331238,0.18689566850662231,0.3109852373600006,0.20338892936706543,0.286904513835907,0.09393177926540375,0.2748399078845978,0.2842518985271454
a,0.29312583804130554,0.22587455809116364,0.26237669587135315,0.5829201340675354,0.2546948194503784,0.21490025520324707,0.27948489785194397,0.539380669593811,0.5829201340675354,0.2543550431728363,0.20296213030815125,0.23916715383529663
concentration,0.26526597142219543,0.7858516573905945,0.16894954442977905,0.2617439329624176,0.31662118434906006,0.4152228832244873,0.19070465862751007,0.2709709107875824,0.2617439329624176,0.2955765724182129,0.17596536874771118,0.1292840540409088
gradient,0.22080469131469727,0.2601591944694519,0.19845695793628693,0.22138859331607819,0.4088157117366791,0.4204515218734741,0.21504640579223633,0.15111449360847473,0.22138859331607819,0.2955649793148041,0.29175224900245667,0.16633863747119904
",",0.22659391164779663,0.3048234283924103,0.3283645510673523,0.4933079481124878,0.20272333920001984,0.18332044780254364,0.2926318049430847,0.5201468467712402,0.4933079481124878,0.18480192124843597,0.2285580337047577,0.31091248989105225
with,0.3525622487068176,0.28594568371772766,0.23744353652000427,0.4223487675189972,0.2501595914363861,0.20308780670166016,0.3307689428329468,0.4080928862094879,0.4223487675189972,0.17695879936218262,0.1992894560098648,0.2433311939239502
more,0.4319567084312439,0.3654082119464874,0.3514035940170288,0.39758381247520447,0.2562817335128784,0.22256048023700714,0.38641589879989624,0.32563260197639465,0.39758381247520447,0.2692962884902954,0.21460022032260895,0.27894994616508484
hydrogen,0.23238429427146912,0.2933582365512848,0.24647696316242218,0.20406323671340942,1.0,0.6510472893714905,0.218809574842453,0.1982225924730301,0.20406323671340942,0.45373737812042236,0.2395610511302948,0.14590126276016235
ions,0.2286808043718338,0.38191279768943787,0.24652104079723358,0.1818171590566635,0.6510472893714905,1.0,0.19076979160308838,0.18162547051906586,0.1818171590566635,0.41014885902404785,0.2240719497203827,0.19270877540111542
(,0.1676948219537735,0.16693465411663055,0.24216170608997345,0.33289089798927307,0.15933354198932648,0.1865561157464981,0.2644343078136444,0.3087427020072937,0.33289089798927307,0.18695341050624847,0.23673366010189056,0.40561532974243164
up,0.2819872200489044,0.1893349438905716,0.26271459460258484,0.38423117995262146,0.22509631514549255,0.1989418864250183,0.3791064918041229,0.3120773434638977,0.38423117995262146,0.20081792771816254,0.22489678859710693,0.1819818764925003
to,0.44169697165489197,0.2865214943885803,0.38876664638519287,0.535392165184021,0.23178602755069733,0.2567741870880127,0.4388369917869568,0.45010748505592346,0.535392165184021,0.20179182291030884,0.22712917625904083,0.29463258385658264
a,0.29312583804130554,0.22587455809116364,0.26237669587135315,0.5829201340675354,0.2546948194503784,0.21490025520324707,0.27948489785194397,0.539380669593811,0.5829201340675354,0.2543550431728363,0.20296213030815125,0.23916715383529663
thousand,0.22628572583198547,0.2504764497280121,0.13663621246814728,0.25864744186401367,0.168924018740654,0.18350595235824585,0.15863870084285736,0.246027871966362,0.25864744186401367,0.20971232652664185,0.16773062944412231,0.15439848601818085
times,0.2685738503932953,0.17817948758602142,0.14708955585956573,0.29093852639198303,0.17029112577438354,0.1351553499698639,0.2683489918708801,0.2427823841571808,0.29093852639198303,0.14414063096046448,0.11916735768318176,0.18880689144134521
as,0.33782753348350525,0.3099561929702759,0.38329678773880005,0.48381632566452026,0.23012559115886688,0.26563403010368347,0.2830592393875122,0.3887844979763031,0.48381632566452026,0.20550315082073212,0.1954064816236496,0.27043893933296204
many,0.4425291419029236,0.3271962106227875,0.38738366961479187,0.4335206151008606,0.18825452029705048,0.22616486251354218,0.3039306700229645,0.41474202275276184,0.4335206151008606,0.19656935334205627,0.15485332906246185,0.2124512493610382
),0.17939934134483337,0.15200121700763702,0.24460165202617645,0.3456730246543884,0.16010600328445435,0.17585788667201996,0.26274725794792175,0.3326910734176636,0.3456730246543884,0.18473830819129944,0.24192531406879425,0.42300865054130554
inside,0.299789160490036,0.23009027540683746,0.25159046053886414,0.35313180088996887,0.2756187915802002,0.3145802319049835,0.25370240211486816,0.3260733187198639,0.35313180088996887,0.3110121786594391,0.26827824115753174,0.14505037665367126
the,0.33890387415885925,0.2688957750797272,0.30239659547805786,1.0,0.20406323671340942,0.1818171590566635,0.29667025804519653,0.6662389636039734,1.0,0.22905179858207703,0.24495907127857208,0.22068053483963013
thylakoid,0.19070076942443848,0.21310023963451385,0.2739792764186859,0.22905179858207703,0.45373737812042236,0.41014885902404785,0.2613930106163025,0.17373895645141602,0.22905179858207703,1.0,0.1919831484556198,0.19202344119548798
system,0.282820463180542,0.18253010511398315,0.18447506427764893,0.3233085572719574,0.1841585785150528,0.21373306214809418,0.26490768790245056,0.21978288888931274,0.3233085572719574,0.22161120176315308,0.16143520176410675,0.15556083619594574
than,0.29763275384902954,0.30725181102752686,0.2387038916349411,0.3227543234825134,0.25250470638275146,0.18865373730659485,0.3333383798599243,0.3270052373409271,0.3227543234825134,0.21421599388122559,0.20923641324043274,0.24917294085025787
in,0.2601168751716614,0.29073235392570496,0.23402775824069977,0.6662389636039734,0.1982225924730301,0.18162547051906586,0.24899829924106598,1.0,0.6662389636039734,0.17373895645141602,0.17648501694202423,0.20430970191955566
the,0.33890387415885925,0.2688957750797272,0.30239659547805786,1.0,0.20406323671340942,0.1818171590566635,0.29667025804519653,0.6662389636039734,1.0,0.22905179858207703,0.24495907127857208,0.22068053483963013
stroma,0.1415640264749527,0.21543700993061066,0.13022096455097198,0.17211614549160004,0.209670752286911,0.1847108155488968,0.08799170702695847,0.2306111603975296,0.17211614549160004,0.29129961133003235,0.1565440148115158,0.15478113293647766
.,0.3287222981452942,0.2786614000797272,0.3613996207714081,0.5934505462646484,0.26744043827056885,0.23469318449497223,0.39392393827438354,0.5591574311256409,0.5934505462646484,0.21039265394210815,0.2385488897562027,0.4130953550338745
